,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-03-17,苏加旭,-1028379,5.76,47628978,竞价交易,苏加旭,董事,本人
1,2019-12-31,苏加旭,-5148039,--,48657357,不详,苏加旭,董事,本人
2,2019-12-18,苏加旭,-2443100,4.70,48657357,大宗交易,苏加旭,董事,本人
3,2019-12-05,苏加旭,-20389,4.61,51100457,竞价交易,苏加旭,董事,本人
4,2019-12-04,苏加旭,-403800,4.63,51120846,竞价交易,苏加旭,董事,本人
5,2019-11-29,苏加旭,-640600,4.57,51524646,竞价交易,苏加旭,董事,本人
6,2019-11-18,苏加旭,-210000,4.42,52165246,竞价交易,苏加旭,董事,本人
7,2019-11-08,苏加旭,-69200,4.84,52375246,竞价交易,苏加旭,董事,本人
8,2019-11-01,苏加旭,-877450,5.10,52444446,竞价交易,苏加旭,董事,本人
9,2019-10-31,苏加旭,-35000,5.19,53321896,竞价交易,苏加旭,董事,本人
10,2019-10-30,苏加旭,-448500,5.26,53356896,竞价交易,苏加旭,董事,本人
11,2018-05-31,林青植,-10300,8.67,--,竞价交易,林青文,监事,兄弟姐妹
12,2017-02-17,林青植,10300,15.36,--,竞价交易,林青文,监事,兄弟姐妹
13,2017-02-08,林青梅,-7800,15.35,--,竞价交易,林青文,监事,兄弟姐妹
14,2017-01-12,林青梅,7800,15.55,--,竞价交易,林青文,监事,兄弟姐妹
15,2016-12-31,苏加旭,-23944,--,53805396,减持,苏加旭,董事,本人
16,2016-11-29,陈凤霞,-500,16.10,--,竞价交易,陈振宗,董事、高管,兄弟姐妹
17,2016-11-28,陈凤霞,-1000,16.05,--,竞价交易,陈振宗,董事、高管,兄弟姐妹
18,2016-04-07,陈凤霞,500,13.90,--,竞价交易,陈振宗,董事、高管,兄弟姐妹
19,2016-04-06,陈凤霞,500,14.12,--,竞价交易,陈振宗,董事、高管,兄弟姐妹
20,2015-08-11,陈凤霞,-1000,16.50,500,竞价交易,陈振宗,董事、高管,兄弟姐妹
21,2015-08-05,陈凤霞,1000,14.40,1500,竞价交易,陈振宗,董事、高管,兄弟姐妹
22,2015-06-01,陈凤霞,500,23.10,500,竞价交易,陈振宗,董事、高管,兄弟姐妹
23,2013-12-04,董力群,-300,12.45,0,竞价交易,董永平,董事、高管,兄弟姐妹
24,2013-12-03,董力群,300,11.61,300,竞价交易,董永平,董事、高管,兄弟姐妹
25,2007-12-31,黄忠明,-739,--,2218,解冻,黄忠明,董事长助理,本人
26,2007-12-31,林惠琴,-646,--,1937,解冻,林惠琴,监事,本人
27,2007-12-31,谢益林,-3669,--,11006,解冻,谢益林,"董事,副董事长",本人
28,2007-08-21,林惠琴,-646,12.50,1937,二级市场买卖,林惠琴,监事,本人
29,2007-07-24,黄忠明,-739,9.99,2218,二级市场买卖,黄忠明,高管,本人
30,2007-06-30,谢益林,-3669,--,11006,出售,谢益林,副董事长,本人
31,2007-05-25,邱安彬,-4400,12.94,13200,二级市场买卖,邱安彬,监事,本人
32,2007-05-21,黄总河,-5981,11.83,17942,二级市场买卖,黄总河,董事、高管,本人
33,2006-12-31,黄忠明,1109,--,2957,股改转增,黄忠明,董事会秘书,本人
34,2006-12-31,黄总河,8971,--,23923,股改转增,黄总河,副董事长、总经理,本人
35,2006-12-31,林惠琴,969,--,2583,股改转增,林惠琴,监事,本人
36,2006-12-31,邱安彬,6600,--,17600,股改转增,邱安彬,监事,本人
37,2006-12-31,谢益林,5503,--,14675,股改转增,谢益林,副董事长,本人
38,2006-12-31,许少洪,2520,--,6720,股改转增,许少洪,副总经理,本人
