,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-07-16,邵根伙,-3285100,10.29,1390455300,竞价交易,邵根伙,董事,本人
1,2020-07-15,邵根伙,-3259500,10.64,1393740400,竞价交易,邵根伙,董事,本人
2,2020-07-14,谈松林,-310000,11.05,5130000,竞价交易,谈松林,监事,本人
3,2020-07-14,王丽娜,-800,10.93,563660,竞价交易,张立忠,高管,配偶
4,2020-07-13,张立忠,-230000,10.56,11550491,竞价交易,张立忠,董事、高管,本人
5,2020-07-09,张立忠,-500000,9.93,11780491,竞价交易,张立忠,董事、高管,本人
6,2020-07-08,周业军,-200000,9.52,1622500,竞价交易,周业军,董事、高管,本人
7,2020-07-07,邵根伙,-10536200,9.49,1397000078,竞价交易,邵根伙,董事,本人
8,2020-07-07,张立忠,-170000,9.67,12280491,竞价交易,张立忠,董事、高管,本人
9,2020-07-06,邵根伙,-16093300,9.26,1407536100,竞价交易,邵根伙,董事,本人
10,2020-07-06,张立忠,-190000,9.32,12450491,竞价交易,张立忠,董事、高管,本人
11,2020-07-03,邵根伙,-12298800,8.80,1423629500,大宗交易,邵根伙,董事,本人
12,2020-07-02,张立忠,-20000,9.09,12640491,竞价交易,张立忠,董事、高管,本人
13,2020-07-01,邵根伙,-11040826,8.80,1435928378,大宗交易,邵根伙,董事,本人
14,2020-07-01,张立忠,-140000,9.08,12660491,竞价交易,张立忠,董事、高管,本人
15,2020-06-30,张立忠,-490000,9.07,12800491,竞价交易,张立忠,董事、高管,本人
16,2020-06-22,谈松林,-200000,9.94,5440000,竞价交易,谈松林,监事,本人
17,2020-06-22,张立忠,-66900,9.34,13290491,竞价交易,张立忠,董事、高管,本人
18,2020-06-19,谈松林,-1100000,8.91,5640000,竞价交易,谈松林,监事,本人
19,2020-06-19,王丽娜,-7000,9.08,564460,竞价交易,张立忠,高管,配偶
20,2020-06-19,张立忠,-790000,8.94,13357391,竞价交易,张立忠,董事、高管,本人
21,2020-06-18,张立忠,-120000,8.85,14147391,竞价交易,张立忠,董事、高管,本人
22,2020-06-17,邵根伙,-1487800,8.20,1446969204,大宗交易,邵根伙,董事,本人
23,2020-06-17,谈松林,-100000,8.48,6740000,竞价交易,谈松林,监事,本人
24,2020-06-17,王丽娜,-180000,8.39,571460,竞价交易,张立忠,高管,配偶
25,2020-06-17,张立忠,-624000,8.50,14267391,竞价交易,张立忠,董事、高管,本人
26,2020-06-16,邵根伙,-17605717,8.20,1448457004,大宗交易,邵根伙,董事,本人
27,2020-06-16,张立忠,-20000,7.90,14891391,竞价交易,张立忠,董事、高管,本人
28,2020-06-15,邵根伙,-9238728,8.20,1466062721,大宗交易,邵根伙,董事,本人
29,2020-06-15,张立忠,-374000,7.97,14911391,竞价交易,张立忠,董事、高管,本人
30,2020-06-12,邵根伙,-29397971,8.20,1475301449,大宗交易,邵根伙,董事,本人
31,2020-06-11,张立忠,-115200,7.80,15285391,竞价交易,张立忠,董事、高管,本人
32,2020-03-25,邵根伙,-1193973,7.50,1504699420,大宗交易,邵根伙,董事,本人
33,2020-03-25,邵根伙,-1456800,7.34,1504699420,竞价交易,邵根伙,董事,本人
34,2020-03-24,邵根伙,-1895094,7.00,1507350193,大宗交易,邵根伙,董事,本人
35,2020-03-24,邵根伙,-2312200,7.13,1507350193,竞价交易,邵根伙,董事,本人
36,2020-03-23,邵根伙,-3676800,7.30,1511557487,竞价交易,邵根伙,董事,本人
37,2020-03-12,邵根伙,-3064222,7.30,1515234287,大宗交易,邵根伙,董事,本人
38,2020-03-12,邵根伙,-5919197,7.52,1515234287,竞价交易,邵根伙,董事,本人
