,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-05-11,何杰夫,13000,23.09,--,竞价交易,何秀荣,独立董事,子女
1,2020-02-05,傅芬芳,989600,20.33,14419160,竞价交易,傅芬芳,董事、高管,本人
2,2020-02-05,傅光明,3459247,20.22,3461847,竞价交易,傅光明,董事,本人
3,2020-02-05,傅露芳,1502900,19.96,--,竞价交易,傅光明,董事,子女
4,2020-02-04,傅芬芳,2630620,18.96,13429560,竞价交易,傅芬芳,董事、高管,本人
5,2020-02-04,傅光明,2600,19.29,2600,竞价交易,傅光明,董事,本人
6,2020-02-04,傅长玉,440000,18.19,33253520,竞价交易,傅光明,董事,配偶
7,2019-12-31,周红,1500,--,101500,不详,周红,董事,本人
8,2019-09-23,傅志明,-246900,25.82,--,竞价交易,傅光明,董事,兄弟姐妹
9,2019-06-30,周红,1500,--,101500,增持,周红,董事,本人
10,2019-05-23,周红,1500,28.52,101500,竞价交易,周红,董事,本人
11,2019-03-13,傅新明,-50000,34.48,--,竞价交易,傅光明,董事,兄弟姐妹
12,2019-03-07,傅向明,-10100,29.50,--,竞价交易,傅光明,董事,兄弟姐妹
13,2019-03-05,傅向明,-30000,29.83,--,竞价交易,傅光明,董事,兄弟姐妹
14,2019-02-26,傅向明,36100,27.60,--,竞价交易,傅光明,董事,兄弟姐妹
15,2019-02-25,傅群英,5000,25.45,--,竞价交易,傅光明,董事,兄弟姐妹
16,2019-02-22,傅向明,4000,24.50,--,竞价交易,傅光明,董事,兄弟姐妹
17,2018-12-27,傅向明,71300,16.79,--,竞价交易,傅光明,董事,兄弟姐妹
18,2018-06-25,傅文明,-100000,15.35,--,竞价交易,傅细明,董事、高管,兄弟姐妹
19,2017-12-28,傅文明,-10900,14.36,--,竞价交易,傅细明,董事、高管,兄弟姐妹
20,2017-12-26,傅文明,-29100,14.83,--,竞价交易,傅细明,董事、高管,兄弟姐妹
21,2017-12-22,傅文明,-94900,15.19,--,竞价交易,傅细明,董事、高管,兄弟姐妹
22,2017-09-18,傅文明,32100,15.60,--,竞价交易,傅细明,董事、高管,兄弟姐妹
23,2017-08-18,傅文明,24900,17.23,--,竞价交易,傅细明,董事、高管,兄弟姐妹
24,2017-05-25,傅文明,6900,12.58,--,竞价交易,傅细明,董事、高管,兄弟姐妹
25,2017-02-08,傅文明,7500,17.50,--,竞价交易,傅细明,董事、高管,兄弟姐妹
26,2017-01-24,傅文明,27900,17.93,--,竞价交易,傅细明,董事、高管,兄弟姐妹
27,2017-01-13,傅文明,56300,17.75,--,竞价交易,傅细明,董事、高管,兄弟姐妹
28,2017-01-12,傅文明,5400,18.43,--,竞价交易,傅细明,董事、高管,兄弟姐妹
29,2016-12-31,陈榕,-240000,--,723920,减持,陈榕,董事、 副总经理,本人
30,2016-12-31,傅细明,-158203,--,474609,减持,傅细明,董事、 副总经理,本人
31,2016-12-31,李文迹,-406122,--,1218364,减持,李文迹,董事、 副总经理;总畜牧师,本人
32,2016-12-26,傅细明,-158203,21.34,474609,竞价交易,傅细明,董事、高管,本人
33,2016-12-13,傅文明,29900,21.01,--,竞价交易,傅细明,董事、高管,兄弟姐妹
34,2016-12-12,傅文明,20000,21.97,--,竞价交易,傅细明,董事、高管,兄弟姐妹
35,2016-12-08,陈榕,-240000,21.06,723920,大宗交易,陈榕,董事、高管,本人
36,2016-11-25,傅文明,24000,22.75,--,竞价交易,傅细明,董事、高管,兄弟姐妹
37,2016-10-31,傅文明,-60000,25.99,--,竞价交易,傅细明,董事、高管,兄弟姐妹
38,2016-10-25,傅文明,20000,24.84,--,竞价交易,傅细明,董事、高管,兄弟姐妹
39,2016-10-24,傅文明,20000,24.80,--,竞价交易,傅细明,董事、高管,兄弟姐妹
40,2016-10-21,傅文明,20000,24.68,--,竞价交易,傅细明,董事、高管,兄弟姐妹
41,2016-08-03,傅向明,-150000,30.94,--,竞价交易,傅细明,董事、高管,兄弟姐妹
42,2016-07-25,傅建明,-50000,29.76,--,竞价交易,傅细明,董事、高管,兄弟姐妹
43,2016-06-30,李文迹,-406122,--,1218364,减持,李文迹,董事、副总经理;总畜牧师,本人
44,2016-06-30,刘亚彬,4000,--,6000,增持,刘亚彬,董事,本人
45,2016-05-17,傅长玉,-3000000,25.62,32813520,大宗交易,傅光明,董事、高管,配偶
46,2016-05-16,傅志明,-100000,28.30,--,竞价交易,傅细明,董事、高管,兄弟姐妹
47,2016-05-16,李文迹,-406122,28.01,1218364,竞价交易,李文迹,董事、高管,本人
48,2016-03-18,福建省圣农实业有限公司,-10800000,20.26,460849257,大宗交易,傅芬芳,董事,受控法人
49,2016-03-07,傅高明,-50000,27.00,--,竞价交易,傅细明,董事、高管,兄弟姐妹
50,2016-01-06,傅向明,-20000,21.81,--,竞价交易,傅细明,董事、高管,兄弟姐妹
51,2016-01-05,傅向明,-30000,21.16,--,竞价交易,傅细明,董事、高管,兄弟姐妹
52,2015-12-31,陈剑华,-52500,--,157500,减持,陈剑华,副总经理、董事会秘书,本人
53,2015-12-31,李文迹,-541496,--,1624486,减持,李文迹,董事、副总经理、总畜牧师,本人
54,2015-12-31,严高荣,400,--,2400,增持,严高荣,监事,本人
55,2015-12-30,傅琬卿,-19700,22.40,--,竞价交易,傅细明,董事、高管,子女
56,2015-12-23,傅高明,-50000,23.02,--,竞价交易,傅细明,董事、高管,兄弟姐妹
57,2015-12-23,傅琬卿,19700,22.33,--,竞价交易,傅细明,董事、高管,子女
58,2015-11-03,福建省圣农实业有限公司,2061937,18.91,--,竞价交易,傅芬芳,董事,受控法人
59,2015-11-03,傅高明,-47400,19.30,--,竞价交易,傅光明,董事、高管,兄弟姐妹
60,2015-10-28,傅高明,47400,18.20,--,竞价交易,傅光明,董事、高管,兄弟姐妹
61,2015-10-28,傅高明,-47200,18.33,--,竞价交易,傅光明,董事、高管,兄弟姐妹
62,2015-10-26,傅高明,24100,16.53,--,竞价交易,傅光明,董事、高管,兄弟姐妹
63,2015-10-26,傅高明,-23900,16.68,--,竞价交易,傅光明,董事、高管,兄弟姐妹
64,2015-10-23,傅文明,-20000,15.98,--,竞价交易,傅光明,董事、高管,兄弟姐妹
65,2015-10-22,傅文明,20000,15.69,--,竞价交易,傅光明,董事、高管,兄弟姐妹
66,2015-10-08,傅文明,-5000,15.76,--,竞价交易,傅光明,董事、高管,兄弟姐妹
67,2015-09-18,傅文明,5000,15.10,5000,竞价交易,傅光明,董事、高管,兄弟姐妹
68,2015-09-08,傅文明,-15000,14.56,0,竞价交易,傅光明,董事、高管,兄弟姐妹
69,2015-09-07,傅文明,5000,14.70,15000,竞价交易,傅光明,董事、高管,兄弟姐妹
70,2015-09-01,傅文明,10000,15.00,10000,竞价交易,傅光明,董事、高管,兄弟姐妹
71,2015-08-21,傅高明,47000,19.13,47000,竞价交易,傅光明,董事、高管,兄弟姐妹
72,2015-08-20,傅高明,-22200,20.22,--,竞价交易,傅光明,董事、高管,兄弟姐妹
73,2015-08-19,傅高明,22200,19.15,22200,竞价交易,傅光明,董事、高管,兄弟姐妹
74,2015-07-23,傅新明,-100000,22.50,200000,竞价交易,傅光明,董事、高管,兄弟姐妹
75,2015-07-17,傅高明,-100000,19.20,200000,竞价交易,傅光明,董事、高管,兄弟姐妹
76,2015-07-01,陈剑华,-52500,21.02,157500,竞价交易,陈剑华,董秘、高管、证券事务代表,本人
77,2015-07-01,傅露芳,-3870257,19.12,--,大宗交易,傅芬芳,董事,兄弟姐妹
78,2015-07-01,傅长玉,-4000000,18.27,35813520,大宗交易,傅芬芳,董事,父母
79,2015-06-30,李文迹,-541496,--,1624486,减持,李文迹,董事、副总经理、总畜牧师,本人
80,2015-06-30,严高荣,400,--,2400,增持,严高荣,监事会主席,本人
81,2015-06-29,李文迹,-126800,19.07,1624486,竞价交易,李文迹,董事、高管,本人
82,2015-06-25,傅高明,-50000,25.02,300000,竞价交易,傅光明,董事、高管,兄弟姐妹
83,2015-06-25,傅向明,-10000,25.00,350000,竞价交易,傅光明,董事、高管,兄弟姐妹
84,2015-06-24,傅向明,-50000,24.50,360000,竞价交易,傅光明,董事、高管,兄弟姐妹
85,2015-06-11,傅向明,-10000,21.20,410000,竞价交易,傅光明,董事、高管,兄弟姐妹
86,2015-06-11,傅新明,-100000,21.25,300000,竞价交易,傅光明,董事、高管,兄弟姐妹
87,2015-06-10,傅建明,-4500,20.97,50000,竞价交易,傅光明,董事、高管,兄弟姐妹
88,2015-06-10,傅向明,-60000,21.00,420000,竞价交易,傅光明,董事、高管,兄弟姐妹
