,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-04-03,肖霞,-43400,2.05,--,竞价交易,王章全,高管,配偶
1,2019-06-11,施美丽,-2000,2.05,--,竞价交易,沈伟平,董事、高管,配偶
2,2019-06-10,施美丽,-3000,2.02,--,竞价交易,沈伟平,董事、高管,配偶
3,2019-06-06,施美丽,5000,2.03,--,竞价交易,沈伟平,董事、高管,配偶
4,2015-10-27,章琳,66000,5.80,--,竞价交易,赵维茂,董事,配偶
5,2015-07-17,肖霞,10000,7.09,22870,竞价交易,王章全,董事,配偶
6,2015-07-15,赵翠平,30000,6.72,30000,竞价交易,严东明,董事,配偶
7,2014-12-31,曹明,331200,--,475200,增持,曹明,董事、副总经理,本人
8,2014-12-31,陈黎明,140994296,--,210991816,增持,陈黎明,董事长,本人
9,2014-12-31,马赓,207000,--,297000,增持,马赓,总经理助理,本人
10,2014-12-31,舒军,403650,--,579150,增持,舒军,总经理助理,本人
11,2014-12-31,田孟军,44168,--,112118,增持,田孟军,监事,本人
12,2014-12-31,王中华,276000,--,396000,增持,王中华,董事、总经理、总经理助理,本人
13,2014-12-31,严芳,207000,--,297000,增持,严芳,副总裁、董事会秘书,本人
14,2013-12-31,陈黎明,13400000,--,69997520,增持,陈黎明,董 事 长,本人
15,2013-12-31,马赓,-30000,--,90000,减持,马赓,总经理助理,本人
16,2013-12-31,舒军,-58500,--,175500,减持,舒军,总经理助理,本人
17,2013-12-31,舒跃,-1600000,--,1685240,减持,舒跃,董事、副总经理,本人
18,2013-12-31,田孟军,-22650,--,67950,减持,田孟军,监事,本人
19,2013-12-31,王斌,-182637,--,184637,减持,王斌,执行总经理,本人
20,2013-12-31,夏正奇,-2300000,--,4319200,减持,夏正奇,董事、总经理,本人
21,2013-12-31,向奇志,-247500,--,4919240,减持,向奇志,董事,本人
22,2013-12-31,严芳,-30000,--,90000,减持,严芳,副总经理 、董事会秘书,本人
23,2013-12-18,陈黎明,1000000,14.64,57597520,大宗交易,陈黎明,董事,本人
24,2013-06-30,马赓,-30000,--,90000,减持,马赓,总经理助理,本人
25,2013-06-30,舒军,-58500,--,175500,减持,舒军,总经理助理,本人
26,2013-06-30,田孟军,-22650,--,67950,减持,田孟军,监事,本人
27,2013-06-30,严芳,-30000,--,90000,减持,严芳,副总经理 、董事会秘书,本人
28,2013-06-07,舒珍桂,-142620,9.19,0,竞价交易,舒军,高管,兄弟姐妹
29,2013-06-06,舒珍桂,-140000,9.14,142620,竞价交易,舒军,高管,兄弟姐妹
30,2013-06-06,严芳,-30000,9.10,90000,竞价交易,严芳,董秘、高管,本人
31,2013-06-03,舒珍桂,-40000,9.05,282620,竞价交易,舒军,高管,兄弟姐妹
32,2013-06-03,田孟军,-22650,9.01,67950,竞价交易,田孟军,监事,本人
33,2013-05-31,马赓,-10000,9.00,90000,竞价交易,马赓,高管,本人
34,2013-05-30,马赓,-20000,8.63,100000,竞价交易,马赓,高管,本人
35,2013-05-21,舒珍桂,-20000,9.26,322620,竞价交易,舒军,高管,兄弟姐妹
36,2013-05-20,舒珍桂,-10000,9.05,342620,竞价交易,舒军,高管,兄弟姐妹
37,2013-05-13,舒军,-58500,8.93,175500,竞价交易,舒军,高管,本人
38,2013-05-13,舒珍桂,-40000,8.76,352620,竞价交易,舒军,高管,兄弟姐妹
39,2013-05-07,舒珍桂,-30000,8.46,392620,竞价交易,舒军,高管,兄弟姐妹
40,2013-05-06,舒珍桂,-40000,8.31,422620,竞价交易,舒军,高管,兄弟姐妹
41,2013-01-22,舒珍桂,-20000,8.28,462620,竞价交易,舒军,高管,兄弟姐妹
42,2013-01-21,舒珍桂,-20000,8.24,482620,竞价交易,舒军,高管,兄弟姐妹
43,2013-01-18,舒珍桂,-70000,8.12,502620,竞价交易,舒军,高管,兄弟姐妹
44,2013-01-16,舒珍桂,-50000,8.06,572620,竞价交易,舒军,高管,兄弟姐妹
45,2013-01-15,舒珍桂,-2000,7.85,622620,竞价交易,舒军,高管,兄弟姐妹
46,2012-12-31,王斌,367274,--,367274,增持,王斌,执行总经理,本人
47,2012-12-26,向奇志,2000,7.20,5166740,竞价交易,向奇志,董事,本人
48,2012-12-26,向奇志,-89300,7.22,5166740,竞价交易,向奇志,董事,本人
49,2012-12-25,向奇志,-132280,7.11,5254040,竞价交易,向奇志,董事,本人
50,2012-12-25,向奇志,-1500000,6.44,5254040,大宗交易,向奇志,董事,本人
51,2012-12-19,舒军,-78000,6.91,234000,竞价交易,舒军,高管,本人
52,2012-11-12,田孟军,-26000,6.10,90600,竞价交易,田孟军,监事,本人
53,2012-10-12,舒珍桂,-100,6.62,624620,竞价交易,舒军,高管,兄弟姐妹
54,2012-07-19,田孟军,-1000,7.38,116600,竞价交易,田孟军,监事,本人
55,2012-07-09,舒跃,-1095000,6.85,3285240,大宗交易,舒跃,董事、高管,本人
56,2012-07-09,夏正奇,-2202000,6.85,6619200,大宗交易,夏正奇,董事、高管,本人
57,2012-07-06,王斌,278624,7.51,367274,竞价交易,王斌,高管,本人
58,2012-06-30,王斌,59100,--,59100,流通股增持,王斌,副总经理,本人
59,2012-06-28,王斌,58000,11.32,59100,竞价交易,王斌,高管,本人
60,2012-04-19,王斌,1100,12.46,1100,竞价交易,王斌,高管,本人
