,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-07-09,徐涛,-652200,18.72,27292701,大宗交易,徐涛,董事,本人
1,2020-02-18,张成华,-19600,10.03,741000,竞价交易,张成华,高管,本人
2,2019-12-31,黄智莉,-123500,--,1111500,不详,黄智莉,财务总监(离任),本人
3,2019-12-31,霍昌英,-1690300,--,5071264,不详,霍昌英,"董事长,总经理(离任)",本人
4,2019-12-31,徐涛,-9472500,--,27944901,不详,徐涛,董事,本人
5,2019-12-31,张成华,-379400,--,760600,不详,张成华,副总经理,本人
6,2019-12-27,张成华,-9200,9.40,760600,竞价交易,张成华,高管,本人
7,2019-12-11,张成华,-33200,9.24,769800,竞价交易,张成华,高管,本人
8,2019-12-05,张成华,-13700,8.38,803000,竞价交易,张成华,高管,本人
9,2019-09-11,张成华,-20000,8.62,816700,竞价交易,张成华,高管,本人
10,2019-09-10,张成华,-156700,8.41,836700,竞价交易,张成华,高管,本人
11,2019-09-09,张成华,-32600,8.34,993400,竞价交易,张成华,高管,本人
12,2019-07-16,胡方方,11400,8.66,--,竞价交易,胡园园,董秘,兄弟姐妹
13,2019-06-30,徐涛,-9349000,--,28068401,不详,徐涛,董事,本人
14,2019-03-07,徐涛,-9349000,--,28068401,协议转让,徐涛,副董事长,本人
15,2018-05-10,黄清华,-253243,14.63,759898,竞价交易,黄清华,董事,本人
16,2017-12-31,黄清华,-177744,--,533232,减持,黄清华,董事,本人
17,2017-12-31,黄智莉,650000,--,1300000,增持,黄智莉,财务总监,本人
18,2017-12-31,梁锋,-80500,--,444058,减持,梁锋,监事会主席(已离任),本人
19,2017-12-31,徐涛,15150000,--,19693369,增持,徐涛,副董事长,本人
20,2017-12-31,张成华,600000,--,600000,增持,张成华,董事、副总经理,本人
21,2017-08-31,黄清华,-97744,30.62,533232,竞价交易,黄清华,董事,本人
22,2017-08-21,戎芳模,-40834,28.25,--,竞价交易,徐涛,董事,父母
23,2017-07-17,黄清华,-80000,27.03,630976,竞价交易,黄清华,董事,本人
24,2017-07-17,梁锋,-50500,27.00,444058,竞价交易,梁锋,监事,本人
25,2017-07-14,梁锋,-30000,28.40,494558,竞价交易,梁锋,监事,本人
26,2017-06-30,黄智莉,650000,--,650000,股权激励,黄智莉,财务总监,本人
27,2017-06-30,邵亚宁,700000,--,700000,股权激励,邵亚宁,总经理,本人
28,2017-06-30,徐涛,650000,--,5193369,股权激励,徐涛,副董事长,本人
29,2017-06-30,张成华,600000,--,600000,股权激励,张成华,董事、副总经理,本人
