,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-06-30,曹治年,5621400,--,8843400,不详,曹治年,"副董事长,常务副总裁,财务负责人",本人
1,2020-06-30,褚柯,1614271,--,3920373,不详,褚柯,副总裁,本人
2,2020-06-30,李付强,2204370,--,5353470,不详,李付强,监事,本人
3,2020-06-30,李彦朋,109633,--,266251,不详,李彦朋,养猪生产首席运营官,本人
4,2020-06-30,钱瑛,18954482,--,46032314,不详,钱瑛,董事,本人
5,2020-06-30,秦军,1746262,--,1860922,不详,秦军,"董事会秘书,首席战略官(CSO)",本人
6,2020-06-30,秦英林,607047132,--,1490205647,"捐赠,不详",秦英林,"董事长,总裁",本人
7,2020-06-30,苏党林,2234680,--,5427080,不详,苏党林,监事会主席,本人
8,2020-06-30,王春艳,29149,--,70790,不详,王春艳,首席人力资源官(CHO),本人
9,2020-06-30,王华同,1794646,--,1978426,不详,王华同,副总经理(离任),本人
10,2020-06-30,王志远,29149,--,70790,不详,王志远,发展建设总经理,本人
11,2020-06-30,徐绍涛,29149,--,70790,不详,徐绍涛,牧原肉食总经理,本人
12,2020-06-30,杨瑞华,5937839,--,9783255,不详,杨瑞华,副总裁,本人
13,2020-06-30,袁合宾,162828,--,395440,不详,袁合宾,首席法务官(CLO),本人
14,2020-06-30,张玉良,63370,--,153899,不详,张玉良,首席智能官(CAIO),本人
15,2020-05-15,王志辉,900,113.87,--,竞价交易,王志远,高管,兄弟姐妹
16,2020-04-01,杨远茂,-200,122.32,--,竞价交易,杨瑞华,高管,兄弟姐妹
17,2019-12-31,秦英林,-2599428,--,883158515,不详,秦英林,"董事长,总经理",本人
18,2019-12-16,秦牧原,211200,81.96,--,竞价交易,秦英林,董事、高管,子女
19,2019-06-30,秦英林,-2599428,--,883158515,不详,秦英林,"董事长,总经理",本人
20,2019-06-21,徐玉梅,700,59.77,--,竞价交易,苏党林,高管,配偶
21,2019-06-06,秦英林,-2599428,--,883158515,出售,秦英林,"董事长,总经理",本人
22,2019-05-06,曹玉龙,1800,60.10,--,竞价交易,曹治年,董事、高管,父母
23,2018-12-31,褚柯,1024934,--,2306102,增持,褚柯,监事会主席,本人
24,2018-12-31,谷秀娟,181500,--,181500,增持,谷秀娟,独立董事(离任),本人
25,2018-12-31,秦英林,393670197,--,885757943,增持,秦英林,"董事长,总经理",本人
26,2018-12-31,苏党林,1442900,--,3192400,增持,苏党林,副总经理,本人
27,2018-12-31,张春武,1079949,--,2429885,增持,张春武,董事(离任),本人
28,2018-12-31,张明波,549133,--,1235549,增持,张明波,董事(离任),本人
29,2018-09-18,卢丽萍,20100,21.49,--,竞价交易,秦军,董秘、高管,配偶
30,2018-08-20,卢丽萍,21900,21.36,--,竞价交易,秦军,董秘、高管,配偶
31,2018-08-20,钱小鹏,25600,20.73,--,竞价交易,钱瑛,董事,兄弟姐妹
32,2018-08-20,秦牧原,205780,20.91,--,竞价交易,秦英林,董事、高管,子女
33,2018-08-20,苏党林,43300,20.90,3192400,竞价交易,苏党林,高管,本人
34,2018-08-17,卢丽萍,8800,22.58,--,竞价交易,秦军,董秘、高管,配偶
35,2018-08-17,钱小鹏,21000,22.74,--,竞价交易,钱瑛,董事,兄弟姐妹
36,2018-08-17,秦牧原,132331,22.65,--,竞价交易,秦英林,董事、高管,子女
37,2018-06-26,曹玉龙,9000,42.52,--,竞价交易,曹治年,董事、高管,父母
38,2018-06-26,杨瑞华,61000,42.60,--,竞价交易,曹治年,董事、高管,配偶
39,2018-01-09,王彩霞,-100,58.90,--,竞价交易,王华同,高管,兄弟姐妹
40,2017-12-31,曹治年,142600,--,1790000,增持,曹治年,董事、常务副总经理、财务负责人,本人
41,2017-12-31,褚柯,182900,--,1281168,增持,褚柯,监事会主席,本人
42,2017-12-31,李付强,102100,--,1749500,增持,李付强,监事,本人
43,2017-12-31,秦军,63700,--,63700,增持,秦军,副总经理、董事会秘书,本人
44,2017-12-31,苏党林,102100,--,1749500,增持,苏党林,副总经理,本人
45,2017-12-31,王华同,102100,--,102100,增持,王华同,副总经理,本人
46,2017-12-31,张春武,-22900,--,1349936,减持,张春武,董事,本人
47,2017-12-05,李丹,-100,49.47,--,竞价交易,李付强,监事,子女
48,2017-12-04,李丹,100,47.92,--,竞价交易,李付强,监事,子女
49,2017-12-01,秦牧原,130200,47.73,--,竞价交易,秦英林,董事、高管,子女
50,2017-12-01,王彩霞,100,46.50,--,竞价交易,王华同,高管,兄弟姐妹
51,2017-11-27,秦牧原,39600,50.39,--,竞价交易,秦英林,董事、高管,子女
52,2017-08-08,张大星,-10000,32.12,--,竞价交易,张春武,董事、证券事务代表,兄弟姐妹
53,2017-08-07,张大星,-10000,29.28,--,竞价交易,张春武,董事、证券事务代表,兄弟姐妹
54,2017-07-31,鲁好欣,-100,28.50,--,竞价交易,鲁香莉,监事,兄弟姐妹
55,2017-07-27,鲁好平,-1000,27.65,--,竞价交易,鲁香莉,监事,兄弟姐妹
