,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2018-12-20,孙宇,-1500000,9.28,--,大宗交易,孙忠义,董事、高管,子女
1,2018-12-18,孙宇,-1500000,9.30,--,大宗交易,孙忠义,董事、高管,子女
2,2018-12-14,赵维杰,-249900,10.17,--,竞价交易,赵东平,董秘、高管,父母
3,2018-09-05,孙忠义,-464764,10.46,133386946,大宗交易,孙忠义,董事、高管,本人
4,2018-08-30,孙忠义,-199849,11.25,133851710,大宗交易,孙忠义,董事、高管,本人
5,2018-08-29,孙忠义,-260979,11.28,134051559,大宗交易,孙忠义,董事、高管,本人
6,2018-08-28,孙忠义,-342455,11.18,134312538,大宗交易,孙忠义,董事、高管,本人
7,2018-07-20,孙忠义,-452226,12.71,134654993,大宗交易,孙忠义,董事、高管,本人
8,2018-07-19,孙忠义,-602208,12.84,135107219,大宗交易,孙忠义,董事、高管,本人
9,2018-07-18,孙忠义,-480256,12.80,135709427,大宗交易,孙忠义,董事、高管,本人
10,2018-07-17,孙忠义,-587780,12.76,136189683,大宗交易,孙忠义,董事、高管,本人
11,2018-07-16,孙忠义,-726832,12.68,136777463,大宗交易,孙忠义,董事、高管,本人
12,2018-07-13,孙忠义,-910327,13.00,137504295,大宗交易,孙忠义,董事、高管,本人
13,2018-07-12,孙忠义,-1158552,13.00,138414622,大宗交易,孙忠义,董事、高管,本人
14,2018-07-10,孙忠义,-1504889,13.00,139573174,大宗交易,孙忠义,董事、高管,本人
15,2018-06-30,蔡晶,12231197,--,29704335,增持,蔡晶,董事,本人
16,2018-06-30,高晓东,123136,--,299044,增持,高晓东,监事会主席,本人
17,2018-06-30,欧顺明,686401,--,938403,增持,欧顺明,"董事,副总经理,财务总监",本人
18,2018-06-30,孙忠义,58090967,--,141078063,增持,孙忠义,"董事长,总经理",本人
19,2018-06-30,王玲,728869,--,1041539,增持,王玲,副总经理,本人
20,2018-06-30,杨思华,705373,--,984477,增持,杨思华,副总经理,本人
21,2018-06-30,易泽喜,737224,--,1061830,增持,易泽喜,副总经理,本人
22,2018-01-10,孙宇,1200000,16.29,--,大宗交易,孙忠义,董事、高管,子女
23,2018-01-09,欧顺明,300000,16.29,552002,大宗交易,欧顺明,高管,本人
24,2018-01-09,王玲,300000,16.29,612670,大宗交易,王玲,高管,本人
25,2018-01-09,杨思华,300000,16.29,579104,大宗交易,杨思华,高管,本人
26,2018-01-09,易泽喜,300000,16.29,624606,大宗交易,易泽喜,高管,本人
27,2017-12-31,孙忠义,5497526,--,82987096,增持,孙忠义,"董事长,总经理",本人
28,2017-09-26,孙忠义,5497526,18.19,82987096,增发,孙忠义,董事长、总经理,本人
29,2016-05-18,孙宇,257400,15.95,--,竞价交易,孙忠义,董事、高管,子女
30,2016-05-16,孙宇,150000,17.95,--,竞价交易,孙忠义,董事、高管,子女
31,2016-05-13,孙宇,100000,17.40,--,竞价交易,孙忠义,董事、高管,子女
32,2016-05-12,孙宇,69100,17.32,--,竞价交易,孙忠义,董事、高管,子女
33,2015-12-31,黄玫玫,200,--,200,增持,黄玫玫,监事,本人
34,2015-06-30,黄玫玫,200,--,200,增持,黄玫玫,监事,本人
35,2015-06-26,黄玫玫,200,21.89,200,竞价交易,黄玫玫,监事,本人
36,2014-12-31,蔡晶,8736569,--,17473138,增持,蔡晶,董事、人力资源副总监,本人
37,2014-12-31,高晓东,75454,--,175908,增持,高晓东,监事会主席,本人
38,2014-12-31,欧顺明,126001,--,252002,增持,欧顺明,副总经理、财务总监、董事会秘书,本人
39,2014-12-31,孙忠义,38744785,--,77489570,增持,孙忠义,董事长、总经理,本人
40,2014-12-31,王玲,156335,--,312670,增持,王玲,副总经理,本人
41,2014-12-31,杨思华,139552,--,279104,增持,杨思华,副总经理,本人
42,2014-12-31,易泽喜,162303,--,324606,增持,易泽喜,副总经理,本人
43,2014-09-15,高晓东,-12500,12.87,175908,竞价交易,高晓东,监事,本人
44,2014-09-11,高晓东,-12500,12.57,188408,竞价交易,高晓东,监事,本人
45,2013-12-31,欧顺明,-42001,--,126001,减持,欧顺明,副总经理、财务总监、董秘,本人
46,2013-12-31,王玲,-52112,--,156335,减持,王玲,副总经理,本人
47,2013-12-31,杨思华,-46517,--,139552,减持,杨思华,副总经理,本人
48,2013-12-31,易泽喜,-54100,--,162303,减持,易泽喜,副总经理,本人
49,2013-12-26,杨思华,-14417,23.92,139552,竞价交易,杨思华,高管,本人
50,2013-12-25,杨思华,-21200,23.73,153969,竞价交易,杨思华,高管,本人
51,2013-12-17,杨思华,-8900,24.32,175169,竞价交易,杨思华,高管,本人
52,2013-12-16,杨思华,-2000,24.68,184069,竞价交易,杨思华,高管,本人
53,2013-12-13,易泽喜,-24000,26.10,162303,竞价交易,易泽喜,高管,本人
54,2013-12-12,易泽喜,-30100,25.45,186303,竞价交易,易泽喜,高管,本人
55,2013-11-25,王玲,-52112,22.35,156335,竞价交易,王玲,高管,本人
56,2013-09-13,欧顺明,-42001,18.90,126001,竞价交易,欧顺明,董秘、董事、高管,本人
57,2013-09-10,李逢青,-2500,18.54,0,竞价交易,李逢青,证券事务代表,本人
58,2013-09-06,李逢青,-3000,18.52,2500,竞价交易,李逢青,证券事务代表,本人
59,2013-09-05,李逢青,-24834,18.52,5500,竞价交易,李逢青,证券事务代表,本人
