,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2019-12-31,陈磊,-108900,--,1456394,不详,陈磊,董事,本人
1,2019-12-31,王贤,-150300,--,776814,不详,王贤,总经理,本人
2,2019-12-31,姚泽伟,-92400,--,69300,不详,姚泽伟,董事,本人
3,2018-12-31,陈磊,-81675,--,1565294,减持,陈磊,董事,本人
4,2018-12-31,王贤,-112725,--,927114,减持,王贤,总经理,本人
5,2018-12-31,姚泽伟,-69300,--,161700,减持,姚泽伟,董事,本人
6,2018-12-31,尹高强,12000,--,12000,增持,尹高强,监事,本人
7,2017-06-30,张斌,-241828,--,1169037,不详,张斌,监事,本人
8,2017-05-09,张斌,-200,15.91,1169037,竞价交易,张斌,监事,本人
9,2017-05-08,张斌,-300,16.95,1169237,竞价交易,张斌,监事,本人
10,2017-05-05,张斌,-241328,17.70,1169537,竞价交易,张斌,监事,本人
11,2016-12-31,陈磊,181500,--,1097979,增持,陈磊,董事,本人
12,2016-12-31,王贤,250500,--,693226,增持,王贤,总经理,本人
13,2016-12-31,姚泽伟,154000,--,154000,增持,姚泽伟,董事,本人
14,2016-12-31,邹国祥,-160000,--,863218,减持,邹国祥,董事,本人
15,2016-12-06,邹国祥,-80000,17.70,863218,竞价交易,邹国祥,董事,本人
16,2016-12-01,邹国祥,-80000,17.60,943218,竞价交易,邹国祥,董事,本人
17,2015-12-31,陈磊,196251,--,686877,增持,陈磊,董事,本人
18,2015-12-31,丁兴江,261851,--,916479,增持,丁兴江,董事,本人
19,2015-12-31,王贤,28181,--,590373,增持,王贤,总经理,本人
20,2015-12-31,杨征,21082,--,442726,增持,杨征,副总经理,本人
21,2015-12-31,张斌,67183,--,1410865,增持,张斌,监事,本人
22,2015-12-31,张春霖,50719256,--,186267396,增持,张春霖,董事长,本人
23,2015-12-31,邹国祥,48724,--,1023218,增持,邹国祥,董事,本人
24,2015-07-16,李何莹,7500,14.00,9100,竞价交易,杨征,高管,配偶
25,2015-07-07,李何莹,1600,12.51,1600,竞价交易,杨征,高管,配偶
26,2015-07-02,张春霖,-22411200,--,163856100,减持,张春霖,董事长,本人
27,2015-06-30,陈磊,32249,--,686877,增持,陈磊,董事,本人
28,2015-06-30,丁兴江,196251,--,686877,增持,丁兴江,董事,本人
29,2015-06-30,王贤,21082,--,442726,增持,王贤,总经理,本人
30,2015-06-30,杨征,28181,--,590373,增持,杨征,副总经理,本人
31,2015-06-30,张斌,67183,--,1410865,增持,张斌,监事,本人
32,2015-06-30,张春霖,50719256,--,186267396,增持,张春霖,董事长,本人
33,2015-06-30,邹国祥,48724,--,1023218,增持,邹国祥,董事,本人
34,2015-05-22,杨征,-127800,36.00,421695,竞价交易,杨征,高管,本人
35,2015-04-21,张斌,-335921,33.97,1007761,竞价交易,张斌,监事,本人
36,2015-02-16,杨征,-12697,23.32,549495,竞价交易,杨征,高管,本人
37,2015-02-04,王贤,-105411,22.02,316233,竞价交易,王贤,董秘、高管,本人
38,2015-02-03,邹国祥,-243624,22.06,730870,竞价交易,邹国祥,董事,本人
39,2015-01-07,张春霖,-2500000,19.36,133048140,大宗交易,张春霖,董事、高管,本人
40,2014-12-31,丁兴江,-123542,--,490626,个人财务规划减持,丁兴江,董事,本人
41,2014-12-31,王贤,-140548,--,421644,个人财务规划减持,王贤,副总经理、董秘,本人
42,2014-12-31,张斌,-447894,--,1343682,个人财务规划减持,张斌,监事,本人
43,2014-12-31,张春霖,-5000000,--,135548140,个人财务规划减持,张春霖,董事长,本人
44,2014-12-31,邹国祥,-324832,--,974494,个人财务规划减持,邹国祥,董事,本人
45,2014-12-12,张春霖,-3000000,17.69,135548140,大宗交易,张春霖,董事、高管,本人
46,2014-12-11,王贤,-140548,19.74,421644,竞价交易,王贤,董秘、高管,本人
47,2014-12-11,张春霖,-2000000,17.13,138548140,大宗交易,张春霖,"董事,高管",本人
48,2014-11-07,丁兴江,-10000,17.63,490626,竞价交易,丁兴江,董事,本人
49,2014-11-06,丁兴江,-38042,17.32,500626,竞价交易,丁兴江,董事,本人
50,2014-11-03,丁兴江,-10000,17.10,538668,竞价交易,丁兴江,董事,本人
51,2014-08-15,丁兴江,-20000,15.53,548668,竞价交易,丁兴江,董事,本人
52,2014-06-30,丁兴江,-45500,--,568668,减持,丁兴江,董事,本人
53,2014-06-30,张斌,-447894,--,1343682,减持,张斌,监事,本人
54,2014-06-30,邹国祥,-324832,--,974494,减持,邹国祥,董事,本人
55,2014-05-27,丁兴江,-30500,13.36,568668,竞价交易,丁兴江,董事,本人
56,2014-02-13,丁兴江,-5000,17.10,599168,竞价交易,丁兴江,董事,本人
57,2014-02-12,邹国祥,-24832,17.71,974494,竞价交易,邹国祥,董事,本人
58,2014-02-11,邹国祥,-140000,17.19,999326,竞价交易,邹国祥,董事,本人
