,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-03-03,周琳,-13500,15.83,--,竞价交易,周锦明,高管,子女
1,2019-12-31,程凡贵,-661800,--,1985700,不详,程凡贵,董事长,本人
2,2019-12-31,江西永联农业控股有限公司,59876049,--,528746049,--,程凡贵,董事长,其他组织
3,2019-12-31,江西永联农业控股有限公司,59876049,--,528746049,--,林印孙,董事,受控法人
4,2019-12-31,刘道君,-2482400,16.22,169636419,竞价交易,刘道君,董事,本人
5,2019-12-31,刘道君,-9676500,--,169636419,不详,刘道君,董事,本人
6,2019-12-31,王飞,-6875,--,420625,不详,王飞,"董事会秘书,副总经理",本人
7,2019-12-31,王永红,100100,--,205200,不详,王永红,财务总监,本人
8,2019-12-31,正邦集团有限公司,6710000,--,475725985,--,林印孙,董事,受控法人
9,2019-12-31,正邦集团有限公司,6710000,--,475725985,--,程凡贵,董事长,其他组织
10,2019-12-31,周锦明,90000,--,240000,不详,周锦明,财务总监(离任),本人
11,2019-12-30,刘道君,-4517600,15.78,172118819,竞价交易,刘道君,董事,本人
12,2019-12-13,正邦集团有限公司,2500000,14.85,475725985,竞价交易,林印孙,董事,受控法人
13,2019-12-12,正邦集团有限公司,910000,14.80,473225985,竞价交易,林印孙,董事,受控法人
14,2019-12-11,正邦集团有限公司,1500000,14.68,472315985,竞价交易,林印孙,董事,受控法人
15,2019-12-10,正邦集团有限公司,1800000,14.78,470815985,竞价交易,林印孙,董事,受控法人
16,2019-09-23,程伶君,-100000,17.24,--,竞价交易,程凡贵,董事,子女
17,2019-08-12,周琳,13500,18.27,13500,竞价交易,周锦明,高管,子女
18,2019-07-18,周锦明,-10000,20.49,140000,竞价交易,周锦明,高管,本人
19,2019-07-17,程凡贵,-661800,20.65,1985700,竞价交易,程凡贵,董事,本人
20,2019-06-30,刘道君,-2676500,--,176636419,不详,刘道君,董事,本人
21,2019-06-30,王飞,-106875,--,320625,不详,王飞,"董事会秘书,副总经理",本人
22,2019-04-08,王飞,-106800,20.97,320600,竞价交易,王飞,董秘,本人
23,2019-03-18,刘道君,-2676500,15.97,176636419,竞价交易,刘道君,董事,本人
24,2019-03-12,胡仁会,-65600,17.00,70000,竞价交易,胡仁会,证券事务代表,本人
25,2019-03-11,胡仁会,-30000,18.35,135600,竞价交易,胡仁会,证券事务代表,本人
26,2019-03-08,徐华丽,-31000,16.72,--,竞价交易,王飞,董秘,父母
27,2019-02-27,程伶君,-82500,12.70,--,竞价交易,程凡贵,董事,子女
28,2019-02-26,程伶君,-700000,11.66,--,竞价交易,程凡贵,董事,子女
29,2018-12-31,林峰,61000,--,1561000,增持,林峰,总经理,本人
30,2018-12-31,王飞,-142500,--,427500,减持,王飞,"董事会秘书,副总经理",本人
31,2018-12-31,周锦明,-50000,--,150000,减持,周锦明,财务总监,本人
32,2018-12-26,王飞,-142500,5.38,427500,竞价交易,王飞,董秘,本人
33,2018-12-26,周锦明,-50000,5.38,150000,竞价交易,周锦明,高管,本人
34,2018-11-20,程凡贵,-882500,4.60,2647500,大宗交易,程凡贵,董事长,本人
35,2018-11-20,程凡贵直系亲属,882500,4.60,--,大宗交易,程凡贵,董事长,其他组织
36,2018-11-20,程伶君,882500,4.60,--,大宗交易,程凡贵,董事,子女
37,2018-06-30,林峰,61000,--,1561000,增持,林峰,总经理,本人
38,2018-02-08,胡仁会,2600,4.79,165600,竞价交易,胡仁会,证券事务代表,本人
39,2018-02-06,林峰,10000,4.85,1561000,竞价交易,林峰,高管,本人
40,2018-02-06,徐华丽,31000,4.78,--,竞价交易,王飞,董秘,父母
41,2018-02-02,林峰,21000,5.18,1551000,竞价交易,林峰,高管,本人
42,2018-02-01,林峰,30000,5.32,1530000,竞价交易,林峰,高管,本人
43,2017-12-31,王飞,300000,--,570000,增持,王飞,"董事会秘书,副总经理",本人
44,2017-12-31,周锦明,200000,--,200000,增持,周锦明,财务总监,本人
45,2017-11-10,正邦集团有限公司,1340600,5.97,--,竞价交易,林印孙,董事,受控法人
46,2017-11-06,正邦集团有限公司,100,6.17,--,竞价交易,林印孙,董事,受控法人
47,2017-10-30,程凡贵,260000,5.51,3530000,竞价交易,程凡贵,董事,本人
48,2017-10-30,林印孙,1467400,5.45,3635203,竞价交易,林印孙,董事,本人
49,2017-10-26,正邦集团有限公司,1742500,5.74,--,竞价交易,林印孙,董事,受控法人
50,2017-10-18,正邦集团有限公司,1898900,5.52,--,竞价交易,林印孙,董事,受控法人
51,2017-09-28,林印孙,1107703,5.42,2167803,竞价交易,林印孙,董事,本人
52,2017-09-28,正邦集团有限公司,400000,5.48,--,竞价交易,林印孙,董事,受控法人
53,2017-09-27,正邦集团有限公司,352100,5.49,--,竞价交易,林印孙,董事,受控法人
54,2017-09-21,正邦集团有限公司,1000000,5.40,--,竞价交易,林印孙,董事,受控法人
55,2017-09-15,林印孙,441800,5.58,1060100,竞价交易,林印孙,董事,本人
56,2017-09-14,林印孙,400000,5.69,618300,竞价交易,林印孙,董事,本人
57,2017-09-14,正邦集团有限公司,1347400,5.70,--,竞价交易,林印孙,董事,受控法人
58,2017-09-08,林印孙,218300,5.76,218300,竞价交易,林印孙,董事,本人
59,2017-09-07,正邦集团有限公司,2671513,5.73,--,竞价交易,林印孙,董事,受控法人
60,2017-09-06,程凡贵,450000,5.78,2970000,竞价交易,程凡贵,董事,本人
61,2017-09-06,正邦集团有限公司,3455501,5.79,--,竞价交易,林印孙,董事,受控法人
62,2017-09-05,正邦集团有限公司,1834800,5.86,--,竞价交易,林印孙,董事,受控法人
63,2017-09-04,正邦集团有限公司,200000,5.73,--,竞价交易,林印孙,董事,受控法人
64,2017-08-23,正邦集团有限公司,2049900,5.50,--,竞价交易,林印孙,董事,受控法人
65,2017-08-22,正邦集团有限公司,2094700,5.38,--,竞价交易,林印孙,董事,受控法人
66,2017-08-21,正邦集团有限公司,2418800,5.19,--,竞价交易,林印孙,董事,受控法人
67,2017-07-18,程凡贵,30000,4.46,2520000,竞价交易,程凡贵,董事,本人
68,2017-07-18,正邦集团有限公司,1200000,4.48,--,竞价交易,林印孙,董事,受控法人
69,2017-07-17,程凡贵,380000,4.48,2490000,竞价交易,程凡贵,董事,本人
70,2017-07-17,正邦集团有限公司,2772100,4.46,--,竞价交易,林印孙,董事,受控法人
71,2017-07-14,程凡贵,130000,4.61,2110000,竞价交易,程凡贵,董事,本人
72,2017-07-14,正邦集团有限公司,26000,4.62,--,竞价交易,林印孙,董事,受控法人
73,2017-07-13,程凡贵,60000,4.53,1980000,竞价交易,程凡贵,董事,本人
74,2017-07-12,程凡贵,170000,4.54,1920000,竞价交易,程凡贵,董事,本人
75,2017-07-11,程凡贵,50000,4.60,1750000,竞价交易,程凡贵,董事,本人
76,2017-07-10,程凡贵,110000,4.57,1700000,竞价交易,程凡贵,董事,本人
77,2017-07-07,程凡贵,80000,4.57,1590000,竞价交易,程凡贵,董事,本人
78,2017-07-06,程凡贵,10000,4.60,1510000,竞价交易,程凡贵,董事,本人
79,2017-06-20,正邦集团有限公司,600000,4.71,--,竞价交易,林印孙,董事,受控法人
80,2017-06-19,正邦集团有限公司,2000000,4.74,--,竞价交易,林印孙,董事,受控法人
81,2017-06-16,正邦集团有限公司,3074646,4.68,--,竞价交易,林印孙,董事,受控法人
82,2017-06-15,正邦集团有限公司,900000,4.59,--,竞价交易,林印孙,董事,受控法人
83,2017-06-14,正邦集团有限公司,720000,4.59,--,竞价交易,林印孙,董事,受控法人
84,2017-06-13,正邦集团有限公司,1670000,4.65,--,竞价交易,林印孙,董事,受控法人
85,2016-08-19,胡仁会,-9000,27.55,21000,竞价交易,胡仁会,证券事务代表,本人
86,2016-08-19,王飞,-30000,27.77,90000,竞价交易,王飞,董事会秘书,本人
87,2016-08-19,周定贵,-50000,27.60,150000,竞价交易,周定贵,高管,本人
88,2016-06-24,程禄贵,-300,23.55,--,竞价交易,程凡贵,董事,兄弟姐妹
89,2016-03-22,徐华丽,-6000,19.39,--,竞价交易,王飞,董秘,父母
90,2015-12-31,林峰,500000,--,500000,增持,林峰,总经理,本人
91,2015-12-31,王飞,120000,--,120000,增持,王飞,董事会秘书、副总经理,本人
92,2015-12-31,周定贵,200000,--,200000,增持,周定贵,财务总监,本人
93,2015-12-31,周健,-9917400,--,0,减持,周健,董事长,本人
94,2015-09-21,徐华丽,6000,15.00,6000,竞价交易,王飞,董秘,父母
95,2015-06-30,周健,-9917400,--,0,减持,周健,董事长,本人
96,2015-05-26,程禄贵,300,18.00,300,竞价交易,程凡贵,董事,兄弟姐妹
97,2014-12-31,江西永联农业控股有限公司,165290000,--,165290000,非公开发行,林印孙,董事,受控法人
