,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-04-29,张东奎,-1000,13.08,--,竞价交易,张锡泉,董事,子女
1,2020-04-07,张东奎,1000,10.73,--,竞价交易,张锡泉,董事,子女
2,2020-03-03,张东奎,-10000,10.60,--,竞价交易,张锡泉,董事,子女
3,2020-01-13,邓晶,-700,12.31,--,竞价交易,邓丽,高管,兄弟姐妹
4,2020-01-07,张东奎,10000,11.68,--,竞价交易,张锡泉,董事,子女
5,2019-12-18,张东奎,-50000,8.16,--,竞价交易,张锡泉,董事,子女
6,2019-12-16,张东奎,20000,7.63,--,竞价交易,张锡泉,董事,子女
7,2019-12-16,张东奎,-20000,7.76,--,竞价交易,张锡泉,董事,子女
8,2019-12-13,张东奎,30000,7.65,--,竞价交易,张锡泉,董事,子女
9,2019-12-13,张东奎,-10000,7.76,--,竞价交易,张锡泉,董事,子女
10,2019-12-12,张东奎,-20000,7.90,--,竞价交易,张锡泉,董事,子女
11,2019-12-10,张东奎,10000,7.71,--,竞价交易,张锡泉,董事,子女
12,2019-12-09,张东奎,10000,7.78,--,竞价交易,张锡泉,董事,子女
13,2019-12-06,张东奎,-20000,7.91,--,竞价交易,张锡泉,董事,子女
14,2019-12-04,张东奎,-10000,7.49,--,竞价交易,张锡泉,董事,子女
15,2019-12-03,张东奎,-10000,7.38,--,竞价交易,张锡泉,董事,子女
16,2019-11-29,张东奎,20000,7.30,--,竞价交易,张锡泉,董事,子女
17,2019-11-28,张东奎,10000,7.26,--,竞价交易,张锡泉,董事,子女
18,2019-11-28,张东奎,-20000,7.51,--,竞价交易,张锡泉,董事,子女
19,2019-11-27,张东奎,-10000,7.50,--,竞价交易,张锡泉,董事,子女
20,2019-11-25,张东奎,20000,7.36,--,竞价交易,张锡泉,董事,子女
21,2019-11-22,张东奎,10000,7.41,--,竞价交易,张锡泉,董事,子女
22,2019-11-22,张东奎,-20000,7.63,--,竞价交易,张锡泉,董事,子女
23,2019-11-21,张东奎,10000,7.58,--,竞价交易,张锡泉,董事,子女
24,2019-11-20,张东奎,-20000,7.72,--,竞价交易,张锡泉,董事,子女
25,2019-11-11,张东奎,10000,7.34,--,竞价交易,张锡泉,董事,子女
26,2019-11-07,张东奎,-5000,7.70,--,竞价交易,张锡泉,董事,子女
27,2019-11-06,张东奎,5000,7.57,--,竞价交易,张锡泉,董事,子女
28,2019-10-31,张东奎,20000,7.87,--,竞价交易,张锡泉,董事,子女
29,2019-10-30,张东奎,10000,8.21,--,竞价交易,张锡泉,董事,子女
30,2019-09-27,张东奎,-10000,8.25,--,竞价交易,张锡泉,董事,子女
31,2019-09-26,张东奎,10000,8.14,--,竞价交易,张锡泉,董事,子女
