,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-05-11,张琴,-620900,13.65,33614308,竞价交易,张琴,董事、高管,本人
1,2020-05-07,张琴,-310000,14.51,34235208,竞价交易,张琴,董事、高管,本人
2,2020-05-06,张琴,-763400,13.78,34545208,竞价交易,张琴,董事、高管,本人
3,2020-03-18,张琴,-241300,11.84,35308608,竞价交易,张琴,董事、高管,本人
4,2020-03-05,高胜从,-44200,14.50,578461,竞价交易,高胜从,高管,本人
5,2020-03-04,张从合,-190000,13.99,6385532,竞价交易,张从合,高管,本人
6,2020-03-03,张从合,-293000,14.02,6575532,竞价交易,张从合,高管,本人
7,2020-03-03,朱全贵,-30000,14.08,356030,竞价交易,朱全贵,高管,本人
8,2020-02-14,高胜从,-40000,12.45,622661,竞价交易,高胜从,高管,本人
9,2020-02-14,张从合,-47000,13.18,6868532,竞价交易,张从合,高管,本人
10,2020-02-14,张琴,-500,13.11,35549908,竞价交易,张琴,董事、高管,本人
11,2020-02-14,朱全贵,-40000,13.06,386030,竞价交易,朱全贵,高管,本人
12,2020-02-13,高胜从,-40000,13.30,662661,竞价交易,高胜从,高管,本人
13,2020-02-13,张从合,-160000,13.28,6915532,竞价交易,张从合,高管,本人
14,2020-02-13,朱全贵,-40000,13.11,426030,竞价交易,朱全贵,高管,本人
15,2020-01-13,王方霞,-1200,16.95,--,竞价交易,江三桥,高管,配偶
16,2019-12-31,陈金节,-735623,--,8856829,不详,陈金节,"董事,副董事长(离任)",本人
17,2019-12-31,王瑾,-952305,--,750000,不详,王瑾,"董事,财务总监(离任)",本人
18,2019-12-31,叶红,-62100,--,585164,不详,叶红,"副总经理,董事会秘书(离任)",本人
19,2018-12-31,陈金节,414249,--,9592452,股权激励,陈金节,"董事,副董事长",本人
20,2018-12-31,贾桂兰,-6454951,--,33247572,减持,贾桂兰,董事,本人
21,2018-12-31,王瑾,258906,--,1702305,股权激励,王瑾,"董事,财务总监",本人
22,2018-12-31,叶红,258906,--,647264,股权激励,叶红,"副总经理,董事会秘书",本人
23,2018-12-31,张从合,258906,--,7075532,股权激励,张从合,"董事,副总经理",本人
24,2018-12-31,张琴,-9719134,--,35550408,减持,张琴,"董事,董事长,总经理",本人
25,2018-12-31,朱全贵,186412,--,466030,股权激励,朱全贵,副总经理,本人
26,2018-12-21,贾桂兰,-6454951,8.85,33247572,协议转让,贾桂兰,董事,本人
27,2018-12-21,张琴,-9719134,8.85,35550408,协议转让,张琴,"董事长,总经理",本人
28,2018-06-30,陈金节,414249,--,9592452,增持,陈金节,副董事长,本人
29,2018-06-30,王瑾,258906,--,1702305,增持,王瑾,"董事,财务总监",本人
30,2018-06-30,张从合,258906,--,7075532,增持,张从合,"董事,副总经理",本人
31,2018-03-02,王玉林,1893600,10.40,--,竞价交易,贾桂兰,董事,配偶
32,2018-03-01,王玉林,1554700,10.34,--,竞价交易,贾桂兰,董事,配偶
33,2018-02-28,王玉林,752200,10.14,--,竞价交易,贾桂兰,董事,配偶
34,2017-12-31,陈金节,2408203,--,9178203,增持,陈金节,"董事,副董事长",本人
35,2017-12-31,贾桂兰,9033023,--,39702523,增持,贾桂兰,董事,本人
36,2017-12-31,王瑾,528399,--,1443399,增持,王瑾,"董事,财务总监",本人
37,2017-12-31,叶红,288358,--,388358,增持,叶红,"副总经理,董事会秘书",本人
38,2017-12-31,张从合,1750902,--,6816626,增持,张从合,"董事,副总经理",本人
39,2017-12-31,张琴,10299618,--,45269542,增持,张琴,"董事,董事长,总经理",本人
40,2017-12-31,朱全贵,207618,--,279618,增持,朱全贵,副总经理,本人
41,2017-06-30,王瑾,200000,--,1115000,增持,王瑾,董事、财务总监,本人
42,2017-06-30,叶红,200000,--,300000,增持,叶红,副总经理、董事会秘书,本人
43,2017-06-30,朱全贵,144000,--,216000,增持,朱全贵,副总经理,本人
44,2016-12-31,陈金节,-1430000,--,6770000,减持,陈金节,董事、副董事长,本人
45,2016-12-31,贾桂兰,597500,--,30669500,股权激励,贾桂兰,董事,本人
46,2016-12-31,王瑾,100000,--,915000,股权激励,王瑾,董事、财务总监,本人
47,2016-12-31,叶红,72000,--,72000,股权激励,叶红,副总经理、董事会秘书,本人
48,2016-12-31,张从合,-116500,--,5065724,减持,张从合,董事、副总经理,本人
49,2016-12-31,张琴,7173124,--,34969924,股权激励,张琴,董事、董事长、总经理,本人
50,2016-12-31,朱全贵,100000,--,100000,股权激励,朱全贵,副总经理,本人
51,2016-12-27,张琴,370724,13.44,34969924,竞价交易,张琴,董事、高管,本人
52,2016-12-26,张琴,630000,13.39,34599200,竞价交易,张琴,董事、高管,本人
53,2016-12-20,张琴,3118761,13.33,33969200,竞价交易,张琴,董事、高管,本人
54,2016-12-19,张琴,1651839,13.28,30850439,竞价交易,张琴,董事、高管,本人
55,2016-12-19,张琴,1401800,13.40,30850439,大宗交易,张琴,董事、高管,本人
56,2016-12-15,张从合,-300000,12.82,5065724,大宗交易,张从合,董事、高管,本人
57,2016-12-09,陈金节,-1590000,12.61,6770000,大宗交易,陈金节,董事,本人
58,2016-11-21,王玉林,3700,13.19,--,竞价交易,贾桂兰,董事,配偶
59,2016-06-30,陈金节,160000,--,8360000,增持,陈金节,副董事长,本人
60,2016-06-30,贾桂兰,597500,--,30669500,增持,贾桂兰,董事,本人
61,2016-06-30,王瑾,100000,--,915000,增持,王瑾,董事、财务总监,本人
62,2016-06-30,叶红,100000,--,100000,增持,叶红,董事会秘书、副总经理,本人
63,2016-06-30,张从合,183500,--,5365724,增持,张从合,董事、副总经理,本人
64,2016-06-30,朱全贵,72000,--,72000,增持,朱全贵,副总经理,本人
65,2016-01-21,贾桂兰,570300,9.47,30669500,竞价交易,贾桂兰,董事,本人
66,2016-01-20,贾桂兰,27200,9.50,30099200,竞价交易,贾桂兰,董事,本人
67,2016-01-04,张从合,83500,10.94,5265724,竞价交易,张从合,董事、高管,本人
68,2015-12-31,陈金节,2900000,--,8200000,增持,陈金节,副董事长,本人
69,2015-12-31,冯旗,62500,--,175000,增持,冯旗,监事,本人
70,2015-12-31,贾桂兰,12036000,--,30072000,增持,贾桂兰,董事,本人
71,2015-12-31,王瑾,340000,--,815000,增持,王瑾,董事、财务总监,本人
72,2015-12-31,徐文建,675000,--,2025000,增持,徐文建,董事,本人
73,2015-12-31,张从合,1770075,--,5182224,增持,张从合,董事、副总经理,本人
74,2015-12-31,张琴,13898400,--,27796800,增持,张琴,董事长、总经理,本人
75,2015-12-30,陈金节,120000,11.65,8200000,竞价交易,陈金节,董事,本人
76,2015-12-29,张从合,64000,11.51,5182224,竞价交易,张从合,董事、高管,本人
77,2015-12-23,陈金节,80000,11.95,8080000,竞价交易,陈金节,董事,本人
78,2015-12-21,冯旗,5000,11.76,175000,集中竞价交易,冯旗,监事,本人
79,2015-12-18,陈金节,10000,11.45,8000000,竞价交易,陈金节,董事,本人
80,2015-12-14,王瑾,15000,10.60,815000,竞价交易,王瑾,董事、高管,本人
81,2015-06-30,陈金节,2690000,--,7990000,增持,陈金节,副董事长,本人
82,2015-06-30,冯旗,57500,--,170000,增持,冯旗,监事,本人
83,2015-06-30,贾桂兰,12036000,--,30072000,增持,贾桂兰,董事,本人
84,2015-06-30,王瑾,325000,--,800000,增持,王瑾,董事、财务总监,本人
85,2015-06-30,徐文建,675000,--,2025000,增持,徐文建,董事,本人
86,2015-06-30,张从合,1706075,--,5118224,增持,张从合,董事、副总经理,本人
87,2015-06-30,张琴,13898400,--,27796800,增持,张琴,董事长、总经理,本人
88,2015-05-15,冯旗,-10000,10.35,170000,竞价交易,冯旗,监事,本人
