,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-02-21,陈琼,-1000,35.00,--,竞价交易,陈中柱,高管,兄弟姐妹
1,2020-02-20,陈琼,1000,34.74,--,竞价交易,陈中柱,高管,兄弟姐妹
2,2019-12-31,黄志健,-137348,--,412244,不详,黄志健,"副总经理,董事会秘书",本人
3,2019-12-20,黄志健,-137348,33.04,412244,竞价交易,黄志健,董秘、高管,本人
4,2019-11-15,张琴,600,32.60,--,竞价交易,米国成,高管,配偶
5,2019-05-08,卢洁雯,-10000,31.03,78200,竞价交易,卢洁雯,证券事务代表,本人
6,2018-12-31,杨少林,-110300,--,330900,减持,杨少林,财务总监,本人
7,2018-12-14,杨少林,-110300,24.44,330900,竞价交易,杨少林,高管,本人
8,2018-12-04,杨华芳,-63700,23.45,87800,竞价交易,杨华芳,证券事务代表,本人
9,2018-12-03,卢洁雯,-30600,23.19,88200,竞价交易,卢洁雯,证券事务代表,本人
10,2018-12-03,杨华芳,-30000,23.25,151500,竞价交易,杨华芳,证券事务代表,本人
11,2017-12-31,黄志健,74600,--,549592,增持,黄志健,"副总经理,董事会秘书",本人
12,2017-12-31,钱雪桥,-35500,--,454500,减持,钱雪桥,总工程师,本人
13,2017-12-31,田丽,-100,--,1965100,减持,田丽,"副总经理,董事",本人
14,2017-12-31,杨少林,49200,--,441200,增持,杨少林,财务总监,本人
15,2017-11-13,杨华芳,-20000,20.50,181548,竞价交易,杨华芳,证券事务代表,本人
16,2017-06-30,黄志健,74600,--,549592,增持,黄志健,副总经理、董事会秘书,本人
17,2017-06-30,钱雪桥,-35500,--,454500,减持,钱雪桥,总工程师,本人
18,2017-06-30,田丽,-100,--,1965100,减持,田丽,董事、副总经理,本人
19,2017-06-30,杨少林,49200,--,441200,增持,杨少林,财务总监,本人
20,2016-12-31,田丽,-216000,--,1965200,减持,田丽,董事、副总经理,本人
21,2016-09-09,田丽,-50000,16.70,1965200,竞价交易,田丽,董事、高管,本人
22,2016-09-07,田丽,-166000,16.38,2015200,竞价交易,田丽,董事、高管,本人
23,2016-05-12,李小梅,-2300,17.45,--,竞价交易,齐振雄,监事,配偶
24,2016-05-10,张晓芹,-14000,16.57,--,竞价交易,钱雪桥,高管,配偶
25,2016-05-03,卢洁雯,-44800,16.60,67200,竞价交易,卢洁雯,证券事务代表,本人
26,2015-12-31,黄志健,366832,--,474992,增持,黄志健,副总经理、董事会秘书,本人
27,2015-12-31,江谢武,525000,--,525000,增持,江谢武,董事、副总经理,本人
28,2015-12-31,钱雪桥,490000,--,490000,增持,钱雪桥,总工程师,本人
29,2015-12-31,田丽,1505200,--,2181200,增持,田丽,副总经理,本人
30,2015-12-31,杨少林,392000,--,392000,增持,杨少林,财务总监,本人
31,2015-08-10,卢洁雯,-46788,17.29,112000,竞价交易,卢洁雯,证券事务代表,本人
32,2015-07-10,刘景梅,-2000,15.83,800,竞价交易,谢明权,监事,配偶
33,2015-06-30,黄志健,366832,--,474992,不详,黄志健,"副总经理,董事会秘书",本人
34,2015-06-30,江谢武,525000,--,525000,不详,江谢武,"董事,副总经理",本人
35,2015-06-30,李小梅,2300,13.34,2300,竞价交易,齐振雄,监事,配偶
36,2015-06-30,钱雪桥,490000,--,490000,不详,钱雪桥,总工程师,本人
37,2015-06-30,田丽,1505200,--,2181200,不详,田丽,副总经理,本人
38,2015-06-30,杨少林,392000,--,392000,不详,杨少林,财务总监,本人
39,2015-06-25,刘景梅,2000,21.80,2800,竞价交易,谢明权,监事,配偶
40,2015-06-17,卢洁雯,-47700,25.29,113420,竞价交易,卢洁雯,证券事务代表,本人
41,2015-06-17,杨华芳,-47800,25.20,113320,竞价交易,杨华芳,证券事务代表,本人
42,2015-01-29,张华伟,-3250,13.89,--,竞价交易,王静,监事,配偶
43,2014-03-20,张晓芹,10000,9.75,10000,竞价交易,钱雪桥,高管,配偶
44,2013-12-31,黄志健,87360,--,108160,增持,黄志健,副总经理、董事会秘书,本人
45,2013-12-31,田丽,546000,--,676000,增持,田丽,副总经理,本人
46,2013-12-25,杨华芳,-81120,11.99,--,竞价交易,杨华芳,证券事务代表,本人
47,2013-12-24,卢洁雯,-34920,11.85,0,竞价交易,卢洁雯,证券事务代表,本人
48,2013-12-23,卢洁雯,-46200,11.89,34920,竞价交易,卢洁雯,证券事务代表,本人
49,2013-03-15,卢洁雯,-20800,17.44,0,竞价交易,卢洁雯,证券事务代表,本人
50,2013-03-15,杨华芳,-10400,17.31,--,竞价交易,杨华芳,证券事务代表,本人
51,2013-03-04,杨华芳,-10400,18.30,10400,竞价交易,杨华芳,证券事务代表,本人
52,2012-12-31,冯宝峰,78000,--,78000,股权奖励,冯宝峰,原财务总监(离任),本人
53,2012-12-31,黄志健,20800,--,20800,股权奖励,黄志健,"副总经理,董事会秘书",本人
54,2012-12-31,田丽,130000,--,130000,股权奖励,田丽,副总经理,本人
