,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2019-06-04,杜海珍,200,6.35,--,竞价交易,杜海霞,监事,兄弟姐妹
1,2018-06-20,张国英,243000,7.14,--,竞价交易,徐洪尧,董事、高管,配偶
2,2018-06-19,张国英,37000,7.11,--,竞价交易,徐洪尧,董事、高管,配偶
3,2018-03-05,张国英,5400,9.00,--,竞价交易,徐洪尧,董事、高管,配偶
4,2015-10-27,张雪梅,500,20.70,--,竞价交易,柴长青,独立董事,配偶
5,2014-12-31,张国英,11944260,--,11944260,增持,张国英,董事,本人
6,2013-05-28,薛照云,-2200,15.25,0,竞价交易,杜海霞,监事,配偶
7,2011-01-10,樊熙锴,1000,26.85,--,竞价交易,胡虹,董事,配偶
8,2010-06-30,蒋凯西,-530000,--,2498214,减持,蒋凯西,--,本人
9,2010-01-18,蒋凯西,-530000,28.63,2498214,大宗交易,蒋凯西,董事、高管,本人
10,2009-06-01,蒋凯西,-50000,19.50,3028214,竞价交易,蒋凯西,董事、高管,本人
11,2009-05-07,蒋凯西,-20000,36.88,1710119,竞价交易,蒋凯西,董事、高管,本人
12,2009-01-21,蒋凯西,-50000,33.47,1743000,竞价交易,蒋凯西,董事、高管,本人
13,2009-01-12,蒋凯西,-50000,34.86,1793000,竞价交易,蒋凯西,董事、高管,本人
14,2008-12-31,蒋凯西,-57000,--,1843000,减持,蒋凯西,"财务总监,董事",本人
15,2008-12-30,蒋凯西,-20000,33.00,1843000,竞价交易,蒋凯西,董事、高管,本人
16,2008-12-29,蒋凯西,-22000,31.99,1863000,竞价交易,蒋凯西,董事、高管,本人
17,2008-12-22,蒋凯西,-15000,34.09,1885000,竞价交易,蒋凯西,董事、高管,本人
