,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2010-12-31,李宝玉,-3949,--,11846,不祥,李宝玉,"监事会主席,监事",本人
1,2010-12-31,张海泉,-5265,--,15795,不祥,张海泉,副总经理,本人
2,2010-08-03,李宝玉,-3949,19.95,11846,竞价交易,李宝玉,监事,本人
3,2010-08-03,张海泉,-5265,19.95,15795,竞价交易,张海泉,高管,本人
4,2010-07-29,郝允英,-19000,19.00,--,竞价交易,杨文科,董事、高管,配偶
5,2010-06-10,郝允英,19000,18.28,0,竞价交易,杨文科,董事、高管,配偶
6,2009-12-31,李宝玉,-5265,--,15795,出售,李宝玉,"监事会主席,监事",本人
7,2009-11-18,李宝玉,-5265,17.00,15795,竞价交易,李宝玉,监事,本人
8,2008-11-12,杨涵辉,-59500,9.90,--,竞价交易,杨文科,董事、高管,子女
9,2008-10-16,杨涵辉,59500,8.47,0,竞价交易,杨文科,董事、高管,子女
10,2007-12-31,张振,8200,--,8200,--,张振,监事,本人
11,2007-07-02,张振,8200,13.01,8200,二级市场买卖,张振,--,本人
12,2007-06-30,李宝玉,-5265,--,15795,二级市场买卖,李宝玉,监事会召集人,本人
13,2007-06-30,田建国,-6845,--,20533,二级市场买卖,田建国,董事会秘书兼副总经理,本人
14,2007-06-30,张海泉,-5265,--,15795,二级市场买卖,张海泉,副总经理,本人
15,2004-12-31,田建国,3900,--,16900,配股,田建国,--,本人
