,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2016-12-31,陈建防,50874,--,220456,增持,陈建防,副总经理,本人
1,2016-12-31,徐义民,159365,--,690581,增持,徐义民,董事长,本人
2,2016-12-31,杨祎,28264,--,122477,增持,杨祎,副总经理,本人
3,2016-10-17,张银花,-3800,17.29,--,竞价交易,陈翠莲,董事,其他组织
4,2016-06-30,陈建防,50874,--,220456,增持,陈建防,副总经理,本人
5,2016-06-30,徐义民,159365,--,690581,增持,徐义民,董事长,本人
6,2016-06-30,杨祎,28264,--,122477,增持,杨祎,副总经理,本人
7,2016-03-01,张银花,3800,11.29,--,竞价交易,陈翠莲,董事,其他组织
8,2016-02-05,陈建防,50874,8.34,220456,配股,陈建防,副总经理,本人
9,2016-02-05,徐义民,159365,8.34,690581,配股,徐义民,董事长,本人
10,2016-02-05,杨祎,28264,8.34,122477,配股,杨祎,副总经理,本人
11,2015-11-13,陈建防,35000,19.98,169582,竞价交易,陈建防,高管,本人
12,2015-11-03,陈建防,-35000,20.80,134582,竞价交易,陈建防,高管,本人
13,2015-03-20,叶玲莉,-3600,14.62,--,竞价交易,陈光谱,董事、高管,配偶
14,2014-12-31,陈建防,48452,--,169582,增持,陈建防,副总经理,本人
15,2014-12-31,范素梅,26919,--,94214,增持,范素梅,财务负责人,本人
16,2014-12-31,李永刚,53836,--,188425,增持,李永刚,副总经理,本人
17,2014-12-31,徐义民,151776,--,531216,增持,徐义民,董事长,本人
18,2014-12-31,杨文博,20198,--,70693,增持,杨文博,董事、总经理,本人
19,2014-12-31,杨祎,26918,--,94213,增持,杨祎,副总经理,本人
20,2013-12-31,杨文博,-16800,--,50495,无限售股减持,杨文博,董事、总经理,本人
21,2013-11-18,杨文博,-16800,19.45,50495,竞价交易,杨文博,董事、高管,本人
22,2012-04-25,陈泽坤,9900,12.50,19400,竞价交易,陈炯仁,董事,子女
23,2012-04-25,陈泽坤,-10000,12.38,19400,竞价交易,陈炯仁,董事,子女
24,2012-04-24,陈泽坤,19500,12.24,19500,竞价交易,陈炯仁,董事,子女
25,2011-12-31,汤澄,-500,--,0,减持,汤澄,监事,本人
26,2011-12-31,吴文寿,-5141,--,55424,限售股解禁后减持 ,吴文寿,"董事,副董事长",本人
27,2011-12-31,吴晓军,-14700,--,52595,限售股解禁后减持 ,吴晓军,董事,本人
28,2011-12-23,汤澄,-500,13.61,0,竞价交易,汤澄,监事,本人
29,2011-08-25,吴晓军,-14700,18.31,52595,竞价交易,吴晓军,董事,本人
30,2011-08-24,吴文寿,-5141,17.80,55424,竞价交易,吴文寿,董事,本人
31,2011-08-11,吴惠荣,-1000,17.95,--,竞价交易,吴文军,监事,兄弟姐妹
32,2011-04-07,吴惠荣,1000,17.89,--,竞价交易,吴文军,监事,兄弟姐妹
