,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2018-05-10,唐钢荣,100,11.40,--,竞价交易,唐山荣,高管,兄弟姐妹
1,2016-01-04,吕玉兰,-300,7.53,--,竞价交易,李天庆,监事,父母
2,2015-12-31,徐自力,800000,--,821415,增持,徐自力,董事长,本人
3,2015-08-26,徐自力,800000,6.37,821415,竞价交易,徐自力,董事,本人
4,2015-07-20,吕玉兰,300,7.42,300,竞价交易,李天庆,监事,父母
5,2015-05-26,郑冬英,-20000,10.61,--,竞价交易,陈日进,独立董事,配偶
6,2015-05-25,郑冬英,-5000,10.68,20000,竞价交易,陈日进,独立董事,配偶
7,2013-01-11,郑自慧,-6700,5.75,0,竞价交易,李万有,高管,配偶
8,2012-12-31,徐俊峰,-22149,--,66445,减持,徐俊峰,独立董事,本人
9,2012-12-31,徐翔,12131000,--,12152415,增持,徐翔,董事,本人
10,2012-10-10,郑自慧,6700,5.83,6700,竞价交易,李万有,高管,配偶
11,2012-07-09,徐俊峰,-22149,4.66,66445,竞价交易,徐俊峰,董事,本人
12,2011-12-31,徐俊峰,-29531,--,88594,二级市场卖出,徐俊峰,独立董事,本人
13,2011-06-30,徐俊峰,-29531,--,88594,二级市场卖出,徐俊峰,独立董事,本人
14,2011-02-09,徐俊峰,-29531,7.65,88594,竞价交易,徐俊峰,董事,本人
15,2010-12-31,孔金龙,-7138,--,21415,二级市场卖出,孔金龙,副总经理,本人
16,2010-12-31,徐俊峰,-39375,--,118125,二级市场卖出,徐俊峰,独立董事,本人
17,2010-11-11,孔金龙,-7138,9.50,21415,竞价交易,孔金龙,高管,本人
18,2010-06-30,徐俊峰,-39375,--,118125,二级市场出售,徐俊峰,独立董事,本人
19,2010-03-26,郑冬英,-20000,9.64,--,竞价交易,陈日进,董事,配偶
20,2010-02-05,宋斌,-2000,11.60,--,竞价交易,宋岚,高管,兄弟姐妹
21,2010-02-05,郑冬英,-5000,12.08,--,竞价交易,陈日进,董事,配偶
22,2010-01-06,徐俊峰,-39375,6.37,118125,竞价交易,徐俊峰,董事,本人
23,2009-12-31,王国强,-3012,--,9034,二级市场卖出,王国强,监事,本人
24,2009-12-31,徐俊峰,-52500,--,157500,二级市场卖出,徐俊峰,独立董事,本人
25,2009-06-30,王国强,-3012,--,9034,通过二级市场出售,王国强,监事,本人
26,2009-06-30,徐俊峰,-52500,--,157500,通过二级市场出售,徐俊峰,独立董事,本人
27,2009-06-08,王国强,-3012,4.48,9034,竞价交易,王国强,监事,本人
28,2009-06-05,徐俊峰,-52500,4.50,157500,竞价交易,徐俊峰,董事,本人
29,2008-12-31,王国强,-4015,--,12046,二级市场卖出,王国强,监事,本人
30,2008-07-10,王国强,-4015,4.75,12046,竞价交易,王国强,监事,本人
31,2007-12-31,王国强,-5354,--,16061,二级市场卖出,王国强,监事,本人
32,2007-12-31,徐俊峰,210000,--,210000,二级市场买入,徐俊峰,独立董事,本人
33,2007-10-19,张劲,-53500,6.56,--,二级市场买卖,宋岚,高管,配偶
34,2007-07-03,徐俊峰,-70000,4.93,210000,二级市场买卖,徐俊峰,董事,本人
35,2007-06-30,王国强,16061,--,16061,二级市场买入,王国强,--,本人
36,2007-06-30,徐俊峰,210000,--,210000,二级市场买入,徐俊峰,--,本人
37,2007-05-30,艾亨音,-9400,8.58,--,二级市场买卖,钟金雄,高管,父母
38,2007-05-30,林桂英,-6000,8.40,--,二级市场买卖,孔金龙,高管,配偶
39,2007-05-30,王国强,-5354,8.46,16061,二级市场买卖,王国强,监事,本人
40,2007-05-30,姚艺,-10000,8.00,--,二级市场买卖,姚德标,高管,子女
41,2007-05-28,艾亨音,9400,7.78,0,二级市场买卖,钟金雄,高管,父母
42,2007-05-28,钟志华,-5000,7.80,--,二级市场买卖,钟金雄,高管,兄弟姐妹
43,2007-05-15,林桂英,6000,6.03,0,二级市场买卖,孔金龙,高管,配偶
44,2007-05-10,姚艺,10000,5.58,0,二级市场买卖,姚德标,高管,子女
45,2007-04-17,徐俊峰,280000,5.15,280000,二级市场买卖,徐俊峰,董事,本人
46,2006-12-31,胡电铃,6763,--,14277,股改转增,胡电铃,董事长,本人
47,2006-12-31,孔金龙,13525,--,28553,股改转增,孔金龙,副总经理,本人
48,2006-12-31,王建新,10144,--,21415,股改转增,王建新,董事、副总经理,本人
49,2006-12-31,徐翔,10144,--,21415,股改转增,徐翔,董事,本人
50,2006-12-31,徐自力,10144,--,21415,股改转增,徐自力,副董事长、总经理,本人
51,2006-06-30,胡电铃,6763,--,14277,获得股改对价,胡电铃,--,本人
52,2006-06-30,孔金龙,13525,--,28553,获得股改对价,孔金龙,--,本人
53,2006-06-30,王国强,10144,--,21415,获得股改对价,王国强,--,本人
54,2006-06-30,王建新,10144,--,21415,获得股改对价,王建新,--,本人
55,2006-06-30,徐翔,10144,--,21415,获得股改对价,徐翔,--,本人
56,2006-06-30,徐自力,10144,--,21415,获得股改对价,徐自力,--,本人
