,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-05-20,许玲,-38500,14.77,--,竞价交易,许衡,高管,兄弟姐妹
1,2020-03-04,郭惠娟,5000,13.61,--,竞价交易,黄海滨,高管,配偶
2,2019-11-07,秦莉,-40100,14.79,--,竞价交易,潘毅平,高管,配偶
3,2019-03-05,许玲,-2000,7.65,--,竞价交易,许衡,高管,兄弟姐妹
4,2018-10-17,王荣,50000,3.89,--,竞价交易,吴向勇,董事,配偶
5,2018-09-27,许玲,10000,4.50,--,竞价交易,许衡,高管,兄弟姐妹
6,2018-05-30,秦莉,-5000,6.27,--,竞价交易,潘毅平,高管,配偶
7,2015-04-13,孙卫红,5000,17.42,5000,竞价交易,孙卫红,独立董事,本人
8,2014-12-31,易永健,145000,--,145000,增持,易永健,独立董事,本人
9,2014-12-03,吴铭燕,200,12.96,200,竞价交易,吴铭齐,高管,兄弟姐妹
10,2013-05-22,孙道权,-6500,8.76,0,竞价交易,孙卫红,独立董事,父母
11,2013-02-20,孙道权,5000,10.29,5000,竞价交易,孙卫红,独立董事,父母
12,2009-07-29,王新安,400,16.32,400,竞价交易,王新安,董事,本人
13,2009-06-25,耿立功,-800,14.55,--,竞价交易,耿立新,董事、高管,兄弟姐妹
14,2009-06-24,耿立功,800,14.74,0,竞价交易,耿立新,董事、高管,兄弟姐妹
15,2008-10-23,车新莉,200,8.05,--,竞价交易,车新辉,监事,兄弟姐妹
16,2006-12-31,朱文涛,924000,--,4548000,受让原发起人股东钟诚先生持有公司的92.4 万股股份所致,朱文涛,技术总监,本人
