,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-05-15,袁斌,-731167,8.45,2632779,竞价交易,袁斌,董事、高管,本人
1,2020-03-26,袁斌,-146300,8.21,3363946,竞价交易,袁斌,董事、高管,本人
2,2020-03-05,田德,-46800,7.11,31132277,竞价交易,田德,董事、高管,本人
3,2020-03-04,田德,-1453200,6.91,31179077,竞价交易,田德,董事、高管,本人
4,2019-12-31,高博书,-820521,--,1324432,不详,高博书,"董事,副董事长,副总经理,董事会秘书",本人
5,2019-12-31,李敏,-303593,--,0,不详,李敏,财务总监,本人
6,2019-12-31,李彦军,-53334,--,80000,不详,李彦军,监事,本人
7,2019-12-31,李彦庆,-20514,--,17947,不详,李彦庆,董事,本人
8,2019-12-31,刘亮,-820521,--,2645715,不详,刘亮,"董事,总经理",本人
9,2019-12-31,陶军,-820521,--,110136094,不详,陶军,董事长,本人
10,2019-12-31,袁斌,-820521,--,3510246,不详,袁斌,"董事,副总经理",本人
11,2019-12-31,张云峰,-8207,--,3000,不详,张云峰,职工代表监事,本人
12,2019-12-31,张仲军,-24617,--,0,不详,张仲军,监事会主席,本人
13,2019-06-30,高博书,-820521,--,1324432,回购注销,高博书,"董事,副董事长,副总经理,董事会秘书",本人
14,2019-06-30,李敏,-303593,--,--,回购注销,李敏,财务总监,本人
15,2019-06-30,李彦军,-53334,--,80000,回购注销,李彦军,监事,本人
16,2019-06-30,李彦庆,-20514,--,17947,回购注销,李彦庆,董事,本人
17,2019-06-30,刘亮,-820521,--,2645715,回购注销,刘亮,"董事,总经理",本人
18,2019-06-30,陶军,-820521,--,110136094,回购注销,陶军,董事长,本人
19,2019-06-30,袁斌,-820521,--,3510246,回购注销,袁斌,"董事,副总经理",本人
20,2019-06-30,张云峰,-8207,--,3000,回购注销,张云峰,职工代表监事,本人
21,2019-06-30,张仲军,-24617,--,--,回购注销,张仲军,监事会主席,本人
22,2018-12-31,高博书,-455154,--,2144953,减持,高博书,"董事,副董事长,副总经理,董事会秘书",本人
23,2018-12-31,李敏,-227694,--,303593,减持,李敏,财务总监,本人
24,2018-12-31,李彦庆,-12821,--,38461,减持,李彦庆,董事,本人
25,2018-12-31,袁斌,-1440800,--,4330767,减持,袁斌,"董事,副总经理",本人
26,2018-12-31,张云峰,-6153,--,11207,减持,张云峰,职工代表监事,本人
27,2018-12-31,张仲军,-18461,--,24617,减持,张仲军,监事会主席,本人
28,2018-06-30,高博书,-330900,--,2269207,减持,高博书,"董事,副董事长,副总经理,董事会秘书",本人
29,2018-06-30,李彦庆,-12820,--,38462,减持,李彦庆,董事,本人
30,2018-06-30,袁斌,-1440800,--,4330767,减持,袁斌,"董事,副总经理",本人
31,2018-06-30,张云峰,-6153,--,11207,减持,张云峰,监事,本人
32,2018-06-30,张仲军,-18461,--,24617,减持,张仲军,监事会主席,本人
33,2018-06-01,高博书,-4254,10.98,2144953,竞价交易,高博书,董秘、董事、高管,本人
34,2018-05-31,高博书,-120000,10.80,2149207,竞价交易,高博书,董秘、董事、高管,本人
35,2018-05-31,李彦庆,-9221,10.78,38461,竞价交易,李彦庆,董事,本人
36,2018-05-29,高博书,-63700,10.70,2269207,竞价交易,高博书,董秘、董事、高管,本人
37,2018-05-24,李彦庆,-3600,10.62,47682,竞价交易,李彦庆,董事,本人
38,2018-05-18,袁斌,-26100,10.73,4330767,竞价交易,袁斌,董事、高管,本人
39,2018-05-17,高博书,-267200,10.73,2332907,竞价交易,高博书,董秘、董事、高管,本人
40,2018-05-17,袁斌,-563600,10.84,4356867,竞价交易,袁斌,董事、高管,本人
41,2018-04-17,田建刚,-90000,10.21,--,竞价交易,田德,高管,子女
42,2018-04-11,袁斌,-255900,10.49,4920467,竞价交易,袁斌,董事、高管,本人
43,2018-04-10,袁斌,-595200,10.42,5176367,竞价交易,袁斌,董事、高管,本人
44,2017-12-31,高博书,-497355,--,2600107,不详,高博书,副总经理 、董事会秘书,本人
45,2017-12-31,刘亮,-329383,--,3466236,不详,刘亮,董事、总经理、财务总监,本人
46,2017-12-31,汪国祥,-76994,--,230982,不详,汪国祥,监事会主席,本人
47,2017-12-31,袁斌,-895429,--,5771567,不详,袁斌,董事、副总经理,本人
48,2017-06-30,刘亮,-329383,--,3466236,减持,刘亮,董事、总经理、财务总监,本人
49,2017-06-30,汪国祥,-76994,--,230982,减持,汪国祥,监事会主席,本人
50,2017-06-30,袁斌,-895429,--,5771567,减持,袁斌,董事、副总经理,本人
51,2017-03-24,高博书,-110000,17.93,2600107,竞价交易,高博书,董秘、高管、证券事务代表,本人
52,2017-03-23,高博书,-80000,17.85,2710107,竞价交易,高博书,董秘、高管、证券事务代表,本人
53,2017-03-23,田建刚,-6000,17.90,--,竞价交易,田德,高管,子女
54,2017-03-22,袁斌,-40000,17.90,5771567,竞价交易,袁斌,董事、高管,本人
55,2017-03-21,刘亮,-192983,18.08,3466236,竞价交易,刘亮,董事、高管,本人
56,2017-03-21,袁斌,-137200,18.08,5811567,竞价交易,袁斌,董事、高管,本人
57,2017-03-20,高博书,-40685,18.08,2790107,竞价交易,高博书,董秘、高管、证券事务代表,本人
58,2017-03-20,刘亮,-136400,18.06,3659219,竞价交易,刘亮,董事、高管,本人
59,2017-03-17,汪国祥,-76994,18.30,230982,竞价交易,汪国祥,监事,本人
60,2017-03-16,高博书,-266670,18.15,2830792,竞价交易,高博书,董秘、高管、证券事务代表,本人
61,2017-03-15,袁斌,-718229,18.10,5948767,竞价交易,袁斌,董事、高管,本人
62,2016-12-31,高博书,2587462,--,3097462,增持,高博书,董事会秘书、副总经理,本人
63,2016-12-31,李彦庆,51282,--,51282,增持,李彦庆,董事,本人
64,2016-12-31,刘亮,2945270,--,3795619,增持,刘亮,董事、总经理、财务总监,本人
65,2016-12-31,陶军,57865715,--,110956615,增持,陶军,董事长,本人
66,2016-12-31,田德,16724174,--,32632277,增持,田德,副总经理,本人
67,2016-12-31,汪国祥,157839,--,307976,增持,汪国祥,监事会主席,本人
68,2016-12-31,袁斌,4416862,--,6666996,增持,袁斌,董事、副总经理,本人
69,2016-06-30,高博书,2587462,--,3097462,增持,高博书,董事会秘书、副总经理,本人
70,2016-06-30,李彦庆,51282,--,51282,增持,李彦庆,董事,本人
71,2016-06-30,刘亮,2945270,--,3795619,增持,刘亮,董事、总经理、财务总监,本人
72,2016-06-30,陶军,57865715,--,110956615,增持,陶军,董事长,本人
73,2016-06-30,田德,16724174,--,32632277,增持,田德,副总经理,本人
74,2016-06-30,汪国祥,157839,--,307976,增持,汪国祥,监事会主席,本人
75,2016-06-30,袁斌,4416862,--,6666996,增持,袁斌,董事、副总经理,本人
76,2016-05-18,袁骏,100,23.09,--,竞价交易,袁斌,董事、高管,子女
77,2016-04-27,田建刚,200,25.59,--,竞价交易,田德,高管,子女
