,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-03-31,王晔,-100,8.14,--,竞价交易,王中天,董事、高管,配偶
1,2019-11-05,王晔,-108800,5.01,--,竞价交易,王中天,董事、高管,配偶
2,2019-11-04,王晔,-169900,5.02,--,竞价交易,王中天,董事、高管,配偶
3,2019-01-25,李平,2000,5.05,--,竞价交易,徐敏,证券事务代表,配偶
4,2018-12-31,程金华,303207,--,303207,增持,程金华,"董事,副总经理",本人
5,2018-12-31,邓顶亮,50000,--,1625600,增持,邓顶亮,"董事,副总经理",本人
6,2018-12-31,董庆,100000,--,100000,增持,董庆,"副总经理,财务负责人,董事会秘书",本人
7,2018-12-31,郭毅,90000,--,90000,增持,郭毅,职工监事,本人
8,2018-12-31,黄勇,100000,--,3441251,增持,黄勇,监事会主席(离任),本人
9,2018-12-31,李永东,351900,--,6522150,增持,李永东,董事长(离任),本人
10,2018-12-31,刘贵华,300000,--,405163,增持,刘贵华,"董事长,总经理",本人
11,2018-12-31,王中天,100000,--,110000,增持,王中天,"董事,常务副总经理",本人
12,2018-12-31,魏翔,100000,--,4600000,增持,魏翔,"董事,总经理,财务负责人(离任)",本人
13,2018-12-31,肖本余,50000,--,50000,增持,肖本余,监事,本人
14,2018-08-30,肖本余,3000,5.03,50000,竞价交易,肖本余,监事,本人
15,2018-08-29,肖本余,14800,5.06,47000,竞价交易,肖本余,监事,本人
16,2018-07-27,郭毅,38000,5.26,90000,竞价交易,郭毅,监事,本人
17,2018-07-27,肖本余,17200,5.27,32200,竞价交易,肖本余,监事,本人
18,2018-07-26,程金华,10000,5.27,303207,竞价交易,程金华,董事、高管,本人
19,2018-07-26,郭毅,20000,5.27,52000,竞价交易,郭毅,监事,本人
20,2018-07-26,王中天,20000,5.31,110000,竞价交易,王中天,董事、高管,本人
21,2018-07-26,肖本余,5000,5.26,15000,竞价交易,肖本余,监事,本人
22,2018-07-25,程金华,63100,5.27,293207,竞价交易,程金华,董事、高管,本人
23,2018-07-25,郭毅,32000,5.26,32000,竞价交易,郭毅,监事,本人
24,2018-07-25,王中天,20800,5.27,90000,竞价交易,王中天,董事、高管,本人
25,2018-07-25,肖本余,10000,5.27,10000,竞价交易,肖本余,监事,本人
26,2018-07-24,刘贵华,80000,5.32,405163,竞价交易,刘贵华,董事、高管,本人
27,2018-07-23,邓顶亮,30000,5.10,1625600,竞价交易,邓顶亮,董事、高管,本人
28,2018-07-23,王中天,39200,5.10,69200,竞价交易,王中天,董事、高管,本人
29,2018-07-19,刘贵华,30000,5.08,325163,竞价交易,刘贵华,董事、高管,本人
30,2018-07-16,刘贵华,30000,5.08,295163,竞价交易,刘贵华,董事、高管,本人
31,2018-07-13,刘贵华,20000,5.13,265163,竞价交易,刘贵华,董事、高管,本人
32,2018-07-12,王中天,20000,5.18,30000,竞价交易,王中天,董事、高管,本人
33,2018-06-30,程金华,230107,--,230107,增持,程金华,"董事,副总经理",本人
34,2018-06-30,邓顶亮,20000,--,1595600,增持,邓顶亮,"董事,副总经理",本人
35,2018-06-30,董庆,100000,--,100000,增持,董庆,"副总经理,财务负责人,董事会秘书",本人
36,2018-06-30,黄勇,100000,--,3441251,增持,黄勇,监事会主席(离任),本人
37,2018-06-30,李永东,351900,--,6522150,增持,李永东,董事长(离任),本人
38,2018-06-30,刘贵华,140000,--,245163,增持,刘贵华,"董事长,总经理",本人
39,2018-06-30,魏翔,100000,--,4600000,增持,魏翔,"董事,总经理,财务负责人(离任)",本人
40,2018-06-29,董庆,100000,5.00,100000,竞价交易,董庆,董秘、高管,本人
41,2018-06-28,程金华,15000,4.86,230107,竞价交易,程金华,董事、高管,本人
42,2018-06-28,刘贵华,66000,4.90,245163,竞价交易,刘贵华,董事、高管,本人
43,2018-06-19,程金华,24700,5.27,215107,竞价交易,程金华,高管,本人
44,2018-06-19,李永东,16300,4.89,6522150,竞价交易,李永东,董事,本人
45,2018-06-19,刘贵华,10000,4.88,179163,竞价交易,刘贵华,高管,本人
46,2018-06-15,程金华,30000,5.49,190407,竞价交易,程金华,高管,本人
47,2018-06-15,刘贵华,7000,5.43,169163,竞价交易,刘贵华,高管,本人
48,2018-06-14,程金华,5000,5.61,160407,竞价交易,程金华,高管,本人
49,2018-06-13,程金华,30000,5.66,155407,竞价交易,程金华,高管,本人
50,2018-06-13,刘贵华,17000,5.66,162163,竞价交易,刘贵华,高管,本人
51,2018-06-12,邓顶亮,20000,5.67,1595600,竞价交易,邓顶亮,董秘、董事,本人
52,2018-06-12,刘贵华,7000,5.72,145163,竞价交易,刘贵华,高管,本人
53,2018-06-11,程金华,5000,5.64,125407,竞价交易,程金华,高管,本人
54,2018-06-11,黄勇,100000,5.68,3441251,竞价交易,黄勇,监事,本人
55,2018-06-08,程金华,70000,5.71,120407,竞价交易,程金华,高管,本人
56,2018-06-08,刘贵华,23000,5.68,138163,竞价交易,刘贵华,高管,本人
57,2018-06-08,魏翔,100000,5.74,4600000,竞价交易,魏翔,董事、高管,本人
58,2018-06-07,程金华,5000,5.71,50407,竞价交易,程金华,高管,本人
59,2018-06-07,李永东,157000,5.77,6505850,竞价交易,李永东,董事,本人
60,2018-06-07,刘贵华,10000,5.72,115163,竞价交易,刘贵华,高管,本人
61,2018-06-06,程金华,45407,5.77,45407,竞价交易,程金华,高管,本人
62,2018-06-06,李永东,178600,5.77,6348850,竞价交易,李永东,董事,本人
63,2016-12-31,黄勇,1113751,--,3341251,增持,黄勇,监事会主席,本人
64,2016-12-31,刘贵华,35055,--,105163,增持,刘贵华,副总经理,本人
65,2016-12-31,王中天,10000,--,10000,增持,王中天,副总经理,本人
66,2016-12-31,朱金和,569249,--,1707749,增持,朱金和,副总经理,本人
67,2015-12-31,孙红星,-146875,--,1146875,减持,孙红星,董事,本人
68,2014-12-31,程书泉,-642500,--,2327500,减持,程书泉,监事会主席,本人
69,2014-12-31,邓顶亮,-50000,--,1050400,减持,邓顶亮,董事会秘书,本人
70,2014-12-31,桂晓斌,-214200,--,642600,减持,桂晓斌,董事,本人
71,2014-12-31,黄勇,-742500,--,2227500,减持,黄勇,副总经理,本人
72,2014-12-31,李锐,-321000,--,1443000,减持,李锐,副总经理,本人
73,2014-12-31,李永东,-216500,--,4113500,减持,李永东,董事长;总经理,本人
74,2014-12-31,孙红星,-431250,--,1293750,减持,孙红星,董事,本人
75,2014-12-31,唐桂生,-630000,--,1890000,减持,唐桂生,副总经理,本人
76,2014-12-31,王传友,-400000,--,1452000,减持,王传友,副总经理,本人
77,2014-12-31,朱金和,-379500,--,1138500,减持,朱金和,副总经理,本人
78,2014-12-30,邓顶亮,-50000,12.78,1050400,竞价交易,邓顶亮,董秘,本人
79,2014-12-18,李永东,-216500,14.20,4113500,竞价交易,李永东,董事、高管,本人
80,2014-09-26,艾红,-20320,15.30,0,竞价交易,曹斌,董事,配偶
81,2014-09-26,孙红星,-248812,15.21,1293750,竞价交易,孙红星,董事,本人
82,2014-09-26,王传友,-400000,15.22,1452000,竞价交易,王传友,高管,本人
83,2014-09-26,朱金和,-109500,15.20,1138500,竞价交易,朱金和,董事,本人
84,2014-09-23,程书泉,-100000,14.98,2327500,竞价交易,程书泉,监事,本人
85,2014-09-23,孙红星,-182438,15.10,1542562,竞价交易,孙红星,董事,本人
86,2014-09-22,程书泉,-50000,14.35,2427500,竞价交易,程书泉,监事,本人
87,2014-09-22,黄勇,-150000,14.27,2227500,竞价交易,黄勇,高管,本人
88,2014-09-22,徐育如,-3000,14.08,0,竞价交易,魏翔,高管,配偶
89,2014-09-19,程书泉,-400000,13.95,2477500,竞价交易,程书泉,监事,本人
90,2014-09-19,黄勇,-150000,14.21,2377500,竞价交易,黄勇,高管,本人
91,2014-09-19,金澄清,-32000,13.36,20000,竞价交易,赵惠芳,独立董事,配偶
92,2014-09-19,李锐,-100000,14.17,1443000,竞价交易,李锐,高管,本人
93,2014-09-19,朱金和,-220000,13.95,1248000,竞价交易,朱金和,董事,本人
