,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2019-11-08,黄丽华,-400,7.14,--,竞价交易,姚开林,高管,配偶
1,2019-10-14,方芳,300,7.89,--,竞价交易,方轶,董事、高管,兄弟姐妹
2,2019-10-14,方芳,-300,7.88,--,竞价交易,方轶,董事、高管,兄弟姐妹
3,2018-08-07,王桂莲,-200,12.13,--,竞价交易,方轶,董事、高管,父母
4,2017-08-07,方芳,300,15.73,--,竞价交易,方轶,高管,兄弟姐妹
5,2017-08-07,王桂莲,200,15.59,--,竞价交易,方轶,高管,父母
6,2016-12-31,蔡金萍,-45000,--,45000,减持,蔡金萍,财务总监,本人
7,2016-12-31,李志杰,-33750,--,33750,减持,李志杰,人力资源总监,本人
8,2016-12-31,刘达成,40000,--,76000,增持,刘达成,监事,本人
9,2016-10-24,钟卫,-6000,12.30,--,竞价交易,钟大连,监事,兄弟姐妹
10,2016-08-11,钟卫,3000,11.20,--,竞价交易,钟大连,监事,兄弟姐妹
11,2016-06-30,刘达成,40000,--,76000,增持,刘达成,监事,本人
12,2016-04-20,韩小利,4000,10.91,--,竞价交易,刘达成,监事,配偶
13,2016-01-26,刘达成,40000,10.03,76000,竞价交易,刘达成,监事,本人
14,2015-12-31,蔡金萍,-30000,--,90000,减持,蔡金萍,财务总监,本人
15,2015-12-31,华如,-22500,--,67500,减持,华如,董事、总经理,本人
16,2015-12-31,李建华,-24518400,--,139975200,减持,李建华,董事长,本人
17,2015-12-31,李志杰,-22500,--,67500,减持,李志杰,人力资源总监,本人
18,2015-12-31,梁斌,-90000,--,270000,减持,梁斌,董事长,本人
19,2015-12-31,刘达成,-12000,--,36000,减持,刘达成,监事,本人
20,2015-12-31,刘巩,-27500,--,82500,减持,刘巩,总工程师,本人
21,2015-12-31,刘艳梅,-20000,--,100000,减持,刘艳梅,副总经理,本人
22,2015-12-31,谢岳伟,-45000,--,135000,减持,谢岳伟,副总经理,本人
23,2015-12-07,张振华,-5500,13.97,--,竞价交易,张森林,独立董事,子女
24,2015-12-02,张振华,5500,12.74,--,竞价交易,张森林,独立董事,子女
25,2015-12-02,张振华,-5500,12.36,--,竞价交易,张森林,独立董事,子女
26,2015-12-01,张振华,5500,12.40,--,竞价交易,张森林,独立董事,子女
27,2015-06-30,蔡金萍,-30000,--,90000,减持,蔡金萍,财务总监,本人
28,2015-06-30,华如,-22500,--,67500,减持,华如,董事、总经理,本人
29,2015-06-30,李建华,-24518400,--,139975200,减持,李建华,董事长,本人
30,2015-06-30,李志杰,-22500,--,67500,减持,李志杰,人力资源总监,本人
31,2015-06-30,梁斌,-90000,--,270000,减持,梁斌,董事长,本人
32,2015-06-30,刘达成,-12000,--,36000,减持,刘达成,监事,本人
33,2015-06-30,刘巩,-27500,--,82500,减持,刘巩,总工程师,本人
34,2015-06-30,刘艳梅,-20000,--,100000,减持,刘艳梅,董事、副总经理、董事会秘书,本人
35,2015-06-30,谢岳伟,-45000,--,135000,减持,谢岳伟,副总经理,本人
36,2015-06-15,李晓奇,-1023700,22.66,49078573,竞价交易,李建华,董事,子女
37,2015-06-15,梁斌,-90000,23.11,270000,竞价交易,梁斌,董事、高管,本人
38,2015-06-10,蔡金萍,-30000,21.90,90000,竞价交易,蔡金萍,高管,本人
39,2015-06-10,刘艳梅,-20000,21.50,100000,竞价交易,刘艳梅,董秘、董事、高管,本人
40,2015-05-19,李建华,-245100,17.16,139975200,竞价交易,李建华,董事,本人
41,2015-05-19,刘巩,-27500,17.06,82500,竞价交易,刘巩,高管,本人
42,2015-05-18,李建华,-1154900,17.18,140220300,竞价交易,李建华,董事,本人
43,2015-05-15,华如,-22500,17.40,67500,竞价交易,华如,董事、高管,本人
44,2015-04-29,李志杰,-22500,17.80,67500,竞价交易,李志杰,高管,本人
45,2015-04-29,刘达成,-12000,17.82,36000,竞价交易,刘达成,监事,本人
46,2015-03-11,李建华,-10818400,16.29,141375200,大宗交易,李建华,董事,本人
47,2015-01-26,谢岳伟,-45000,17.08,135000,竞价交易,谢岳伟,高管,本人
48,2015-01-06,李建华,-5300000,19.97,152193600,大宗交易,李建华,董事,本人
49,2015-01-05,李建华,-7000000,20.87,157493600,大宗交易,李建华,董事,本人
50,2014-12-31,蔡金萍,-40000,--,120000,减持,蔡金萍,财务总监,本人
51,2014-12-31,华如,-30000,--,90000,减持,华如,董事、常务副总经理,本人
52,2014-12-31,李建华,-12200000,--,164493600,减持,李建华,董事长、法定代表人,本人
53,2014-12-31,李剑明,-240000,--,240000,减持,李剑明,董事、总经理,本人
54,2014-12-31,李志杰,-30000,--,90000,减持,李志杰,人力资源总监,本人
55,2014-12-31,梁斌,-120000,23.02,360000,竞价交易,梁斌,董事、高管,本人
56,2014-12-31,梁斌,-120000,--,360000,减持,梁斌,董事、总经理,本人
57,2014-12-31,刘巩,-10000,--,110000,减持,刘巩,总工程师,本人
58,2014-12-31,刘艳梅,-40000,--,120000,减持,刘艳梅,董事、副总经理、董事会秘书,本人
59,2014-11-18,刘艳梅,-40000,27.30,120000,竞价交易,刘艳梅,董秘、董事、高管,本人
60,2014-11-06,刘巩,-10000,26.05,110000,竞价交易,刘巩,高管,本人
61,2014-11-04,华如,-30000,26.53,90000,竞价交易,华如,董事、高管,本人
62,2014-11-04,李志杰,-30000,26.35,90000,竞价交易,李志杰,高管,本人
63,2014-10-28,蔡金萍,-40000,24.93,120000,竞价交易,蔡金萍,高管,本人
64,2014-09-01,华金,-160,24.00,0,竞价交易,华如,董事、高管,兄弟姐妹
65,2014-08-26,李建华,-5200000,23.43,164493600,大宗交易,李建华,董事,本人
66,2014-08-25,李建华,-7000000,24.30,169693600,大宗交易,李建华,董事,本人
67,2014-07-01,李晓奇,-7200000,24.30,50102273,大宗交易,李建华,董事,子女
68,2014-07-01,刘鎏,-200,25.50,0,竞价交易,刘巩,高管,兄弟姐妹
69,2014-06-30,李晓奇,-4800000,23.45,57302273,大宗交易,李建华,董事,子女
70,2013-12-31,安玉琴,-80000,--,80000,减持,安玉琴,副总经理,本人
71,2013-12-31,刘鎏,200,14.81,200,竞价交易,刘巩,高管,兄弟姐妹
72,2013-12-31,刘宪,-62102273,--,0,减持,刘宪,董事,本人
73,2012-12-31,刘宪,-13766207,--,62102273,减持,刘宪,董事,本人
74,2012-12-31,谢悦明,-48070,--,48090,减持,谢悦明,监事会主席,本人
75,2012-12-26,刘宪,-7,4.03,62102273,竞价交易,刘宪,董事,本人
76,2012-12-25,刘宪,-8766200,3.96,62102280,大宗交易,刘宪,董事,本人
77,2012-12-24,刘宪,-5000000,3.87,70868480,大宗交易,刘宪,董事,本人
78,2012-05-28,谢岳建,-300,5.42,0,竞价交易,谢岳伟,董事、高管,兄弟姐妹
79,2012-02-17,谢岳建,-1000,4.68,300,竞价交易,谢岳伟,董事、高管,兄弟姐妹
80,2012-01-10,赵咏梅,3000,4.06,3000,竞价交易,鲁晓华,高管,配偶
81,2011-10-14,刘放,-10000,6.29,--,竞价交易,刘宪,董事、高管,兄弟姐妹
82,2011-08-17,姚文中,-40000,8.85,120000,竞价交易,姚文中,高管,本人
83,2011-07-22,谢岳建,1300,7.51,1300,竞价交易,谢岳伟,董事、高管,兄弟姐妹
84,2011-07-21,刘锋,-32000,7.37,--,竞价交易,刘锋,证券事务代表,本人
85,2011-07-21,刘巩,-40000,7.45,120000,竞价交易,刘巩,高管,本人
86,2011-07-14,华如,-20000,6.98,120000,竞价交易,华如,高管,本人
87,2011-07-12,刘放,10000,6.76,0,竞价交易,刘宪,董事、高管,兄弟姐妹
88,2011-07-11,刘放,-107820,7.00,--,竞价交易,刘宪,董事、高管,兄弟姐妹
89,2011-06-30,李志杰,-40000,7.07,120000,竞价交易,李志杰,人力资源总监,本人
90,2011-06-29,华如,-10000,6.94,140000,竞价交易,华如,高管,本人
91,2011-06-29,谢悦明,-32000,7.03,96160,竞价交易,谢悦明,监事,本人
92,2011-06-27,谢岳伟,-60000,7.00,180000,竞价交易,谢岳伟,董事、高管,本人
93,2011-05-23,华如,-10000,7.94,150000,竞价交易,华如,高管,本人
94,2011-03-17,刘宪,-20000,11.31,47417800,竞价交易,刘宪,董事、高管,本人
95,2011-03-16,刘宪,-38506,11.20,47437800,竞价交易,刘宪,董事、高管,本人
96,2011-03-15,李建华,-50500,11.00,110433500,竞价交易,李建华,董事,本人
97,2011-03-15,刘宪,-80000,11.01,47476306,竞价交易,刘宪,董事、高管,本人
98,2009-03-13,何秀英,-1300,8.12,--,竞价交易,李志杰,高管,父母
99,2009-03-11,何秀英,1300,8.20,0,竞价交易,李志杰,高管,父母
100,2009-03-11,刘界,-17000,8.14,--,竞价交易,刘宪,董事、高管,兄弟姐妹
101,2009-03-09,刘界,17000,7.94,0,竞价交易,刘宪,董事、高管,兄弟姐妹
102,2008-12-31,李建华,50500,--,110484000,增持,李建华,"董事,董事长",本人
103,2008-12-31,刘宪,229506,--,47556306,增持,刘宪,"董事,总经理",本人
104,2008-11-21,华金,100,6.48,0,竞价交易,华如,高管,兄弟姐妹
105,2008-10-30,李建华,50500,5.16,110484000,竞价交易,李建华,董事,本人
106,2008-10-30,刘宪,229506,5.27,--,竞价交易,李建华,董事,配偶
