,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-05-20,余荣琳,-2011000,10.48,28758589,大宗交易,余荣琳,董事、高管,本人
1,2020-05-15,余荣琳,-1080000,9.26,30769589,大宗交易,余荣琳,董事、高管,本人
2,2020-05-06,余荣琳,-593700,10.80,31849589,竞价交易,余荣琳,董事、高管,本人
3,2020-05-06,余荣琳,-2201400,9.56,31849589,大宗交易,余荣琳,董事、高管,本人
4,2020-04-30,余荣琳,-917000,11.11,34644689,竞价交易,余荣琳,董事、高管,本人
5,2020-04-29,余荣琳,-2781000,11.61,35561689,竞价交易,余荣琳,董事、高管,本人
6,2020-04-28,余贵成,-24000,10.98,--,竞价交易,余荣琳,董事、高管,兄弟姐妹
7,2019-12-31,顾永康,-46550,--,14250,不详,顾永康,董事会秘书,本人
8,2019-12-31,郭伟,109500,--,394100,不详,郭伟,副总经理,本人
9,2019-12-31,杨勇萍,-38000000,--,133085500,不详,杨勇萍,董事长,本人
10,2019-12-31,余荣琳,-6788500,--,38342689,不详,余荣琳,"董事,总经理",本人
11,2019-12-12,余荣琳,-800000,5.80,38342689,大宗交易,余荣琳,董事、高管,本人
12,2019-12-10,余荣琳,-1200000,5.70,39142689,大宗交易,余荣琳,董事、高管,本人
13,2019-12-05,余荣琳,-500000,6.23,40342689,竞价交易,余荣琳,董事、高管,本人
14,2019-10-31,德州均益投资合伙企业(有限合伙),-112700,6.36,2966742,集中竞价交易,黄健生,监事,其他组织
15,2019-09-30,德州均益投资合伙企业(有限合伙),-1425200,8.25,3079442,集中竞价交易,黄健生,监事,其他组织
16,2019-09-12,余荣琳,-255000,8.24,40842689,竞价交易,余荣琳,董事、高管,本人
17,2019-09-11,余荣琳,-365100,8.34,41097689,竞价交易,余荣琳,董事、高管,本人
18,2019-09-10,余荣琳,-900000,8.33,41462789,竞价交易,余荣琳,董事、高管,本人
19,2019-08-30,德州均益投资合伙企业(有限合伙),-493690,7.96,4504642,集中竞价交易,黄健生,监事,其他组织
20,2019-07-31,德州均益投资合伙企业(有限合伙),-485930,8.42,4998332,集中竞价交易,黄健生,监事,其他组织
21,2019-07-30,余荣琳,-1366500,8.47,42362789,竞价交易,余荣琳,董事、高管,本人
22,2019-07-29,余荣琳,-379200,8.34,43729289,竞价交易,余荣琳,董事、高管,本人
23,2019-07-26,余荣琳,-352200,8.42,44108489,竞价交易,余荣琳,董事、高管,本人
24,2019-07-25,余荣琳,-670500,8.41,44460689,竞价交易,余荣琳,董事、高管,本人
25,2019-07-01,杨勇萍,-38000000,7.17,133085500,协议转让,杨勇萍,董事长,本人
26,2019-06-30,顾永康,-46550,--,14250,不详,顾永康,董事会秘书,本人
27,2019-06-30,杨勇萍,-38000000,--,133085500,不详,杨勇萍,董事长,本人
28,2019-06-28,德州均益投资合伙企业(有限合伙),-220700,8.08,5484262,集中竞价交易,黄健生,监事,其他组织
29,2019-05-31,德州均益投资合伙企业(有限合伙),-3583800,9.24,5704962,集中竞价交易,黄健生,监事,其他组织
30,2018-12-06,丁强,-193100,6.55,4486300,竞价交易,丁强,董秘、董事、高管,本人
31,2018-12-05,丁强,-85100,6.60,4679400,竞价交易,丁强,董秘、董事、高管,本人
32,2018-12-04,丁强,-82000,6.52,4764500,竞价交易,丁强,董秘、董事、高管,本人
33,2018-12-03,丁强,-48100,6.47,4846500,竞价交易,丁强,董秘、董事、高管,本人
34,2018-11-29,诸焕诚,-225200,6.34,22993610,竞价交易,诸焕诚,董事、高管,本人
35,2018-11-22,诸焕诚,-86600,6.82,23538410,竞价交易,诸焕诚,董事、高管,本人
36,2018-11-20,丁强,-9900,6.84,4894670,竞价交易,丁强,董秘、董事、高管,本人
37,2018-11-20,诸焕诚,-74830,6.90,23625010,竞价交易,诸焕诚,董事、高管,本人
38,2018-11-19,丁强,-30600,6.81,4904570,竞价交易,丁强,董秘、董事、高管,本人
39,2018-11-16,丁强,-95800,6.91,4935170,竞价交易,丁强,董秘、董事、高管,本人
40,2018-11-16,诸焕诚,-210000,6.93,23699840,竞价交易,诸焕诚,董事、高管,本人
41,2018-11-15,丁强,-230900,6.86,5030970,竞价交易,丁强,董秘、董事、高管,本人
42,2018-11-14,丁强,-179900,6.91,5261870,竞价交易,丁强,董秘、董事、高管,本人
43,2018-11-13,丁强,-457730,6.78,5441770,竞价交易,丁强,董秘、董事、高管,本人
44,2018-11-08,诸焕诚,-158110,6.56,23909840,竞价交易,诸焕诚,董事、高管,本人
45,2018-11-02,诸焕诚,-360000,6.44,24067950,竞价交易,诸焕诚,董事、高管,本人
46,2018-11-01,诸焕诚,-156000,6.36,24427950,竞价交易,诸焕诚,董事、高管,本人
47,2018-10-31,诸焕诚,-497000,6.31,24583950,竞价交易,诸焕诚,董事、高管,本人
48,2018-10-24,诸焕诚,-5600,6.27,25080950,竞价交易,诸焕诚,董事、高管,本人
49,2018-10-23,诸焕诚,-638900,6.20,25086550,竞价交易,诸焕诚,董事、高管,本人
50,2018-10-22,诸焕诚,-822300,6.42,25725450,竞价交易,诸焕诚,董事、高管,本人
51,2018-09-07,顾永康,-5700,8.18,60800,竞价交易,顾永康,证券事务代表,本人
52,2017-07-31,余贵成,-290000,22.33,--,竞价交易,余荣琳,董事、高管,兄弟姐妹
53,2017-07-20,余贵成,-296150,21.87,--,竞价交易,余荣琳,董事、高管,兄弟姐妹
54,2017-06-21,余荣富,21550,20.23,--,竞价交易,余荣琳,董事、高管,兄弟姐妹
