,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
0,2020-07-01,廖翠猛,-20000,16.53,18963300,竞价交易,廖翠猛,董事、高管,本人
1,2020-06-30,廖翠猛,-123000,16.44,18983300,竞价交易,廖翠猛,董事、高管,本人
2,2020-06-29,廖翠猛,-70000,16.48,19106300,竞价交易,廖翠猛,董事、高管,本人
3,2020-06-24,廖翠猛,-160000,16.42,19176300,竞价交易,廖翠猛,董事、高管,本人
4,2020-06-23,廖翠猛,-20000,16.78,19336300,竞价交易,廖翠猛,董事、高管,本人
5,2020-06-22,廖翠猛,-22000,17.39,19356300,竞价交易,廖翠猛,董事、高管,本人
6,2020-03-25,王学华,-200,16.25,--,竞价交易,陈红怡,监事,配偶
7,2020-03-13,王学华,200,17.00,--,竞价交易,陈红怡,监事,配偶
8,2020-02-06,廖翠猛,-54000,17.24,19378336,竞价交易,廖翠猛,"董事,总裁",本人
9,2020-02-04,廖翠猛,-23000,15.83,19432336,竞价交易,廖翠猛,"董事,总裁",本人
10,2020-01-10,张秀宽,-1019998,17.96,13792962,竞价交易,张秀宽,董事、高管,本人
11,2020-01-07,张秀宽,-140000,20.36,14812960,竞价交易,张秀宽,董事、高管,本人
12,2020-01-02,廖翠猛,-646800,15.93,19455336,竞价交易,廖翠猛,董事、高管,本人
13,2019-12-31,黄先跃,-1000,--,8000,不详,黄先跃,监事会主席(离任),本人
14,2019-12-31,廖翠猛,-700000,14.71,20102136,竞价交易,廖翠猛,董事、高管,本人
15,2019-12-31,廖翠猛,-3353200,--,20102136,不详,廖翠猛,"董事,决策委员会委员,总裁,执行委员会主任",本人
16,2019-12-31,张秀宽,-1440000,--,14952960,不详,张秀宽,"董事,决策委员会委员,执行总裁,执行委员会委员",本人
17,2019-12-30,廖翠猛,-420000,12.89,20802136,竞价交易,廖翠猛,董事、高管,本人
18,2019-12-27,廖翠猛,-380000,12.55,21222136,竞价交易,廖翠猛,董事、高管,本人
19,2019-12-26,廖翠猛,-100000,12.52,21602136,竞价交易,廖翠猛,董事、高管,本人
20,2019-12-25,廖翠猛,-245000,12.61,21702136,竞价交易,廖翠猛,董事、高管,本人
21,2019-12-24,廖翠猛,-80000,12.79,21947136,竞价交易,廖翠猛,董事、高管,本人
22,2019-12-23,廖翠猛,-15000,12.76,22027136,竞价交易,廖翠猛,董事、高管,本人
23,2019-12-20,廖翠猛,-371000,12.60,22042136,竞价交易,廖翠猛,董事、高管,本人
24,2019-12-18,廖翠猛,-587000,12.76,22413136,竞价交易,廖翠猛,董事、高管,本人
25,2019-10-30,廖翠猛,-115200,12.60,23000136,竞价交易,廖翠猛,董事、高管,本人
26,2019-10-29,廖翠猛,-340000,12.62,23115336,竞价交易,廖翠猛,董事、高管,本人
27,2019-10-29,张秀宽,-40000,12.35,14952960,竞价交易,张秀宽,董事、高管,本人
28,2019-10-28,张秀宽,-548000,12.60,14992960,竞价交易,张秀宽,董事、高管,本人
29,2019-10-17,张秀宽,-100000,12.48,15540960,竞价交易,张秀宽,董事、高管,本人
30,2019-07-23,张秀宽,-250600,13.36,15640960,竞价交易,张秀宽,董事、高管,本人
31,2019-07-22,张秀宽,-300000,13.39,15891560,竞价交易,张秀宽,董事、高管,本人
32,2019-07-19,张秀宽,-201400,13.76,16191560,竞价交易,张秀宽,董事、高管,本人
33,2018-09-18,王娴,14000,15.24,--,竞价交易,陶扬,董事,父母
34,2018-08-06,孙传姣,500,17.10,--,竞价交易,宫俊涛,高管,配偶
35,2018-04-02,孙剑,200,25.37,--,竞价交易,孙卫华,监事,兄弟姐妹
36,2018-03-30,孙剑,400,25.95,--,竞价交易,孙卫华,监事,兄弟姐妹
37,2017-12-31,陈志新,10000,--,10000,增持,陈志新,原产业总监,本人
38,2017-12-31,龙和平,-190000,--,6492452,减持,龙和平,原产业总监,本人
39,2017-12-31,青志新,-4000,--,3900000,减持,青志新,"原副总裁,执行委员会委员",本人
40,2017-12-31,孙卫华,-4600,--,15100,减持,孙卫华,职工代表监事,本人
41,2017-12-31,张秀宽,-1950000,--,16392960,减持,张秀宽,"董事,决策委员会委员,执行总裁,执行委员会委员",本人
42,2017-11-21,张秀宽,50000,27.94,16392960,竞价交易,张秀宽,董事、高管,本人
43,2017-11-21,张秀宽,-410200,28.10,16392960,竞价交易,张秀宽,董事、高管,本人
44,2017-11-20,张秀宽,-1289800,27.44,16753160,竞价交易,张秀宽,董事、高管,本人
45,2017-11-17,张秀宽,-300000,27.11,18042960,竞价交易,张秀宽,董事、高管,本人
46,2017-07-31,邹志恒,500,23.16,--,竞价交易,邹继军,高管,父母
47,2017-06-30,廖翠猛,75600,--,23455336,增持,廖翠猛,董事、决策委员会委员、总裁、执行委员会主任,本人
48,2017-06-30,孙卫华,-4600,--,15100,减持,孙卫华,职工代表监事,本人
49,2017-06-12,龙和平,-80000,21.75,6492452,竞价交易,龙和平,高管,本人
50,2017-06-09,龙和平,-30000,21.62,6572452,竞价交易,龙和平,高管,本人
51,2017-06-08,龙和平,-40000,21.55,6602452,竞价交易,龙和平,高管,本人
52,2017-06-07,龙和平,-40000,21.35,6642452,竞价交易,龙和平,高管,本人
53,2017-04-10,齐若如,-1000,21.96,--,竞价交易,齐绍武,董事,子女
54,2017-04-06,彭光成,700,21.28,--,竞价交易,彭光剑,高管,兄弟姐妹
55,2017-04-05,彭光成,1000,20.85,--,竞价交易,彭光剑,高管,兄弟姐妹
56,2017-03-08,王光荣,-231816,19.68,--,竞价交易,张秀宽,董事、高管,配偶
57,2015-12-31,陈志新,10000,--,10000,增持,陈志新,董事会秘书,本人
58,2015-12-31,黄先跃,9000,--,9000,增持,黄先跃,监事会主席,本人
59,2015-12-31,廖翠猛,75600,--,23455336,增持,廖翠猛,董事,本人
60,2015-12-31,马德华,65000,--,65000,增持,马德华,副总裁,本人
61,2015-12-31,毛长青,280000,--,280000,增持,毛长青,副董事长,本人
62,2015-12-31,青志新,-4000,--,3900000,减持,青志新,副总裁,本人
63,2015-12-31,伍跃时,556585,--,556585,增持,伍跃时,常务副董事长,本人
64,2015-12-31,颜卫彬,10000,--,10000,增持,颜卫彬,副董事长,本人
65,2015-12-31,杨远柱,1000,--,1000,增持,杨远柱,副总裁,本人
66,2015-12-31,袁定江,331100,--,331100,增持,袁定江,副董事长,本人
67,2015-09-29,陈志新,10000,18.10,10000,竞价交易,陈志新,董秘,本人
68,2015-09-29,马德华,65000,18.10,65000,竞价交易,马德华,产业总监,本人
69,2015-09-29,伍跃时,40000,18.14,556585,竞价交易,伍跃时,董事,本人
70,2015-09-29,杨远柱,1000,18.10,1000,竞价交易,杨远柱,高管,本人
71,2015-09-29,袁定江,132300,18.14,331100,竞价交易,袁定江,董事、高管,本人
72,2015-09-16,黄先跃,8000,17.90,9000,竞价交易,黄先跃,监事,本人
73,2015-09-16,廖翠猛,51600,17.89,23455336,竞价交易,廖翠猛,董事、高管,本人
74,2015-09-16,毛长青,80000,17.94,280000,竞价交易,毛长青,董事,本人
75,2015-09-16,伍跃时,326585,18.00,516585,竞价交易,伍跃时,董事,本人
76,2015-09-16,袁定江,99800,18.11,198800,竞价交易,袁定江,董事、高管,本人
77,2015-09-15,黄先跃,1000,17.80,1000,竞价交易,黄先跃,监事,本人
78,2015-09-15,廖翠猛,20000,17.93,23403736,竞价交易,廖翠猛,董事、高管,本人
79,2015-09-15,伍跃时,20000,18.02,190000,竞价交易,伍跃时,董事,本人
80,2015-09-15,颜卫彬,10000,18.12,10000,竞价交易,颜卫彬,董事、高管,本人
81,2015-09-15,袁定江,99000,18.08,99000,竞价交易,袁定江,董事、高管,本人
82,2015-09-14,伍跃时,10000,18.09,170000,竞价交易,伍跃时,董事,本人
83,2015-09-02,廖翠猛,4000,17.83,23383736,竞价交易,廖翠猛,董事、高管,本人
84,2015-09-02,毛长青,200000,17.82,200000,竞价交易,毛长青,董事,本人
85,2015-09-02,王光荣,130000,17.58,231816,竞价交易,张秀宽,董事、高管,配偶
86,2015-09-02,伍跃时,160000,17.94,160000,竞价交易,伍跃时,董事,本人
87,2014-12-31,廖翠猛,23379736,--,23379736,增持,廖翠猛,董事、总裁,本人
88,2014-12-31,龙和平,6682452,--,6682452,增持,龙和平,产业总监,本人
89,2014-12-31,袁隆平,6685715,--,13371430,增持,袁隆平,名誉董事长,本人
90,2014-12-31,张德明,9002700,--,9002700,增持,张德明,产业总监,本人
91,2014-12-31,张秀宽,18342960,--,18342960,增持,张秀宽,董事、产业总监,本人
92,2014-06-30,廖翠猛,11689868,--,11689868,增持,廖翠猛,董事、总裁,本人
93,2014-06-30,龙和平,3341226,--,3341226,增持,龙和平,产业总监,本人
94,2014-06-30,张德明,4501350,--,4501350,增持,张德明,产业总监,本人
95,2014-06-30,张秀宽,9171480,--,9171480,增持,张秀宽,董事、产业总监,本人
96,2014-04-23,王光荣,50908,24.03,50908,竞价交易,张秀宽,董事、高管,配偶
97,2014-04-18,廖翠猛,114579,24.41,11689868,竞价交易,廖翠猛,董事、高管,本人
98,2014-04-17,廖翠猛,128189,24.37,11575289,竞价交易,廖翠猛,董事、高管,本人
99,2014-01-09,廖翠猛,11447100,--,11447100,增发,廖翠猛,董事、水稻棉油事业部总经理、执行总裁,本人
100,2014-01-09,龙和平,3341226,--,3341226,增发,龙和平,水稻棉油事业部副总经理、产业总监,本人
101,2014-01-09,张德明,4501350,--,4501350,增发,张德明,水稻棉油事业部副总经理、产业总监,本人
102,2014-01-09,张秀宽,9171480,--,9171480,增发,张秀宽,董事、玉米小麦蔬菜事业部副总经理、产业总监,本人
103,2011-12-31,袁隆平,-1000,--,4457143,个人卖出,袁隆平,名誉董事长,本人
104,2011-11-07,袁隆平,-1000,34.64,--,竞价交易,袁定江,董事、高管,父母
105,2010-12-31,袁隆平,1000,--,4458143,个人买入,袁隆平,名誉董事长,本人
106,2010-11-05,孟国良,-196,30.54,1587,竞价交易,孟国良,董事,本人
107,2010-06-24,袁隆平,1000,21.25,4458143,竞价交易,袁定江,董事、高管,父母
108,2008-05-26,黄厚辉,-2000,33.92,--,竞价交易,于雄,董事,父母
109,2007-12-31,孟国良,-1000,--,1000,卖出,孟国良,独立董事,本人
110,2007-06-30,孟国良,-1000,--,1000,二级市场买卖,孟国良,--,本人
111,2007-05-24,黄厚辉,2000,18.60,0,二级市场买卖,于雄,董事,父母
112,2007-01-09,孟国良,-1000,--,1000,出售,孟国良,独立董事,本人
