,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,大连,1,，不知道为什么,1111246597,影子痛少年梦丶,4.0,2
1,平山,2,美团压根没去支付买票看这个电影怎么出现评论也是醉了，无解？,1111265681,婷儿萌萌哒、,0.0,2
2,乌鲁木齐,,挺好看的，，，，,1111265670,svbinurAy,5.0,2
3,寿光,1,前前后后电影院看过两次 总体来说非常不错 真的有一瞬间是眼泪克制不住的往下流 ,1111243754,新概念汽车美容会所15265629656,5.0,1
4,潍坊,,很感感动。。,1111268319,LlZ955997769,5.0,2
5,三河,1,我们分手了。,1111268296,吴先生丶吴先生,5.0,2
6,曲靖,2,挺好看的🎈🎈🎈,1111265433,OiI242593093,4.5,2
7,贵阳,,看得我想哭。难过,1111266346,清影1239,4.5,2
8,梁山,,完美，超级好看,1111266326,ROW299669710,5.0,2
9,商丘,,好看，非常可以,1111243637,DuH216449617,4.5,2
10,灌云,2,不推荐，，，,1111268028,EXO枫叶,0.5,2
11,阎良,,好看，感觉剧情不错,1111264325,LfU885566099,5.0,3
12,枣庄,,挺好看的，不错,1111260691,hcK106894058,5.0,1
13,牡丹江,,不错的电影啊啊啊啊,1111260651,MKR397521484,4.5,1
14,包头,2,催泪大戏🤩,1111265076,宝疙瘩儿,5.0,1
15,杭州,2,很好看！推荐！,1111237913,心是冰的,5.0,2
16,苏州,,不错，另类的爱情凄美故事,1111260408,dlc944320773,5.0,2
17,武汉,1,奔着陈意涵来的,1111260383,梦冰雪梦,4.0,1
18,贵阳,,👌👌👌,1111257865,EliauKSlinG,4.0,2
19,杭州,2,看不懂，本来想去哭的，但后来尴尬了,1111246247,ZNHFLS,0.5,3
20,南通,2,非常感人多的一部剧,1111258615,ilQ864822436,5.0,1
21,邳州,,非常喜欢看，推荐给你们,1111258563,ikY643175885,5.0,2
22,石河子,2,很满意，好评！,1111256711,wangxuan288,5.0,1
23,成都,,这部电影给我的感觉不怎么好……人都是感官动物吧，并不是你觉得为我好，就是为我好，里面的故事太自我，感官太强了，反正看到后面我是睡着了,1111246199,Jdg625653970,3.0,2
24,重庆,,"电影还不错。
",1111257574,不存在110,3.5,2
25,南宁,,"还不错…………
",1111256666,hcx小公主,5.0,1
26,西安,2,很不错。。。,1111237699,tHT802920071,4.5,1
27,淮安,,OK，剧情一般，有泪点，,1111254871,kxn300128842,5.0,1
28,张家口,,不错，哈哈！,1111258322,L你的外卖,5.0,1
29,大连,,和前男友去看的 别问为啥是前男友 看着看着发现他忘不掉前任,1111257162,呀柒柒,5.0,3
30,保定,,挺好看的！！！,1111254622,小桃子呀W,3.5,2
31,深圳,,好看！！！！,1111256242,laummm,5.0,1
32,阜阳,1,感觉就那样。。。。,1111254483,h简单也极端,3.0,2
33,张家口,,不好看，，，,1111250965,麻烦快点等不行了,0.5,2
34,长沙,,很好，，，，,1111250956,谢铁375,4.5,1
35,南京,,结尾感人，演员演技好,1111250943,MHa710010481,3.5,2
36,长沙,,不错值得一看,1111253859,Nmu114951818,4.5,2
37,常州,2,"还可以
挺好看的",1111237492,隔壁王奶奶biu,5.0,1
38,青州,1,很好看，值得一看的一部电影,1111248934,eiS348209153,5.0,1
39,成都,,心情随着电影起伏！,1111219396,PIU544457976,5.0,2
40,武汉,,特别喜欢  很感人,1111250639,cGt875957435,4.5,2
41,沧州,,📍冬天是适合牵手与拥抱的季节,1111254052,foQ463303211,3.5,2
42,临汾,1,听别人推荐这部电影，据说很感人，很多人都哭了，自己去看了一下，确实是非常感人，很好的体现了爱情,1111250606,Klp288615433,3.5,2
43,江山,2,还可以的吧。,1111248674,小姐世无双,3.5,1
44,武汉,,真的很虐，建议备好纸巾。,1111249941,bEp525023711,4.5,2
45,包头,1,几名民工自high了,1111248641,加油丶丶丶丶,4.5,1
46,长春,2,很感动，很有感觉,1111249786,子霖同学💓,5.0,2
47,户县,2,好看，把我都看哭了,1111253124,情系半生1025,5.0,2
48,龙海,,好看 挺好看,1111251051,bjb848809797,5.0,3
49,牡丹江,,很好看！！！,1111247991,Mne527920134,5.0,2
50,宜宾,,电影还不错😊,1111237211,zq2221301406,5.0,2
51,郑州,,结尾有点差强人意,1111245428,Gvv226770640,4.0,2
52,郑州,2,特别有共鸣！！！,1111240695,美少女壮士kay,5.0,3
53,文昌,1,噶的车里带带,1111247205,uws112682708,3.5,3
54,武汉,,准备好纸巾，哭的一塌糊涂,1111245236,超帅帅帅哒lc,4.5,2
55,滁州,,剧情很吸引人,1111228406,阿拉黄1988,5.0,3
56,仙游县,,👍👍👍,1111226430,小郑是美女,4.5,2
57,呼和浩特,2,泪点很多。很好看,1111238823,南望0824,5.0,2
58,哈尔滨,1,非常好 全程感人,1111225422,凌乱12300.,4.5,2
59,淄博,,差点给我看哭了,1111239431,苏瑾0101,5.0,2
60,南昌,,挺好看的电影,1111233524,CHEN燕婷。,5.0,2
61,高密,2,还行吧   ,1111206977,_qq5wz1425362525,3.5,1
62,兰州,,非常好呀 很棒,1111218320,胖妹妹的鱼丸,5.0,3
63,天津,,很感人！！！！,1111231206,Wev911675816,5.0,3
64,哈尔滨,,还不错噢⊙_⊙,1111205657,圈圈呓,5.0,2
65,北京,,结局不是很好，看我想哭。,1111231017,时光熬人心啊,3.5,1
66,西安,,挺好看的，我这么感觉,1111224867,eEo210945248,4.5,3
67,沈阳,1,嗯 看着特效不错,1111223925,KyT139866449,5.0,2
68,池州,,很感人的。带好纸巾,1111205548,zmH593755516,5.0,2
69,兰州,,非常好看！各方面都非常好,1111221902,雪洁净,5.0,2
70,聊城,1,很好，挺棒的,1111227048,ifO816297180,4.5,2
71,重庆,,还是可以的，,1111220947,皮皮很萌,4.0,2
72,南郑区,,偶尔和朋友一起看场电影，可以放松放松。,1111220798,lushui2016,4.5,2
73,眉山,,一般吧，挺喜欢女主的,1111224026,Yps732732609,2.5,2
74,深圳,2,好看的，之前看的，忘记评论了,1111221344,tgI772997710,3.5,2
75,汕尾,,有情人不一定要一定在一起，可以以另外一种方式存在。剧情很感人，珍惜眼前人。,1111223016,WQY314491300,4.0,2
76,十堰,,这片子毁三观,1111221235,王椰啵的女朋友,0.5,2
77,随州,,不好看，翻版的,1111210139,BNy775542525,0.5,1
78,杭州,,很有感触，值得一看,1111216835,Uev578405692,4.5,1
79,台州,,la l l,1111205215,aMJ589884154,4.5,2
80,杭州,,没看过为什么要我评论,1111217763,这名字不会念,0.5,2
81,昆明,,US黄金时代很喜欢的哈哈,1111220178,ouyzh9981,3.5,2
82,东莞,,Hawking,1111215708,多情苏苏,5.0,1
83,阜阳,1,挺不错的👏,1111215703,AAA洪周,5.0,2
84,薛城,2,还可以。。。,1111191851,EPv371437525,4.0,2
85,渭南,,很好很好，不错,1111213601,鲸落ioio,5.0,2
86,衡水,,可，详细信息,1111214318,周杨乐渝,0.5,2
87,重庆,,不错！！！！,1111214229,gtY483730988,5.0,2
88,乌鲁木齐,,没有很惊艳的感觉,1111197221,PYJ251478,2.5,2
89,武汉,,我们的确是一个,1111214051,irY143583119,4.5,1
90,沈阳,2,太没意思了老套，也不知道有什么哭的,1111209936,lidanpiaoxue,2.0,3
91,广州,2,值得观看哦。,1111209687,ETg225819855,5.0,2
92,北海,,好看，好看！,1111208696,a奶茶少冰五分甜,5.0,2
93,潍坊,,还可以安利给,1099846156,老于o3o,5.0,2
94,郑州,,一般般，可能不太对我口味吧,1111189674,sDG462871638,2.5,3
95,北京,1,还可以，最惨备胎,1111212153,非人0豪,3.0,2
96,承德,,整部电影看下来，哭了好几次,1111212076,莉19870417,5.0,2
97,平度,,好看    ,1111207592,XBy857937968,5.0,2
98,抚州,1,好看好看好看：哭死我了,1111137364,nZF178750710,0.0,3
99,西安,1,如果声音不记得、我来了,1111209199,Y  R  T,5.0,1
100,成都,,z z z z z,1111202999,岁月不会褪色,3.5,2
101,张家港,,挺好的，我喜欢，,1111199851,miner168999,4.0,1
102,江山,2,还好的，蛮好看的,1111199845,妙妙廖,4.5,1
103,阜阳,,还可以ke yi,1111202882,亲爱的木木三,4.5,1
104,长兴,2,好看的，喜欢,1111202733,GH9252,4.5,1
105,深圳,2,看哭了咯hahahaha,1111201503,慧发财哇,4.5,2
106,北京,,还可以吧，，,1111198625,VHy660954319,4.5,2
107,泸州,,感人…………,1111201019,BLE155330957,4.5,1
108,重庆,2,感人，挺好看的,1111194887,迟～,5.0,2
109,成都,,不好看不好看,1111178492,TEU106125066,0.5,1
110,随州,,闻者伤心见者流泪,1111196892,wanxinrui宝贝,4.5,2
111,昆明,,发生在自己身边的例子很多,1111188038,Luo1i1ing,5.0,3
112,济源,,好看 推荐去看,1111195500,NiY773975317,5.0,1
113,台州,2,还好，可以一看的,1111195438,OvS799817893,3.5,2
114,西安,1,好看....,1111169950,苦瓜.L,5.0,2
115,遵义,2,一般拉萨 我没哭,1111156659,梳子妹儿,3.0,3
116,南宁,,很感人，情节很温馨，很平淡但又透露出伤感,1111168927,芍慧629,4.0,2
117,昆明,2,这…我觉得真的 很烂,1111169911,再见萨菲娜,1.0,3
118,临沧,,好看，搞笑，哈哈,1111195189,kNK530276950,4.5,2
119,合川,1,剧情很感人。,1111192465,casoun,5.0,2
120,中牟,1,辣鸡电影不要看,1111192425,yuzhou008,0.5,2
121,兰州,1,看着还行，。,1111137134,高兴993,3.5,2
122,沈阳,,比悲伤更悲伤的事,1111195058,四叶欣冉,4.5,3
