,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,六安,,还可以不错不错,1096831882,dqe325916738,4.0,2
1,贺州,1,我命由我不由天,1096832854,落日有余辉呀,4.0,3
2,仙桃,2,挺好的👌。。。,1096833725,y142xzc,5.0,2
3,来宾,2,感动，好看，喜欢,1080015429,好想放学啊,5.0,2
4,广州,,"印象中的哪吒故事是一个悲剧，抽龙筋战龙王，削骨还夫削肉还母，陈塘关自刎的印象太深了。他有一个好母亲，但李靖在我心目中绝不是一个好父亲。
这部剧里李靖的人设刷新了对他的印象，牺牲自己换取儿子的未来，个人认为是一次很好的改编， 很优秀的创造性。这个哈姆雷特是我喜欢的类型，期待第二部。",1096827021,宇内起晨风吹的,4.5,3
5,南京,,很好看的小哪吒,1096814987,balabala,5.0,3
6,广州,,好看！小哪咤大哪咤都是有血性感染力强的角色，哪咤他娘最喜欢！,1096830732,sgG901643939,5.0,2
7,深圳,1,一般般，，，，，,1096830729,李.颜,4.0,2
8,长春,1,好看 挺有意思的,1096833350,爱彤的蛋蛋,3.5,1
9,南宁,,动画生动 哪吒很可爱 特效也也很到位✓ 好看,1096832460,千代呀～,5.0,3
10,石家庄,,特别好看！！！,1096833339,Cindyhuaz,5.0,2
11,射阳,1,挺好！！！！！！！！完美！！！！！,1096833333,中豪国际商贸城,5.0,1
12,常州,1,好很好非常好,1096831450,陆帅气啊,5.0,2
13,重庆,2,喝奶茶能打开吧卡卡西那么聪明：你就不想你几点上班修杰楷姐姐新年吉祥,1096830597,wyq741212,5.0,2
14,长沙,2,真好看，狠不得看几万遍。,1096831427,_qqtdv1438001926,5.0,2
15,滁州,,还可以，蛮有趣的,1111239976,阿拉黄1988,5.0,3
16,莆田,,好看经典之作,1111226522,摆渡人渡他不渡己,5.0,1
17,哈尔滨,,哪吒就是最棒的,1111219057,韬心依旧TONG,5.0,2
18,哈尔滨,,我们的确是一,1111218848,S运动先生,5.0,2
19,武汉,,好好好的加油加油💪,1111218841,冰婵1,5.0,1
20,阜阳,,好看，国产动画,1111228280,st宋涛520,5.0,2
21,鄂尔多斯,2,好看oooo,1111239480,王丹,5.0,1
22,银川,,还不错，挺好看的,1111236805,涛哥taoge0915,4.0,2
23,长沙,,好看，推荐。,1111236780,ZeW485241964,5.0,2
24,大连,1,震撼，哪吒太帅了,1111234712,尛霖,4.5,2
