,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,北京,1,太棒太好开了,1111200021,NLj388634128,5.0,1
1,辽阳,,电影还不错👍,1111241958,UyH259893321,5.0,3
2,济南,2,我愿用万次轮回，换你我一世地久天长,1111225690,茫茫人生总像荒野,4.5,3
3,哈尔滨,,神探系列就没让我失望过,1111239842,韬心依旧TONG,4.5,2
4,太原,,是不是演的有点浮夸了,1111234012,GXF非文,5.0,3
5,长沙,1,。。。。我的世界,1111218307,HnS547556754,5.0,1
6,北京,,回家睡觉时间段会说话是撒,1111232223,wolongwukong007,5.0,1
7,南京,,三多的电影挺不错的,1111230309,SUFQ009V,4.0,1
8,徐州,,好看 好看 ,1111229304,zKe618393065,5.0,2
9,南昌,,很好看，咯哦,1111224971,看雨66的,5.0,2
10,沈阳,,很好看！喜欢😊,1111224800,LRl129087493,5.0,2
11,昌邑,1,太可怜了可口可乐了,1111223387,郭童童童童童135,5.0,1
12,昆明,1,不错喜欢的喜剧效果。哈哈,1111222092,囍舞小仙,5.0,4
13,石河子,,啥时候能看3,1111216802,yummy紫光,5.0,2
14,台州,,a a kao,1111210104,aMJ589884154,4.5,2
15,重庆,,剧情一般，反转也没有让我很惊讶,1111221068,RTHSINCERELY,3.5,1
16,太原,2,诶呦，很不错哦,1111217618,阿槑、,4.5,1
17,淄博,1,过年看这个带劲,1111217330,可米糖果屋,5.0,1
18,监利,,非常好看，好看的不得了,1111216256,昊35268,5.0,1
19,伊宁,1,超级好看 刘昊然好帅 王宝强超级搞笑,1111212978,YerDni,5.0,3
20,深圳,2,好看，很搞笑,1111212934,萌怪怪247,4.5,2
21,沈阳,2,好看，很好看,1111188732,逛吃逛吃tel,5.0,1
22,永川,,不错不错很棒,1111207967,凯里.安德鲁.欧文,5.0,2
23,大同,2,电影票出票速度挺快的,1111212310,闫0志0鹏,5.0,1
24,太仓,,好看啊啊啊啊,1111211341,ccccccyyyxxxx,4.5,3
25,太原,,太好看了，剧情、演员都棒棒哒,1111209265,小小欣0309,4.5,2
26,延安,,还不错，以前都不看国产片的，后来看得几乎都是国产片了！继续努力,1111208225,洛美美22,4.0,2
27,化州,2,好看喔好看喔,1111207298,3.,5.0,2
28,苏州,2,好看，环境不错,1111203720,ONLYlike三三,5.0,2
29,广州,,嗯嗯，还可以,1111188450,嗦傅,5.0,1
30,临汾,,很棒！！！！,1111199862,Z温柔敏.,5.0,1
31,太原,1,不错，不错哦,1111203491,名字太蓖麻,5.0,1
32,重庆,1,好看得不得了,1111202836,缥缈幻旅,5.0,1
33,南昌,,不错，很搞笑,1111202825,PMS291335873,4.5,2
34,合浦县,,很好看期待第三部，结果疫情,1111201370,ExL780541475,5.0,1
35,天津,,很欢乐的电影,1111199412,李暮梓,4.0,1
36,武汉,,o**k，🉑️,1111199389,颓废学生孙一刀,5.0,1
37,芜湖,,好看，期待去东京探案,1111188224,ZLI993268232,5.0,1
38,兰州,2,nice！！,1111201173,ZdC709765018,5.0,2
39,西宁,,情节感人 好看 ,1111201126,D–深爱是场谋杀,4.5,1
40,天津,,非常好看，有意思，不错,1111202159,刘馨泽30999,5.0,2
41,重庆,,欢乐剧，大片,1111202122,喜之郎的喜羊羊,3.5,1
42,包头,,非常好看。。。,1111194875,智爱一生99,4.5,2
43,合肥,,很赞的  棒棒棒  后续还会追,1111192622,Dqb193537408,5.0,1
44,长丰县,,非常好的一部剧,1111171802,_weixin250881495,4.5,1
45,昆明,,😁😂😃😁😂,1111193803,Eric14921587,5.0,1
46,盘锦,,太喜欢了啊啊啊,1111192201,PIE503596319,5.0,1
47,忠县,,喜剧又好看，,1111192110,dOr522263854,4.5,1
48,成都,,很喜剧，拍得很好,1111185414,zSF997732178,4.5,1
49,广州,,蛮好看的，推荐,1111184588,陶权权,5.0,2
50,邯郸,1,笑点接连不断.,1111186072,杯盏.故人,5.0,2
51,桐庐,,为了评论而评论,1111171127,H123456ML,3.5,2
52,绵竹,2,好看的 太搞笑了,1111181183,zxx赵嘻嘻,5.0,1
53,四平,,好好上你的还不到好的好的好记得记得,1111149888,Lqu834533648,5.0,2
54,洪洞,2,不认真写影评的人,1111174393,爱吃小朋友的小朋,4.5,2
55,新乡,,剧情无聊，，,1111151680,小学生在此,4.0,2
56,北京,,太棒了！！！,1111151675,ndI922879813,4.5,2
57,苏州,1,👍      ,1111170756,A郭亚兵,4.5,2
58,成都,,还可以，挺不错,1111161169,Big.Small,4.0,2
59,宜宾,2,一搬般得很。,1111149635,azF260188600,3.0,1
60,安顺,,😁😁😁😁,1111163980,小得瑟yy,4.5,2
