,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,沈阳,1,赵剑楠牛逼哦,1111268697,马恺志z,5.0,3
1,安宁,2,完美，让人看了走不出来😂 😂 ,1111265836,鲸落,5.0,1
2,贵阳,2,为了那心上人 我没睡过一个好觉.,1111266848,Huang.,3.5,1
3,上海,1,"还好吧墨迹了j
",1111264900,pjl669652894,2.0,2
4,拉萨,2,好看   好感动 不过那边太冷了  都不开暖气,1111244827,LEE,5.0,1
5,太原,,不好看   ,1111265810,xaB563001465,2.5,2
6,三河,2,很好哭呜呜呜,1111264896,丸子的1店| 可花呗,5.0,2
7,银川,,emmm 就是有一点点不够 就是一直等暴哭点 不够上去,1111255220,Mahlya.,3.5,2
8,海宁,1,真心值得一看,1111269352,陈旭,5.0,2
9,上饶,2,很好看，后面都是哭着的。,1111255217,督府,5.0,2
10,大邑,2,"哭辽，有些台词特别触动。

挺感人的。",1111243838,谦动莉心,4.5,1
11,长沙,2,不好看 没一点精彩的剧情,1111219859,A_医疗整形🏥九妹_,0.5,2
12,辽阳,2,很好看，我就是抑郁症患者....我哭到呼吸困难，还好朋友一直在陪伴我，我希望，黑夜会被希望照亮,1111268638,一根香菜.,5.0,2
13,四平,2,还可以，没有泪点，剧情有点迷,1111268631,ksx700161816,2.5,2
14,长沙,,一般，感觉只是拿抑郁症作为一个噱头，为了拍抑郁症而拍,1111243832,美女0219,2.5,2
15,南昌,2,挺好看的不错,1111265775,桃子,4.0,1
16,东营,2,电影挺好，就是影院有点冷啊,1111219857,L.,0.0,1
17,长沙,1,哭不出来啊 ,1111244809,A 优越感（Relx雾化 招代理,0.5,1
18,上海,1,除了歌好听没什么优点了,1111269328,为欢几何,0.5,3
19,哈尔滨,,演员的演技可以 但是最后的剧情作为学传媒专业的我真的理解不上去 难道非要翻来覆去 爱而不得才是影片的精彩之处么,1111266791,Rci211843834,1.5,2
20,贵港,,一般般吧 还好,1111266784,邬童娅,2.5,2
21,海宁,,感觉还好吧，建议可以看看,1111219854,お,3.5,1
22,保定,2,看哭了！！！,1111266782,小樱桃🍒,5.0,2
23,桂平,1,这结局过家家似的,1111264857,寓桑,1.0,3
24,苏州,1,总体来说还不错，可能对于抑郁症患者，感触更深,1111268601,孤独面包人,5.0,2
