,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,西安,,很好看的一部电影,1111248169,缘修百年,4.5,4
1,鞍山,,"不错，挺好看
",1111247395,夏尐柒,5.0,2
2,株洲,,可以吧呢呢呢,1111226432,FOs758378532,5.0,3
3,衡阳,,挺好看的，感觉还可以,1111226033,Pqy829958841,4.0,2
4,成都,2,好看！！！！,1111232827,Planétaire,5.0,2
5,乌鲁木齐,2,还行，喜剧有意思,1111221421,仔仔羽,3.5,2
6,厦门,,还不错，挺好看,1111224039,许晓红4891,4.5,3
7,商丘,,可以看看的呦,1111197542,SHANG7902,4.0,2
8,长沙,,Goodmovie,1111197473,NPU231663488,5.0,4
9,大连,1,很好看，挺搞笑的,1111212804,十傲少爷,5.0,3
10,锡林郭勒,1,一般般，真的,1111188759,摇摆的榴莲球,2.5,2
11,昆明,,影片令人深思,1111207940,ObD118110358,4.5,2
12,郑州,,好看，推荐。,1111197027,sDG462871638,4.5,3
13,上海,,非常棒的电影，这个电影讲述的故事是情侣之间的故事，非常棒,1111204583,wunan2002531,5.0,3
14,清镇,,还可以的的的,1111191197,长腿阿呆,4.5,2
15,海口,,还可以吧哈哈,1111203162,axr117710260,5.0,2
16,大庆,,感人，去年看的,1111198305,Zoya的约定,5.0,2
17,宁波,1,好看 只得推荐,1111171906,lzW797962325,5.0,2
18,石家庄,,还inghaixing,1111195431,糖果儿很甜,4.0,2
19,秦皇岛,,卑微卑微卑微  渣男果然有一套,1111196100,CQd583876254,5.0,2
20,绍兴,2,很搞笑噢好看好看,1111185688,七樱,5.0,2
21,新乡,,都忘了什么时候看的了,1111170794,小学生在此,3.5,2
22,九江,,好看！好看！,1111163950,BRb70345459,5.0,3
23,沈阳,1,这个好看好看好看,1111162399,酷.365,5.0,3
24,阜阳,,想起来在北京水深火热的生活,1111158457,鼓楼的垃圾,5.0,2
25,太仓,,过于真实感同身受,1111133475,Jzm622770451,4.5,2
26,西安,1,不错，挺好看的,1111144554,顺其自然的凡人,5.0,3
27,北京,,还可以吧，和朋友一起,1111131063,RzM145203408,3.5,3
28,吉安,,不错呀。。。。。,1111140090,MRy939084331,5.0,3
29,厦门,,都快忘了剧情了 挺好笑的,1111112367,芋圆奶茶加半糖,4.5,2
30,遂宁,,还行吧感觉，演技还是在线,1111128174,一个孤独的外卖猪,3.5,3
31,海城,,渣男 好看但是觉得气人,1111124580,YVC442124830,5.0,2
32,芜湖,,天下有情人终成眷属,1111114184,Xrsiit,4.5,2
33,沈阳,,挺搞笑的。。。,1111127078,奇0133,3.5,2
34,咸阳,,"好看的很啊
",1111119717,寒唇凉音青衫温,5.0,2
35,西安,,这部电影应该是我孕晚期一个人散心去看的,1111100557,XJm833701101,4.5,1
36,洛阳,,还行吧哈哈😄,1111051961,秋殇夜微凉,3.5,2
37,长春,,"不错很好看
",1111082373,zAq404324521,4.5,3
38,榆树市,2,满意，好看。,1111071893,樱笙透矢,5.0,2
39,唐山,1,不是我看的，不知道怎么样。,1111045946,梦幻幽兰,3.5,2
40,济宁,1,还不错，。。,1111046230,like橙子～,3.5,2
41,合肥,,很好，环境不错,1111019601,痞子涛4014,5.0,1
42,朝阳,,还行吧 还行吧,1110986867,IKD605457046,3.5,2
43,济南,1,很好看的呦哦,1111004168,劉0709,4.5,2
44,广州,2,很好看，影院也不错,1110998248,张三李四小红伞,5.0,2
45,重庆,,很好，不错，陪家人一起看，OK,1110982833,cqtaxi,5.0,3
46,哈尔滨,1,还行吧。哈哈,1110981602,chusi1983,5.0,2
47,霸州,,超级好看！和老公一起看的！,1110912390,LId569577134,5.0,2
48,辽阳,,电影不错。。,1110883552,轨迹cw,5.0,2
