,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,成都,2,跟小说比还是差一点,1111241999,小满怪,3.5,2
1,太原,,好看人生哲理,1111241718,大佬2419,5.0,2
2,郑州,2,好看好看，喜欢,1111218997,美少女壮士kay,5.0,3
3,洛阳,,电影发展有点快 细节不够,1111245241,NeX535582876,5.0,1
4,呼和浩特,2,还可以吧 。,1111228277,南望0824,3.5,2
5,西安,,换成其他片子了，没看这个，抖音上面断断续续看了一点，不太现实感觉,1111218579,z7晴天,0.0,2
6,鹿邑,1,还是挺好看的,1111238047,小鸡小鸡小鸡蘑菇,4.5,2
7,许昌,2,好好好好不错,1111187836,我的男神吊炸天,4.5,3
8,北京,1,我觉得这部电影写的非常不错,1111206829,雪山之鹰,5.0,3
9,永州,,还好，就是那么多人喜欢太扯了,1111231380,Pgi126671351,4.0,2
10,南宁,,还好吧。。。。,1111232214,VRh457098146,4.0,2
11,南宁,1,确实不能得到爱情，多得到一些钱是好的，爱会消失，她以前喜欢的地方最后都能是离开你的借口，别问我怎么知道的，我就是知道；所以男孩子们还是先努力赚钱吧！！！,1111227739,酒是粮食精,4.0,2
12,成都,,好看的啊也就还好,1111231191,Nor哒哒哒,4.5,2
13,株洲,,刷抖音来看的 以为会很好看 完全看不懂剧情 不评价了,1111221930,饿了鸭66,0.5,1
14,沈阳,,还可以吧，无聊的时候看看,1111205424,PRd641629679,3.5,2
15,重庆,,好家伙我欣赏不来,1111224280,海菲菲NASA2,3.5,2
16,苏州,1,垃圾片。  ,1111205400,乔憨憨的铁敢敢,0.5,2
17,枝江,,还行吧！？？,1111220644,啊啊啊嗯额,4.5,2
18,上海,,很难拍的一部影片，但是导演却拍得这么好,1111220551,NMX110187382,5.0,1
19,常州,2,不错  观后感挺好的,1111220442,XY云u,5.0,2
20,资阳,,人总是缺少什么，就想要什么,1111220427,YIN啊月,3.0,2
21,广州,,太太太太好看了,1111215903,miC178176661,5.0,2
22,松原,2,剧情挺现实的,1111197482,信仰961016,5.0,2
23,临猗,,喜欢郭采洁。,1111215625,zcX267950354,5.0,2
24,泉州,2,。。。好看。,1111188957,zhuzhuhai0876,5.0,2
25,牡丹江,,"就非常一般
",1111209817,RHn724688190,1.0,2
26,三明,,"感觉很一般
",1111208902,m275456,4.0,2
27,太原,,误票了，我在手机上看得,1111211439,樱花雨清,3.5,2
28,济宁,,女主演技不错，就是中间转场有点快，然后有些事情没解释清楚,1111209387,橘淮满枳,3.0,2
29,沭阳,2,看不懂。不过还可以的,1111209242,嗯49515,2.5,2
30,三河,2,个人喜好问题,1111208189,dgj442889146,5.0,2
31,绍兴,2,没有太大的感触整体还行,1111208137,fRs846534151,5.0,2
32,海口,2,我觉得还不错,1111193284,RRU188263427,5.0,2
33,郑州,,蛮好看的，。,1111193170,A。「杰」少,5.0,2
34,凉山,,"不好看，看的睡觉
",1111169671,李薇6637,4.0,2
35,郑州,2,还可以，现实与不现实,1111168636,顾白_,3.5,2
36,南宁,2,"又烂又尬。
",1111186384,蔚蓝0801,0.5,2
37,昆明,2,好看，喜欢。,1111184710,ABC小牛奶,4.5,2
38,石狮,,还可以，本人不怎么喜欢,1111184508,WxP378334396,2.5,2
39,莒南,,还行吧没预告那么好看,1111171297,Mmmmmmy咪,4.5,3
40,绵阳,1,🌹🌹🌹🌹,1111183150,孤独患者1460,5.0,2
41,合肥,,我觉得很好看 直观了人性,1111182557,x278362460,4.5,2
42,广州,,她就是个傻子 有钱多好啊,1111180866,兮兮你丫,4.5,3
43,南宁,2,不错，环境好,1111171038,gUH153282941,5.0,3
44,南京,,挺好的 反映了当今部分女生的想法,1111181259,Rgb177076421,4.5,2
45,南京,1,"挺好的电影
",1111176846,温热之感,4.5,2
46,聊城,,还可以吧 挺好看的,1111176648,紫沐可妹儿,4.0,2
47,烟台,2,无语啊，真的,1111176435,朱文是也,0.5,2
48,宝鸡,,很好看，情节特别好,1111166967,天下6贼,5.0,2
49,沈阳,,服装美工挺好的，喜欢里面喜宝穿的服装！场景设计的也不错,1111172079,Fatimasaid,4.5,3
50,顺德,2,很好看！！！！,1111166803,橘子just,4.5,1
51,西安,,平平淡淡地过完一生最幸福,1111166451,OiA971241484,5.0,1
52,广州,2,"挺不错的影片 ，反映现实。
",1111166238,Zico.407,5.0,3
53,绍兴,2,挺好的，继续努力,1111166033,离人挥霍着眼泪i,4.5,2
54,南充,2,剧情挺不错的,1111159903,〆....ｑｉｎ柠檬,3.5,2
55,济南,1,没太看懂啥意思,1111158817,HzL282876167,3.0,3
56,深圳,2,好看，还不错,1111157932,yfT338878139,4.5,2
