,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,平湖,1,很好看的电影,1111258619,树上躲着一只猫嘤,5.0,2
1,深圳,,好很好啊很好,1111222578,小亮亮童学,5.0,1
2,杭州,,剧情很好   拍得很好,1110424565,calmness夏,5.0,1
3,天津,1,还不错  挺好的,85217006,StC980023791,5.0,1
4,怀化,,很好看，真实的金三角,1053277518,阿尔法Kevin,5.0,4
5,恩平,1,好电影，场面劲爆,1110169402,kts595121604,5.0,1
6,南宁,,优秀的电影。,1109590154,TQA809259997,5.0,1
7,南通,1,还是比较精彩,1109380135,OVh725378898,5.0,1
8,苏州,,太精彩了，完美,1109029094,BAB221621841,5.0,3
9,银川,2,好看，值得拥有,1108836113,柠檬酱蜂蜜精,5.0,1
10,长春,1,张涵予演啥太像了，京腔队长，动作戏很酷。彭于晏痞帅，电影好看。,1102909872,iam66boy,5.0,4
11,盐城,2,好看 没想到还有这样的事实存在,1108357682,A女神_jing,4.5,1
12,上海,,很好看，很精彩,1108411069,一克拉的眼泪508,5.0,1
13,宜宾,2,肯定是努力的源泉,1108375743,骑鲨鱼的猫,5.0,1
14,驻马店,,好！特别好看,1108377678,fAx538978043,4.5,1
15,广州,,国产良心之作。哦哦*《《》》你，喜欢张空间涵予。。，Y,86213642,octiger,1.0,2
16,北京,2,好，大场面，,1107811238,KjG994820345,5.0,3
17,中牟,,还不错，剧情可以,1107597056,皇家大强哥,4.5,1
18,太原,,很nice的，太好看了。,1107204702,S希娅,4.0,1
19,鄢陵,2,好看的呢，推荐啊,1107063357,Sun聪明,5.0,1
20,溧阳,,好看好看，都很喜欢,1106919809,雪轩轩,5.0,2
21,赣州,,挺好看的！不错不错,1105987395,行者R,5.0,2
22,广州,2,实际情况比电影情节要来得更严峻惨烈，这部影片真的做的相当不错。,1105930139,光影云彩,4.0,5
23,武汉,,童年情怀重温,1105693294,ChArlO728,4.5,1
24,广州,,总的来说港产片能拍出美剧的味道，距离美电还有差距。全场没尿垫紧凑，电影配乐一般，特警装备差了点，还用无人机执行任务，电影就是夸张才好看。我们又不是没卫星，来个无人机有点搞笑。。。,83652709,lomilomi,4.0,2
25,重庆,1,刺激！辛苦执法的同志们了,1105313915,陈义果撒,4.5,4
26,潜江,,好看，大家赶紧去看吧,1105261562,cCh767549173,5.0,2
27,邯郸,,这个导演拍的片子都挺震撼的～张涵予大叔真的好帅啊,1104980156,芳菲不谢常,5.0,1
28,昆明,1,根据真实事件改编的一部电影，严厉打击毒品，珍爱生命，远离毒品，撼我国威。,1104946319,Arvin173,4.5,3
29,合肥,1,充满正能量血性的中国硬汉片   身为中国人而感到骄傲自豪,1104767575,半丫小芋头,4.0,4
30,上海,1,很好值得一看,1104314510,仅此而已209,5.0,2
31,杭州,,漫威系列一直说最爱,1104240826,木子佬李,5.0,2
32,苏州,1,好特别厉害啊！,1103851497,我还是坏人,5.0,1
33,南宁,,太好看了 感动,1103229520,饼干脆脆的呀,5.0,1
34,阳泉,,超级好看！！,1102809242,cLL617852960,5.0,1
35,成都,,很是激情啊，,1102818282,xm516364,4.0,2
36,东莞,,太感人了，拍得非常好,1102793193,LsS308051200,4.5,2
37,中山,,全是敬业的演员，福利啊,1102597785,婷,3.5,3
38,珠海,,还不错～还不错～,1102335808,一路金凤,5.0,3
39,北京,,故事情节不错，剧本好。,1102328369,小猴吃啥,4.0,2
40,晋中,,早以前看的   现在来补评分   剧情有点忘了   但是现在想起来依然觉得好看   值得二刷三刷,1102271912,ASL223570625,5.0,2
41,无锡,,好看，真心不错,1102218077,静等花开丫丫,5.0,2
42,齐齐哈尔,,很棒的国产片，有大场面有惊悚，小孩子那里吓到我了,1102180671,隐字书,4.0,2
43,老河口,2,超级好看，主要关于湄公河次区域的贩毒逮捕行动，最让人感动的是彭于晏为了拍这部电影🎬去学了泰语跟缅甸语言，所有的演员为了拍一部电影真的很努力💪，每一部电影都值得我们去观看，因为付出了太多的人力物力财力。,1102073964,程晓艺queen,5.0,2
44,西安,,不错~~很值得看,1102028085,qdB315394808,5.0,2
45,上海,,入党呵呵发发发,1101866449,澳洲大龙虾o,5.0,2
46,青岛,1,刺激～～～～,1101747490,GT19941003,5.0,2
47,连云港,,很好很好很好,1101649907,沥咕,4.0,2
48,沧州,1,女朋友生气了 没看完就走了,1101569208,小辉哥.,3.0,3
49,曲靖,,不错，很酷哦。很刺激，很精彩。,1101541768,冬老师。,4.5,1
50,南宁,,很好，不错，赞一个,1101524296,艾琳的宝贝,4.5,1
51,丹阳,1,好看好看好看,1101457309,请叫我肉丸,4.5,3
52,潮安,1,"好看！！！

",1101351387,CCy690174656,5.0,3
53,北京,1,缉毒题材，根据真实故事改编，调度多国演员，还能拍的水准至上，比较难得。2016目前港片Top4（仅次于《幸运是我》《树大招风》《踏血寻梅》）。,1101354179,river230,4.0,5
54,三亚,2,超喜欢这部片子，优秀。,1101345876,MxL375880471,5.0,3
55,海城,1,真正的中国军人🇨🇳,1101345174,GsI352393364,4.5,5
56,成都,1,不错不错不错,1101176725,纯情夜帝,5.0,2
57,厦门,1,热血沸腾！！？,1101200248,半_晴天,5.0,3
58,郑州,,🌹🌹🌹🌹,1101046735,vFj618334287,5.0,1
59,襄阳,1,不错的好片子,1100908287,hyb790429,4.5,1
60,北京,,奈斯奈斯奈斯，热血沸腾,1100928710,VISA0219,4.5,3
61,深圳,2,热血沸腾，爱国情怀,1100902362,女王陛下AA1,4.5,1
62,西安,1,这个属实还可以,1100886345,RFM217503889,4.5,1
63,重庆,1,刺激。。。。。,1100869278,那你没法,3.5,1
64,红河,,相当不错，主流电影拍这样很不错了,1100585410,十步一人2016,3.5,1
65,海宁,1,很好的，值得一看的,1100650337,DEAN8507,5.0,1
66,自贡,,好      ,1100410463,AfH479529548,5.0,1
67,武汉,,#反反复复个,1100249698,NGW322637104,5.0,1
68,慈溪,,很好看。哈哈。,1099987106,陆离好人,4.5,2
69,上海,1,不错？对于国产来说,1099874714,WdY803849018,5.0,3
70,大同,,不错不错不错,1099798859,Jingxin..W,5.0,3
71,昭通,,！！！！！～,1099794044,kAG270547245,5.0,2
72,天津,1,国产电影的经典,1099644901,wu1715516,5.0,2
73,太原,1,不错，很好！！！,1099626326,ju花开满山,5.0,2
74,安顺,,好看，好好看,1099560894,zzzzsm.,5.0,2
