,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,呼和浩特,,看似是一场意外，其实也是人性的转变,1111228683,iML412885799,4.0,2
1,西安,,非常满意的，很刺激好看,1111247808,缘修百年,4.5,4
2,上海,,还行吧，可以看,1111226758,rMV715738253,4.0,3
3,滨海,,反应当时社会,1111240784,zys240574190,5.0,3
4,郑州,2,好压抑的片子,1111247238,美少女壮士kay,5.0,3
5,大连,2,章宇和宋佳被本人评为最佳情侣！！,1111218993,Mei🧡,4.0,4
6,武汉,,我非常喜欢看电影,1111218900,ECj773780251,5.0,3
7,呼和浩特,,整容式演技，害，真的好看,1111236949,假我以年,5.0,3
8,临汾,,一般般。一般,1111137914,软味猫丶,3.5,1
9,寿光,,很好看，好看,1111234891,BVk774634699,5.0,2
10,贵阳,1,感觉是近几年来最好看的电影，人物刻画很到位，故事情节也不错。可惜宣传不到位，这种片子才应该多放映。不得奖都可惜,1111234799,金蛇 狼君,5.0,1
11,柳州,2,get不到章宇的演技 面无表情为什么都说他演技好？剧情很拖沓野压抑 感情线莫名其妙说来就来,1111235495,Okj510330536,0.5,2
12,义乌,,好看，不错👍,1111235232,tCi279670185,5.0,2
13,南阳,,nonono,1111236019,做你偏爱.,2.0,2
14,上海,,难得的好片子。,1111218318,beer0205,4.5,2
15,介休,,非常非常好看,1111229786,_qq47v1432030116,5.0,1
16,长清区,,还可以吧，宋佳很美。,1111229103,小妍同学hhh,3.5,2
17,南京,2,故事开头 到前三分之一 到宋佳出来 到去找小姑娘都很合理很自然 ，我还觉得后面会有不错的剧情，从哪里开始不对劲了呢 到撞死人 埋尸 还有结局 好像都顺不下去 想不明白。叫风平浪静，有点押题 但是主题又好像不是这个 ，像故事没讲明白 主角人物性格摸不清楚，截了一段奇怪的故事出来.......,1111206537,汪！,3.0,2
18,呼和浩特,,"还行挺好看
",1111227092,smile408,4.5,2
19,中山,2,宣发感觉配不上这么部片子🎬 前面的氛围滤镜看得我好压抑甚至有点悬疑的感觉🤔 男主把这个人物的纠结演出来😶 男女主床戏那一段恰到好处虽然感觉到时候院片下线在各大APP可以看的时候可能会被cut掉😅 男二真的好癫狂据说男二是喜欢男一的是吗这么一想也的确每天都是基佬紫🤫 挺好的一部片值得票价,1111224540,DM _Kirin,3.5,3
20,松滋,,不错的电影。,1111197759,风继续吹0011,5.0,4
21,深圳,2,还行吧人性的复杂,1111215759,大k茵,5.0,3
22,聊城,,还行，没有想象的好看,1111214733,gt19950915,4.0,2
23,包头,2,那制度设计大奖的悲哀,1111217406,香坊大呲花l,4.5,4
24,焦作,2,还不错，挺喜欢小宋佳的，章宇演技也很好,1111216303,我爱天堂哥,4.0,2
25,上海,,一定不会因为别人都有,1111187295,疁西桥,5.0,3
