,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
53,武汉,,剧情又臭又长，老套路……,1111238198,Iyaho,1.5,3
54,慈溪,1,挺好的 舒服的结局,1111234542,叫我博哥ii,4.5,3
55,晋中,,烂片，给好评的是刷的吧,1111187880,goodboy2013,0.5,1
56,临沂,,整体来说，我还是被感动到了，前面笑到抽，后面感动哭，特效有一说一也是真的用心了，看得出来演员在吊威亚的动作戏上是下了功夫的，打戏流畅的很，看着不出戏，扮相也都是好看的很。至于为什么不打满分是因为我觉得剧情还是俗套了些，属于一看就知道后面怎么发展的类型。但整体不影响观感。,1111238187,关木易,4.5,2
57,嘉善,1,还不错，吧。,1111238184,想留不能留AQ,4.5,1
58,合肥,2,没有片子还不错，值得一看。,1111234527,九月菊0919,4.5,2
59,淮南,2,很好看的呀，轻松解压，喜欢喜欢,1111235367,你也想见长岛雪,5.0,2
60,余姚,2,还可以的吧！,1111238177,Ymn233077519,4.0,3
61,保定,1,好看也催泪的,1111234524,👼,5.0,1
62,唐山,1,陈立农要演技没演技，还面瘫，剧情还賊烂，比较适合当网络大电影，你上映电影院干der啊，这么多宣传我以为多好看呢。太low了！,1111226150,RYl131264870,0.5,3
63,长沙,2,"一刷：李现的小狐狸好生动，那些小表情，表现的太好了吧～承包了我所有的笑点。后面的剧情有点急促～但是配乐和特效真的太棒了！！！
二刷：看着李现的白十三还是觉得演得太棒了！小狐狸的活泼拿捏得刚刚好～认真的看了剧情～原来我看第一遍的时候忽略了这么多小细节～每一幕的出现都有它的铺垫～每一步都是冥冥之中。",1111236354,LeMoN,5.0,1
64,宿州,2,还不错，只是剧情比较老套了,1111233842,Memory,3.5,2
65,滁州,2,好看，最后更好看,1111218507,exO820803383,5.0,2
66,天津,2,特别搞笑，最后差点看哭了，颜值都好高,1111040534,lyk他爹,5.0,1
67,福清,,这个好好笑.,1111225154,Qsi108742553,4.0,2
68,江都,2,挺好看的……搞笑……感动都有,1111137853,QVy147883432,5.0,4
69,郑州,,棒棒哒～喜欢～,1111234484,超凡大师小琦琦,4.5,2
70,成都,2,好看个屁，简直就是浪费时间。没看完，反正我提前走了,1111228005,図怪,0.5,4
71,安阳,2,剧情有搞笑部分也有感人部分，狐妖之战动画也很精彩，演员演技到位，给人带来快乐的同时也感受到了人与狐之间善良，心中无恶，所以快乐。李现演技很好！,1110823383,路瑞萍,5.0,2
72,上海,1,可能最近张嘉文直播看多了，一看开头满脑子都是狐臭我想啸,1111236313,尼古拉斯大锤,1.5,2
73,中山,1,不知所为 烂,1111233809,轻浮小舟,0.0,3
74,重庆,1,两分给哈妮克孜，其余烂的不能再烂，故事雷，造型雷，演技雷，刷新了我对明星为了捞钱的认知。,1111187867,霜戚,1.0,1
75,东莞,2,蹦着李现 农农和耀庆哥去的。剧情没有想象中好看,1111234461,ASweetCat7,3.5,1
76,广安,1,等了半天的网红没等到，等到一对书生与狐狸的cp,1111234452,陈昊然,3.0,2
77,昆山,,挺有趣的，也很感人,1111235307,Mdy485434664,4.0,4
78,兰州,1,好看，感觉可以,1111236286,寄个夏天给你,4.0,3
79,长春,1,跟如果声音有的一拼啊！,1111238105,子  曰,0.5,4
80,武汉,1,好看 演技特别炸裂。王子进演的好。爱了爱了,1111233795,咕咚要饿死了,5.0,1
81,长春,2,电影非常精彩，有欢笑有感动，子进和十三为了彼此更好做的互相牺牲，互相担当，真的很感动,1111235294,李红敏,5.0,2
82,深圳,,主题空洞，二位男角沒有凸显浓厚兄弟情,1111236274,gxi176568354,2.5,3
83,青岛,1,非常的好看，也挺可惜最后没有成仙,1111235292,从小就皮[机智],5.0,1
84,唐山,2,还可以，解解闷,1111238094,VMO971996934,3.5,1
85,石家庄,,ting hao,1111238091,佬了个贰,5.0,1
86,广州,2,好看好看，大家快去看哦😊 现现和农农都表现得很好哦,1111236268,苏花花,5.0,2
87,北京,1,怎么那么好看！,1111235285,uZZ988076872,5.0,2
88,苏州,1,浪费我人生中美好的两个小时,1111238076,苏,0.5,2
89,玉山,2,后面好尬啊！哎,1111225134,颜小胖QAQ,4.5,2
90,贵阳,,只能说还行吧，有些剧情说不太通,1111226112,zm0247,3.0,2
91,崇州,,不是很好看，,1111233756,野肆,2.5,1
92,长春,2,三观很正 喜欢 ,1111236242,. 猪嘻嘻的王哈哈,5.0,2
93,莱州,,故事情节有点跳跃 不过都有关联 有笑有泪 很棒 推荐推荐,1111233740,鱼渊115,4.5,1
94,长丰县,2,好看，为了李现来的。,1111226106,陈玲,5.0,2
95,乌鲁木齐,1,妥妥的烂片。,1111225130,於,0.5,2
96,荆州,1,很少去评价，但是这次是差评,1111236231,Sunny,0.0,2
97,渭南,2,挺好看的，，。,1111238059,Laymanྉ,5.0,2
98,玉环市,2,还不错，幽默喜感,1111210981,陈明霞Fiona,5.0,3
99,顺德,1,整体来说还是不错的，梗不算老旧，还是值得一看,1111234380,建辉物业阿奇13425296567🇨🇳,4.0,1
100,孝感,,服道化都很不错 拍得也很美 就是故事的逻辑不能自洽，故事线混乱，感情线平淡。,1111218474,YfK224376356,1.0,2
101,汨罗,1,难看的啊！！！！,1111234376,奇点,0.5,2
102,上海,1,一般般吧，也就一般,1111234373,叶子,3.5,2
103,石家庄,,很好的一部电影。电影中的特效，音效都非常好。李现饰演的狐仙灵动活泼，重情义。将狐仙这一角色诠释的淋漓尽致。作为第一次演戏的演员陈立农来说他饰演的书生王子进也是有很多可圈可点之处，是个很好的开端。剧中各位演员都将各自的角色诠释的非常好，是所有演员以及导演团队的付出换来的。电影情节丰富，此起彼伏，强烈推荐。棒棒哒,1111187851,aZb560750440,5.0,1
104,营口,2,好看，愿真心待人，也可换他人真心。,1111218471,羽溪,4.5,2
105,阳江,2,一般般，跟我的期待有点出入 ,1111218470,夜爵,2.5,1
106,利辛,,soso，一般,1111218468,李宇航哇,2.5,2
107,南昌,1,书生捧读感太强了,1111238009,蒂诗尼  夏楠,1.5,2
108,沈阳,2,不知道为什么那么多人说不好，我看了感觉拍的挺不错啊，特效做的也可以，剧情前面搞笑，后面还挺感人的，结局还挺好的，小狐狸开开心心和书生一起生活了，只是可惜了莲花精了,1111234347,你又丑了呀,5.0,3
109,东莞,,影片有笑点，有泪点，不错,1111236173,EMG918544254,4.5,4
110,宣城,,好看 也很好笑,1111210962,aAm650336934,5.0,2
111,上虞,1,白十三和王子进才是真爱吧。被他俩的友谊所感动。欠缺的是，我觉得很多情节没交代清楚。看完整部电影虽然也能明白，但是总欠缺点。,1111232994,爱斯特拉二狗,3.0,2
112,长清区,2,垃圾电影。。,1111226073,🌸爱辰美妆高端护肤🌸,0.5,4
113,太原,,期待农农的第一部电影,1110218022,Justin未公开老婆,5.0,1
114,普兰店,,前部分很高笑后部分很煽情,1111218445,爱你的宋哥哥,5.0,2
115,凯里,2,不知道为什么两大男人演戏我却看得眼泪掉下来😭 ,1111235175,.,5.0,1
116,滦州市,,挺好的，最后那块挺感人的，,1111235167,富贵儿,5.0,1
117,深圳,2,电影院不错够大，画质杠杠的，音色也不错👍 👍 👍 ,1111236129,小屁孩,5.0,1
118,淄博,2,有笑有泪，有骗有爱，有帅哥有美女，有爱情有友情，有虚幻有现实,1111225087,阿K,5.0,2
119,重庆,,钱多可以看看…根本没啥值得提炼和推崇的点,1111226055,.꯭꯭何꯭陶,3.0,1
120,乐平,2,喔，李现我爱了,1111236123,🥑,5.0,2
121,沈阳,2,不错，剧情幽默，值得一看,1111218434,DVQ648391279,4.0,3
122,曲靖,,还行吧，，，,1111232963,VIJ802829004,3.5,2
123,宁波,1,台词不行，故事奇怪,1111232961,放牛地牧童,2.5,1
124,建水县,,主角但凡是那个花魂也不至于这点分啊！,1111235140,le等饭吃,3.0,2
125,长春,1,电影蛮不错的,1111236099,倔强^-^,4.0,2
126,温岭,1,八分刚刚好，故事情节跌宕起伏，人物性格刻画鲜明，有搞笑有高潮有感动有低谷。总体向善，真心换真心，是一部值得看的片子！,1111233596,我是半仙～,4.0,3
127,昆明,2,很不错，期待李现新电影,1111235117,吴虹,5.0,3
128,重庆,2,很好看 李现很棒演技也很OK,1111235116,女 亭-,5.0,3
129,台州,2,好看，为了看陈立农来的,1111234252,宝贝囡06,4.5,3
130,霸州,2,剧情简单明了，就像人与人的相处，唯有真诚才是相处之道,1111233587,Emily,5.0,3
131,西安,1,一般吧，然后没有了,1111236087,Search丶楠,2.0,4
132,西宁,1,国产电影从今以后就是我的噩梦。,1111218424,春花秋月等闲度 . ,0.5,2
133,吉林,2,没啥记忆点 也就那么回事吧！反正看困了,1111233582,A   ai～,1.5,2
134,台州,2,很好看，李现很帅,1111234245,肉食爱好者啦啦,4.5,1
135,赣榆,,好看，又笑又哭，结尾很感动！,1111234243,MAP OF THE SOUL：7,5.0,2
136,南京,1,一般般吧！没有太多惊喜,1111236078,💘遇一人&到白头💘,3.0,2
137,东莞,2,好看，很搞笑,1111233571,七.,5.0,1
138,蒙城,,真的超好看！！,1111236069,orN649909878,5.0,2
139,永康,,一般，老套。,1111234223,舌尖上的ru头,3.5,2
140,高邮,1,剧情一般，演技尴尬,1111233540,黎nic,2.5,3
141,西宁,,挺好看的啊，农农第一次演戏，很棒啦。。加油！！,1111236037,殇儿。。,5.0,2
142,济宁,2,真的很好看，太搞笑了,1111232895,茨木阴阳,5.0,2
143,济宁,2,2020最差 全程无高潮 演技有待提高,1111218412,小鱼干🐟,0.5,2
144,泗洪,,感觉挺不错的，有真情！,1111236040,生活更美好,4.0,2
145,安阳,2,电影超级无敌好看！！李现演技很好！简直和韩商言判若两人呐！唯一的遗憾就是映无邪了，这白十三映无邪cp我磕定了！！还有陈立农也不错呦加油！！！😃 😃 ,1111226028,Virgo,5.0,2
146,长沙,,剧情代入感强，时间线给的恰到好处，剧末悲伤不忘加以喜剧后缀。值得一看。,1111236033,nFK693238876,4.5,3
147,朔州,,好喜欢好喜欢,1111235066,丫洋洋洋洋,5.0,2
148,临沂,,奔着李现去的，演技一如既往的好,1111232874,Omg523956820,5.0,1
149,杭州,2,"已经不是第一遍看了，然后特地看完网上的细节分析，然后来看这一遍，那些细节，我也都看到了。而且我还是很喜欢那个狐狸，最后那个特效，虽然有些人说很丑，但是我觉得还是很帅😂，还有配乐也特别喜欢，当然，两位男主角演的也都挺不错。我本人本来就很喜欢这种玄幻类的，所以就很喜欢。
真的有时候不是电影不好，而是你根本就没有发现那些细节，所以你才看不懂🤣
连英莲那个妆都是一个细节，一闻到血，眼周的眼妆就变得特别红，这么小的庄，都是细节，更何况其他的！",1111235053,liharry8,5.0,2
150,武汉,,剧情还是有点尬，笑点有，但是有点生硬，喜剧和微恐穿插的元素还是🉑️的,1111226014,一个软宝,3.5,3
151,惠州,,当偶像剧看还是可以的,1111233485,szjim92,3.5,5
152,咸阳,,没啥意思，狗血,1111232838,HJo106932054,1.5,2
153,宜兴,2,非常好看，特别搞笑，我喜欢我的李现大大演的不错,1111234168,A林一一,5.0,3
154,成都,2,前面搞笑，后面感人，有经历的人，句句入心。,1111226006,范木林,5.0,2
155,鞍山,,我感觉很好看呀   李现演的很好！,1111232820,MXQ647306841,5.0,2
156,广州,1,基情满满，台词现代,1111231966,邓珺珺俊,2.5,2
157,遂宁,,"剧很好看啊，情节特别感人，毕竟现现和农农的电影要支持支持嘛，祝赤狐书生票房越来越好
啊，现和农大发啊",1111235016,Esit~,5.0,1
158,滁州,,李现太可了，哈尼太美了，陈立农很可爱,1111233447,威廉闭嘴,5.0,2
159,丰县,,垃圾电影不好看,1111231947,LT3815,0.5,2
160,长春,2,超级好看，期待了很久，又笑又哭，没有失望！很值得推荐的一部电影，超级无敌好看(｡･ω･｡)ﾉ♡大家一定记得去看呀！,1110790206,a超级跑跑,5.0,2
161,佛山,1,陈立农好帅🌚,1111225026,๓野鹤 ོ,5.0,3
162,广州,2,超级非常奈斯,1111232812,自渡^-.-^,5.0,3
163,常州,,剧情有些老套,1111231937,夏夏的凡凡,3.5,3
164,唐河,,剧情老套的掉牙，特效和动画片差不多，就感觉一会再看倩女幽魂一会在看白蛇传？中间还夹杂点丧尸？说搞笑吧又有点强硬的尬。给一分吧，很真实客观的评价了，不要相信那些刷的好评了，估计都是那谁谁无脑的粉,1111225025,DCa434832096,0.5,3
165,大同,1,10分是因为李现跟农农找的帅，电影就不评价了……,1111205995,成国源,5.0,3
166,乐清,2,其实没什么感觉 很好睡觉 💤,1111187789,小宝贝,0.0,2
167,邛崃,2,呃……制作一部电影辛苦了 额…就是很一般,1111233413,魚老板🐟,2.5,3
168,温州,2,不是很好看，有点看困了🙄,1111230989,forget_619,2.5,2
169,辽阳,,这个电影全程笑到停不下来，结尾有点小感动哈哈哈真的很好看！！,1111232799,jVI634517212,5.0,2
170,临汾,2,纯纯支持偶像了,1111218380,注满元气,5.0,2
171,合肥,1,还行吧，没有很惊艳,1111231918,栀一,5.0,1
172,孝感,1,非常好看，很棒,1111232787,不可言喻的哈尔,5.0,3
173,重庆,,还真的就一般般,1111230975,千签牵迁,3.0,2
174,大冶,2,故事情节挺好,1111230962,芳子,5.0,1
175,慈溪,2,画面挺精彩，逼真，小朋友看有几场画面有点怕怕，剧情一般，有一丢丢部分很生硬，陈立农演技很尴，毕竟不是演员，李现还可以啦，中规中矩，没有很惊艳的感觉，有一瞬间剧情有点感动，可能我泪点比较低很感性，甚至掉了几滴眼泪，哈哈哈，有笑点，有泪点，整体还可以啦！国产电影已经很厉害了！,1111234088,我在这等你哟哟,4.5,2
176,介休,2,不好看，剧情垃圾，看了一半撤了,1111231890,ン淡说似水的流年,0.0,2
177,武汉,,非常好的作品,1111231889,KtS475154823,5.0,4
178,镇江,,李现长得帅。,1111231874,虚拟2,4.5,1
179,青岛,1,浪费我的时间,1111234062,好男人,0.5,1
180,武夷山,2,喜欢，很好看,1111230935,-31kxcianlciafjl,4.5,1
181,苏州,,有没有美女陪看😂,1111206989,vDS428841790,0.0,1
182,昆明,2,很好看，其实也很适合过年的时候放。剧情虽然略有点老套，但是看的时候笑点很多，适合想看电影放松乐呵一下的朋友~演员表演的也很好，不出戏。感觉有点不足在于陈立农的配音，可以听出来，他很认真~但是那个腔调有点一言难尽，还有李现的狐妖的妖型，虽然是大长腿，但实在太难看了。总体来说很不错~喜欢，也会推荐给身边的朋友,1111187765,王先生家的小佳,4.0,2
183,呼和浩特,,好看的    ,1111232715,PZv867640035,5.0,2
184,佛山,2,真的好看农农演得很好，毕竟他也是第一次以演员的身证，农农棒棒的，加油我会一直喜欢你❤️,1111230899,A7。,5.0,1
185,驻马店,,挺不错的！！,1111232698,给点7,5.0,2
186,淮南,1,感觉还可以，太虚化了,1111233291,A空如杯～静茹水,3.0,1
187,达州,1,还行吧，就是那个书生演的好好笑 无法直视,1111230885,Have a good time,4.0,1
188,乌兰察布,1,故事情节有些老套,1111137795,Z周zuly一切安好,3.5,2
189,北京,2,"情人眼里出西施，边上是粉丝，开心死了，一直哈哈哈觉得可有意思可搞笑…

我觉得整部影片想要的太多，悬疑，古装，成长，奇幻，爱情，啥都带点，但是主演的口音和演技撑不起来这么庞大的体系。",1111231804,知無0531,2.5,4
190,神木市,2,总感觉这种感觉没有新意，但给大家的呈现的总体立意就是传统的善良之间的互相无私的馈赠！不过还是喜欢科技带来的灵动和美好,1111210837,乔晶,3.5,2
191,宜宾,1,这部电影很贴合两个人为什么会去电影院，看起很无聊才好做点别的人事，我喜欢！,1111187756,阿洋,5.0,1
192,成都,1,一般，不建议看,1111230857,🙄,2.5,1
193,梁平,1,剧情OK 好看,1111206959,KIng,5.0,3
194,海口,1,看了想睡觉💤,1111233226,AO💎小歆哥🍺,1.5,3
195,上海,2,挺好看的   ,1111231762,o泡果奶.,5.0,2
196,上海,,很不错，剧情，画面，还有久石让的音乐,1111231752,jingjing-84226@163.com,5.0,5
197,郑州,,真是意外的一部电影  看来不能信评分  还是要自己去看  非常不错  李现演的白十三太搞笑了 很可爱,1111210812,clb761641375,4.5,1
198,长沙,1,可以看的 故事情节能加个分,1111232601,NES790903775,4.0,1
199,保定,1,电影没怎么看，女朋友说陈立农很帅。,1111205908,Swaggys World6,5.0,2
200,咸阳,,还可以～农农不错！李现也不错！,1111205906,郝大一个楠,3.5,2
201,佛山,2,情义很真。依照天意取丹没错，但有些东西更可贵。坚持内心真与善，问心无愧,1111232586,Elsa,4.5,3
202,温州,,"值8.5吧，但是有人恶意低分所以我来拉下平均分。
为什么那么多人说台词不行，除了英莲生涩了点，其他都还行，书生台湾腔略出戏，但是也还行，赤狐完全没问题啊。
前半段很好笑，中间段剧情节奏都欠缺了点，但是后半小时又拉回来了。
结局也很不错，赤狐总有一天会得道成仙，书生懂得生命短暂应该陪伴家人至亲为爱人奉献，英莲没有了遗憾，挺完美。",1111233178,朵朵潘,5.0,2
203,嘉兴,,好看的快睡着了,1111231700,hai,0.5,4
204,南昌,,"还行吧 
就那样",1111229866,笙笙ok,3.0,2
205,岑溪,2,有待提升吧！加油,1111229859,HjX633514020,3.0,1
206,深圳,2,超好看 值得推荐,1111137784,甜诱,5.0,1
207,长春,1,剧情反转很有意思，让人意想不到，演员演技在线，尤其老戏骨们的加持，还有特效部分也很加分，很细腻。,1110752203,邱__先生,5.0,2
208,广州,2,"#李现#lx#李现赤狐书生# 《赤狐书生》观后感
🦊.关于朋友
对友情有了更深入的认识，朋友不仅是风雨同路的小伙伴，而是交换真心，交换信任的舍身。电影中🎬的友谊真的让我很触动，子进的愿望是造就，十三的选择是成全。大雨那一幕的字字箴言，现实给予生活的包袱我们无法挣脱，但是我们可以选择。真情实感是友谊中最大的感动，不虚伪是友谊的初衷，勿忘彼此是友谊里最大的成全。最重要的事，在不想要的友情里不要伤害别人，或许别人早就把你当作一生的知己，你却将他人玩弄于股掌之中，虚伪换来的一定是伤害，真心换来的的一定是相互保护。
📒.关于电影
可能这部电影的题材偏向于小众化，但是特技效果出乎意料的用心。推广曲不",1111229841,Qi_anYan.ing～,5.0,2
209,广州,1,总体来说还可以哦！也就这样呗~,1111230742,白狐x,5.0,2
210,南宁,1,不知所云……,1111210780,我可能是变胖了,3.5,4
211,沈阳,,可以很好。。。。,1111230740,孙红雷女朋友,5.0,3
212,上海,2,"开头很好看，从进牡丹楼开始节奏就一言难尽，很想调成两倍速！一部电影前后风格为何如此不搭？没记错的话原来是叫春江花月夜吧，是王子进入牡丹楼和英连的对诗，19年夏季李现爆红后改成赤狐书生，我有理由怀疑从男女主向变成双男主向，可片子已拍好了，只能辛苦剪辑师了，原女主戏份不少而且关联推动主剧情，想删也删不掉，最后才变成让人觉得冗长无味吧！
打7分是对两位主演的鼓励，陈立农作为偶像出道，能演成这样不错了。至于李现嘛，看得出他的用心，很多狐狸特征的小动作，活灵活现，期待你以后的诚意作品。",1111231666,芹菜453,3.5,3
213,青岛,2,挺好的，前面好笑，后面感动，画面也美，之前不知道配乐是久石让老师的大作，二刷之后英莲出来的那一段，不止是画面太美，配乐也绝了，李现演技在线，眼神带戏，陈立农就十足呆萌书生，比起制作班底，我甚至觉得这个剧的演员已经不是什么重头戏了😂 ,1095476711,Ms. Li Xian,5.0,2
214,沈阳,2,看的我睡着了,1111233118,W.8-7.25,3.0,2
215,江油,1,有点困看睡着了,1111231655,李阳长笙,4.0,2
216,沙县,2,陈立农的演技真的。。。。多练练吧,1111230721,哦豁，上头咯,3.0,2
217,呼和浩特,1,故事情节太突兀，毫无过渡痕迹，直接把下一个情节甩在观众脸上，台湾普通话无法入戏，演技感人，哭的可以说是梨花带雨扭扭捏捏，看完之后完全记不住故事情节，就能记住长的像黄鼠狼的狐狸,1111230560,F,0.5,2
218,广州,2,好看，前面看的大家都笑出声，后面看到眼泪不自觉就掉下来。特别是看到映无邪为了救人牺牲自己的时候。,1111233077,桦,5.0,2
219,长春,1,  求婚那段看哭了,1111206901,梓赫 52Hz,5.0,2
220,永州,,好看，值得一看。,1111187715,EbS727509580,5.0,5
221,长乐,,一般般，看不懂,1111233070,真情万里挑一,3.0,1
222,北京,2,感觉还不错.,1111210757,暄暄吖,3.5,2
223,锦州,2,好看 喜欢 美女很美,1111232480,音韵艺术教育-韩老师,5.0,1
224,黔西南,,剧情一般，但所倡导的观点还是不错的。。。,1111233022,tME85719410,4.0,4
225,南阳,2,挺好看的 想着没什么人看 谁知道电影开始 发现坐满了人 开心 有泪有笑 奈斯,1111229768,BKL.,5.0,1
226,长春,1,牛逼 朋友睡着了,1111229762,Pg,5.0,1
227,霸州,2,"演的很好，王子进
你好像我奶奶所…所所说的仙女",1111232445,？,5.0,2
228,商洛,,"“命，不就该浪费在心爱的人身上吗？”
电影125分钟,我等了他一年,真的好值好值……
书狐结伴，友学双收矣，此去京赶考，极为天意之矣，若此行学业有成，糖以此为傲耶
一直期待着 四号去看了首映
王子进这个角色是又黑又丑但陈立农花了大半年的时间去演，希望这个男孩的第一部影视作品能得到大家喜欢
赤狐书生真的超级好看里面的细节超级多，大家可以仔细看看",1096490496,·贩卖桃浦兔·,5.0,1
229,万宁,,期待很高，但结果远低于预期，陈立农演戏呆板，台词念的呆板，演员演戏没有感情投入，就特效还可以好评一下,1111231537,WQG438674093,3.5,2
230,营口,1,总体评价四星吧，有一段太墨迹了,1111231531,慕青,4.5,2
231,武汉,2,感人之处是成交彼此❤️,1111210729,vivian塘,4.5,1
232,保定,2,Very  nice！,1111232406,72%,5.0,1
233,遂宁,2,不好看，有点失望,1111232405,心静,2.0,2
234,舟山,1,挺好看的！李现加油,1111227964,小强,5.0,2
