,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,合肥,,还好，多看了两遍才看懂,1111248435,YbW311347086,4.0,3
1,武汉,1,终于摆脱了平行宇宙这个陈旧的老套路，算是一个小突破了,1111250148,SuperJan5,4.0,2
2,昆山,1,需要多刷几遍，第一遍比较懵懂,1111228563,爱的初判定,2.5,2
3,深圳,,嗯，还可以吧,1111241408,VQC201598418,5.0,2
4,长沙,,不感人，很催眠,1111239485,Ryt451219911,0.5,1
5,南京,,超级好看的电影！非常满意！,1111236938,EAT侠,5.0,2
6,绍兴,,适合IMAX,1111235350,Toxickk_10,4.5,3
7,温岭,1,很烧脑，多看几遍吧！,1111218441,我是半仙～,4.0,3
8,深圳,1,剧情有点看不懂，特效做的不错,1111224930,Cc0111Gl,5.0,2
9,镇江,,还不错得剧情，推荐,1111227418,StarryFXY,4.5,2
10,深圳,2,还好剧情丰富,1111222868,sugar70606,3.5,2
11,长春,,挺好的，推荐大家,1111205463,szh626,4.5,2
12,济南,,诺兰大神依然牛逼,1111210313,CXB嚯哈哈,4.5,3
13,沈阳,2,诺兰烧脑神剧,1111223270,最后情人丶丶丶,5.0,1
14,南京,1,"额
怎么说呢，云里雾里，要多看才行",1111222353,猪哥也风流,4.0,2
15,大连,,挺好的 还不错,1111187448,Eric一个人,4.0,3
16,吴江,,蛮好看的，剧情蛮好,1111206312,似是而非13,4.5,1
17,玉林,,配乐不咋样，情节不咋样，人物不咋样，特效不咋样，就炒时间的冷饭（类似很多片子）,1111220490,大海沙464,2.5,3
18,上海,,没看懂....,1111217747,芝士奶油莓莓,4.0,2
19,成都,1,真的很垃圾的电影，为了彰显深度而将台词复杂化，剧情搞不搞懂都不重要了，让人疑惑的是这黑人第一次见面就能亲女主角，这种礼仪还是西方高贵哈。全程男反派都在吃醋。如果真要上升到构思合理的角度，那行，其他东西在逆向空间都是反的，那为什么说话的声音不是反的？呼吸不是反的？配音也是，一到动作场面，就好像有个人在乱弹琵琶，4亿美金的中国票房，算给脸了,1111214888,季槐树炅,0.5,4
20,扬州,1,不错！挺好看的！,1111213989,茶韵kou清香,5.0,2
21,长沙,,Goodmovie ,1111217499,NPU231663488,4.5,4
22,合肥,,是真滴烧脑呀,1111205031,九歌zxy,5.0,4
23,沈阳,1,我喜欢，的电影,1111214658,孤道风,5.0,3
24,广州,1,挺不错的，就是没怎么看懂,1111187246,qaz974278123,5.0,3
25,银川,1,一般，没有盗梦空间好看。,1111216090,帅气的磊哥哥,3.5,2
26,重庆,,很不错的影片,1111215314,ttyanq,4.0,3
27,深圳,,还是不错的呢,1111215086,Hff991,4.5,2
28,威海,,没啥意思。。。。,1111209922,我超纯洁的i,1.5,2
29,广州,,好看😊下次有机会一定去,1111208987,送给你那个,5.0,2
30,新郑,,很失败的电影,1111191693,jnH556932765,0.5,3
31,江门,1,不好看，诺兰败笔,1111209821,Jgj771979832,1.0,2
32,南京,2,对于女生来说应该是非常烧脑的一部电影了，看的人又激动又懵圈！总之看不懂的都是好电影！,1111187087,weipapapa,4.0,4
33,佛山,1,还过的去吧。,1111211269,vNJ353343692,3.5,5
34,崇州,1,我看懂了哎哈哈哈哈,1111197030,Jack短佑,4.0,4
35,新乡,1,必须10分不解释！！！,1111208466,懒人一个922,5.0,2
36,郑州,,没理清整个故事线，感觉不是烧脑 就很乱,1111201953,夜短梦长。,3.0,2
37,郑州,1,好不错可以m,1111199693,月色撩人如,5.0,2
38,广州,,好看，值得一看,1111202657,YXH170436666,4.5,4
39,济宁,,挺好的非常不错,1111199578,OsZ442628,4.5,4
40,上海,1,好可以吧   ,1111203156,XIANG__jiangsu,4.0,1
41,珠海,,OKokok,1111178561,seT886725665,5.0,2
42,佛山,1,"good
就很让我感动",1111194837,三妹妹的,5.0,2
43,上海,1,很难懂。睡着了,1111196962,PPGF,2.5,3
44,邹城,,特别烧脑的一部剧，喜欢这样的可以看看,1111195298,ESE796613360,4.0,3
45,青岛,,一般人看不懂的电影，还好我看过,1111193850,rpt963638939,5.0,2
46,保定,,效果剧情都可以,1111196328,Xqr972002482,3.5,3
47,深圳,,还好吧，最近剧荒,1111196320,木言人lover,3.5,3
48,无锡,,很烧脑！！！,1111137143,jAP939902556,3.5,3
49,无锡,,还可以可以去看一下,1111193349,Euy930558038,3.5,4
50,南宁,1,很烧脑，时间，过去，现在，未来。,1111185742,蛋黄派,5.0,1
51,重庆,,还不错了，不要太苛求,1111184815,tao68686868,3.5,3
52,深圳,1,好看，节奏很好,1111178001,Zanfai,4.5,2
53,广州,1,好看的电影真的好看,1111184645,王泓_,5.0,2
54,杭州,,又看了好几遍,1111181881,梅林789,5.0,2
55,昆明,1,就像衔尾蛇一样不过男主留下来就像尾穿过了头一直往前而不是往后,1111182390,ㅤ,5.0,1
56,郑州,1,烧脑是烧脑，可能盗梦空间先入为主吧，差了点劲。,1111180452,李况伟,4.0,2
57,张掖,,好看，有些费脑子,1111180396,uAE677713349,5.0,1
58,安庆,1,好看，结尾感人,1111180344,万字珊瑚白,4.5,1
59,北京,1,克里斯托弗·诺兰 最新科幻动作烧脑力作 逆转时空,1104482768,挡不住的梅老板,4.5,5
60,长沙,,🐮皮啊Nolan,1111168066,信条ha,5.0,2
61,合肥,,好看好看 超喜欢！！最后的片段哭死了😭😭😭,1111170094,我又饿了呀呀呀呀,5.0,2
62,广州,,第一遍确实看不懂，,1111163887,烟斗阿兄1978,4.0,2
63,长春,,没看懂呢，第一次看电影有点看不下去了，难道是身体不舒服的原因？,1111142756,touchnothing,3.0,2
64,南宁,,烧脑还不错👍,1111159919,yNm51438264,3.5,1
65,哈尔滨,1,不喜欢，没有感觉,1111164163,云风2003,3.0,2
66,湖州,1,信息量很大，需要看几遍才能看懂,1111163006,_qqsh61435726554,5.0,5
67,西安,,三刷，没得说！,1111160538,zsycamaro,5.0,3
68,深圳,,比较失望。比较失望。,1111162243,Ahi466296330,3.0,1
69,银川,,好看，值得二刷。,1111125466,fCp710883155,5.0,1
70,成都,1,大神之作，没毛病。,1111148979,不要大师,4.5,2
71,商丘,1,忘了觉得hao,1111154291,sl谁来原谅爱,4.5,2
72,北京,,还可以 但比前作稍逊,1111134549,壹一,4.0,2
73,福州,,"还行吧！

",1111150204,yKH632543851,4.5,2
74,浏阳,,特别喜欢真的挺好看,1111146835,uEM608488444,5.0,2
75,揭阳,1,看完电影  脑子不够用了,1111125020,snh859012776,4.5,1
76,西安,2,诺兰太牛了！,1111145040,一個高冷的,4.5,2
77,深圳,1,"总的来说是真的牛批
其实一遍真的很难看懂
而且各种点评分析，也很难说某一种能够说透彻或者完全信服，算是很有深度且新颖概念的电影，值得一看
Tips:深究要做好烧脑（脑细胞炸裂）的准备哦",1111139947,灬灬浅雨,5.0,3
78,深圳,1,厉害。。。。,1111093930,异域辉,4.5,2
79,长沙,,很好看，不错的电影,1111138917,小杉洺,4.0,2
80,成都,,好看的加油鸭,1111136972,yFV340036589,5.0,3
81,成都,1,不错，还凑合,1111138772,MRAlaric,3.5,2
82,重庆,1,很不错bbb,1111141217,gQP161075381,5.0,3
83,深圳,1,认真看完 不要分心,1111140482,Hassan_Z426,5.0,3
84,沈阳,,超级烧脑，BGN延续了敦刻尔克的风格，嗡嗡的脑袋疼,1111138546,遥远的距离145,5.0,2
85,上海,,一般…………,1111139259,Shun750214,4.5,3
86,昆明,,不错不错，挺好看的！,1111140132,mtkankan,5.0,3
87,长治,,好看。推荐。,1111135743,hRW269722998,5.0,3
88,重庆,2,诺兰的粉丝电影，对于其他观众来说不太友好，节奏过快，后半场看不懂开始放弃。,1111129737,cheetahone,4.0,1
89,西安,1,李欣欣会哦1哦哦,1111112623,桀骜不驯3,4.0,2
90,上海,1,过于烧脑，看不懂,1111132718,OMh175025763,4.0,2
91,深圳,,比预想中差好多,1111132702,莫言662,2.5,2
92,重庆,,我觉得很不错,1111124669,s苏妍御,5.0,2
93,南宁,2,好看的 非常好看,1111114221,格子小了,5.0,2
94,内黄,,奈斯哦哦哦哦,1111124557,cZJ685315216,4.5,2
95,哈尔滨,1,这个需要多看几次  超级烧脑,1111127069,貔灬貅,3.5,2
96,合肥,,没有坚持看完,1111093410,TSg288957092,1.5,3
97,成都,,一般啦。就是,1111117851,九纹天龙,4.5,2
98,成都,1,好看嘿嘿嘿嘿,1111119476,ST小周周,4.0,2
99,昆明,,烧脑神作！诺兰真的是爹,1111115889,馒头眼,5.0,2
100,武汉,,不错啊啊啊啊,1111097747,Gakkise,5.0,2
101,韶关,,情节起伏跌宕，主旨比较隐晦,1111091771,RNF684609470,4.5,2
102,深圳,2,诺兰导演的作品必看,1111113696,xfyan_888,5.0,1
103,宁波,1,还不错，就是费脑,1111107843,Summitnk,5.0,2
104,徐州,,有点看不太懂，大片比较烧脑,1111097296,utE74052099,3.5,2
105,临沧,1,这个电影预计十遍起步才看得懂,1111105698,LWGX,3.0,3
106,大连,1,特效很不错，内容也不错,1111092126,哦娜na,4.0,2
107,南京,,烧脑的一部片，给八分是因为确实没有发现剧中精髓,1111092034,林间穿越,4.0,3
108,成都,,嗯。。。。。还好,1111098746,ofq632887430,3.5,2
109,泸州,,帅就完事了！,1111099393,coG588677305,4.5,2
110,惠东,,剧情反转很到位,1111078567,稀里哗啦啪啪啪,3.5,2
111,青岛,1,"烧脑！
刷了两遍，看了很多大神的剧透也没搞明白，只觉得自己的智商遭到了无情的碾压。。。。。。",1111096319,zmy52013148,5.0,3
112,郑州,2,有点看不懂！,1111062371,瞬间偶偶,4.0,3
113,北京,,脑洞大开 电影很烧脑 情节也很ok,1111095288,oXb949168626,4.5,3
114,株洲,1,"推荐观看。
",1111062267,萨琪玛Sama,4.5,3
115,中山,,喜欢不错再来,1111089035,恩美思美甲美容,4.5,2
116,武汉,,美国大片，好看,1111083871,feixiangdeyu333,5.0,1
117,常州,,剧情紧凑，第二遍看会好点,1111082944,SvZ422457499,4.0,3
118,北京,,"很好
，回京之后和对象看的第一部电影，很有意义",1111085282,長歌賦清辭,5.0,4
119,锡林郭勒,2,emm 。。。。。,1111074070,谶曲,3.5,1
120,济南,1,得觉我的脑烧挺，开大洞脑，服佩,1111083434,xND836201949,4.5,2
