,城市名称,用户性别,评论,用户id,用户昵称,用户评分,用户等级
0,富阳,,呜哈哈那看(ಡωಡ)hiahiahia,1111200298,XUd546115800,4.5,2
1,南京,,不错，和朋友一起去的,1111266203,龙行天下lz,5.0,2
2,钟祥,,不好看，他走啦,1111266136,OTr634986507,0.5,2
3,贵阳,,挺好的。。。,1111260570,Bjp267297374,5.0,2
4,天津,,也是一个老漫迷了，他的这些系列的我都喜欢，同样还是很赞,1111237868,nMV862592205,3.5,2
5,湘潭,,还不错哟。。,1111256546,Sgn292880566,3.5,2
6,嘉善,,可以还可以。,1111257392,bHK210094514,4.5,2
7,南宁,,还行吧。。。。,1111256454,憨憨0514,3.5,2
8,芜湖,,一般吧。。。。,1111243240,xYf846429224,3.5,2
9,北京,1,自己一个人去看的 挺感人的 为了一个人淹了一座城和《你的名字》挺对比的 ,1111250971,瑞瑞和你拼了,5.0,2
10,宣威,1,没有你的名字好看、剧情有点差,1111251614,阿懿。526,4.0,2
11,成都,1,风景依旧好看，故事依旧理想，生活依旧梦幻。,1111200063,会飞的字母A,4.0,2
12,句容,,阳菜我爱啦，歌还是那么好听,1111242809,丶mikasaa,4.0,2
13,乌鲁木齐,,没有感受。。。。。,1111218378,QMe193231315,5.0,2
14,郑州,,太棒了吧!好看好看,1111231740,T的十三小姐,5.0,2
15,蚌埠,1,电影很好看。扣的2分给前台。前台拒绝提供取票。😊,1090026037,老九662,0.5,1
16,抚顺,1,你开心阳光万里,1111223940,神雷丘,4.5,2
17,中山,,真的好看！！,1111223910,viN709392176,4.0,2
18,汉南区,1,一个人看的挺好看的很唯美,1111197958,李雪姬906,5.0,2
19,德阳,,很适合一个人静静地看,1111197885,被束缚的丶青春,5.0,2
20,乌鲁木齐,,好看好看  ,1111206488,yQx753002091,3.5,1
21,佛山,,我不懂欣赏！有点闷！,1111224061,sDT749784864,2.5,2
22,十堰,,没有你的名字好看有点点失望,1111216898,王椰啵的女朋友,3.5,2
23,东海,,好看发的v个,1111215976,YRG776865396,4.5,2
24,哈密,,这个动漫看了不亏,1111215844,kirito1190,5.0,2
25,贵阳,1,依旧那么美好，那么精彩,1111220020,༻҉ꦼ随遇ꦿ҉᭄而安ꦼ҉༺,5.0,2
26,广州,,很有治愈功能的电影,1111215352,eVC788849607,5.0,1
27,西安,,新海诚不戳哦,1111212956,xQAQy,4.0,2
28,镇江,2,真的非常好看,1111211476,吃货颖a,5.0,1
29,黄骅,,超级好看，爱了爱了,1096601969,夜初恋雨,5.0,2
30,云阳,,"超级好看嗷
",1111209514,甜茶,5.0,2
31,深圳,,很好看，强烈推荐,1111191321,vTG977517831,5.0,2
32,北京,,画风很棒 和朋友一起去的,1111201893,Bebebe胖咸鱼,5.0,3
33,九江,1,好好看    满分,1111204366,卅,5.0,1
34,沈阳,1,日本电影还可以,1111199367,王一先生,5.0,2
35,佛山,1,几好，新海诚respect,1111171956,刘锐涛cay,5.0,1
36,上海,,画面很精美，内容有点点空乏,1111192729,XcW599078710,3.5,3
37,绍兴,2,这还行啊啊啊,1111192687,惠蜜i,4.5,2
38,武汉,1,两人相遇，梦里苏醒,1111193063,鸡哥,5.0,2
39,合川,,一般般，剧情过于单调,1111186149,美立方湖戈,2.5,2
40,茂名,2,很好看哦，超喜欢的呢,1111181987,我是饭桶你是谁,5.0,3
41,上海,,不错，挺喜欢的,1111175888,胡辣烫,5.0,2
42,东莞,2,椅子很舒服，电影也不错,1111165693,就是政政哇,5.0,3
43,辉县,1,"
很好👌🏻👌🏻",1111152437,徒手瞎了眼,5.0,2
44,南京,,拍的挺好的，天空好好看,1111163940,PQR880489199,4.0,3
45,丹东,,好看，不愧是新海诚,1111166420,NwS743093470,4.5,2
46,佛山,,全世界都可以是你的，但你只能是我的,1111149241,柍尘,5.0,2
47,大理,,冲着令人心碎的新海诚,1111152120,生气的凌月无双,5.0,2
48,北碚,,相比于第一部，这部不没有满足预期。但是也值得看,1111142658,橘子微微微酸,4.5,2
49,武汉,,好看，治愈…,1111159289,IxN134319499,4.5,1
50,武汉,,好看 画风绝了,1111157668,RRm209454612,5.0,2
51,中山,,画面超震撼，,1111157104,elK473099823,5.0,1
52,南阳,,很好很不错！,1111155246,vgS224732980,5.0,2
53,绵阳,2,好看。   ,1111147521,小里奈吃汉堡,4.5,2
54,洛阳,,一般般吧，感觉没有很惊艳,1111147449,。879490527,4.0,2
55,苏州,,一名女演员排行榜,1111147084,李.小.旭.,5.0,2
56,大邑,2,“相比较晴天，我需要的人是你”,1111144180,阿雯的从前,5.0,2
57,天津,2,还是有点感人的！！！,1111138737,恩盛麻麻,3.5,4
58,黔南,,不错，还可以。,1111141159,一克猫,4.5,1
59,邢台,,真的非常好看,1111138180,戳爷美如画丶,5.0,2
60,南京,,画面精美，剧情完整，值得和她一起去看,1111135310,浛泷鱼,4.5,2
61,长沙,2,好看，不错。。,1111128982,Mge991873204,5.0,2
62,合肥,1,很好，看了没多久就分手了,1111114567,Ith732236776,5.0,2
63,石家庄,2,好看吖…………,1111126847,小卡Via,5.0,1
64,合川,1,天气之子，阳光之女,1111111281,Lan先生丶,4.5,3
65,常州,,🐂🍺🤙🤙🤙,1111123615,gyO779401181,5.0,2
66,惠州,,还不错哦嘿嘿,1111092993,留白66,4.5,2
67,威海,,感觉挺好看！,1111122035,CXE714971020,5.0,2
68,南昌,1,还不错111,1111117136,DB1948171194,4.5,1
69,泰安,,超级超级好看,1111110961,唯爱小苏,5.0,2
70,北京,,Good，nice！,1111113179,yoyo__07,4.5,1
71,阳江,2,好看啊！！！,1111110298,许七安,5.0,1
72,湘潭,,好，非常好，,1111074948,皮善,5.0,1
73,成都,,好看   很有感觉,1111098427,疤久,4.5,2
74,金华,,剧情一般，画面好看,1111084156,Iyt820860966,3.5,2
75,沈阳,,🌚🌚🌚🌚🌚,1111090426,张逍遥真帅,5.0,2
76,珠海,,宫崎骏的电影怎么会不好看！,1111072290,清白粥粥,5.0,2
77,广州,,不错，挺好看的。,1111083783,XoY350112228,5.0,2
78,漯河,,很好看(｡･ω･｡)ﾉ♡,1111080784,葛宗尚,2.5,2
