,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,刘贵华,男,1969,"董事长,总经理,法定代表人,非独立董事",51,本科,"刘贵华先生:1969年出生,中国国籍,无境外居留权,中共党员,本科学历。1995年参加工作,历任巢湖市政府驻西北办事处工作人员,巢湖市兰星实业总公司办事员、副经理、经理、法定代表人,巢湖市巢宁农资有限公司总经理、董事长,安徽辉隆集团泰吉农资有限公司、安徽辉隆集团皖江农资有限公司总经理助理、副总经理、常务副总经理,吉林市辉隆肥业有限责任公司董事长,湖北辉隆农资有限责任公司董事长,湖南辉隆农资有限责任公司董事长,安徽辉隆集团五禾生态肥业有限公司董事长,农仁街电子商务有限公司董事,安徽辉隆集团新安农资有限公司董事长,安徽辉隆集团华丰化工有限公司董事长,安徽乾丰新型肥料有限公司董事,安徽辉隆集团农资连锁有限责任公司常务副总经理、总经理、董事长,安徽辉隆农资集团股份有限公司总经理助理、副总经理,安徽辉隆投资集团有限公司党委委员。现任本公司党总支书记、董事长、总经理,安徽供销集团有限公司党委委员,安徽辉隆投资集团有限公司党委副书记、董事。"
1,程金华,男,1966,"副总经理,非独立董事",54,本科,"程金华先生:1966年出生,中国国籍,无境外居留权,中共党员,本科学历,农艺师。1991年参加工作,历任和县植保站技术干部,美国FMC公司农品部高级市场代表,德国巴斯夫(BASF)公司植保部省区经理,安徽辉隆瑞美福农化集团有限公司副总经理、总经理、董事长,河南辉隆农资有限公司董事长,安徽省银山药业有限公司董事,安徽省瑞丰农业化学有限公司董事,农仁街电子商务有限公司董事,安徽辉隆农资集团股份有限公司总经理助理。现任本公司党总支委员、董事、副总经理,安徽辉隆投资集团有限公司党委委员,安徽辉隆集团农业发展有限责任公司董事长,海南省农业生产资料集团有限公司董事。"
2,邓顶亮,男,1969,"副总经理,非独立董事",51,本科,"邓顶亮先生:1969年出生,中国国籍,无境外居留权,经济师,中共党员,本科学历。1992年参加工作,历任安徽省农资公司办公室副主任、安徽辉隆农资集团有限公司市场部副经理,安徽甘宁农资股份有限公司副总经理,安徽辉隆集团泰源农资有限公司常务副总经理,安徽辉隆农资集团有限公司工业肥部副总经理,本公司办公室主任、总经理助理、董事会秘书,安徽辉隆投资集团有限公司董事。现任本公司党总支委员、董事、副总经理,安徽辉隆投资集团有限公司党委委员。"
3,董庆,男,1978,"副总经理,董事会秘书,财务负责人",42,本科,"董庆先生:男,1978年出生,中国国籍,无境外居留权,中共党员,本科学历,高级会计师,取得深圳证券交易所颁发的董事会秘书、独立董事资格证书。2000年7月参加工作,历任安徽省农资公司财务部职员,郑州瑞美福农化有限公司和安徽辉隆集团新力化工有限公司委派财务负责人,农仁街电子商务有限公司监事会主席,安徽辉隆农资集团股份有限公司审计部副经理,证券部副经理、经理,安徽辉隆农资集团股份有限公司总经理助理。现任本公司党总支委员、副总经理、财务负责人、董事会秘书,安徽辉隆投资集团有限公司党委委员,山西天泽煤化工集团股份公司监事,安徽省供销合作发展基金有限责任公司董事。"
4,汪本法,男,1969,副总经理,51,中专,"汪本法先生:男,1969年出生,中国国籍,无境外居留权,中共党员,中专学历。1992年11月参加工作,历任全椒硬质合金有限公司主办会计,安徽省供销社科技工贸公司员工,农药部副经理、经理,副总经理,安徽辉隆瑞美福农化集团有限公司销售经理、副总经理、常务副总经理、总经理。现任安徽辉隆农资集团股份有限公司党总支委员,安徽辉隆瑞美福农化集团有限公司党支部书记、董事长、总经理,安徽辉隆集团银山药业有限责任公司董事长,河南辉隆农资有限公司董事长,安徽瑞美福植物保护有限公司董事长,湖北瑞美福农业科技发展有限公司董事长,南京瑞美福农业科技发展有限公司董事长,安徽省瑞丰农业化学有限公司董事长,湖南瑞美福农业科技发展有限公司董事长,四川瑞美福农业科技发展有限公司董事长,甘肃瑞美福农业科技发展有限公司董事,安徽农飞客农业科技有限公司董事,农飞客农业科技有限公司监事,安徽帝元全银农业股份有限公司董事。2020年3月25日任职安徽辉隆农资集团股份有限公司副总经理职务。"
5,王涛,男,1973,副总经理,47,本科,"王涛先生:男,1973年出生,中国国籍,无境外居留权,中共党员,本科学历,助理政工师。1995年7月参加工作,历任舒城县农资公司业务员,安徽辉隆集团泰宁农资有限公司池州直销处经理,安徽辉隆集团皖江农资有限责任公司原料部经理、副总经理,安徽辉隆集团农资连锁有限责任公司副总经理、常务副总经理、总经理。现任安徽辉隆农资集团股份有限公司党总支委员,安徽辉隆集团农资连锁有限责任公司党支部书记、董事长、总经理,安徽辉隆集团五禾生态肥业有限公司董事长,江西辉隆生态肥业有限公司董事长,吉林市辉隆肥业有限公司董事长,山东辉隆化肥有限公司董事长,安徽辉隆中成科技有限公司董事长,山西丰喜华瑞煤化工有限公司董事。2020年3月25日任职安徽辉隆农资集团股份有限公司副总经理职务。"
6,王中天,男,1978,"常务副总经理,非独立董事",42,本科,"王中天先生:1978年出生,中国国籍,无境外居留权,中共党员,本科学历。2000年参加工作,历任安徽省农资公司财务科职员,安徽辉隆农资集团股份有限公司工业肥事业部总经理助理、副总经理、总经理,陕西辉隆农资有限公司董事长,安徽盐湖辉隆南方贸易有限公司副董事长,安徽辉隆慧达化工集团有限公司董事,安徽辉隆农资集团股份有限公司总经理助理、副总经理。现任本公司党总支副书记、董事、常务副总经理,安徽辉隆投资集团有限公司党委委员,安徽辉隆慧达化工集团有限公司董事长。"
7,文琼尧,女,1982,非独立董事,38,本科,"文琼尧女士:1982年出生,中国国籍,无境外居留权,中共党员,本科学历,会计师。2005年参加工作,历任安徽辉隆集团瑞丰化肥有限公司会计、主办会计、财务经理,安徽盐湖辉隆南方贸易有限公司委派财务负责人,安徽辉隆农资集团股份有限公司财务部经理助理,安徽辉隆投资集团有限公司财务部副经理。现任本公司董事,安徽供销集团有限公司财务管理部常务副经理,安徽辉隆投资集团有限公司机关党支部委员、财务部常务副经理,安徽新力科创集团有限公司董事,安徽双赢再生资源集团有限公司董事。"
8,姚迪,女,1986,非独立董事,34,硕士,"姚迪女士:1986年出生,中国国籍,无境外居留权,中共党员,硕士学历,会计师。2011年参加工作,历任安徽辉隆农资集团股份有限公司证券投资部经理助理,安徽辉隆投资集团有限公司投资部副经理,安徽海华科技股份有限公司监事会主席。现任本公司董事,安徽省供销集团有限公司投资管理部常务副经理,安徽辉隆投资集团有限公司机关党支部委员、投资部常务副经理,安徽省棉麻有限责任公司董事。"
9,方庆涛,男,1977,独立董事,43,本科,"方庆涛先生:1977年出生,中国国籍,无境外居留权,本科学历。2000年参加工作,历任安徽太和县坟台镇政府事业编制工作人员、安徽新洲律师事务所专职律师、合伙人,现任安徽力澜律师事务所合伙人,副主任。"
10,木利民,男,1959,独立董事,61,本科,"木利民先生:1959年出生,中国国籍,无境外居留权,中共党员,本科学历。历任安徽省财政厅科长、处长,安徽省信托投资公司副总经理,联合证券公司高管,深圳熙联投资公司董事长,亚洲证券有限公司常务副总裁,广东银瑞投资管理有限公司总裁,广东森阳银瑞投资管理有限公司执行总裁。安徽首泰东方资产管理有限公司董事兼总经理,安徽丰创生物技术产业投资有限公司董事,安徽森阳鑫瑞投资管理合伙企业(有限合伙)合伙人,共青城森阳银瑞投资合伙企业(有限合伙)合伙人,佛山森阳银瑞投资中心(有限合伙)合伙人,安徽康之道生物科技有限公司董事,安徽省三和混凝土有限公司监事。"
11,杨昌辉,女,1974,独立董事,46,博士,"杨昌辉女士:1974年出生,中国国籍,无境外居留权,中共党员,管理学博士、硕士生导师,长期从事会计教学与科研工作,先后主持多项国家级及省部级课题,曾在美国威斯康星大学欧克莱尔分校担任访问学者。历任合肥合锻智能制造股份有限公司独立董事。现任本公司独立董事,合肥工业大学管理学院会计系副教授,兼任中国会计学会高等工科院校分会会员。"
12,陈书明,男,1962,"监事会主席,非职工监事",58,大专,"陈书明先生:1962年出生,中国国籍,无境外居留权,中共党员,经济师,大专学历。1982年参加工作,历任安徽省塑料工业公司副科长、科长、副总经理,安徽辉隆集团新力塑业有限公司总经理,安徽辉隆集团新力化工有限公司常务副总经理、总经理、董事长,历任安徽辉隆投资集团有限公司党委委员。现任本公司监事会主席。"
13,肖本余,男,1964,非职工监事,56,本科,"肖本余先生:1964年出生,中国国籍,无境外居留权,中共党员,经济师,本科学历。1985年参加工作,历任安徽省供销社业务处副主任科员、主任科员,安徽省供销社科技工贸公司副总经理,安徽天宏科技工贸有限公司副总经理、总经理,安徽辉隆瑞美福农化集团有限公司董事、副董事长,安徽辉隆农资集团股份有限公司资产管理部副经理、人力资源部经理。现任本公司监事、党总支办主任,安徽辉隆投资集团有限公司纪委委员。"
14,郭毅,女,1981,职工监事,39,硕士,"郭毅女士:1981年出生,中国国籍,无境外居留权,中共党员,硕士学位。2004年参加工作,历任安徽辉隆集团瑞丰化肥有限公司总经理助理,副总经理,安徽辉隆农资集团股份有限公司进出口事业部常务副总经理,国际事业一部常务副总经理、总经理。现任本公司党总支第三支部委员、监事,江苏辉隆宜成农业科技有限公司董事长。"
