,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,王东,男,1972,"董事长,法定代表人,非独立董事",48,硕士,"王东先生,1972年5月生,硕士,高级工程师。1996年7月至2004年11月在云南省第四建筑工程公司工作,先后任主任科员、企业发展部主任;2004年11月至2008年06月,在云南建工城建投资开发有限公司工作,任副总经理(其中,2005年4月至2008年6月借调至云南省城市建设投资有限公司);2008年6月至2011年7月,在云南省城市建设投资有限公司工作,任总经理助理;2011年7月至2017年11月,在云南省城市建设投资集团有限公司工作,先后任总裁助理、工会主席、副总裁;2017年11月至2020年1月,在云南省国有资本运营有限公司工作,任总裁、副董事长;2020年1月至今,在云南省投资控股集团有限公司工作,任副总裁。2020年5月25日,任云南云投生态环境科技股份有限公司董事职务。2020年5月26日任云南云投生态环境科技股份有限公司董事长职务。"
1,申毅,男,1978,"总经理,非独立董事",42,硕士,"申毅先生,董事、总经理。1978年11月生,硕士研究生。2003年9月至2004年9月在云南省开发投资有限公司融资企划部工作;2004年9月至2010年4月在云南省投资控股集团有限公司财务管理部工作,其间2009年4月至2010年4月在云南勐象竹业有限公司工作;2010年5月至2013年7月30日在云南省投资控股集团有限公司经营管理三部工作。2013年8月起至今任公司副总经理,2018年2月至今任公司党委委员。2018年7月起任公司董事、总经理。2020年4月暂由申毅先生履行云南云投生态环境科技股份有限公司董事长职权。"
2,陆刚,男,1973,副总经理,47,本科,"陆刚先生,副总经理。1973年4月生,本科学历,注册造价工程师。1995年7月至2001年3月在云南省第二安装工程公司工作;2003年8月至2007年2月在华昆工程造价咨询有限公司工作;2009年1月至2010年2月在云南城投项目管理公司海埂会议中心项目建设指挥部工作;2010年4月至2011年3月在云南天景房地产开发有限公司工作;2011年3月至2014年2月任云南云投建设有限公司审计法务部经理,期间2011年3月至2013年2月在西双版纳云投建设泛亚置业有限公司工作;2014年2月至2017年12月在云南省投资控股集团有限公司内审部、风险管控部工作;2017年12月至2018年11月任云南云投生态环境科技股份有限公司风控总监;2018年11月至今任云南云投生态环境科技股份有限公司成控总监,2019年4月至今任公司副总经理。"
3,徐洪尧,男,1965,"副总经理,非独立董事",55,中专,"徐洪尧先生:董事、副总经理。1965年3月出生,中专学历,园林绿化高级工程师。1994年1月至2003年4月在浙江绍兴从事苗圃个体户经营;2003年4月至2014年3月任云南洪尧园林绿化工程有限公司董事长兼总经理;2014年4月至今任云南洪尧园林绿化工程有限公司负责人,2017年11月起任公司董事、副总经理。"
4,付键,男,1977,非独立董事,43,硕士,"付键先生,1977年6月生,中国党员,硕士;工程师,三级企业人力资源管理师。1997年7月至2007年2月先后任云南云景林纸股份有限公司热电分厂班长、值班长、工艺工程师,企业管理部绩效考核管理岗;2007年2月至2010年11月先后任云南勐象竹业有限公司综合部人力资源部副经理;2010年11月至2011年6月先后任云南省投资控股集团有限公司组织人事部部长助理、副部长,2016年11月至今任云南省投资控股集团有限公司经营管理部副总经理,其中2019年8月至今兼任中视云投文化旅游产业投资有限公司副总经理。2020年4月起任职云南云投生态环境科技股份有限公司非独立董事。"
5,谭仁力,男,1977,"非独立董事,董事会秘书",43,硕士,"谭仁力先生:董事、董事会秘书。1977年2月生,硕士,园林绿化副高级工程师。1998年7月至2007年11月先后任云南云景林纸股份有限公司热电分厂班长,研发部动力工程师、设备工程师,研发部副经理;2007年11月至2009年5月借调至云南省投资控股集团有限公司林投筹备组;2009年5月至2012年2月先后任云南省林业投资有限公司董事会秘书,发展战略部部长,综合部负责人,人力资源部负责人,贸易部负责人。2012年3月起任公司副总经理,2012年8月起任公司董事会秘书。2013年4月至2017年11月任公司董事。2018年9月起任公司董事。"
6,王光中,男,1954,非独立董事,66,本科,"王光中先生:董事。1954年7月生,本科。1970年9月至1983年5月就职于云南化工机械厂;1983年5月至1992年11月就职于昆明市委党史研究室;1992年11月至2001年9月曾任昆明市外经委机关党委副书记;2001年10月至2004年6月曾任昆明市外经局机关党委书记;2004年6月起在昆明市商务局工作,先后任副局长、局长、党组书记,2009年7月退休;2010年3月进入云南绿大地生物科技股份有限公司担任常务副总经理,2010年5月至2012年3月任公司总经理。2010年5月起任公司董事。"
7,纳超洪,男,1977,独立董事,43,博士,"纳超洪先生:独立董事。1977年生,财务管理博士,全国会计领军(后备)人才,教授,博士生导师。中国国籍,无境外永久居留权。纳超洪先生曾任云南财经大学MBA中心副主任,商学院院长助理。现任云南财经大学会计学院教授、财务研究所所长、公司独立董事。"
8,尚志强,男,1966,独立董事,54,博士,"尚志强先生:独立董事。1966年7月生,经济学博士,注册会计师。1984年9月至1991年7月,任南京市财经学校讲师兼校团委书记;1992年12月至1995年12月,任上海新世纪投资服务有限公司咨询部副经理;1997年1月至2000年4月,任上海证券交易所市场发展部经理;2000年5月至2002年11月,任上海上市公司资产重组领导小组办公室重组发展处负责人;2002年12月至2006年2月,先后任上海市金融服务办公室上市重组处处长助理、副处长;2006年3月至2010年8月,任上海万业企业股份有限公司董事、总经理;现任上海朴易投资管理有限公司执行董事、上海朴易资产管理有限公司执行董事、上海天谷生物科技股份有限公司副董事长等职务。2013年4月起任公司独立董事。"
9,周洁敏,女,1968,独立董事,52,博士,"周洁敏女士:独立董事。1968年10月出生,博士、高级咨询工程师、教授级高级工程师,曾任浙江省开化林场技术员,国家林业局调查规划设计院助理工程师、工程师、高级工程师。现任国家林业局调查规划设计院教授级高工、全国营造林标准化技术委员会秘书长、北京林业大学兼职教授,博硕士导师、四川国光农化股份有限公司独立董事,2015年5月起任公司独立董事。"
