,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,刘明,男,1978,执行总裁,42,硕士,"刘明,男,1978年生,硕士研究生学历。现任公司海洋食品业务群执行总裁、海参新零售事业部总经理、加盟专卖中心总监、水世界(上海)网络科技有限公司总经理。2015.11-2016.01,任本公司营销业务群顾客经营中心加盟专卖分中心大连销区经理;2016.01-2016.06,任本公司顾客经营中心加盟专卖分中心总监、大连销区经理;2016.06-2017.01,任本公司顾客经营中心加盟专卖分中心总监、餐饮分中心总监、大连销区经理;2017.01-2018.07,任本公司海参食品事业部总经理、海参食品事业部大连销区经理;2018.07-2018.12,任本公司海参食品事业部总经理;2018.12-2019.04,任本公司海洋食品业务群执行总裁常务助理、新业态业务群执行总裁助理、海参食品事业部总经理;2019.04-2019.07,任本公司海洋食品业务群执行总裁常务助理、新业态业务群执行总裁助理、海参食品事业部总经理、水世界(上海)网络科技有限公司总经理;2019.07-2019.11,任本公司海洋食品业务群执行总裁常务助理、海参新零售事业部总经理、加盟专卖中心总监、水世界(上海)网络科技有限公司总经理;2019.11至今,任公司海洋食品业务群执行总裁、海参新零售事业部总经理、加盟专卖中心总监、水世界(上海)网络科技有限公司总经理。"
1,吴厚刚,男,1964,"总裁,法定代表人",56,硕士,"吴厚刚,男,1964年生,研究生学历,硕士学位,北京大学光华管理学院EMBA,高级工程师,会计师。现任公司董事长、总裁,兼任中国水产流通与加工协会副会长、大连市工商业联合会副主席、大连海参商会会长。2001.02-2002.06,任辽宁省大连市獐子岛镇党委书记。"
2,金显利,男,1970,董事,50,初中,"金显利,男,1970年生,初中学历。现任大连市长海县獐子岛镇大耗村村委会主任。2016.03至今,任大连市长海县獐子岛镇大耗村村委会主任。"
3,罗伟新,男,1978,董事,42,大专,罗伟新：男，1978年生，大学专科学历，现任职于上海和襄投资管理有限公司。2010.06-2014.05，任深圳市缤纷四季商贸管理有限公司总经理；2014.08-2016.06，任广东亘达资产管理有限公司总经理。
4,王涛,男,1968,董事,52,大专,"王涛,男,1968年生,大专学历,曾任大连獐子岛渔业集团潜水服务公司财务主管,2002年11月至今,任长海县獐子岛投资发展中心财务主管、财务部经理。2016.05至今,任公司董事。"
5,邹建,男,1971,董事,49,本科,"邹建:男,1971年生,本科学历。现任职于长海县獐子岛投资发展中心。2009.01-2011.10,任公司财务总监;2011.10-2012.12,任公司高级会计师;2012.12-2016.01,任公司总裁助理;2016.01至2016.04,任公司休闲渔业业务群执行总裁。"
6,阎忠吉,女,1980,"董事会秘书,总裁助理",40,硕士,"阎忠吉,女,1980年生,中国国籍,研究生学历,经济学硕士学位,金融经济师,已取得董事会秘书资格证书。2009.06-2011.05,任本公司总裁办公室发展研究员;2011.05-2012.05,任本公司证券事务部投资分析员;2012.05-2014.09,任本公司证券事务代表;2014.09-2017.05,任本公司证券事务代表兼任投资证券部副经理(主持工作);2017.06至今,任本公司证券事务代表兼任投资证券部经理。2019年11月1日至今,担任獐子岛集团股份有限公司董事会秘书兼总裁助理。"
7,陈本洲,男,1963,独立董事,57,本科,"陈本洲,男,中国国籍,1963年生,本科学历,高级工程师,已取得独立董事任职资格证书。现任天祥集团中国东北区高级总监。历任大连海洋大学教师,辽宁省出入境检验检疫局水产科科长、注册处处长、高级工程师,摩迪国际认证公司HACCP全球项目经理、东北区总经理、高级培训讲师,天祥集团中国区食品业务线总经理;2004.03至2007.03、2016.05至今,任公司独立董事。"
8,陈艳,女,1961,独立董事,59,博士,"陈艳,女,1961年生,博士,教授,博士生导师,中国注册会计师,国家留学基金委公派美国访问学者和澳大利亚访问教授,国家级双语示范课程负责人,已取得独立董事任职资格证书。曾任美国会计学会年会评审专家、国家留学基金委评审专家、中国博士后科学基金评审专家、国内外多家顶级期刊的评审专家。"
9,龙湘鞍,男,1969,独立董事,51,硕士,"龙湘鞍,男,1969年生,硕士研究生学历,尚未取得独立董事资格证书,已书面承诺参加最近一次独立董事培训并取得深圳证券交易所认可的独立董事资格证书。现任万达商业管理集团有限公司乌鲁木齐区域公司区域总经理。历任北京华联集团股份有限公司区域总经理、四川梅西百货集团股份有限公司副总裁、领地房地产集团股份有限公司副总裁。2019年12月30日起担任獐子岛集团股份有限公司独立董事。"
