,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,傅光明,男,1953,"董事长,法定代表人,非独立董事",67,--,"傅光明,男,1953年出生,中国国籍,无境外永久居留权。傅光明是公司创始人,现任公司董事长,兼任福建圣农控股集团有限公司董事、福建圣农食品有限公司董事、福建欧圣农牧发展有限公司董事长、福建圣农发展(浦城)有限公司执行董事、欧圣实业(福建)有限公司董事长、福建海圣饲料有限公司董事,中华全国工商业联合会农业产业商会常务理事、中国光彩事业促进会理事、中国畜牧业协会副会长、中国畜牧业协会禽业分会会长、白羽肉鸡联盟主席、福建省工商联副主席、福建省南平市工商联主席兼慈善总会会长。曾任中国人民政治协商会议第八届福建省委员会委员;曾获福建经济“年度杰出人物”称号、海峡西岸经济区建设突出贡献奖、全国劳动模范、第五届全国优秀创业企业家、优秀中国特色社会主义事业建设者、“CCTV2007年度十大三农人物”、福建省突出贡献企业家等多项荣誉。"
1,傅芬芳,女,1980,"总经理,非独立董事",40,硕士,"傅芬芳,女,1980年出生,中国国籍,无境外永久居留权,硕士研究生学历。现任公司董事、总经理,兼任福建圣农控股集团有限公司董事长、福建圣农食品有限公司董事长、江西圣农食品有限公司执行董事、福建欧圣农牧发展有限公司董事、福建圣大绿农食品有限公司执行董事、福建省美辰投资有限公司执行董事、福建日圣食品有限公司董事长、福建华圣房地产开发有限公司监事、福建省美其乐餐饮有限公司执行董事、福建省圣新能源股份有限公司董事长、欧圣实业(福建)有限公司董事。傅芬芳女士现任中华全国工商业联合会第十二届执行委员会委员,福建省第十三届人民代表大会代表,福建省工商业联合会常委,福建省青年闽商联合会常务副会长,中国民主建国会南平市委员会副主任委员,福建省农村青年致富带头人协会会长。傅芬芳女士曾获多项荣誉,主要有:2006年度福建省优秀青年企业家称号,2009年度“福建省优秀女民营企业家”荣誉称号,2009年福建省十大杰出青年企业家荣誉称号,2010年荣获福建省五一劳动奖章,第七届“福建青年五四奖章”荣誉称号,2013年福建省劳动模范称号,2015年福建省民建社会服务工作优秀个人奖,2016中国年度公益人物奖,2016年福建省非公有制经济优秀建设者荣誉称号,2018年被评为第十七届福建省优秀企业家。"
2,廖俊杰,男,1986,"副总经理,董事会秘书",34,硕士,"廖俊杰,男,1986年出生,中国国籍,无境外永久居留权,硕士研究生学历。廖俊杰先生已取得深圳证券交易所颁发的董事会秘书资格证书。廖俊杰先生于2008年进入公司证券部工作,参与了公司上市筹备、公司向特定对象非公开发行股票、公司债券发行、公司发行股份购买资产等多项再融资和资产重组工作,曾任公司证券事务代表、证券部副总监,现任公司副总经理、董事会秘书,兼任嘉合基金管理有限公司监事、浦城县圣农伊博蛋白饲料有限公司监事、福建圣农食品(浦城)有限公司监事、福建省绿屯生物科技有限公司监事。"
3,陈榕,女,1970,"副总经理,非独立董事",50,硕士,"陈榕,女,1970年出生,中国国籍,无境外永久居留权,硕士研究生学历,高级会计师,经济师。陈榕女士曾就职于福建银德咨询评估公司、招商银行福州分行等单位;2001年进入本公司,曾任公司财务总监,现任公司董事、副总经理,兼任福建欧圣农牧发展有限公司董事、欧圣实业(福建)有限公司董事。"
4,陈剑华,男,1973,"副总经理,非独立董事",47,硕士,"陈剑华:1973年出生,中国国籍,无境外永久居留权。北京大学光华管理学院EMBA硕士学位。陈剑华先生曾就职于福建华兴证券公司、福建省资信评估公司、华泰证券有限责任公司等多家金融企业单位,负责多家上市公司的股份制改制、股票发行上市和企业收购兼并工作;2002年进入公司工作。现任本公司副总经理兼董事会秘书,兼任福建海圣饲料有限公司董事、嘉合基金管理有限公司董事、 上海银龙食品有限公司董事。于2018年7月因换届辞去公司董事会秘书的职务。"
5,Julian Juul Wolhardt,男,1973,非独立董事,47,本科,"华裕能(Julian Juul Wolhardt):1973年出生,丹麦国籍。学士学位,注册会计师(CPA),美国注册管理会计师(CMA)。Julian Juul Wolhardt先生现任公司第五届董事会董事,并于2017年创立德弘资本集团,现任首席执行官一职。2006年加入KKR,现任合伙人一职,主管大中华地区(中国及台湾)业务。华裕能先生曾先后就职于Lazard Freres的合并收购组、Coopers & Lybrand’s金融咨询公司、摩根士坦利的私募基金部门、 KKR。"
6,周红,男,1963,董事,57,本科,"周红,男,1963年出生,中国国籍,无境外永久居留权。本科生学历。现任公司全资子公司福建圣农食品有限公司董事兼总经理,兼任福建圣农食品(浦城)有限公司总经理、福建圣大绿农食品有限公司监事、江西圣农食品有限公司总经理。周红先生自1993年进入福建省光泽县种鸡场工作,曾任总经理。"
7,杜兴强,男,1974,独立董事,46,博士,"杜兴强:中国国籍,身份证号码为1427231974********,无境外永久居留权,男,1974年1月生,毕业于厦门大学会计系,会计学博士。2001年8月开始任教于厦门大学会计系,现任厦门大学会计系教授、博士生导师,美国哥伦比亚大学访问学者;入选“国家百千万人才工程”与“教育部首届新世纪优秀人才计划”,被授予“国家有突出贡献中青年专家”等称号;曾获教育部人文社会科学优秀成果一等奖、教育部霍英东高等院校青年教师奖一等奖、福建省社科优秀成果一等奖等,教学成果曾获得国家级教学成果二等奖及福建省教学成果一等奖;曾任全国青联委员与福建省青联常委;同时担任宋都基业投资股份有限公司独立董事、福建圣农发展股份有限公司、浙江卧龙地产股份有限公司及本公司独立董事。"
8,何秀荣,男,1957,独立董事,63,博士,"何秀荣:1957年出生,中国国籍,无境外居留权,博士,教授、博士生导师。何秀荣先生已于2014年5月参加深圳证券交易所独立董事培训并取得独立董事资格证书。何秀荣先生研究成果曾获国家农业部软科学一等奖2项和三等奖1项、获国家商务部经贸研究三等奖2项,获首届和第五届中国农村发展研究奖等荣誉。2005年获国务院特殊津贴专家。1991年12月至2001年7月曾任中国农业大学经济管理学院副院长、院长等职务,曾任山东省“泰山学者”特聘教授。现任中国农业大学经济管理学院教授、博士生导师(农业经济学科带头人)、中国农业大学图书馆馆长、中国农业大学农产品市场研究中心主任。"
9,王栋,男,1956,独立董事,64,硕士,"王栋,男,1956年出生,中国国籍,无境外永久居留权,硕士研究生导师。王栋先生承诺将参加最近一次独立董事培训并取得深圳证券交易所认可的独立董事资格证书。王栋先生现任中国兽医药品监察所研究员、北京市微生物学会兽医专业委员会理事。"
10,张玉勋,男,1975,"监事会主席,股东代表监事",45,硕士,"张玉勋:1975年出生,中国国籍,无境外永久居留权。硕士研究生学历。张玉勋先生曾就职于中国电子进出口湖南公司、百胜咨询(上海)有限公司,现任公司监事会主席兼品管部总监。"
11,龚金龙,男,1975,股东代表监事,45,--,"龚金龙,男,1975年出生,中国国籍,无境外永久居留权。现任公司全资子公司福建圣农发展(浦城)有限公司总经理,兼任浦城县圣农伊博蛋白饲料有限公司董事。"
12,叶蔚,女,1975,职工代表监事,45,本科,"叶蔚:女,1975年出生,中国国籍,无境外永久居留权。本科学历。叶蔚女士于1997年进入福建省圣农实业有限公司工作,历任福建省圣农实业有限公司肉鸡加工厂副厂长、公司销售部经理,现任公司品管部副总监,具有丰富的肉鸡品质管理经验。"
13,林奇清,男,1969,财务总监,51,--,林奇清：1969年出生，中共党员，中级职称，中国国籍，无境外永久居留权。林奇清先生自1991年至1994年2月在福建省兽药厂任成本会计，1994年3月至2002年12月在福建省圣农实业有限公司任成本会计、主办会计，2003年至今历任本公司财务主办、财务经理、会计部总监，现任本公司财务总监，兼任福建欧圣农牧发展有限公司监事、福建圣农发展（浦城）有限公司监事、欧圣实业（福建）有限公司监事、福建海圣饲料有限公司监事。
