,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,杨林,男,1963,"董事长,法定代表人,董事",57,硕士,"杨林:男,1963年出生,研究生学历。历任合肥变压器二厂副厂长、厂长;合肥市教育工业公司经理;合肥城市教育投资发展有限公司副总经理、总经理;合肥市青年企业家协会(合肥市青年国际商会)副会长;安徽国风塑业股份有限公司董事长、总经理;合肥供水集团公司总经理。曾获“合肥市十佳青年企业家”等荣誉称号。现任合肥丰乐种业股份有限公司董事长、党委书记,合肥城市教育投资发展有限公司董事、总经理。"
1,戴登安,男,1973,"总经理,董事",47,大专,"戴登安:男,1973年生,大专文化,中共党员,会计师、中国非执业注册会计师。历任合肥百货大楼集团股份有限公司财务部部长、副总会计师、财务负责人、董事、副董事长、总经理、总会计师、财务负责人、董事会秘书、党委委员,安徽百大电器连锁有限公司董事长,安徽百大乐普生商厦有限责任公司执行董事。现任合肥科技农村商业银行股份有限公司董事、合肥城市通卡股份有限公司董事、合肥丰乐种业股份有限公司党委副书记。"
2,胡华海,男,1971,副总经理,49,高中,"胡华海:男,1971年12月出生,高中专学历,中共党员。1992年7月参加工作,历任合肥四方集团操作工、技术员、车间副主任、主任、分厂厂长等工作;1999年12月起在合肥四方磷复肥有限公司工作,先后担任副总经理、董事长兼总经理、党委副书记等职务;2011年3月起任安徽小松工程机械有限公司总经理等职务。2014年6月起任安徽丰乐农化有限公司管理总监、副总经理、执行董事兼总经理等职务。"
3,李卫东,男,1969,副总裁,51,大专,"李卫东:男,1969年3月出生,汉族,大专学历,中国注册会计师,1996年7月至2003年5月在安徽精诚会计师事务所审计员、审计部主任,2003年5月起加入丰乐种业,现任合肥丰乐种业股份有限公司副总经理。历任公司管理总监、副总会计师、计划财务部部长、水稻种子事业部总经理。"
4,罗松彪,男,1962,"常务副总经理,董事",58,本科,"罗松彪:男,1962年2月出生,党员,大学学历,高级农艺师。现任合肥丰乐种业股份有限公司董事、党委委员、常务副总经理。曾任肥东县种子公司良繁股长、副经理、经理、书记,肥东丰乐种业有限责任公司总经理、书记,合肥丰乐种业股份有限公司副总经理兼油料事业部经理、经济作物专业公司执行董事、丰乐农科院院长。"
5,王浩波,男,1964,"副总经理,董事",56,博士,"王浩波:男,1964年生,博士,九三学社社员,农业技术推广研究员。1982年参加工作,曾担任河南内乡教育系统马山高中生物学教师、河南郑州市蔬菜研究所科研工作、合肥市农科所西瓜抗病育种课题主持人。1997年进入丰乐种业公司,历任丰乐现代农科所新技术研究室主任、丰乐种业农科院项目部主任、院长助理、瓜类研究所所长,玉米瓜菜种子事业部副总经理、瓜菜小麦种子事业部副总经理、丰乐种业农科院院长,2012年6月起任公司总农艺师兼农业技术研究院院长,2018年11月起任公司副总经理。2019年5月起任合肥丰乐种业股份有限公司董事。"
6,沈良红,男,1962,副总经理,58,硕士,沈良红先生：1962年10月出生，汉族，中共党员，研究生学历，高级工程师。历任合肥化工仪表车间技术员、团支部书记；合肥城改热力实验公司生产技术部工程师、生产技术部主任、副经理；2001年10月至2007年11月，任合肥市热力公司总经理、合肥天源热电有限公司董事长、合肥众诚热电有限公司董事长、安徽安能热电股份有限公司董事长；2007年11月至2010年6月任合肥热电集团有限公司董事长、总经理、党委书记，2010年6月起抽调合肥市国资委负责招商引资工作。
7,顾晓新,女,1968,董事会秘书,52,本科,顾晓新女士：1968年11月生，中共党员，大学本科学历，现任合肥丰乐种业股份有限公司董事会秘书。1992年7月至2003年2月，在《淮北日报》从事党报新闻采编工作；2003年3月至2007年5月，就职于《证券日报》驻安徽记者站，任常务副站长。
8,刘有鹏,男,1954,独立董事,66,博士,"刘有鹏:男,1954年11月生,经济学博士、教授、高级经济师。曾任安徽省教育厅高校招生办公室主任、上海鹏欣集团现代农业公司副总经理、安徽古井贡酒股份有限公司独立董事、合肥美菱股份有限公司独立董事、安徽全柴股份有限公司独立董事。现任合肥丰乐种业股份有限公司独立董事,上海商学院教师。2020年4月23日起任安徽全柴动力股份有限公司独立董事。"
9,赵定涛,男,1955,独立董事,65,硕士,"赵定涛先生:1955年1月出生,中国科学技术大学管理学院教授、博士生导师,中国科学技术大学可持续发展与创新研究中心主任。主要研究方向:战略管理与政策分析、环境与可持续发展管理。现任合肥市肥西县农村商业银行独立董事、丰乐种业独立董事、安徽绿色文化学会副会长、本公司独立董事。2019年1月31日辞去亚夏汽车股份有限公司独立董事职位。"
10,卓敏,女,1968,独立董事,52,硕士,"卓敏:女,中国国籍,未拥有境外永久居留权,1968年5月生,硕士研究生学历。主要从事高等会计教学与研究工作。现任本公司独立董事,安徽财经大学会计学院教授。同时兼任合肥丰乐种业股份有限公司独立董事,中粮生物科技股份有限公司独立董事,众泰汽车股份有限公司独立董事。其担任本公司第二届董事会董事的任期为2018年7月至2021年7月。"
11,费皖平,男,1979,"监事会主席,监事",41,硕士,"费皖平:男,1979年12月出生,硕士研究生文化,中共党员。2001年7月参加工作,历任安徽省合肥市第二中学高中化学教师、班主任、化学教研组长等工作,2009年8月起在安徽省合肥汽车客运有限公司工作,先后担任公司办公室副主任、人力资源部副部长、办公室主任等职务,2012年3月起任公司人力资源部部长。现任合肥丰乐种业股份有限公司纪委书记、党委委员。"
12,吴义兵,男,1969,监事,51,硕士,"吴义兵先生:1969年11月生,硕士,中共党员。现任合肥丰乐种业股份有限公司监事、玉米种子事业部总经理。曾任合肥市种子公司业务员,丰乐种业西瓜部经理助理、副经理;丰乐种业销售公司经理、运营部主任;丰乐种业二届监事会监事;丰乐种业总经理助理、瓜菜公司总经理。"
13,李旭,女,1975,职工代表监事,45,大专,"李旭女士:1975年11月出生,中共党员,大专,政工师。1993年9月参加工作,历任合肥丰乐种业股份有限公司政务中心主任助理、副主任、主任,现任合肥丰乐种业股份有限公司职工监事、人力资源部部长(党群办公室主任)。"
14,孙余江,男,1966,总会计师,54,大专,孙余江先生：1966年9月出生，中共党员，大专学历，会计师，现任合肥丰乐种业股份有限公司总会计师（财务负责人）。曾任长丰县双墩面粉厂车间会计、财务科主办会计、财务科长，安徽丰大股份有限公司财务部经理、副总经理。
