,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,薛华,男,1970,"董事长,总经理,法定代表人,董事",50,硕士,"薛华,男,1970年出生,中国国籍,无境外永久居留权,工程师。1992年毕业于华中农业大学水产学院特种水产养殖专业;1995年获中山大学生命科学院动物学硕士学位。公司创始人之一,现任公司董事长和总裁(总经理)及公司控股股东广州市海灏投资有限公司执行董事。先后担任中国饲料工业协会常务副会长、中国现代渔业职教集团理事长、中国农村青年致富带头人协会副会长、广东省高新技术协会理事长、广东省农业科技创新联盟副理事长、广东省饲料行业协会副会长、广东省渔业协会副会长、广东省青年科学家协会副会长、广东省陕西商会常务副会长、广州市第十四届人大代表、广州市第十一届政协委员、广州市工商联第十五届执行委员会副主席、广州市农业龙头企业协会会长、广州市饲料行业协会荣誉会长、番禺区工商联副会长、番禺区厂商会副主席。先后被农业部、中国饲料工业协会和中国农学会评为“中国饲料企业领军人物”、“全国三十位优秀创业企业家”和“中国农学会农业产业化分会2012-2013年度优秀企业家”,被广东广播电视台评为“2017年广东十大经济风云人物”,被广东省企业家联合会评为“2011年度广东省优秀企业文化突出贡献领导称号”,被广州市政协授予“广州市第二届优秀中国特色社会主义事业建设者称号”,被广州市企业联合会评为“广州市改革开放30年企业最受尊敬企业家”,2018年被新财富评选为“上市公司最佳领航人”,荣获2018年度番禺区杰出产业人才二等奖等荣誉。"
1,许英灼,男,1968,"副董事长,董事",52,硕士,"许英灼:男,1968年出生,中国国籍,无境外永久居留权,畜牧师。1991年毕业于华南农业大学畜牧专业,获学士学位,后获巴黎HEC商学院工商管理硕士学位。公司创始人之一,现任公司董事、副总经理。于2019年7月15日因换届辞去广东海大集团股份有限公司副总经理。"
2,陈中柱,男,,副总裁,--,硕士,"陈中柱,男,2019年毕业于厦门大学,获得高级管理人员工商管理硕士学位。2004年加入公司工作,现任公司副总裁(副总经理)兼虾特事业部总经理。2019年7月起任广东海大集团股份有限公司副总经理。"
3,程琦,男,,"常务副总经理,董事",--,硕士,"程琦,男。无境外永久居留权。2002年毕业于华中科技大学自动化专业;2005年至2008年就读中山大学世界经济专业,获硕士学位;2013年至2015年就读中欧国际工商学院EMBA,获工商管理硕士学位。2002年至2010年间在广州宝洁有限公司历任工艺工程师、运营经理、供应链经理及技术总监;2010年至2017年在爱索尔包装有限公司历任担任东亚太区运营总监及全球供应链总监。2017年3月进入公司工作,现任董事、常务副总裁(副总经理)兼华南大区总经理。2019年7月起任广东海大集团股份有限公司董事、常务副总经理。"
4,江谢武,男,1968,副总裁,52,硕士,"江谢武,男,1968年出生,中国国籍,无境外永久居留权,水产养殖工程师。1992年毕业于华中农业大学水产学院特种水产专业,其后就读中山大学水产动物营养专业研究生班及华南理工大学EMBA。2004年加入公司,现任公司副总裁(副总经理)兼水产苗种/预混料事业部总经理。任广州市农业龙头企业理事、湛江虾苗协会副会长。2019年7月起任广东海大集团股份有限公司副总经理。"
5,刘国祥,男,,副总裁,--,本科,"刘国祥,男,助理研究员。1992年毕业于华中农业大学水产系特种水产专门化专业。2004年加入公司,现任公司副总裁(副总经理)兼华中大区总经理。任湖北省饲料工业协会副会长。2019年7月起任广东海大集团股份有限公司副总经理。"
6,米国成,男,,副总裁,--,本科,"米国成,男,毕业于西南农业大学淡水渔业专业。2010年加入公司,现任公司副总裁(副总经理)兼生猪养殖事业部总经理。2019年7月起任广东海大集团股份有限公司副总经理。"
7,钱雪桥,男,1967,"副总裁,总工程师",53,博士,"钱雪桥,男,1967年出生,中国国籍,无境外永久居留权,副教授,获中科院水生生物研究所理学博士学位。先后主持或参加湖北省自然科学基金项目“羽毛蛋白在渔用饲料中的开发与利用”、淡水生态与生物技术国家重点实验室开发课题“营养水平和营养史对鱼类生长和活动的影响、异育银鲫的摄食行为与化学感觉研究、主要淡水养殖鱼类对植物蛋白的利用研究”、国家自然科学基金项目“肉食性鱼类和杂食性鱼类饲料蛋白需求的比较营养能量学研究”、农业部948项目“匙吻鲟人工繁殖与规模化养殖”等,共发表论文二十多篇,其中三篇发表于国际刊物并被SCI收录。2004年加入公司,主要从事水产动物营养与饲料学研究及新型饲料添加剂的开发,现任公司副总裁(副总经理)兼总工程师。2019年7月起任广东海大集团股份有限公司副总经理。"
8,杨少林,男,1974,"副总裁,财务总监",46,硕士,"杨少林,男,1974年出生,中国国籍,无境外永久居留权,硕士研究生学历,毕业于中山大学工商管理专业,高级会计师、注册会计师、注册税务师。入选广东省科技厅高新技术企业评审专家库。2008年12月至2012年4月任开易控股有限公司 (KEEHOLDINGS COMPANY LIMITED (HK.02011)) 执行董事、CFO、联席秘书。2016年5月、6月至今分别任广东管理会计师协会监事、中山大学管理学院会计专业硕士校外导师。2012年4月加入公司,现任公司副总裁(副总经理)兼财务总监。2019年7月起任广东海大集团股份有限公司副总经理。"
9,黄志健,男,1978,"副总经理,董事会秘书",42,本科,"黄志健,男,1978年出生,中国国籍,无境外永久居留权,会计师,本科学历。2004年加入公司,现任公司副总裁(副总经理)兼董事会秘书。"
