,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,程立力,男,1965,"董事长,总裁,法定代表人,董事",55,硕士,"程立力先生,1965年出生,中国国籍,无永久境外居留权,华南农业大学动物营养专业硕士。公司创始人,曾供职于江苏省家禽科学研究所。现任立华股份董事长、总裁。"
1,劳全林,男,1968,副总裁,52,硕士,"劳全林先生,1968年出生,中国国籍,无永久境外居留权,湖南农业大学硕士研究生。曾供职于太仓广东温氏有限公司。现任立华股份副总裁。"
2,沈琴,女,1969,"副总裁,董事,财务总监",51,本科,"沈琴女士,1969年出生,中国国籍,无永久境外居留权,安徽师范大学财务管理专业学士。曾供职于安徽蚌埠天原集团、常州市武进区新苑宾馆。现任立华股份董事、副总裁、财务总监。"
3,魏凤鸣,男,1965,"副总裁,董事",55,本科,"魏凤鸣先生,1965年出生,中国国籍,无永久境外居留权,江苏农学院畜牧专业学士。曾供职于南京市畜牧家禽科学研究所。现任立华股份董事、副总裁。"
4,张康宁,男,1963,副总裁,57,大专,"张康宁先生,1963年出生,中国国籍,无永久境外居留权,南京农业大学专科毕业,立华股份核心技术人员。曾供职于南京农业大学、宣城华大家禽育种公司、安徽芜湖家禽育种公司。现任立华股份副总裁兼技术部总经理、中国畜牧兽医学会家禽学分会理事、中国畜牧业协会鹅业工作委员会主席。"
5,虞坚,男,1971,"董事,董事会秘书",49,本科,"虞坚先生,1971年出生,中国国籍,拥有新西兰永久居留权,上海外国语大学英语专业本科。曾供职于常高新集团有限公司、常州市高新区管委会招商局、新西兰《中文先驱报》。现任立华股份董事、董事会秘书。"
6,张路,男,1980,董事,40,硕士,"张路先生,1980年出生,中国国籍,无永久境外居留权,英国南安普顿大学国际金融市场理学硕士。曾供职于中润经济发展有限责任公司、中国信达资产管理有限公司、中国信达资产管理股份有限公司。现任立华股份董事,信达资本管理有限公司总监、信达建信(重庆)股权投资基金管理有限公司法定代表人、董事长、芜湖信达中银资产管理有限公司法定代表人、执行董事兼总经理、远海信达投资管理(天津)有限公司监事、信达财智资本管理有限公司监事、大连东霖食品股份有限公司董事、珠海市大成汇控文化发展有限公司董事、信达国信资本管理(北京)有限公司董事、陕西现代果业集团有限公司董事、吉林省金塔实业(集团)股份有限公司董事、参仙源参业股份有限公司副董事长、董事、深圳市世纪海景资本控股有限公司董事、新疆银隆农业国际合作股份有限公司董事、内蒙古科尔沁牛业股份有限公司董事、武汉文沛生活服务有限公司董事、信达股权投资有限公司法定代表人、监事、苏州摩维天然纤维材料有限公司董事、盐城汉赋产业投资基金管理有限公司董事、信达金誉(上海)投资管理有限公司董事、信达股权投资(天津)有限公司监事、保利智方股权投资基金管理(深圳)有限公司董事、北京正信尚衡投资管理有限公司董事、深圳市远致富海投资管理有限公司董事、宁波中合信达投资管理有限公司董事、广西海升汇盈资产管理有限公司董事、宁波梅山保税港区信合企业管理有限公司法定代表人、经理、执行董事、宁波信合聚力投资合伙企业(有限合伙)合伙人、宁波梅山保税港区佳信共赢企业管理合伙企业(有限合伙)合伙人。"
7,周宏斌,男,1973,董事,47,博士,"周宏斌先生,1973年8月生,中国国籍,1997年获武汉大学工程硕士学位,2000年获复旦大学管理学博士学位。2005年至今就职于君联资本管理股份有限公司,历任投资经理、投资副总裁、投资总监、执行董事职务,现任君联资本管理股份有限公司董事总经理。最近五年,周宏斌先生任Constant Cypress Limited、Gentle Vantage Limited、Sino Glow Limited、江苏立华牧业股份有限公司、上海细胞治疗集团有限公司、上海亚朵商业管理(集团)股份有限公司、密尔克卫化工供应链服务股份有限公司、科美诊断技术股份有限公司、鑫荣懋集团股份有限公司、宁波新湾科技发展有限公司董事;任广州金域医学检验集团股份有限公司、上海健耕医药科技股份有限公司监事。2016年10月27日至今,担任公司董事职务。"
8,李华,男,1970,独立董事,50,博士,"李华先生,汉族,1970年出生,中国国籍,无永久境外居留权,南京大学法学博士。曾任淮海工学院助教、南京大学法学院讲师,现任南京大学法学院副教授。2009年取得上海证券交易所独立董事资格,曾供职于淮海工学院。现任江苏立华牧业股份有限公司独立董事、远大产业控股股份有限公司独立董事、中国法学会商法学研究会理事,中国法学会保险法学研究会理事。"
9,杨宁,男,1964,独立董事,56,博士,"杨宁先生,1964年出生,中国国籍,无永久境外居留权,北京农业大学(现中国农业大学)动物遗传育种专业博士。现任立华股份独立董事;中国农业大学国家畜禽育种工程实验室主任、教授;世界家禽学会执委兼中国分会主席;中国畜牧兽医学会动物遗传育种分会副理事长;国家畜禽遗传资源委员会委员兼家禽专业委员会副主任;农业部家禽品质监督检验测试中心常务副主任;World’sPoultryScienceJournal、PoultryScience等刊物编委;国家杰出青年科学基金、国务院政府特殊津贴和中国青年科技奖获得者;入选新世纪“百千万人才工程”国家级专家和农业科研杰出人才。杨宁先生曾获三次获得国家科技进步二等奖,一次获国家技术发明二等奖,八次获得省部级科技成果奖。"
