,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,罗订坤,男,1982,"董事长,总经理,法定代表人,非独立董事",38,硕士,"罗订坤,男,汉族,1982年10月出生,加拿大曼尼托巴大学国际经济学学士、中国社科院金融研究所研究生,曾任北京天惠参业股份有限公司总经理助理、中国泛海控股集团投行部经理、上海泓鑫置业有限公司副总经理,2009年至2011年5月任湖南泓鑫控股有限公司总经理,2011年6月至今任大湖水殖股份有限公司董事长、总经理。"
1,赵德华,男,1972,执行总经理,48,大专,"赵德华,男,汉族,1972年7月出生,中共党员,大专学历,水产工程师。2000年10月至2002年6月任大湖水殖股份有限公司安乡珊珀湖渔场办公室主任,2002年7月至2004年5月任大湖水殖股份有限公司汉寿安乐湖渔场场长,2004年6月至2004年11月任大湖水殖股份有限公司安乡珊珀湖渔场场长,2004年12月至2009年11月任湖南东湖渔业有限公司董事长,2009年12月至2016年4月任大湖水殖股份有限公司安乡珊珀湖渔场场长;2013年10月任大湖水殖安乡珊珀湖渔业有限公司董事长,2014年6月至2017年2月任大湖水殖股份有限公司总经理助理、大湖水产生态养殖事业部部长,2017年2月至2018年7月任大湖水殖股份有限公司副总经理。2018年7月至今任大湖水殖股份有限公司执行总经理"
2,孙永志,男,1971,"副董事长,非独立董事",49,本科,"孙永志,男,汉族,1971年1月出生,中共党员,大学本科学历,审计师,曾任湖南洞庭水殖股份有限公司财务部副部长、部长、财务总监、副总经理,大湖水殖股份有限公司财务总监、副总经理,执行副总经理。2014年6月至2017年7月任大湖水殖股份有限公司总裁,2017年7月至今任大湖水殖股份有限公司副董事长。"
3,陈克忠,男,1968,副总经理,52,本科,"陈克忠,男,汉族,1968年9月出生,中共党员,毕业于大连海洋大学淡水渔业专业,获农学学士学位,水产高级工程师。1996年至1999年在华容县水产技术推广站工作,1999年至2003年任华容县国营东湖渔场副场长,2003年至2004年10月任湖南东湖渔业有限公司东湖分公司经理,2004年10月至2005年10月任大湖水殖股份有限公司种苗中心经理,2005年10月至2006年10月任大湖股份水产事业部副部长,2006年10月至2008年3月大湖水殖股份有限公司西湖渔场场长,2008年3月至2009年11月任湖南洞庭渔业有限公司董事长、总经理,2009年11月至2015年3月任安徽黄湖渔业有限公司董事长、总经理,现任安徽黄湖渔业有限公司董事长、大湖水环境治理股份有限公司董事长、湖南东湖渔业有限公司董事长和大湖水殖股份有限公司总工程师。"
4,李志东,男,1965,副总经理,55,大专,"李志东,男,汉族,1965年9月出生,中共党员,大专学历,会计师,1994年6月任常德无线电专用设备厂财务科长,2001年1月至2002年7月任德山酒业财务部长,2002年8月至2014年5月任湖南东湖渔业有限公司财务总监,2014年6月至2017年7月任大湖水殖股份有限公司财务总监。2017年7月至今任大湖水殖股份有限公司副总经理。"
5,袁瑜,男,1981,副总经理,39,本科,"袁瑜,男,汉族,1981年9月出生,中共党员,大学本科学历。2004年7月至2005年6月任广西金熙文化传媒有限公司企划主管;2005年至2007年,任广西哈虎网络科技有限公司网络主编、增值业务总经理;2008年至2015年,任大湖水殖股份有限公司企宣部主管、副部长;2016年至今任大湖水殖股份有限公司办公室主任、行政总监。"
6,张倩,女,1980,副总经理,40,本科,"张倩,女,汉族,1980年7月出生,中共党员,大学本科。2000年9月至2003年6月在常德市政府桃花源旅行社任经理,2003年6月至2005年6月在湖南省水产工程技术中心办公室工作,2005年7月至2013年1月在湖南省水产工程技术研究中心任副主任,2013年2月至2015年3月在大湖水殖股份有限公司任科技副部长,2013年4月至2019年11月在大湖股份祖亮慈善基金会任秘书长,2015年4月至今在湖南大湖生物技术有限公司任董事长兼总经理,2019年11月至今在大湖股份祖亮慈善基金会任理事长。"
7,杨明,男,1964,非独立董事,56,本科,"杨明:男,汉族,1964年3月出生,中共党员,学士学位,副教授职称。曾任大湖水殖股份有限公司公司项目部、董秘办、证券事务管理部负责人,2006年1月任湖南洞庭水殖股份有限公司董事会秘书,2008年10月至2014年6月任大湖水殖股份有限公司董事、副总经理,2014年6至2017年7月大湖水殖股份有限公司副董事长,2017年7月至今任大湖水殖股份有限公司董事。"
8,张园美,女,1988,董事会秘书,32,硕士,"张园美,女,回族,1988年11月出生,中共党员,民商法法学硕士学位,律师,2013年7月至2016年4月任深圳市大富科技股份有限公司法务部法务专员,2016年5月至2017年6月任大湖产业投资集团有限公司董事局法律事务秘书,2017年7月至今任大湖水殖股份有限公司证券事务代表、董事会办公室主任。"
9,刘希波,男,1962,独立董事,58,本科,"刘希波,男,汉族,1962年9月出生,中共党员,毕业于国防科技大学金融学院。1979年至1986年在中国工商银行安乡支行任办事员,1988年至1989年在中国银行安乡支行任信贷股长,1991年至1995年在中国银行澧县支行任副行长,1995年至2008年在中国银行常德分行先后任营业部副主任、信贷计划部副主任、公司业务部副主任及主任,2008年至2011年在中国银行武陵支行任行长,2011年至2013年在中国银行津市支行任行长,2013年至2017年在中国银行朗州支行任行长,2017年至今在中国银行常德分行交易银行部任主任科员。2020年7月9日,任大湖水殖股份有限公司独立董事职务。"
