,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,杨焰,男,1962,"董事长,法定代表人,非独立董事",58,硕士,"杨焰先生:中国国籍,汉族,研究生学历,高级畜牧师,硕士研究生导师。曾任新疆农业大学教师、兵团农业局畜牧兽医处副处长。现任本公司第七届董事会董事、董事长,新疆生产建设兵团国有资产经营有限责任公司党委委员、董事。"
1,成辉,男,1965,"总经理,非独立董事",55,硕士,"成辉先生:中国国籍,汉族,研究生学历,高级兽医师。现任本公司第七届董事会董事、总经理。"
2,黄海滨,男,1968,副总经理,52,硕士,"黄海滨先生,中国国籍,汉族,1968年12月出生,中共党员,研究生学历,畜牧师,曾任农六师畜牧处科员、天康技术发展公司营销部主任、石河子北泉饲料厂副厂长、天康技术发展公司生产部经理、石河子分公司总经理,现任本公司副总经理、天康生物股份有限公司饲料事业部(西北区)总经理。"
3,潘毅平,男,1973,副总经理,47,硕士,"潘毅平先生,中国国籍,汉族,1973年1月出生,中共党员,研究生学历,政工师,曾任新疆天康技术发展公司办公室主任、新疆天康智讯管理咨询有限公司总经理、新疆天康食品有限公司副总经理、新疆天康畜牧生物技术股份有限公司总经理助理兼市场总监、吉林曙光生物技术有限责任公司总经理,现任本公司副总经理、天康生物股份有限公司制药事业部总经理。"
4,王军,男,1963,副总经理,57,硕士,王军：中国国籍，汉族，1963年3月出生，研究生学历，高级畜牧师，曾任新疆生物药品厂副厂长、新疆天康控股（集团）有限公司副总经理。
5,许衡,男,1974,副总经理,46,硕士,"许衡先生,中国国籍,汉族,1974年6月出生,中共党员,研究生学历,曾任新疆天康技术发展公司营销部业务代表、新疆天康技术发展公司营销部西北片区经理,新疆天康畜牧生物技术股份有限公司石河子分公司总经理助理兼营销部经理,阿克苏天康畜牧有限公司总经理助理兼营销部经理、阿克苏天康畜牧有限责任公司总经理、新疆天康畜牧生物技术股份有限公司饲料业务北疆片区兼石河子分公司总经理、乌鲁木齐分公司总经理兼伊犁天康畜牧科技有限公司、库尔勒天康饲料科技有限责任公司总经理,现任本公司副总经理、天康生物股份有限公司食品养殖事业部总经理。"
6,吴铭齐,男,1964,副总经理,56,硕士,吴铭齐：中国国籍，汉族，1964年11月出生，研究生学历，助理研究员，曾任新疆畜牧科学院副院长，现任本公司副总经理。
7,耿立新,男,1967,"非独立董事,财务总监",53,本科,"耿立新先生:中国国籍,汉族,1967年3月出生,大学本科学历,曾任新疆天康技术发展公司财务部经理,本公司董事、董事会秘书。现任本公司第七届董事会董事、财务总监。"
8,郭运江,男,1970,"非独立董事,董事会秘书",50,本科,"郭运江先生:中国国籍,汉族,1970年7月出生,本科学历,会计师,具有注册会计师、注册资产评估师、注册税务师资格。曾任宏源证券股份有限公司投资银行部高级经理、本公司财务总监,现任本公司第七届董事会董事、董事会秘书。"
9,徐振华,男,,非独立董事,--,硕士,"徐振华先生:中国国籍,汉族,研究生学历,工程师、会计师职称,注册资产评估师,取得上市公司董事会秘书资格证及ISO9001质量管理体系、HACCP食品安全质量体系审核员培训证书。曾任乌鲁木齐铁路局防疫站环境监测站助工、工程师、主任、铁道部环保监察;新疆中基实业股份有限公司董事会办公室主任、证券事务代表、企业技术中心副主任;新疆中基番茄制品有限公司副总经理、管理者代表、党委委员;下属汉斯(天津)食品有限公司中方代表、副总经理;法国普罗旺斯食品公司总经理;新兴铸管(新疆)资源发展有限公司董事会秘书、总法律顾问、下属公司的监事长及董事会秘书。现任本公司第七届董事会董事、新疆生产建设兵团国有资产经营有限责任公司董事会秘书。"
10,边新俊,男,,独立董事,--,本科,"边新俊先生:中国国籍,汉族,法学学士学位。曾在甘肃政法学院任教师,新疆经济律师事务所律师,新疆桑赛律师事务所律师;新疆鼎信旭业律师事务所律师。现任本公司第七届董事会独立董事,新疆公论律师事务所律师,青松建化、新赛股份、天顺股份独立董事。"
11,剡根强,男,,独立董事,--,本科,"剡根强先生:中国国籍,汉族,本科学历,教授,博士生导师。1982年石河子农学院兽医专业毕业,1998年破格晋升为动物免疫学及传染病教授,1996年遴选为硕士生导师,2005年遴选为博士生导师。现任石河子大学动物科技学院教授、院长,兵团重大动物疫病防控专家组组长,预防兽医学兵团重点学科带头人,首届全国动物防疫专家委员会“牛羊病”委员。全国动物疫病净化评估专家委员会(羊病组)专家,中国畜牧兽医学会禽病学分会理事,兽医生物技术分会理事,获“农业部有突出贡献中青年专家”、“享受国务院政府特殊津贴”、“全国模范教师称号”,兼任新疆泰昆集团股份有限公司独立董事。2019年9月25日任职于天康生物公司独立董事职务。"
12,杨立芳,女,1964,独立董事,56,硕士,"杨立芳女士:中国国籍,汉族,1964年12月出生,本科学历,硕士学位,新疆财经大学会计学教授,硕士生导师。1987年9月至1991年8月,任五家渠兵团经济专科学校企管系教师;1991年至今,任新疆财经大学会计学院教师;目前任天康生物股份有限公司独立董事,任西部黄金股份有限公司独立董事;现任新疆财经大学会计学院教授。2014年11月至今,任公司独立董事。"
13,李仁忠,男,,"监事会主席,监事",--,硕士,"李仁忠先生:中国国籍,汉族,新疆财经学院工商管理专业研究生学历,高级会计师,高级审计师。曾任兵团农六师水管处会计,兵团农六师农广校教师兼会计,新疆西城会计师事务所审计主办,新疆对外经济贸易(集团)有限公司审计部部长,兵团国有资产经营公司委派兵团医药有限公司、新疆天发工贸有限公司财务总监,兵团国有资产经营公司委派中国彩棉集团股份有限公司董事、财务经理,兵团国有资产经营公司委派西部绿洲(集团)有限公司董事、财务经理,新疆天恒基城市建设股份有限公司财务总监,新疆世纪兴业投资集团有限公司总裁助理、财务总监,兵团国有资产经营有限责任公司总经理助理兼财务管理部经理。现任本公司第七届监事会主席、兵团国有资产经营有限责任公司总经理助理。"
14,刘江,男,1969,监事,51,本科,"刘江先生:中国国籍,汉族,大学本科学历,高级政工师职称,曾任新疆生物药品厂办公室科员、团委书记、厂长助理。现任新疆天达生物制品有限公司副总经理,新疆天康畜牧生物技术股份有限公司董事。2019年9月25日任职于天康生物公司监事职务。"
15,王潇,男,1985,职工代表监事,35,本科,"王潇先生:中国国籍,1985年6月生,汉族,本科学历,东华理工大学会计学专业。曾任天健会计师事务所审计专员,新疆天康畜牧生物技术股份有限公司结算中心会计,新疆天康食品有限责任公司会计。现任新疆天康畜牧科技有限公司财务部经理。2019年9月25日任职于天康生物公司职工代表监事职务。"
16,罗晓文,男,1969,总会计师,51,本科,"罗晓文先生:中国国籍,汉族,1969年11月出生,大学本科学历,曾任本公司财务总监、新疆天康控股(集团)有限公司财务总监、公司总会计师。现任公司审计总监。"
