,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,秦英林,男,1965,"董事长,总经理,法定代表人,非独立董事",55,本科,"秦英林先生,1965年出生,中国国籍,无境外居留权,本科学历,毕业于河南农业大学畜牧专业,公司创始人,自1992年开始创业,拥有二十多年的生猪育种、种猪扩繁、商品猪饲养经验以及企业管理经验;曾任内乡县马山养猪场场长、牧原有限执行董事和总经理,邓州牧原执行董事、法定代表人,卧龙牧原执行董事、法定代表人;现任牧原集团监事,龙大牧原副董事长,中证焦桐董事长,西湖大学创校校董会成员,中国畜牧业协会猪业分会理事会会长,第十三届全国人民代表大会代表,河南省畜牧兽医学会养猪学分会副理事长。2012年12月12日至今,任牧原食品股份有限公司董事,董事长."
1,曹治年,男,1977,"副董事长,常务副总经理,非独立董事,财务负责人",43,大专,"曹治年先生,公司副董事长、常务副总经理、财务负责人,任期至2021年8月5日;1977年出生,中国国籍,无永久境外居留权,大专学历;1998年加入内乡县马山养猪场,2000年加入公司,曾任牧原有限出纳、财务主管、财务经理、财务总监、副总经理等职务;现任卧龙牧原总经理、龙大牧原董事、龙头担保董事、想念食品股份有限公司董事、南阳市卧龙区农村信用合作社理事、河南西峡农村商业银行股份有限公司董事、果然风情董事、牧原国际有限公司董事、牧原国际(英属维尔京群岛)有限公司董事、西奈克消防车辆制造有限公司董事、南阳市人大常委会委员。"
2,褚柯,女,1982,副总裁,38,硕士,"褚柯女士,1982年出生,中国国籍,无境外居留权,毕业于云南农业大学动物营养与饲料科学专业,硕士研究生学历;2007年加入公司,2012年12月12日至2020年3月8日,任牧原食品股份有限公司监事,监事会主席职务.2020年3月12日至今,任牧原食品股份有限公司副总裁."
3,秦军,男,1974,"副总经理,董事会秘书",46,硕士,"秦军先生,1974年生,中国国籍,无境外永久居留权,经济学硕士,具有深圳证券交易所董事会秘书资格;曾就职于国泰君安证券股份有限公司,先后任职于企业融资总部、风险监管总部、研究所等部门;2012年加入公司,曾任公司总经理助理,现任公司副总经理、董事会秘书,牧原国际(英属维尔京群岛)有限公司董事。2020年3月12日至今,任牧原食品股份有限公司首席战略官."
4,杨瑞华,女,1977,副总裁,43,中专,"杨瑞华女士,本公司兽医总监;1977 年出生,中国国籍,无境外居留权,毕业于河南省南阳农业学校,中专学历;1996 年加入内乡县马山养猪场,2000年加入公司。2020年3月12日至今,任牧原食品股份有限公司副总裁."
5,Ram Charan,男,1939,非独立董事,81,博士,"Ram Charan(中文名:拉姆·查兰),美国国籍,1939年出生,美国哈佛大学管理学博士、工商管理硕士(MBA)。拉姆·查兰先生现任Charan Associates Inc.的总裁。任牧原股份董事,任期至2021年8月5日。"
6,钱瑛,女,1966,非独立董事,54,大专,"钱瑛女士,公司董事,任期至2021年8月5日;1966年出生,中国国籍,无永久境外居留权,大专学历,毕业于郑州牧业工程高等专科学校兽医专业;1992年与秦英林先生一同开始创业;现任牧原集团执行董事、经理、法定代表人,牧原科技执行董事、经理、法定代表人,锦鼎资本执行董事、经理、法定代表人,牧原物业执行董事、经理、法定代表人,牧原电子执行董事、经理、法定代表人,上海圳鼎执行董事、经理、法定代表人。"
7,李宏伟,男,1967,独立董事,53,博士,"李宏伟,男,汉族,1967年9月出生,中国国籍,无境外居留权,工商管理硕士,中国矿业大学在读博士,正高级会计师。曾任河南神火铝电有限公司财务部长、总会计师、副总经理;华铝工业投资有限公司总会计师;河南神火集团有限公司副总经理;河南神火煤电股份有限公司财务部长等职。现任河南神火煤电股份有限公司副总经理、董事会秘书。2018年8月至今担任牧原食品股份有限公司,2016年9月至今担任河南通达电缆股份有限公司独立董事。现任本公司董事长。"
8,刘利剑,男,1975,独立董事,45,硕士,"刘利剑,男,1975年2月出生,中国国籍,无境外永久居留权,清华大学EMBA,注册会计师,中级会计师。1997年7月至2004年10月就职于河北华安会计师事务所。2004年11月至2012年10月先后就职于中国证监会河北监管局和中国证监会。2012年11月至2016年2月任鼎晖投资管理(天津)有限公司运营董事总经理;2013年12月至2016年12月任巨力索具股份有限公司独立董事;2013年12月至2020年3月任浙江核新同花顺网络信息股份有限公司独立董事;2014年1月至2017年4月任阳光城集团股份有限公司独立董事;2015年1月至2018年7月任河北承德露露股份有限公司独立董事;2015年12月至2019年4月任武汉亿童文教股份有限公司独立董事;2016年3月至今任四三九九网络股份有限公司董事;2016年9月至2018年1月任无锡新宏泰电器科技股份有限公司董事、副总裁;2013年8月至2019年7月任山大地纬软件股份有限公司独立董事;2017年11月至今任无锡宏鼎投资管理有限公司董事长;2017年11月至今任埃夫特智能装备股份有限公司独立董事;2018年8月至今任牧原食品有限公司独立董事;2018年10月至今任江苏华兰药用新材料股份有限公司监事会主席;2013年8月至今任公司独立董事。2020年2月5日担任昇兴集团股份有限公司独立董事职务。2020年2月担任四川岷江水利电力股份有限公司独立董事职务。现任无锡宏鼎投资管理有限公司创始合伙人,本公司独立董事。"
9,项振华,男,1967,独立董事,53,硕士,"项振华:男,汉族,1967年11月出生,中国国籍,无境外居留权,研究生学历。曾在浙江省人民警察学校担任助教,在人民日报社担任编辑,在北京懋德律师事务所担任合伙人。,北京市竞天公诚律师事务所合伙人,中新科技集团股份有限公司独立董事,浙江昂利康制药股份有限公司独立董事,北京土人城市规划设计股份有限公司独立董事,牧原食品股份有限公司独立董事。1989年8月至1994年8月任浙江省人民警察学校教师;1997年8月至1999年12月任人民日报社记者编辑;2000年1月至2014年1月任北京市竞天公诚律师事务所律师、合伙人;2014年2月至2014年10月任北京市懋德律师事务所合伙人;2014年11月起任北京市竞天公诚律师事务所合伙人。"
