,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,白宏本,男,1976,"董事长,法定代表人,非独立董事",44,本科,"白宏本,男,汉族,1976年11月出生,中共党员,本科学历,经济师职称。曾任新疆新能源股份有限公司项目发展部经理、新疆青格达生态区投资开发集团有限公司规划发展部经理、新疆生产建设兵团第六师国资委副主任,现任新疆塔里木农业综合开发股份有限公司党委书记、董事长。2019年5月起任新疆塔里木农业综合开发股份有限公司非独立董事。"
1,唐建国,男,1968,"总经理,董事",52,大专,"唐建国:男,汉族,1968年2月出生,中共党员,大专学历,高级会计师职称。曾任一师阿拉尔市机械厂财务科会计、新农通用机械厂公司财务部经理、人力资源部经理、第一师阿拉尔市4团总会计师、阿克苏塔河矿业有限责任公司党委副书记、副董事长、总经理、党委书记、董事长。现任新疆塔里木农业综合开发股份有限公司党委副书记。2019年8月任新疆塔里木农业综合开发股份有限公司总经理职务。2019年10月14日起任职新疆塔里木农业综合开发股份有限公司董事。"
2,张春疆,男,1969,副总经理,51,硕士,"张春疆:男,汉族,1969年6月出生,中共党员,工商管理硕士,工程师。曾任农一师十二团财务科科员;新疆塔里木农业综合开发股份有限公司农业分公司政研、劳资负责人;新疆塔里木农业综合开发股份有限公司证券事务代表、证券部经理;现任新疆阿拉尔新农甘草产业有限责任公司董事长。于2019年1月29日因工作变动辞去新疆塔里木农业综合开发股份有限公司董事会秘书职务。现任阿拉尔新农乳业有限责任公司董事长,新疆塔里木农业综合开发股份有限公司副总经理。"
3,张亦,女,1972,副总经理,48,本科,"张亦:女,汉族,1972年5月出生,中共党员,本科学历,会计师职称,曾任农一师棉麻公司监事办负责人、工会主席、纪检员;农一师棉麻公司党群部部长、党委秘书;现任新疆塔里木农业综合开发股份有限公司监事会主席、纪委书记、工会主席。2019年5月19日因换届辞去新疆塔里木农业综合开发股份有限公司监事。2019年8月任新疆塔里木农业综合开发股份有限公司副总经理职务。"
4,赵占军,男,1966,副总经理,54,本科,"赵占军:男,汉族,1966年7月出生,本科学历,助理经济师职称。曾任阿拉尔统众国有资产经营有限责任公司运营发展部部长;新疆天山雪米农业有限责任公司国有产权代表、副总经理;现任新疆塔里木农业综合开发股份有限公司副总经理。"
5,丁小辉,男,1973,非独立董事,47,本科,"丁小辉:男,汉族,1973年4月出生,中共党员,本科学历,高级会计师。曾任新农开发公司监事会主席(兼职纪委书记、工会主席)、第一师电力有限责任公司党委委员和财务总监,农一师五团煤矿会计,农一师塔里木热电厂会计,农一师电力公司会计、副科长、科长,新疆联合化工有限公司财务总监,阿拉尔三五九钢铁有限公司董事、财务副总。现任阿拉尔统众国有资产经营有限责任公司、副总经理(主持行政工作),新疆塔里木农业综合开发股份有限公司纪委书记、监事会主席。"
6,汪芳,女,1973,董事,47,本科,"汪芳女士:女,汉族,1973年6月出生,1992年5月参加工作,1999年11月加入中国共产党,大学经济管理学历,高级会计师职称。曾任农一师16团工程队、七连、水管所会计、16团社保中心会计、16团计财科会计、16团计财科副科长、发展经营管理科副科长、16团计财科科长、发展经营管理科科长、农一师1团财务科科长。2014年9月至今任阿拉尔统众国有资产经营有限责任公司财务总监,青松建化监事会监事。"
7,吴天昊,男,1984,董事会秘书,36,硕士,"吴天昊,男,1984年出生,本科学历。北京航空航天大学经济学学士,东北财经大学EMBA在读。历任北京翰海宏业投资咨询有限公司项目部副总监、市场部总监,杭州先锋电子技术股份有限公司证券事务代表兼投资总监等职。持有董事会秘书资格证书。现任新疆塔里木农业综合开发股份有限公司董事会秘书。"
8,崔艳秋,女,1970,独立董事,50,本科,"崔艳秋女士,1970年出生,中国国籍,无境外永久居留权,本科学历。注册会计师、造价工程师。2001年至2008年,任新疆宏昌会计师事务所监管部稽核师;2009年至2011年,任大华会计师事务所(特殊普通合伙)新疆分所合伙人;2012年至今,任信永中和会计师事务所(特殊普通合伙)合伙人;2019年5月至今任新疆塔里木农业综合开发股份有限公司独立董事;2017年6月至今任新疆汇嘉时代百货股份有限公司独立董事。"
9,欧阳金琼,男,1972,独立董事,48,博士,"欧阳金琼:1972年,男,湖南隆回县人,博士,塔里木大学经济与管理学院教授,硕士生导师,农业经济理论与政策学术带头人。多次荣获塔里木大学优秀教师、优秀党员与教学质量优秀奖。近年来主持与参与省部级以上课题10余项,出版专著3部,发表论文30余篇,其中CSSCI收录期刊10余篇,获省部级哲学社会科学奖3项,主要研究方向为农业经济学与劳动经济学。2011年3月至今任塔里木大学教师。"
10,吴明,男,1964,独立董事,56,硕士,"吴明先生:汉族,1964年7月出生,中共党员,中国地质大学工学硕士和上海同济大学工商硕士,高级工程师、国家注册储量评估师。曾任国家矿产资源委员会办公室秘书处副处长、地矿部资源局办公室副主任;中基股份任董事长、副董事长职务,上海金翔新技术地基工程有限公司董事长、总经理;农十三师国有资产经营公司总经理;哈密果业股份公司董事长;新疆百花村股份有限公司董事、总经理;公司第六届董事会副董事长;现任新疆青格达生态区投资开发有限公司董事长、新农开发独立董事、本公司副董事长。2019年5月起任新疆塔里木农业综合开发股份有限公司独立董事。"
11,李军华,男,1969,股东代表监事,51,本科,"李军华:男,汉族,1969年2月出生,中共党员,本科学历,2011至今新疆塔里木河种业股份有限公司副总经理、董事长。"
12,张萍萍,女,1966,股东代表监事,54,大专,"张萍萍,女,汉族,1966年10月出生,山东郓城人,1987年7月参加工作,大专学历,助理会计师职称。曾任农一师工程团二工区保管员、农一师塔里木建安总公司建筑分公司会计、滨鸿进出口公司出纳、阿拉尔统众国有资产经营有限责任公司运营发展部科员,现任阿拉尔统众国有资产经营有限责任公司运营发展部副部长。"
13,杨娟,女,1992,职工代表监事,28,本科,"杨娟,女,汉族,1992年8月出生,中共党员,本科学历,曾任温宿县温宿镇友谊社区党建干事、温宿县曦隆燃气开发有限公司法务,现任新农开发公司证券投资部法务。2019年5月起任新疆塔里木农业综合开发股份有限公司职工监事。"
14,陈争跃,女,1978,财务总监,42,本科,"陈争跃,女,中国国籍,1978年4月出生,汉族,籍贯上海,2006年5月入党,1995年12月参加工作,高级会计师职称,本科学历,塔里木大学会计学(在职)。在新疆青松建材化工(集团)股份有限公司先后担任:青松集团公司计划财务部科员、和田青松建材有限责任公司财务部部长、副总经理;集团公司财务部第二部长、集团公司纪检监察部、审计部部长等职务。现任新疆塔里木农业综合开发股份有限公司财务总监。"
