,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,何军,男,1968,"董事长,法定代表人,非独立董事",52,硕士,"何军:男,1968年6月生,文学学士学位,EMBA在读。现任湖南新五丰股份有限公司董事、总经理、公司党总支书记、湖南省粮油食品进出口集团有限公司党委委员、董事。曾任湖南省粮油食品进出口公司总经理办公室文秘、糖酒杂品部业务员、总经理办公室副主任、主任、总经理助理兼总办主任、湖南省原生国际贸易有限公司总经理、湖南省粮油食品进出口集团有限公司副总经理等职。2020年2月因换届辞去湖南新五丰股份有限公司总经理职务,担任湖南新五丰股份有限公司的法定代表人和董事长职务。"
1,刘艳书,男,1966,"总经理,副董事长,非独立董事",54,大专,"刘艳书,男,1966年5月27日出生,中国籍,无境外永久居留权;毕业于湖南农业大学畜牧专业,专科学历。1987年6月至1996年12月,任长沙种猪场技术员、生产部部长;1996年12月至2000年4月,任河南汝南南天公司总畜牧师、副总经理;2000年4月至2002年11月,任天心牧业销售部部长;2002年11月至2003年7月,任天心牧业办公室主任;2003年7月至2007年5月,任天心牧业副总经理兼辉县分公司经理;2007年5月至2008年5月,任天心牧业副总经理;2008年5月至2009年11月,任天心牧业望城分公司经理兼党支部书记;2009年11月至2010年4月,任有限公司望城分公司经理兼党支部书记;2010年4月至2010年9月,任有限公司副总经理;2010年9月至2011年7月,任有限公司总经理兼党总支书记;2011年7月至2016年7月,任有限公司总经理兼党支书记,兼任天心集团总经理助理;2016年7月至2016年9月,任有限公司董事长、总经理兼党总支书记;2016年9月至今,任股份公司董事长、兼总经理与党总支书记。2020年2月7日起担任湖南新五丰股份有限公司副董事长和总经理职务。"
2,毛鸥,男,1976,副总经理,44,硕士,"毛鸥先生,1976年10月生,理学硕士。现任公司副总经理。曾任北京庄胜崇光商业管理咨询有限公司主管、经理,湖南省劳动人事学校副科级干部,湖南省岳阳县麻塘镇副镇长,湖南省岳阳县新开镇党委副书记、镇长,湖南省岳阳县云山乡党委书记,湖南省岳阳县步仙镇党委书记,公司总经理助理等职。"
3,袁端淇,男,1964,副总经理,56,硕士,"袁端淇先生:曾用名袁彪,1964年出生,中国青年企业家协会会员,中南大学工商管理硕士。现任公司副总经理,扎赉特旗天和粮食有限公司董事长,湖南新永联物流有限公司董事、湖南惠尔丰工贸有限公司执行董事兼经理。曾任湖南省粮油食品进出口公司单证员、业务员、蔬菜科科长、进口科科长,泰国C.H.International Trading Co.,Ltd公司总经理助理,湖南省土产畜产进出口公司进口部经理兼应收账款催收办公室主任,湖南新五丰股份有限公司董事会秘书兼工程建设项目指挥长,湖北长阳锰业企业集团有限公司副总经理,株洲兆富投资咨询有限公司高级研究员、株洲兆富成长企业创业投资有限公司董事会秘书,湖南胜景山河生物科技股份有限公司董事会秘书兼运营中心副总经理,湖南众益文化传媒有限公司常务副总经理兼董事会秘书,内蒙古四海科技股份有限公司副总经理,湖南优鲜食品有限公司执行董事、总经理等职。"
4,周庆华,男,1974,副总经理,46,硕士,"周庆华先生,974年8月生,大学学历、兽医硕士。现任公司副总经理、生产技术中心总监,国家生猪产业技术体系湘潭试验站站长。曾任公司永安分公司兽医、配怀主管、生技部主任、副经理、经理,公司技术部执行兽医,生产管理及技术开发部经理等职。"
5,周森林,男,1972,副总经理,48,硕士,"周森林:男,1972年12月生,农业推广硕士学位。现任公司副总经理、公司畜牧生态园经理,衡阳怡农生态农牧发展有限公司董事长,衡阳新五丰畜牧发展有限公司董事长。曾任湖南省粮油食品进出口集团有限公司畜禽部业务员、助理经理,湖南新五丰股份有限公司博罗分公司副经理,永安分公司经理,耒阳畜牧园项目部经理,湘潭分公司经理,公司养殖发展部经理、公司第四届监事会主席、职工监事,衡阳新五丰畜牧发展有限公司总经理等职务。"
6,李剑锋,男,1972,副总经理,48,本科,"李剑锋:男,1972年2月生,本科学历。现任公司副总经理,湖南原生生物科技股份有限公司董事,长沙科丰龙生物科技有限公司董事长。曾历任湖南外贸湘丰实业公司猪场场长、部门副经理、经理、总办主任、总经理助理、副总经理,湖南优鲜食品有限公司总经理助理,公司运营管理部副经理、生产管理副总监兼运营管理部经理、公司总经理助理,湖南优鲜食品有限公司执行董事、总经理,公司工程部经理、扎赉特旗天和粮食有限公司董事长等职。"
7,朱永胜,男,1969,"常务副总经理,非独立董事",51,硕士,"朱永胜:男,1969年5月生,工商管理硕士,高级工程师。现任湖南新五丰股份有限公司常务副总经理、湖南广联食品有限公司总经理、湘潭健丰食品有限公司执行董事。曾历任株洲南方雅马哈摩托车有限公司人事劳资课副课长、课长,湖南新五丰股份有限公司人力资源部经理,长沙中联重工科技发展股份有限公司人力资源部经理、持续改进研究室项目管理研究员、湖南新五丰股份有限公司总经理、湖南优鲜食品有限公司执行董事兼总经理、湖南润丰投资置业有限公司执行董事兼经理、深圳晨丰食品有限公司执行董事等职。2020年2月7日起担任湖南新五丰股份有限公司非独立董事职务。"
8,胡静,,1977,非独立董事,43,本科,"胡静,1977年9月生,大学本科学历、高级会计师职称,现任湖南省现代农业产业控股集团有限公司财务部部长。曾任湖南省天心实业集团财务部部长。2020年2月7日担任湖南新五丰股份有限公司非独立董事职务。"
9,龙林,,1971,非独立董事,49,硕士,"龙林,1971年5月生,在职研究生学历,现任湖南省现代农业产业控股集团有限公司企业发展部部长,曾任湖南省发展改革委价格调控处副处长。2020年2月7日起担任湖南新五丰股份有限公司非独立董事职务。"
