,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,吴有林,男,1978,"董事长,总经理,法定代表人,非独立董事",42,大专,"吴有林:1978年出生,中国国籍,无境外永久居留权;毕业于江西生物科技职业学院;曾任职于大北农集团福建事业部,现任本公司董事长、总经理。"
1,黄祖尧,男,1969,"副董事长,非独立董事",51,本科,"黄祖尧先生:1969年出生,中国国籍,无境外永久居留权;毕业于四川畜牧兽医学院兽医专业、北京大学工商管理专业;曾任职于大北农集团四川事业部,现任公司副董事长、西南区总经理。"
2,周通,男,1981,"副董事长,非独立董事",39,大专,"周通先生:1981年出生,中国国籍,无境外永久居留权;东北农业大学动物医学专业大专学历(在读);曾任职于龙岩大北农饲料有限公司,现任公司副董事长、华南区总经理。"
3,郭泗虎,男,1985,副总经理,35,硕士,"郭泗虎先生:1985年出生,中国国籍,无境外永久居留权;毕业于华南农业大学,获预防兽医学硕士学位;曾在正大集团江西区、安徽区、江苏区、河南区任职;现任公司子公司吉安市傲农现代农业科技有限公司总经理、吉安市吉州区鸿图养殖有限公司总经理。2019年11月19日至今担任福建傲农生物科技集团股份有限公司副总经理职务。"
4,侯浩峰,男,1972,"常务副总经理,董事会秘书",48,硕士,"侯浩峰先生:1972年出生,中国国籍,无境外永久居留权;工商管理硕士;曾任福建新大陆电脑股份有限公司董事会秘书,现任公司董事会秘书、证券法务中心总经理。2019年11月19号起至今担任福建傲农生物科技集团股份有限公司常务副总经理职务,并同时辞去副总经理职务。"
5,赖军,男,1972,副总经理,48,大专,"赖军先生:1972年出生,中国国籍,无境外永久居留权;大专学历;曾任职于昆明大北农农牧科技有限公司、湖南大北农农业科技有限公司;2013年加入本公司,现任公司采购中心副总经理。2019年11月19日至今担任福建傲农生物科技集团股份有限公司副总经理职务。"
6,雷支成,男,1973,副总经理,47,本科,"雷支成先生,1973年出生,中国国籍,无境外永久居留权;毕业于华中农业大学畜牧专业;曾任职于PIC中国公司、大荷兰人中国公司、优丹畜牧机械(青岛)有限公司;现任公司养猪产业北方区总裁。2019年11月19日至今担任福建傲农生物科技集团股份有限公司副总经理职务。"
7,李海峰,男,1984,副总经理,36,本科,"李海峰:1984年出生,中国国籍,无境外永久居留权;毕业于中央广播电视大学畜牧兽医专业;曾任职于山西大北农饲料科技有限公司,曾任本公司山西事业部总经理,现任公司副总经理、山西事业部总经理。"
8,刘勇,男,1978,副总经理,42,--,刘勇先生：1978年出生，中国国籍，无境外永久居留权；毕业于华中农业大学动物科学专业；曾任职于大北农集团福建事业部，现任公司副总经理、采购贸易中心总经理。
9,饶晓勇,男,1975,副总经理,45,--,饶晓勇先生：1975年出生，中国国籍，无境外永久居留权；毕业于江西农业大学畜牧兽医专业；曾任职于厦门绿色巨农生物科技有限公司，现任公司副总经理、福建区预混料事业部总经理。
