,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,刘平山,男,1955,"董事长,法定代表人,非独立董事",65,本科,"刘平山:男,1955年6月出生,毕业于厦门大学,学士学位。1982年8月至1991年7月任福建省人大办公厅科员、主任科员、副处长;1991年8月至1994年1月任石狮市人民政府副市长;1994年1月至2003年11月任中国福建国际经济技术合作公司总裁办主任、福建发达贸易有限公司、福建中福进出口公司总经理,福建省华闽进出口公司总经理;2003年11月至今任福建华闽进出口有限公司董事长;现任中福海峡(平潭)发展股份有限公司董事长。"
1,王志明,男,1971,"总经理,副董事长,非独立董事",49,硕士,"王志明:男,1971年2月21日出生,毕业于新加坡南洋理工大学,工商管理硕士。1991年至1999年任福州市公安机关公务人员;1999年至2009年任上海蓝顿生物科技有限公司总经理;2002年至2013年历任中国七星控股公司(香港上市)执行董事、总裁;现任运通星(中国)财富管理有限公司董事长兼总经理、福建华闽进出口有限公司董事兼总经理、福建山田实业发展有限公司董事长兼总经理、中福海峡(平潭)发展股份有限公司副董事长。"
2,季欣华,男,1955,非独立董事,65,硕士,"季欣华:男,1955年10月出生,硕士研究生毕业,曾任职福建省外经贸委外资管理处,香港华闽集团联络部副总经理,福建富闽基金会理事会办公室主任,福建益闽干部教育基金会办公室主任,福建富闽教育基金会理事,福建华光国际科技文化交流中心主任,福建富坊房地产开发有限公司董事长,福建富闽基金会秘书长、理事,福建益闽干部教育基金会理事、秘书长,现任中福海峡(平潭)发展股份有限公司董事。"
3,李茜,女,1983,董事会秘书,37,硕士,李茜：女，1983年2月生，毕业于厦门大学，硕士研究生学历，中国国籍，无永久境外居留权。2013年3月进入中福海峡（平潭）发展股份有限公司（原名“福建中福实业股份有限公司”）证券部工作，2013年8月取得深圳证券交易所颁发的《董事会秘书资格证书》(证书编号2013-1A-117)。2013年10月至2017年4月任中福海峡（平潭）发展股份有限公司证券事务代表。现任中福海峡（平潭）发展股份有限公司董事会秘书。
4,卢晓晨,男,1964,独立董事,56,本科,"卢晓晨:男,1964年9月出生,1986年毕业于江西工业大学,获工学学士学位。1986年至1990年,任南昌市科委,南昌市工业技术研究院,任助理研究员;1990年至2000年,任江西昂立技术有限公司总裁,江西远东集团总裁,江西安华欣兰科技有限公司总经理;2000年至2006年,任上海浦东食糖易中心有限公司总裁,宏仑投资(上海)有限公司副总裁;2006年至2012年,任上海中路(集团)有限公司副总裁,其中2008年至2012年,任中路股份有限公司(证券代码:600818)董事;2006年至今,任天津市优势创业投资管理有限公司合伙人兼董事,优势金控(上海)资产管理有限公司主管合伙人。"
5,罗娟,女,1980,独立董事,40,硕士,"罗娟:女,1980年9月出生,厦门大学硕士研究生,注册会计师,高级会计师。曾任致同会计师事务所福州分所审计部经理、质量控制部经理,现任容诚会计师事务所厦门分所质量控制部经理。"
6,王邹璐,女,1990,"监事会主席,职工代表监事",30,本科,"王邹璐:女,1990年1月出生,毕业于中国人民公安大学公安管理专业,大学本科学历,法学学士学位。2011年入职,历任中福海峡(平潭)发展股份有限公司办公室副主任、人力资源部副经理,现任中福海峡(平潭)发展股份有限公司行政人事部副主任(主持工作)。"
7,吴晓丹,女,1970,股东代表监事,50,本科,"吴晓丹:女,1970年7月出生,毕业于福建师范大学,本科学历,国际商务师,历任福建省中福房地产发展公司综合部副经理,福建省中福置业发展有限公司销售部副经理、经理,中福海峡(平潭)发展股份有限公司办公室主任,现任福建华闽进出口有限公司办公室主任及监事、中福海峡(平潭)发展股份有限公司监事。"
8,林榆,女,1973,职工代表监事,47,大专,"林榆:女,1973年10月出生,大专学历,经济师,1993年7月至1996年7月就职于中福集团总裁办;1996年8月至今就职于中福海峡(平潭)发展股份有限公司,历任办公室主任助理、平潭项目指挥部副总指挥、人力资源部副经理;现任中福海峡(平潭)发展股份有限公司福州分公司负责人、中福海峡(平潭)发展股份有限公司监事、监察审计部经理、工会主席。"
9,陈正燕,男,1973,财务总监,47,本科,"陈正燕:男,1973年11月出生,毕业于北京机械工业学院,本科学历,注册会计师、中级会计师、律师职业资格。曾任福建华信会计师事务所项目经理,福建大正会计师事务所有限责任公司审计部经理,福建运通投资股份有限公司财务负责人,运通星(中国)财富管理有限公司财务负责人,福建华闽进出口有限公司财务负责人。现任中福海峡(福建)投资发展有限公司监事、龙岩中福木业有限公司董事、福建运通星融资租赁有限公司董事、福建省建瓯福人木业有限公司董事、漳州中福木业有限公司董事、福建运通拍卖行有限公司监事、中福海峡(平潭)发展股份有限公司财务总监。"
