,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,孙宇,男,1982,"董事长,董事",38,本科,"孙宇先生:中国国籍,1982年出生,本科学历。2008年2月起先后担任广西南宁百洋食品有限公司贸易部经理、北海钦国冷冻食品有限公司总经理助理、广西南宁百洋食品有限公司总经理助理、副总经理,2014年4月起担任百洋产业投资集团股份有限公司总裁助理,兼任百洋产业投资集团股份有限公司食品出口事业部贸易中心总监。2017年9月起兼任百洋产业投资集团股份有限公司食品事业部运营中心总监。"
1,杨思华,男,1971,"总经理,法定代表人",49,本科,"杨思华先生:中国国籍,无境外永久居留权,1971年出生,本科学历,高级工程师。2001年起历任南宁饲料科技有限公司、广西南宁百洋饲料集团有限公司下属饲料分公司技术部经理、副总经理、总经理;2009年至今任广西南宁百洋食品有限公司总经理;2009年3月-2010年9月,任广西南宁百洋饲料集团有限公司董事、副总经理。2010年9月至2013年9月任百洋产业投资集团股份有限公司第一届董事会董事兼副总经理。2019年9月至今担任百洋产业投资集团股份有限公司总经理职务。"
2,赵东平,男,1981,"副总经理,董事会秘书",39,硕士,"赵东平先生:中国国籍,无境外永久居留权,1981年出生,经济学硕士、金融学硕士。2008年1月至2017年6月任职于国信证券股份有限公司投资银行事业部,注册保荐代表人,历任投行业务部项目主办、业务总监、执行总经理等职务。2017年12月经公司第三届董事会第二十一次会议审议通过,聘任为百洋产业投资集团股份有限公司副总经理兼董事会秘书。"
3,欧顺明,男,1975,"副总经理,董事,财务负责人",45,大专,"欧顺明先生:中国国籍,无境外永久居留权,1975年出生,大专学历。2010年9月起任百洋产业投资集团股份有限公司第一届董事会董事、财务总监,2011年5月起兼任公司副总经理、2011年7月起兼任公司董事会秘书。2013年9月起,担任百洋产业投资集团股份有限公司公司副总经理、财务负责人兼董事会秘书。2017年12月辞去公司董事会秘书的职务。2018年1月选举为公司第三届董事会董事。"
4,王玲,女,1971,副总经理,49,硕士,"王玲女士:中国国籍,无境外永久居留权,1971年出生,研究生学历,高级经济师。自2006年起,历任广西南宁百洋饲料集团有限公司总经理办公室主任、广西南宁百洋食品有限公司总经理、北海钦国冷冻食品有限公司总经理、广东雨嘉食品有限公司总经理。2010年9月起至今,任百洋产业投资集团股份有限公司副总经理。"
5,易泽喜,男,1969,副总经理,51,本科,"易泽喜先生:中国国籍,无境外永久居留权,1969年出生,大学本科学历。2000年起,历任南宁百洋饲料科技有限公司、广西南宁百洋饲料集团有限公司下属分公司总经理助理、副总经理、常务副总经理、总经理。2010年9月起至今,任百洋产业投资集团股份有限公司副总经理。"
6,高程海,男,1979,独立董事,41,博士,"高程海先生:中国国籍,无境外永久居留权,1979年出生,博士研究生学历,研究室主任。2006年任广西农产品监督检测中心南宁分中心检验室主任;2013年1月至2017年9月为广西科学院研究室主任,兼任《广西科学院学报》杂志社编委会委员。2017年10月起调入广西中医药大学海洋药物研究院工作,2018年6月起担任广西中医药大学海洋药物研究院常务副院长。2016年9月起任百洋产业投资集团股份有限公司第三届董事会独立董事。"
7,江虹锐,女,1984,独立董事,36,博士,"江虹锐女士:中国国籍,无境外永久居留权,1984年出生,博士研究生学历,副教授。发表多篇论文,授权发明专利1项。2010年起任广西大学轻工与食品工程学院副教授,2018年9月起任食品科学与工程系主任。2016年9月起任百洋产业投资集团股份有限公司第三届董事会独立董事。"
8,王运生,男,1968,独立董事,52,硕士,"王运生先生:中国国籍,无境外永久居留权,1968年出生,毕业于上海财经大学,管理学硕士,取得注册会计师、注册税务师、律师、注册土地评估师、注册资产评估师、高级会计师职称;1990年7月至1994年4月任广西自治区商业厅财会处科员,1994年5月至2001年5月任广西公信会计师事务所经理、高级经理、发起人,1997年2月至1997年12月任香港何铁文苏汉章会计师行审计员,2001年6月至2002年5月任安达信华强会计师事务所深圳分所项目经理,2002年6月至2003年2月任普华永道中天会计师事务所深圳分所项目经理,2003年3月至2003年10月任广西丰林林业开发有限公司财务总监,2003年11月至2005年8月任广西嘉诚达会计师事务所有限公司副所长,2005年9月至2009年10月任广西博华三合会计师事务所有限公司所长,2010年11月至今任广西同德会计师事务所有限责任公司任副所长,2014年6月至2020年6月14日,任北部湾港股份有限公司独立董事,2016年1月至今任广西华原过滤系统股份有限公司独立董事。2016年9月起任百洋产业投资集团股份有限公司第三届董事会独立董事。"
9,高晓东,男,1976,"监事会主席,股东代表监事",44,本科,"高晓东先生,中国国籍,无境外永久居留权,1976年出生,大学学历。2001年起先后在南宁百洋饲料科技有限公司、广西南宁百洋饲料集团有限公司饲料分公司、百洋产业投资集团股份有限公司饲料分公司工作。历任采购员、采购经理、饲料分公司副总经理职务。2009年3月至2010年9月任广西南宁百洋饲料集团有限公司监事。2010年9月起担任百洋产业投资集团股份有限公司监事会主席。"
10,张雯丽,女,1988,股东代表监事,32,大专,"张雯丽女士:中国国籍,无境外永久居留权,1988年出生,大专学历。2013年7月起,先后担任百洋产业投资集团股份有限公司行政中心企划专员,经理助理、行政人资中心副经理、经理。"
11,张美芬,女,1982,职工代表监事,38,大专,"张美芬女士:中国国籍,无境外永久居留权,1982年出生,大专学历。2007年10月起,先后担任广西南宁食品有限公司内勤、经理助理、副经理,2015年1月起至今担任百洋产业投资集团股份有限公司食品板块贸易中心综合部经理,总监助理、副总监。"
