,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,曹积生,男,1960,"董事长,总裁,法定代表人,非独立董事",60,硕士,"曹积生先生:1960年出生,汉族,中国国籍,无境外永久居留权。中共党员。大学本科,国际工商管理硕士,高级兽医师。2011年1月至2012年08月,任公司董事长、总经理。2012年08月至今,任公司董事长。曹积生先生目前兼任农业部现代农业产业技术体系监督评估委员会委员、中国畜牧业协会副会长、中国畜牧业协会禽业分会执行会长、中国林牧渔业经济学会理事会副会长、中国白羽肉鸡联盟副主席、山东省第十二届人民代表大会代表、山东省畜牧协会会长、山东省畜牧经济研究会会长、中国农业大学、山东农业大学、青岛农业大学兼职教授、烟台市第十二届政协委员、烟台市工商业联合会第十二届执行委员会副主席、烟台市畜牧协会会长。2013年01月至今,任公司董事长。山东省第十三届人民代表大会代表等。2020年2月13日任山东益生种畜禽股份有限公司总裁"
1,纪永梅,女,1970,"副总裁,非独立董事",50,本科,"纪永梅女士,1970年出生,汉族,中国国籍。大学本科。2013年01月至2013年10月,任公司总督察员。2013年10月至2016年02月,任公司董事、总督察员兼董事会秘书(代)。2016年02月至2019年02月,任公司董事兼总督察员。2019年02月至今,任公司董事兼副总裁。"
2,林杰,男,1982,"副总裁,董事会秘书,财务总监",38,本科,"林杰先生,1982年出生,汉族,中国国籍,无境外永久居留权。大学本科,中级会计师。2013年01月至2014年12月,任公司财务部副部长。2015年01月至2016年12月,任公司财务部部长。2017年01月至2019年04月任益生股份财务总监;2019年4月至今任益生股份董事会秘书兼财务总监。2020年2月13日任山东益生种畜禽股份有限公司副总裁职务"
3,巩新民,男,1976,"副总经理,非独立董事",44,本科,"巩新民先生,1976年出生,汉族,中国国籍,无境外永久居留权。大学本科,学士学位,兽医师。2013年01月至2017年06月,任公司董事兼副总经理。2017年06月至2018年05月,任公司董事兼副总裁。2018年05月至2019年04月,任公司董事、副总裁、董事会秘书。2019年05月至今,任公司董事兼副总裁。"
4,楼梦良,男,1961,非独立董事,59,博士,"楼梦良先生,1961年出生,汉族,中国国籍,无境外永久居留权。英国格拉斯哥大学家禽育种和营养专业博士。2015年任益生股份首席科学家。到公司任职之前,有长期在多家国际性家禽育种公司工作经历。2020年2月13日任山东益生种畜禽股份有限公司董事职位"
5,战淑萍,女,1956,独立董事,64,本科,"战淑萍女士:1956年9月出生,中国国籍,无境外居留权,本科学历,注册会计师。曾担任烟台农业学校、烟台财会中专教师,历任山东乾聚会计师事务所副所长、天同证券有限公司投行部首席会计师,2004年7月至2015年4月任山东东方海洋科技股份有限公司财务总监。2013年10月至今担任本公司独立董事,兼任山东东方海洋科技股份有限公司董事及副总经理、山东恒邦冶炼股份有限公司独立董事。2004年7月至2015年4月任公司财务总监。现兼任烟台得沣海珍品有限公司董事。社会兼职:中国海洋学会海洋经济分会常务理事、山东恒邦冶炼股份有限公司独立董事、山东中际电工装备股份有限公司独立董事。2019年4月辞去山东东方海洋科技股份有限公司董事职务。于2019年5月21日因其它原因辞去山东东方海洋科技股份有限公司董事。2020年2月13日任山东益生种畜禽股份有限公司独立董事职务"
6,张平华,男,1974,独立董事,46,博士,"张平华先生,1974年8月出生,汉族,中国国籍,无境外永久居住权,法学博士,山东大学法学院教授,博士生导师。兼任中国法学会民法学研究会理事、山东省科协常委、山东省公安厅法律顾问、山东省法官检察官遴选与监督委员会委员。1996年8月至1999年8月集美大学航海学院任党支部书记、辅导员;1996年8月至1997年8月外派于中远(香港)集团公司远洋货轮,任见习二副;1999年9月至2002年7月烟台大学法学院获民商法学硕士学位;2002年8月至2005年9月中国人民大学法学院获民商法学博士学位;2002年8月至2019年11月烟台大学法学院先后担任讲师、副教授、教授;2005年12月至2018年1月烟台大学法学院先后担任院长助理、副院长、院长;2011年2月至2011年8月奥地利国家科学院欧洲侵权法研究院访问学者;2019年11月至今山东大学法学院任教授、博士生导师;兼任中国法学会民法学研究会理事、山东省科协常委、山东省公安厅法律顾问、山东省法官检察官遴选与监督委员会委员、恒通物流股份有限公司独立董事。现任山东省重点学科学术带头人、省级人文社科研究基地主任,省理论建设工程重点研究基地首席专家。2020年2月13日任山东益生种畜禽股份有限公司独立董事职务2018.05至今恒通物流股份有限公司任独立董事。"
7,赵桂苹,女,1971,独立董事,49,博士,"赵桂苹女士,1971年出生,汉族,中国国籍,无境外永久居留权。博士研究生。1999年至今任中国农业科学院北京畜牧兽医研究所研究员,从事肉鸡育种技术开发工作。2020年2月13日任山东益生种畜禽股份有限公司独立董事职务"
8,任升浩,男,1971,"监事会主席,股东代表监事",49,--,"任升浩先生,1971年出生,汉族,中国国籍,无境外永久居留权。2013年01月至2014年12月,任公司采购部部长。2015年01月至2015年09月,任公司管理总监兼采购部部长。2015年10月至今,任公司管理总监。2016年02月至今,任公司监事会主席。"
9,李玲,女,1982,股东代表监事,38,硕士,"李玲女士,1982年出生,汉族,中国国籍,无境外永久居留权。研究生学历,中级经济师。2014年至2019年6月在益生股份总裁办公室任职,2019年6月在益生股份董事会办公室任职。2020年2月13日任山东益生种畜禽股份有限公司股东代表监事职务"
