,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,张锦文,男,1972,"董事长,法定代表人,董事",48,硕士,"张锦文先生,中国国籍,1972年6月出生,在职研究生学历,工程师。1996年9月起,历任将乐县白莲林业站干部;将乐县林业局竹业办主任助理、产业股副股长、办公室主任;2008年12月起,借调至公司证券事务部;2010年8月至2013年6月,任将乐县水南镇党委委员、秘书(期间:2008年5月至2010年12月,参加福建省农林大学农业推广工程专业学习硕士研究生毕业);2012年11月至2013年5月,任林业总公司总经理;2013年6月至2015年8月,任公司总经理,2015年9月至2017年8月任公司副董事长;2017年7月至今任金森集团董事长、法人代表、总经理;2017年10月至今任本公司董事长、法人代表。"
1,周文刚,男,1969,"总经理,董事",51,本科,"周文刚先生,中国国籍,1969年2月出生,本科学历,林业助理工程师。1991年9月至1997年12月任将乐县木材公司业务、部门经理(期间:1992至1995年在福建林学院学习三年);1998年1月至1999年7月任将乐县木材交易中心光明收购点点长;1999年8月至2000年3月任将乐县木材经营公司生产科科长;2000年4月至2002年9月任林业总公司顺昌转运站副站长;2002年10月至2004年9月任将乐县木材经营公司副经理;2004年10月至2009年9月任将乐县林业总公司楼杉采育场副场长、书记;2009年10月至2012年12月任公司资源管理部副经理、经理;(期间:2011至2014年在四川农业大学函授学习)2013年1月至2015年8月任公司办公室主任、总经理助理。2015年9月至2017年9月任公司副总经理,2017年10月至今任公司总经理。"
2,蔡清楼,男,1967,"副董事长,董事",53,本科,"蔡清楼先生,中国国籍,1967年12月出生,大学本科学历,高级经济师。历任职将乐县木材公司科员,将乐县木材交易中心科员,将乐县木材经营公司副经理,林业总公司副总经理;2007年11月至2015年8月任公司副总经理;2009年8月至2016年3月兼任青溪林业执行董事、法人代表;2015年9月至今任金森集团董事;2017年10月至今,任本公司副董事长。"
3,江介宝,男,1968,副总经理,52,本科,"江介宝先生,中国国籍,1968年4月出生,本科学历,高级物流师职称。历任职将乐县黄潭木材采购站业务科长,将乐县楼衫采育场副场长,将乐县将溪采育场场长,将乐县营林投资公司副经理,金森上华林业股份合作公司董事长,金森集团总经理助理。2013年6月至今,任公司副总经理。"
4,李浙,男,1968,副总经理,52,大专,"李浙先生,中国国籍,1968年出生,大专学历,木材检验技师。历任城关木材采购站任木材检验员,班组长,将乐县木材检验经营公司副经理,将乐县木材检验服务中心主任。2013年12月至2015年8月,任金森集团总经理助理。2015年8月至今,任公司副总经理。"
5,林煜星,男,1989,"副总经理,董事会秘书",31,本科,"林煜星先生,中国国籍,1989年9月出生,大学本科学历,会计专业。2011年8月至2012年9月,任力变(福州)塑业有限公司会计;2012年10月至2017年9月,历任公司计划财务部经理助理;公司证券事务部信息披露专员;公司证券事务代表。2017年10月至今,任公司副总经理、董事会秘书。"
6,施振贤,男,1972,副总经理,48,本科,"施振贤先生,中国国籍,1972年9月出生,本科学历,林业助理工程师。1990年月至1996年10月,历任将乐县南口木材采购站文书、团支部书记;1996年10月至1998年1月,任将乐县万安木材采购站工会主席;1998年2月至1999年8月,任将乐县木材交易中心南口收购点主任;1999年9月至2001年3月,任将乐县万安木材采购站站长;2001年4月至2003年5月,任将乐县南口木材采购站站长;2003年6月至2005年9月,任将乐县木材经营公司经理;2005年10月至2006年12月,任将乐县木材公司经理;2007年1月至2009年2月,任将乐县林业总公司企管科科长;2009年3月至2013年12月,任公司木材产销部经理;2013年12月至2015年9月,任公司企管助理兼木材产销部经理。2015年10月至今,任公司木材产销部经理。2017年10月至今,任公司副总经理。"
7,李芳,男,1972,董事,48,本科,"李芳先生,中国国籍,1972年2月出生,大学本科学历,高级工程师。1996年9月至2000年3月,历任林业总公司将溪采育场职工、加工厂厂长;2000年3月至2001年10月,任林业总公司将溪采育场副场长;2001年10月至2004年5月,任林业总公司楼杉采育场场长;2004年5月至2006年9月,任林业总公司办公室主任;2006年9月至2007年8月,任林业总公司总经理助理;2007年9月至2013年12月,任林业总公司副总经理;2013年12月至2015年8月任公司副总经理,2015年8月至今,任金森集团副总经理;2016年8月至今,任福建北斗森林有限公司董事长、法定代表人。2017年10月至今,任公司董事。"
8,潘隆应,男,1971,董事,49,本科,潘隆应先生：中国国籍，无境外居留权，1971年3月出生，大学本科学历，毕业于中共中央党校，林业工程师。1988年9月至1994年9月，任将乐县将溪采育场科长；1994年9月至2002年9月，任将乐县邓坊林业采育场科长、副场长；2002年9月至2003年10月，任将乐县林业总公司生产科长兼将乐县营林投资有限公司副经理；2003年10月至2006年6月任将乐县营林投资有限公司董事、副经理；2006年6月至2007年11月，任将乐县营林投资有限公司董事、副经理（主持工作），法人代表；2007年11月至2009年11月，任本公司总经理；2009年11月至今任将乐县林业总公司副总经理；2009年11月至2010年11月，任公司第一届董事会董事。2010年12月至今，任公司第二届董事会董事。
9,郑丽华,女,1975,董事,45,硕士,"郑丽华女士,中国国籍,1975年11月出生,在职北京林业大学硕士学位,高级工程师。1998年9月至2005年1月历任将乐县大源、黄潭林业站干部;2005年2月至2012年1月,历任将乐县林业局办公室科员、办公室副主任、林业系统团委书记;2012年2月至今,任将乐县林业局党办主任、将乐县林业科技推广中心干部(期间:2012年12月-2015年12月,参加北京林业大学农业推广硕士学习毕业)。2017年10月至今,任公司董事。"
