,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,周祎,男,1972,"董事长,法定代表人,非独立董事",48,硕士,"周祎先生:1972年生,中国国籍,无永久境外居留权,重庆大学工学学士,西南财经大学工商管理硕士,研究生学历。1994年-1998年任四川玻璃股份有限公司设备处工程师;1998年-2001年西南财经大学脱产学习;2001年-2009年任深圳雄震投资有限公司投资部项目经理、深圳市鹏科兴实业有限公司董事、厦门雄震集团股份有限公司总经理助理;2009年-2011年任深圳市瑞通投资有限公司副总裁;2011年-2015年任深圳市沃联智通科技有限公司总经理;2015年6月至2015年12月任深圳市盛屯股权投资有限公司总经理;2016年4月-2017年1月任公司副总经理。现任公司董事兼总经理,兼任江西万弘高新技术材料有限公司董事。"
1,邓伟军,男,1983,"总经理,非独立董事",37,硕士,"邓伟军先生:1983年生,中国国籍,无永久境外居留权,毕业于北京大学法学院,硕士研究生。曾任中国银行深圳分行公司业务部客户经理,西南证券股份有限公司投资银行事业部高级经理,长城证券股份有限公司投资银行事业部业务董事。现任公司董事兼副总经理兼董事会秘书。"
2,方轶,男,1972,"常务副总经理,非独立董事",48,本科,"方轶先生:1972年生,中国国籍,无永久境外居留权,北京大学国际经济专业毕业,本科学历,曾任金城房地产开发有限公司职员,北京市商周文化有限公司副经理,TCL集团金能电池有限公司采购部长,德赛集团德赛电池有限公司商务部经理,深圳顺络电子股份有限公司生产计划主管、采购部经理、采购总监。现任公司董事兼常务副总经理,兼任四川致远锂业有限公司执行董事、江西万弘高新技术材料有限公司董事兼总经理、四川盛威致远锂业有限公司执行董事兼总经理、深圳市盛鑫国际贸易有限责任公司执行董事兼总经理。"
3,姚婧,女,1992,"副总经理,董事会秘书",28,硕士,"姚婧女士,1992年生,中国香港永久性居民,毕业于伦敦城市大学卡斯商学院,硕士研究生。曾任深圳盛屯集团有限公司董事长助理、盛屯矿业集团股份有限公司海外投资部总监。"
4,姚开林,男,1965,副总经理,55,硕士,"姚开林先生,1965年生,中国国籍,无永久境外居留权,研究生学历,高级工程师。曾任四川美丰股份有限公司技术设备科科长;四川天齐锂业股份有限公司总经理;山东瑞福锂业有限公司总经理;四川振中锂业科技有限公司总经理;现任四川致远锂业有限公司总经理。"
5,李凯,男,1982,非独立董事,38,博士,"李凯先生,1982年生,中国国籍,无永久境外居留权,中共党员,工学博士。2015年4月参加工作。历任国投创益产业基金管理有限公司投资团队投资经理、高级投资经理,现任国投创益产业基金管理有限公司投资团队副总裁。"
6,何晓,男,1969,独立董事,51,本科,"何晓先生,1969年生,中国国籍,无永久境外居留权;本科学历,执业律师。曾任深圳市南山区法院书记员、审判员、商事审判庭庭长、审判委员会委员、执行局长。现任北京市天同律师事务所高级合伙人、深圳分所执行主任;深圳前海鼎颂投资有限公司董事。"
7,马涛,男,1972,独立董事,48,硕士,"马涛先生,1972年生,中国国籍,无永久境外居留权,研究生学历。曾任海南赛格信托投资公司业务经理;君安证券投资银行总部高级经理;国泰君安证券企业融资部业务董事、收购兼并部执行董事;国海证券收购兼并总部副总经理、上海分公司总经理。现任上海朴远资产管理有限责任公司执行董事;海氏海诺乳胶(青岛)有限公司董事;上海衡益特陶新材料有限公司董事。"
8,周毅,女,1969,独立董事,51,本科,"周毅女士,1969年生,中国国籍,无永久境外居留权;本科学历,中国注册会计师、注册税务师。曾任广州钢铁集团公司财务部财务人员;深圳市博商税务咨询公司业务经理;深圳市正大永明投资顾问有限公司执行董事兼总经理。现任深圳市商博信税务师事务所有限责任公司业务部经理;深圳市爱久一实业有限公司执行董事兼总经理;深圳市永明会计师事务所有限责任公司副所长。"
9,陈冬炎,男,1983,"监事会主席,非职工代表监事",37,本科,"陈冬炎先生:1983年生,中国国籍,无永久境外居留权,毕业于集美大学,本科学历。曾担任明达实业(厦门)有限公司成本主管、厦门市华来科技有限公司财务主管、深圳市宇顺电子股份有限公司财务经理等职务。现任公司职工代表监事,兼任湖北威利邦木业有限公司监事、辽宁台安威利邦木业有限公司监事、四川致远锂业有限公司监事。"
10,钟洁莹,女,1993,非职工代表监事,27,本科,"钟洁莹女士,1993年生,中国国籍,无永久境外居留权;本科学历,中山大学金融学专业毕业。曾任深圳盛屯集团有限公司投资助理;现任明华鼎盛投资(香港)有限公司董事、深圳市宏盛钴镍材料供应链有限公司投资助理。"
11,李婵,女,1983,职工代表监事,37,硕士,"李婵女士:1983年生,中国国籍,无永久境外居留权,湖南师范大学刑法学硕士。曾任湖南省九方环保机械有限公司法务专员,广东卓建律师事务所律师助理,深圳丹邦科技股份有限公司证券事务代表,中国光大国际有限公司法律顾问,光大环保能源(博罗)有限公司法务主管,公司证券事务经理。现任公司监事。"
12,王琪,男,1974,财务总监,46,硕士,"王琪先生:1974年生,中国国籍,无永久境外居留权,研究生学历,注册税务师,会计师。1996年7月-2009年3月在联想集团财务部担任惠阳财务处总监;2009年7月-2010年6月曾就职于金蝶(中国)有限公司;2010年7月-2016年2月曾任深圳宝龙达信息技术股份有限公司财务总监。现任公司财务总监,兼任江西万弘高新技术材料有限公司监事、深圳市盛鑫国际贸易有限责任公司监事、广东威华丰产林发展有限公司执行董事兼总经理、梅州市威华速生林有限公司执行董事。"
