,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,葛俊杰,男,1959,"董事长,法定代表人,非独立董事",61,大专,"葛俊杰先生,中国国籍,无境外永久居留权。1959年10月生,大专学历,高级会计师,中国民主建国会第十届中央委员,第十二届全国人大代表。1980年8月至1992年1月先后任上海市糖业烟酒公司财会、科长助理、副科长、科长;1992年2月至2006年8月先后任上海市糖业烟酒(集团)有限公司财务部经理、副总经理、总经理;2006年8月至2008年3月任光明食品(集团)有限公司副总裁兼上海市糖业烟酒(集团)有限公司总经理;2008年3月至2012年9月任光明食品(集团)有限公司副总裁兼上海市糖业烟酒(集团)有限公司董事长、总裁;2012年9月至2016年12月任光明食品(集团)有限公司副总裁兼上海市糖业烟酒(集团)有限公司董事长;2016年12月至今任上海鹏欣(集团)有限公司副董事长。2017年5月至今担任公司董事长。"
1,沈伟平,男,1962,"总裁,非独立董事",58,硕士,"沈伟平:男,1962年12月出生,硕士研究生学历,上海交通大学经济管理学院EMBA。2011年1月至2015年3月任上海牛奶(集团)有限公司董事长、总裁;2015年3月至2016年12月任上海梅林正广和股份公司党委书记、董事、总裁;2016年12月至2019年2月任天邦食品股份有限公司总裁;2019年4月至今公司总裁,2019年5月至今任公司董事。"
2,范成勇,男,1971,副总裁,49,硕士,"范成勇先生,中国国籍,无境外永久居留权。1971年9月出生,美国韦博思特大学MBA。2004年4月至2007年5月任澳新银行(中国)有限公司大宗商品业务部中国区副总监;2007年6月至2013年8月任法国兴业银行(中国)有限公司能源及自然资源业务部中国区董事总经理;2013年9月至2017年2月任渣打银行(中国)有限公司大宗商品业务部中国区董事总经理;2017年11月至今任公司巴西事业部负责人。"
3,孙文,男,1968,"副总经理,董事会秘书",52,硕士,"孙文先生,中国国籍,无境外永久居留权。1968年10月出生,西安交通大学会计硕士,高级经济师,审计师。2003年10月至2016年3月,任双钱集团股份有限公司发言人,第四、第五、第六、第七、第八届董事会证券事务代表;2016年3月至2017年6月,任华谊集团股份有限公司第九届董事会证券事务代表;2017年6月至今,任公司证券事务部副总经理、总经理。"
4,殷海平,男,1966,副总经理,54,硕士,"殷海平先生,中国国籍,无境外永久居留权,1966年7月出生,上海财经大学会计专业硕士。1992年至2003年先后担任广州雅芳有限公司中国中部总公司财务副经理、瑞士大昌洋行(上海)有限公司财务副经理、亨斯迈卜内门聚氨酯(中国)有限公司会计经理、美集物流运输(中国)有限公司财务经理;2003年6月至2012年9月先后任光明乳业股份有限公司物流事业部财务总监、总经理、上海领鲜物流有限公司执行董事;2012年9月至2013年9月任鹏欣乳业发展有限公司(原纽仕兰(上海)乳业有限公司)副总经理;2013年9月至2015年11月任光明乳业股份有限公司财务总监助理;2015年11月开始任职于公司,2016年9月至今在公司担任财务总监。"
5,严东明,男,1962,非独立董事,58,硕士,"严东明,男,1962年5月出生,中共党员,硕士研究生学历。1982年毕业于空军工程技术大学导弹学院计算机专业,获工学学士学位;2003年在复旦大学世界经济研究所获经济学硕士学位。1978年9月至2001年11月部队服役;2001年12月至2005年4月在中国东方航空股份有限公司任规划发展部产权部经理;2005年5月至2011年6月在中国大地财产保险股份有限公司上海分公司任办公室主任兼人力资源部总经理。2011年7月至今在上海鹏欣(集团)有限公司任办公室主任,2014年5月至今在湖南大康国际农业食品股份有限公司任董事,2015年5月至今在黑龙江国中水务股份有限公司任董事。2019年12月19日起任鹏欣环球资源股份有限公司非职工代表监事、监事会主席职务。"
6,张富强,男,1971,非独立董事,49,博士,"张富强:男,1971年8月出生,中国国籍,天津大学技术经济专业和科技英语专业双学士,同济大学管理工程专业博士,高级经济师。曾任上海鹏欣(集团)有限公司首席投资管、鹏欣环球资源股份有限公司董事长、黑龙江国中水务股份有限公司总裁、上海上实(集团)有限公司投资部总经理、上海复星高科技(集团)有限公司公用设施部总经理、中民嘉业投资有限公司投资部董事总经理。2019年4月至今任上海鹏欣(集团)有限公司董事局主席助理、战略投资总监。2020年5月28日,任湖南大康国际农业食品股份有限公司董事职务。现任本公司董事。"
7,黄泽民,男,1952,独立董事,68,博士,"黄泽民先生,民建党员,博士研究生。历任华东师范大学教授,华东师大商学院院长。黄泽民博士,於二零一三年二月二十四日获委任为本公司独立非执行董事兼审核委员会和薪酬委员会成员 。一九八九年九月至一九九六年七月 ,彼於华东师范大学就读并於毕业时获得经济学博士学位 。历任华东师范大学讲师、副教授、教授、华东师大商学院院长。现任华东师范大学教授、博士生导师。2020年5月28日,任湖南大康国际农业食品股份有限公司独立董事职务。"
8,江百灵,男,1971,独立董事,49,博士,"江百灵,男,1971年生,中国国籍,无境外永久居留权,毕业于厦门大学,博士研究生学历。澳大利亚资深公共会计师,英国资深财务会计师。1994年7月至2006年9月,历任安徽国际商务职业学院助教、讲师;2006年9月至2009年7月,在厦门大学攻读博士学位;2009年7月至今,历任上海国家会计学院讲师、副教授、研究生导师。江百灵于2018年2月至今,担任上海阿为特精密机械股份有限公司、天合光能独立董事。现任上海国家会计学院研究生导师,上海财经大学兼职研究生导师。现任发行人独立董事。2020年5月28日,任湖南大康国际农业食品股份有限公司独立董事职务。"
9,王起山,男,1980,独立董事,40,博士,"王起山先生,1980年6月出生,博士研究生。2016年12月至2020年3月任上海交通大学农业与生物学院教授,2020年4月至今任浙江大学动物科学学院教授、博士生导师。2017年10月至今兼任中国畜牧兽医学会动物遗传育种学分会理事。2020年5月28日,任湖南大康国际农业食品股份有限公司独立董事职务。"
