,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,陶军,男,1974,"董事长,法定代表人,非独立董事",46,中专,"陶军先生:男,1974年出生,中国国籍,中专学历,系众兴菌业创始人;现任公司董事、董事长,中国食用菌协会第六届理事会副会长,北京护眼时光视力科技有限公司董事;自1995年10月至1997年12月,在天水市麦积区从事食用菌种植;1998年3月至2004年12月,创办窝驼食用菌服务中心并任技术员;2005年创办天水众兴菌业有限责任公司,自2005年11月至2012年3月担任天水众兴菌业有限责任公司执行董事、董事长、总经理;自2012年3月至2016年2月25日担任众兴菌业董事长、总经理,现担任众兴菌业董事长;2013年4月起任中国食用菌协会工厂化专业委员会第一届理事会副会长;2015年10月30日起任中国食用菌协会第六届理事会副会长;于2014年8月出资200万元设立天水众兴爱心慈善基金会并担任副理事长;2016年10月17日起任北京护眼时光视力科技有限公司董事。"
1,刘亮,男,1974,"总经理,非独立董事",46,硕士,"刘亮先生:男,1974年出生,中国国籍,硕士研究生学历;现任公司董事、总经理、北京护眼时光视力科技有限公司董事、甘肃视速康生物科技有限公司监事及四川丰藏现代农业有限公司董事;曾任绥中县食品公司财务科长、锦州中百绥中连锁店财务主管、中瑞岳华会计师事务所高级项目经理、信永中和会计师事务所经理、中航证券有限公司业务董事、昆吾九鼎投资管理有限公司投资总监职务;自2011年5月起至2012年3月担任天水众兴菌业有限责任公司董事、财务总监职务;自2012年3月起担任众兴菌业董事、副总经理、财务总监,现担任众兴菌业董事、总经理;自2014年8月担任众兴爱心基金秘书长;自2015年10月29日起担任新乡星河法定代表人、执行董事、总经理;2016年5月23日起任甘肃视速康生物科技有限公司监事;2016年10月17日起任北京护眼时光视力科技有限公司董事;2016年6月14日起任安阳众兴法定代表人、执行董事、总经理;2016年6月16日起任武威众兴法定代表人、执行董事、总经理;2016年6月21日起任吉林众兴法定代表人、执行董事、总经理;2016年10月17日起任北京护眼时光视力科技有限公司董事;2017年2月4日起任陕西众兴法定代表人、执行董事、总经理;2017年3月6日起担任江苏众友法定代表人、执行董事、总经理;2017年3月21日起任山东众兴法定代表人、执行董事、经理;2017年7月11日起担任四川丰藏现代农业有限公司董事;2017年11月6日起担任安徽众兴法定代表人、执行董事、总经理;2018年4月13日起担任五河众兴法定代表人、执行董事、总经理;2018年4月18日起担任湖北众兴法定代表人、执行董事、总经理;2019年12月25日起担任众安生物法定代表人、执行董事、总经理。"
2,高博书,男,1974,"副董事长,副总经理,非独立董事,董事会秘书",46,硕士,"高博书先生:男,出生于1974年,硕士研究生学历,现任公司董事、副董事长、副总经理、董事会秘书。高博书先生曾任河北证券部门经理、东海证券、中航证券以及大通证券投行部业务董事、董事总经理等职务。自2012年3月至今担任众兴菌业副总经理、董事会秘书;2018年4月起担任公司董事、副董事长。2016年5月23日起任甘肃视速康生物科技有限公司执行董事;2016年10月17日起任北京护眼时光视力科技有限公司董事;2019年04月16日起担任众兴投资法定代表人、执行董事、总经理。2017年获证券时报社主办的“第十一届中国上市公司价值评选·中小板上市公司优秀董秘”,2018年和2020年分别获新财富杂志社主办的“第十四届和第十六届新财富金牌董秘评选·金牌董秘”。"
3,陶春晖,男,1987,副总经理,33,本科,"陶春晖先生:男,1987年出生,汉族,中国国籍,法学学士学位。曾任青海聚富房地产开发有限公司办公室主任、开发部经理等职务。2018年11月至今担任公司办公室主任。2020年3月13日任职天水众兴菌业科技股份有限公司副总经理职务。"
4,田德,男,1948,"副总经理,非独立董事",72,高中,"田德先生:男,1948年出生,中国国籍,高中学历;现任公司董事、副总经理;自1993年起从事多种食用菌的研究与种植,曾获“天水县劳动模范”的称号。自2005年11月起至2012年3月,担任天水众兴菌业有限责任公司的监事职务;自2012年3月至今担任公司副总经理;自2014年8月担任天水众兴爱心慈善基金会法定代表人、理事长;2018年04月18日至今担任公司董事。"
5,袁斌,男,1972,"副总经理,非独立董事",48,大专,"袁斌先生:男,1972年出生,中国国籍,专科学历;现任公司董事、副总经理;曾担任广州番禺养菌场育菇车间主任,并自主创业种植秀珍菇。自2007年8月起至2012年3月担任天水众兴菌业有限责任公司副总经理;自2012年3月至今担任众兴菌业董事、副总经理;自2014年8月担任天水众兴爱心慈善基金会理事,自2015年10月9日起担任昌宏农业法定代表人、执行董事、总经理。"
6,周进军,男,1970,副总经理,50,本科,"周进军先生:男,1970年出生,汉族,中国国籍,大学本科学历,农畜产品贮藏加工专业。曾任天水市食品公司天肴肉制品厂厂长,天肴肉制品厂改制为天水市嘉亿食品有限公司后至今担任执行董事兼经理,法定代表人。自2011年加入公司至今,主要参与并负责公司双孢菇项目的建设及管理工作。2020年3月13日任职天水众兴菌业科技股份有限公司副总经理职务。"
7,李彦庆,男,1985,非独立董事,35,本科,"李彦庆先生:男,1985年出生,中国国籍,本科学历;现任公司董事、证券与投资部经理;曾任公司办公室及众兴菌业综合部职员;自2012年3月至今担任众兴菌业董事。"
8,巨铭,男,1954,独立董事,66,大专,"巨铭先生:男,1954年出生,中国国籍,大专学历,中国注册会计师;现任公司独立董事,甘肃正邦力生会计师事务所合伙人;曾任甘肃力生会计师事务所审计部主任,天水信立新会计师事务所审计部主任,内蒙古新巴尔虎右旗怡盛元公司财务总监,北京金豪特投资有限公司财务总监,北京星湖绿色生态观光园有限公司财务总监。"
9,刘遐,男,1950,独立董事,70,本科,"刘遐先生:男,1950年出生,中国国籍,大学学历,高级经济师,高级职业经理人;现任公司独立董事,江苏昆山拇熙隆机械有限公司担任顾问;曾任上海金元食品有限公司总经理,上海真露泰康食品有限公司副总经理,上海浦东天厨菇业有限公司总经理,上海英丰食用菌设备有限公司顾问,北京格瑞拓普生物科技有限公司顾问等。"
10,彭玲,女,1979,独立董事,41,本科,"彭玲女士:女,1979年出生,中国国籍,本科学历;现任公司独立董事、凯撒(中国)文化股份有限公司副总经理、董事会秘书,湖南百利工程科技股份有限公司独立董事,大禹节水集团股份有限公司独立董事,深圳汉弘数字印刷集团股份有限公司独立董事,历任深圳市兆新能源股份有限公司独立董事,曾就职于湖南卫视,深圳电视台,深圳证券信息有限公司等。"
11,张仲军,男,1983,"监事会主席,非职工代表监事",37,本科,"张仲军先生:男,1983年出生,中国国籍,本科学历;现任公司监事会主席。2011年至今就职于本公司,现任公司山东众兴厂长;2019年12月25日起担任众安生物监事。"
12,李彦军,男,1984,非职工代表监事,36,大专,"李彦军先生:男,1984年出生,中国国籍,大专学历;现任公司监事。曾就职于上海三智生物科技有限公司,2012年05月至今就职于本公司,现任江苏众友兴和菌业科技有限公司技术部部长。"
13,张云峰,男,1988,职工代表监事,32,大专,"张云峰先生:男,1988年出生,中国国籍,大专学历;现任公司职工监事代表,曾就职于天水华天科技股份有限公司,2013年至今在公司就职,现任公司天水基地生产负责人。"
14,李敏,男,1986,财务总监,34,本科,"李敏先生,男,1986年出生,汉族,中国国籍,大学本科学历,中国注册会计师;现任公司财务总监、总会计师。曾任中瑞岳华会计师事务所(特殊普通合伙)审计经理、众环海华会计师事务所(特殊普通合伙)高级审计经理。2015年09月至今担任公司总会计师,2018年12月起担任公司财务总监。"
