,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,郝忠礼,男,1962,"董事长,总经理,法定代表人,非独立董事",58,本科,"郝忠礼先生:中国国籍,无境外永久居留权,1962年10月出生,本科学历,中共党员,烟台市莱山区政协委员,中国礼仪休闲用品工业协会副理事长。1983年1月至1985年10月,任吉林省四平市第一高级中学教师;1985年11月至1992年5月,任烟台对外经济技术交流中心副主任;1992年6月至1993年10月,任烟台对外经济技术贸易公司职员;1993年12月至1998年9月,任烟台国际航空客货代理总公司副总经理;1998年9月至2016年4月,任烟台中礼工贸有限公司执行董事、经理;1999年7月至2011年7月,任烟台爱思克食品有限公司董事长、经理;2011年7月至今,任烟台爱思克食品有限公司执行董事、经理;2001年12月至2016年2月,任烟台中幸生物科技有限公司执行董事、经理;2016年2月至今,任烟台中幸生物科技有限公司执行董事;2002年3月至2014年11月,任烟台中宠食品有限公司董事长、总经理;2008年1月至2011年12月,任烟台爱丽思中宠食品有限公司副董事长、经理,2011年12月至今任烟台爱丽思中宠食品有限公司执行董事、经理;2011年3月至今,任烟台顽皮宠物用品销售有限公司董事长;2012年6月至今,任烟台中卫宠物食品有限公司副董事长;2012年10月至今,任烟台顽皮国际贸易有限公司执行董事、经理;2012年11月至今,任烟台中宠宠物卫生用品有限公司执行董事;2014年11月至今,任本公司董事长、总经理。2017年9月至今,任烟台中宠德益宠物食品销售有限公司执行董事;2018年4月至今,任安徽省中宠颂智科技有限公司董事长;2018年6月26日至今,任南京云吸猫智能科技有限公司董事长;2018年11月22日至今,任The Natural Pet Treat Company Limited董事。"
1,伊藤范和,男,1975,"副董事长,非独立董事",45,本科,伊藤范和先生：日本国籍，1975年7月出生，本科学历。2001年9月至2011年8月任日本伊藤株式会社取缔役，2012年7月至今任日本伊藤株式会社代表取缔役社长；2002年1月至2014年11月，任烟台中宠食品有限公司副董事长；2014年11月至今任本公司副董事长。
2,董海风,女,1979,副总经理,41,硕士,"董海风,女,中国国籍,无境外永久居留权,1979年5月出生,硕士研究生学历,中共党员。2006年7月至2012年2月,任烟台欣和企业食品有限公司员工发展处处长、人力资源行政部经理、厂经理助理;2012年3月至2013年2月,任烟台金岭汽车集团有限公司人力资源总监;2013年3月至2018年6月,任海普智联科技股份有限公司人力资源总监、管理中心总经理、董事;2018年7月至今任本公司人力资源总监。"
3,江移山,男,1968,"常务副总经理,非独立董事",52,本科,江移山先生：中国国籍，无境外永久居留权，1968年4月出生，本科学历，中级工程师。1992年7月至1992年10月，任烟台星达生物工程有限公司职员；1992年10月至1998年4月，任烟台市新桥食品厂技术员、车间主任、技术科长；1998年5月至2000年5月，任烟台百佳食品工业有限公司生产技术部部长；2000年6月至2002年3月，任烟台爱思克食品有限公司生产技术部部长；2002年3月至2014年11月，先后任烟台中宠食品有限公司生产技术部部长、副总经理、常务副总经理、董事；2011年3月至今，任烟台顽皮宠物用品销售有限公司董事；2012年6月至今，任烟台中卫宠物食品有限公司董事；2014年1月至今，任美国Jerky公司董事；2014年11月至今任本公司董事、常务副总经理。
4,张蕴暖,女,1976,"副总经理,非独立董事",44,硕士,张蕴暖女士：中国国籍，无境外永久居留权，1976年3月出生，硕士研究生。1996年7月至1997年8月，任山东物产进出口烟台分公司外销员；1997年9月至2000年4月，任烟台武州养蜂园有限公司出口部主管；2002年6月至2014年11月，先后任烟台中宠食品有限公司国际贸易部部长、副总经理；2014年11月至今任本公司副总经理，2015年8月至今任本公司董事。
5,郑德敏,男,1951,副总经理,69,大专,"郑德敏先生:中国国籍,无境外永久居留权,1951年4月出生,大专学历,中级工程师。1966年5月至1997年12月,先后任烟台罐头总厂职员、厂长;1998年1月至2000年4月,任烟台飞轮企业集团厂长;2000年5月至2005年8月,任烟台山村果园集团厂长;2005年9月至2014年11月,先后任烟台中宠食品有限公司罐头制造部厂长、副总经理;2014年11月至今,任本公司副总经理。郑德敏先生从事食品罐头行业40余年,具有丰富的产品研发、技术改造、创新与生产管理经验,2014年5月,郑德敏被聘任为中国食品工业协会罐藏食品科技工作委员会第三届委员会专家委员。"
6,朱红新,女,1977,副总经理,43,大专,朱红新女士：中国国籍，无境外永久居留权，1977年11月出生，大专学历，高级技师。1999年9月至2002年12月，先后任烟台爱思克食品有限公司仓库保管、车间班长、生产管理主管、公司总质检；2003年1月至2007年12月，任烟台中宠食品有限公司生产部部长；2008年1月至2011年7月，任烟台爱丽思中宠食品有限公司制造部部长；2011年8月至2014年11月，任烟台中宠食品有限公司烘干制造部部长；2014年1月至今，任美国Jerky公司董事、副总经理；2014年11月至今任本公司副总经理。
7,史宇,女,1985,"非独立董事,董事会秘书,总经理助理",35,本科,"史宇,女,中国国籍,无境外永久居留权,1985年2月出生,本科学历,中共党员。2007年3月至2007年12月,任山东丽鹏包装有限公司总裁办公室秘书、证券事务代表;2008年1月至2012年12月,任山东丽鹏股份有限公司证券事务代表;2013年1月至2015年4月,任山东丽鹏股份有限公司证券部副经理、证券事务代表;2014年12月至2015年4月,任重庆华宇园林有限公司董事;2015年2月至2016年3月,任烟台丽鹏投资有限公司董事;2015年8月至2017年11月,任本公司董事会秘书;2017年11月至今,任本公司董事、董事会秘书。2017年11月至2018年11月,任本公司董事、董事会秘书,2018年11月至今任本公司董事、董事会秘书兼总经理助理。18年11月至今,任董事;2019年9月至今,复旦大学EMBA在读。"
8,肖爱玲,女,1963,非独立董事,57,本科,肖爱玲：女，中国国籍，无境外永久居留权，1963年4月出生，本科学历。1985年7月至2014年12月，先后任山东省烟台市芝罘区妇幼保健院妇产科主治医生、副主任；1998年9月至今，任烟台中礼工贸有限公司监事；2001年12月至今，任烟台中幸生物科技有限公司监事；2003年3月至2014年11月，任烟台中宠食品有限公司董事；2009年9月至2012年10月，任烟台顽皮国际贸易有限公司执行董事、经理；2011年3月至今，任烟台顽皮宠物用品销售有限公司董事；2011年7月至今，任烟台爱思克食品有限公司（烟台好氏宠物食品科技有限公司）监事；2011年12月至今，任烟台爱丽思中宠食品有限公司监事；2012年6月至今，任烟台中卫宠物食品有限公司董事；2014年8月至今，任烟台和正投资中心（有限合伙）执行事务合伙人；2014年11月至今，任本公司董事。
9,聂实践,男,1963,独立董事,57,博士,聂实践先生：中国国籍，无境外永久居留权，1963年5月出生，博士研究生。1983年9月至1985年9月，任甘肃省科学技术研究院生物技术研究所实习研究员，1987年4月至2000年10月，先后任北京市营养源研究所副研究员、研究员、副所长、实验室主任；2000年11月至今，任北京百林康源生物技术有限责任公司执行董事、总经理；2015年8月至今任本公司独立董事。
