,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,彭勃,男,1984,"董事长,法定代表人,非独立董事",36,博士,"彭勃先生,1984年1月出生,中国国籍,无境外永久居留权,中共党员,毕业于清华大学,管理学博士。曾任北京市工程咨询公司项目经理、北京市发展和改革委员会主任科员、润兴融资租赁有限公司副总裁、总裁、董事长。现任天山生物董事长。"
1,蔺进,男,1978,总经理,42,大专,"蔺进先生,1978年12月出生,中国国籍,无境外永久居留权,大专学历。2014年至2015年1月,任新疆亚中机电销售租赁股份有限公司总经理助理兼融资租赁公司总经理职务;2015年至2018年10月,任海尔融资租赁股份有限公司现代农业事业部总经理职务。2018年10月至今,任重庆新融农牧科技有限公司董事长兼CEO职务。目前兼任中国畜牧业协会常务理事职务、中加肉牛产业合作联盟副理事长职务。2020年5月22日任新疆天山畜牧生物工程股份有限公司总经理。"
2,桑洁,女,1975,"副董事长,非独立董事",45,硕士,"桑洁女士,1975年4月出生,中国国籍,无境外永久居留权,硕士学历。自2010年8月至2015年7月担任德意志银行香港分行投资银行部中国区董事,自2015年10月至今,担任梵欧咨询管理公司董事职务。现任天山生物副董事长。"
3,于舒玮,女,1980,"副总经理,董事会秘书",40,本科,"于舒玮,女,汉,1980年2月出生,中国国籍,中共党员,本科学历,无境外永久居留权。2009年8月至2016年12月曾任本公司证券部部长、证券事务代表。现任本公司副总经理、董事会秘书。"
4,何波,女,1968,非独立董事,52,本科,"何波女士,1968年2月出生,中国国籍,无境外永久居留权,本科学历,中共党员,高级会计师。曾任中粮屯河股份有限公司采购部副部长(主持工作),天山农牧业发展有限公司财务总监,曾任天山生物第三届董事会董事、副总经理、财务总监;现任天山生物第四届董事会董事,呼图壁县天山农牧科技发展有限公司执行董事。"
5,李刚,男,1971,非独立董事,49,硕士,"李刚先生,1971年9月出生,中国国籍,无境外永久居留权,硕士学历。曾任天山生物董事长、总经理、昌吉西域育马发展有限公司执行董事、新疆天山农村商业银行股份有限公司董事、新疆马业发展股份有限公司董事。现任上海智本正业投资管理有限公司执行董事兼总经理、天山农牧业发展有限公司董事长、上海恰图贸易有限公司执行董事兼总经理、新疆刀郎阳光农牧科技股份有限公司董事长、麦盖提刀郎庄园新农业股份有限公司董事长、新疆慕士塔格阳光生态农牧科技有限公司执行董事兼总经理、新疆丝路刀郎果业有限公司执行董事兼总经理、天山生物第四届董事会董事。"
6,裘莹,女,1978,非独立董事,42,硕士,"裘莹女士,1978年7月出生,中国国籍,无境外永久居留权,研究生学历。曾任中富证券有限责任公司综合部经理、美国雷珂国际大中华区代表处华东区市场渠道部总监、上海智本正业投资管理有限公司总裁助理、董秘。现任上海涌利金融信息服务有限公司董事长,第四届董事会董事、总经理。"
7,卫新璞,男,1972,非独立董事,48,硕士,"卫新璞先生,1972年5月出生,中国国籍,无境外永久居留权,中共党员,硕士学历。曾任自治区畜牧厅畜牧处副处长职务、天山生物第三届监事会监事、天山生物第三届董事会董事。现任新疆维吾尔自治区畜牧总站法定代表人、新疆呼图壁种牛场有限公司副董事长、天山生物第四届董事会董事。"
8,李大明,男,1967,独立董事,53,硕士,"李大明先生,1967年4月出生,中国国籍,无境外永久居留权,研究生学历。自1998年至今就职于新疆天阳律师事务所,现任天阳律师事务所合伙人律师,天阳律师事务所公司与证券法律业务部负责人,美克股份独立董事、西部建设独立董事、百花村独立董事、冠农股份独立董事、天山生物独立董事。兼任全国律协公司法专业委员会委员、自治区律协公司与证券专业委员会主任委员、中国证券业协会证券纠纷调解员。"
9,李宇立,女,1976,独立董事,44,博士,"李宇立女士,1976年6月出生,中国国籍,无境外永久居留权,博士,现任新疆财经大学会计学院教授,硕士生导师,入选财政部全国会计领军(后备)人才(学术类),曾获新疆高等教育教学成果一等奖、国家级教学成果二等奖等奖项,已主持两项国家自然科学基金项目。曾任天山生物第三届董事会独立董事。现任西域旅游独立董事、天山生物第四届独立董事。"
10,吴新忠,男,1970,独立董事,50,硕士,"吴新忠先生,1970年8月出生,中国国籍,无境外永久居留权,中共党员,硕士学历,副教授。1993年7月毕业于新疆农业大学草原专业,获学士学位;2006年9月毕业于新疆农业大学畜牧专业,获硕士学位。2000年5月获昌吉州科技进步二等奖;2006年2月获昌吉市科技进步二等奖;2009年获昌吉州科技优秀论文二等奖。自2002年1月至今,在新疆农业职业技术学院畜牧专业任教。"
11,李冬燕,女,1974,"监事会主席,监事",46,硕士,"李冬燕女士,1974年4月出生,中国国籍,无境外永久居留权,硕士学历,会计师。曾任新疆维吾尔自治区畜牧总站体系建设科副科长,天山生物第二届董事会董事、第三届董事会董事。现任新疆维吾尔自治区畜牧总站财务科科长,天山生物监事会主席。"
12,牛芳,女,1977,监事,43,本科,"牛芳女士,1977年11月,中国国籍,无境外永久居留权,本科学历,律师。自2010年至今任天山农牧业发展有限公司法务,2016年3月至今任天山农牧业发展有限公司董事,2017年4月至今任天山生物第三届监事。"
13,王李君,女,1975,职工代表监事,45,本科,"王李君女士,女,1975年10月出生,大学本科学历。曾任天山生物人事行政部部长、人力资源部部长、中澳德润综合部部长。现任天山生物人资行政部部长、巴尔鲁克牧业监事、天山生物第四届监事会职工代表监事。"
14,何非,男,1982,财务总监,38,本科,"何非先生,1982年2月出生,中国国籍,无境外永久居留权,本科学历,注册会计师。曾任润兴融资租赁有限公司副总裁兼首席财务管理职务。现任天山生物财务总监职务。"
