,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,宗文峰,男,1964,"董事长,法定代表人,董事",56,硕士,"宗文峰先生:1964年出生,中国人民大学高级工商管理(EMBA)硕士研究生。1986年参加工作,曾任中国水产总公司、舟山海洋渔业公司董事长。2013年5月任本公司第五届董事会董事、总经理,2015年10月任本公司第六届董事会董事长至今。"
1,叶少华,男,1970,"总经理,董事",50,硕士,"叶少华先生,1970年9月16日出生,硕士,中国国籍,无境外永久居留权,先后就读于上海财经大学、香港理工大学。曾任中国水产总公司进出口部业务员;中国水产总公司也门、阿曼、印度代表处业务员、主管;中水远洋渔业责任有限公司印度代表处副代表、代表;中国水产总公司香港代表处代表兼副总经理、缅甸代表处代表、航运项目部总经理、发展计划部总经理;中国水产总公司总经理助理、副总经理兼总法律顾问;中国水产有限公司董事、副总经理兼总法律顾问;中牧实业股份有限公司党委副书记,董事会秘书;中国农业发展集团投资部总经理。现任中水集团远洋股份有限公司董事、总经理。"
2,邓荣成,男,1969,副总经理,51,硕士,"邓荣成先生:1969年10月出生,硕士研究生,法国普瓦捷大学企业管理专业。曾任中国水产有限公司塞内加尔、几内亚、毛塔代表处翻译和项目管理,达喀尔代表处代表助理、副代表,中国水产有限公司发展计划部副主任,马达加斯加代表处代表,中水渔业总经理助理兼发展计划部总经理,现任公司副总经理。"
3,邵兴桃,男,1968,副总经理,52,本科,"邵兴桃,男,汉族,1968年1月出生,中共党员,大学本科学历,工程师。1990年6月参加工作,曾在南通渔船柴油机厂铸工车间、中水南通海狮公司工作;2000年9月任中水南通海狮公司对外贸易部经理;2003年5中水南通海狮公司南通天达铸造有限公司总经理,2005年3月任中国农发集团外事外经部总经理助理;2017年9月任中国农发集团外事部副总经理。其间:2014年9月至2019年9月作为中组部第八、九批援疆干部任职新疆九鼎农业集团有限公司副总经理。于2020年6月30日担任中水集团远洋股份有限公司副总经理职务。"
4,董恩和,男,1963,董事,57,本科,"董恩和先生:1963年出生,本科学历,上海水产大学海洋捕捞专业毕业。1986年参加工作,曾任淄博柴油机总公司副总经理,副董事长、党委副书记;中国水产舟山海洋渔业公司董事、总经理,现任中国水产舟山海洋渔业公司董事长、党委书记。2016年5月20日任中水渔业第六届董事会董事至今。"
5,刘振水,男,1963,"董事,总会计师",57,大专,"刘振水先生:中国国籍,无境外永久居留权,大学专科,高级会计师,北京广播电视大学工业会计专业。1983年6月起在中国水产系统工作,2004年5月至2007年12月任中国水产舟山海洋渔业公司纪委书记、副总经理,2008年1月至2016年7月任中国农业发展集团总公司财务资金部总经理。曾于2007年6月至2017年3月任中水渔业监事会监事。2016年7月至2018年1月任中国牧工商(集团)总公司董事、总会计师。2018年3月28日起任中水渔业总会计师。2018年5月8日起任中水渔业董事。"
6,周紫雨,男,1969,董事,51,硕士,"周紫雨先生,1969年出生,中国国籍,无境外永久居留权,管理学硕士,毕业于北京农业大学、北京理工大学、中欧国际工商管理学院,曾任中牧实业股份有限公司投资管理部副经理、投资发展部经理、总经理办公室主任,中国牧工商(集团)总公司企业发展部副经理,北京华牧家禽育种中心董事、总经理,中垦农业资源开发股份有限公司总经理助理、副总经理、董事会秘书,中农发种业集团股份有限公司副总经理、董事会秘书,中国农垦(集团)总公司董事、总经理、党委副书记,中农发种业集团股份有限公司监事长。2017年5月起任中国华农资产经营公司董事长、党委书记至今。2017年8月28日起任中水渔业董事至今,中牧股份监事。"
7,杨丽丹,女,1983,董事会秘书,37,博士,"杨丽丹:女,1983年7月出生,博士研究生学历,中国人民大学工商管理专业。2008年7月至2014年8月,就职于中国中钢集团公司。2014年8月至2016年1月,在国务院国有企业改革领导小组办公室借调工作。2016年1月至2017年2月,任中国农业发展集团有限公司战略管理部总经理助理。2017年2月至今,先后任中水集团远洋股份有限公司董事会办公室、发展计划部副总经理(主持工作)。2017年12月26日起任中水渔业董秘。"
8,肖金泉,男,1958,独立董事,62,硕士,"肖金泉先生:1958年2月出生,硕士研究生学历,中国政法大学中国法律制度专业。大成律师事务所全球副主席、中国区首席执行官、党委书记。曾任中国农业发展集团外部董事。2017年8月28日起任中水渔业独立董事至今。"
9,郑洪涛,男,1966,独立董事,54,博士,"郑洪涛先生:1966年10月生,中国国籍,无境外永久居留权,自2002年7月至2006年12月在中南财经政法大学从事金融学博士后研究工作;于2001年6月毕业于华中农业大学,获得农业经济管理学博士学位;于1995年6月,获得农学硕士学位,博士后研究员,北京国家会计学院教授。我国著名内部控制与风险管理专家,财政部内部控制标准委员会咨询专家,应用经济学博士后。中国会计学会内部控制专家组专家,北京国家会计学院法人治理与风险控制中心学术主任,教授。北京国家会计学院学术委员会委员。郑先生于2010年2月被中华人民共和国财政部评为教授。郑先生于2016年1月加入红星美凯龙家居集团股份有限公司,任红星美凯龙家居集团股份有限公司独立监事。郑先生在北京国家会计学院从事教学和科研工作,担任法人治理与风险控制中心主任。自1995年7月至1996年12月,郑先生在广东仲恺技术经济学院担任教师;自1997年1月至1997年10月,郑先生在农业部农村经济研究中心担任研究人员;自1997年10月至1998年9月,郑洪涛先生在光大证券股份有限公司投资银行部担任投资项目经理;郑洪涛先生2017年8月28日起任中水渔业独立董事至今。现兼任中核苏阀科技实业股份有限公司、北京无线天利移动信息技术股份有限公司、启明星辰信息技术集团股份有限公司。大禹节水集团股份有限公司独立董事。2020年4月13日因换届辞去北京无线天利移动信息技术股份有限公司独立董事职务。"
10,周俊利,女,1972,独立董事,48,博士,"周俊利女士:1972年2月出生,博士研究生学历,中国政法大学民商法专业。北京市中银律师事务所执业律师,高级合伙人,管委会委员;曾任北京市某人民检察院反贪局、公诉处检察官,北京市东元律师事务所律师。2017年8月28日起任中水渔业独立董事至今。"
11,云经才,男,1964,"监事会主席,监事",56,硕士,"云经才先生:1964年出生,研究生学历,武汉水利电力学院水土建筑专业毕业。曾任中国农业发展集团有限公司发展计划部总经理;淄博柴油机总公司党委书记、副董事长、董事长;现任中国农业发展集团有限公司副总经济师、战略管理部总经理。2017年3月12日起任我公司监事会主席至今。"
12,张永刚,男,1966,监事,54,中专,"张永刚:男,生于1966年7月,大同煤炭工业学校财务会计专业中专毕业,会计师。历任中国水产湛江海洋渔业公司财务总监,中国农业发展集团有限公司财务资金部副经理,中国爱地集团监事。现任中国农业发展集团有限公司资金中心总经理。2017年12月26日起任中水渔业监事。"
13,张梦,女,1970,职工监事,50,本科,"张梦女士,女,中国国籍,汉族,1970年3月出生,吉林大学价格学专业本科毕业。曾任工商银行长春市分行人民广场办事处出纳科业务员;中国包装物资集团总公司进出口处业务员;2000年9月至今在中水集团远洋股份有限公司工作,历任财务资金部业务经理、发展计划部业务经理,现任财务资金部业务经理。2019年11月15日起任职中水集团远洋股份有限公司职工监事。"
14,王忠尧,男,1961,总经济师,59,硕士,"王忠尧先生:1961年6月出生,硕士研究生,中欧国际工商学院工商管理专业。曾任航空部系统工程研究所工程师,中国农村发展信托投资公司企管部副总经理,中国水产(集团)总公司副总经济师,中水渔业副总经理,现任公司总经济师兼安全总监兼工会主席。"
