,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,杨勇萍,男,1969,"董事长,法定代表人,非独立董事",51,大专,"杨勇萍,董事长,男,1969年4月生,吉林省第十、十一届人大代表,中国国籍,无境外永久居留权,大专学历。曾任职于福建省港航管理局航道处,历任高榕食品总经理、董事长。现任本公司董事长、总经理,中国食用菌协会副会长、中国农业产业化龙头企业协会副会长、中国食用菌协会工厂化专业委员会会长、上海蔬菜食用菌行业协会名誉会长、上海市工商业联合会执行委员、上海福建商会名誉会长。"
1,诸焕诚,男,1971,"总经理,非独立董事",49,本科,"诸焕诚,董事,男,1971年8月生,中国国籍,无境外永久居留权,本科学历。曾任福州金匙摩托车有限公司品保部课长,历任高榕食品董事。现任本公司董事,上海首舜监事、首舜株式会社董事、江苏和正生物科技有限公司经理。2020年5月26日任上海雪榕生物科技股份有限公司总经理职务。"
2,陈雄,男,1982,"副总经理,非独立董事,财务总监",38,硕士,"陈雄,男,1982年3月生,汉族,中国国籍,研究生学历,中国注册会计师、澳大利亚注册会计师。曾任瑞表企业管理(上海)有限公司财务主管、安永华明会计师事务所(特殊普通合伙)上海分所高级审计经理、支付宝(中国)网络技术有限公司高级财务专家等。2017年9月入职公司担任总经理助理,现任公司董事、财务总监。于2019年5月起担任上海雪榕生物科技股份有限公司副总经理职务。"
3,郭伟,男,1963,副总经理,57,本科,"郭伟,男,1963年11月生,中国国籍,无境外永久居留权,本科学历。曾任顶新集团广州顶益国际食品有限公司制造处长;2009年3月至2013年8月,任成都雪榕工厂总经理;2013年8月至2018年6月,任广东雪榕工厂总经理。现任雪榕生物生产管理中心生产总监兼采购总监。2020年1月21日担任上海雪榕生物科技股份有限公司副总经理职务。"
4,顾永康,男,1987,董事会秘书,33,本科,"顾永康,男,1987年4月生,中国国籍,大学本科学历,2013年5月入职公司历任董事会秘书助理、证券事务代表,现任公司董事会秘书。"
5,刘浩,男,1978,独立董事,42,博士,"刘浩,独立董事,男,1978年11月生,中国国籍,无境外永久居留权,博士学历,教授职称。现任上海财经大学会计学院教授、申能股份有限公司独立董事。刘浩曾任上海财经大学会计学院讲师、副教授,美国纽约城市大学访问学者。中国注册会计师协会非执业会员,兼任上海申能股份有限公司独立董事、江苏玉龙钢管股份有限公司独立董事、安徽皖通高速公路股份有限公司独立董事。"
6,孙占刚,男,1979,独立董事,41,本科,"孙占刚,独立董事,男,1979年6月生,中国国籍,无境外永久居留权,2016年6月取得上海证券交易所颁发的《独立董事资格证书》,本科学历。曾任上海蔬菜加工与出口行业协会市场部主任、上海蔬菜行业协会市场部主任、上海蔬菜食用菌行业协会市场部主任。现任公司独立董事、上海蔬菜食用菌行业协会秘书长、上海市政府采购评审专家。"
7,韦烨,男,1970,独立董事,50,硕士,"韦烨,独立董事,男,1970年12月生,中国国籍,无境外永久居留权,硕士学历,曾任上海轮胎橡胶(集团)股份有限公司法务、上海市光大律师事务所律师及执行主任、北京市同达律师事务所上海分所合伙人、上海汇衡律师事务所创始合伙人。现任公司独立董事、北京大成(上海)律师事务所高级合伙人及管委会会员,兼任江苏通达动力科技股份有限公司独立董事、上海雅运纺织化工股份有限公司独立董事。"
8,陆勇,男,1982,"监事会主席,非职工代表监事",38,本科,"陆勇,监事会主席,男,1982年1月生,中国国籍,无境外永久居留权,本科学历。曾任职于上海伟佳家具有限公司、上海高榕食品有限公司、上海晟地集团,自2014年3月开始担任上海雪榕生物科技股份有限公司人事经理,现任公司人力行政总监、监事会主席。"
9,茅丽华,男,1987,非职工代表监事,33,本科,"茅丽华,监事,男,1987年11月生,中国国籍,无境外永久居留权,本科学历。曾任职于江苏好收成韦恩农化股份有限公司、亨氏(中国)投资有限公司和英科国际控股有限公司。现任公司监事、证券事务代表。"
10,黄健生,男,1963,职工代表监事,57,硕士,"黄健生,职工监事,男,1963年7月生,中国国籍,无境外永久居留权,硕士研究生学历。曾任职于福建省港航管理局航道处、福建省港航管理局、福建省港航勘测设计院,历任技术员、助理工程师、工程师、副大队长、大队长等职务。自2011年5月始先后担任公司工程建设中心综合管理部经理、行政安保部行政经理,现任公司职工监事、行政部行政总监兼党总支书记。"
