,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,王东晓,男,1952,"董事长,法定代表人,董事",68,硕士,"王东晓先生:1952年出生,中国籍,无境外居留权。研究生学历。现任公司董事长、内蒙古金河建筑安装有限责任公司董事长、内蒙古金牧种牛繁育有限公司董事、北京金润汇投资有限公司执行董事。历任托克托县五申乡建筑维修队经理,内蒙古托克托县第二建筑安装工程公司总经理,内蒙古金河饲料添加剂厂厂长,华蒙金河实业有限公司董事长,金河集团实业有限公司董事长。"
1,谢昌贤,男,1962,"总经理,董事",58,硕士,"谢昌贤先生:1962年出生,中国籍,无境外居留权。研究生学历。1999年加入公司担任副总经理。现任公司董事、总经理,内蒙古金河淀粉有限责任公司董事,内蒙古金河环保科技股份有限公司董事,内蒙古金河动物药业有限公司董事长、法定代表人。历任福建闽清味精厂车间主任,福建闽清生化总厂科长、金霉素分厂厂长,福建闽清双安制药有限公司总经理,北京正大七星抗生素有限公司生产部经理,驻马店华中正大有限公司生产部经理。"
2,邓维康,男,1952,董事长助理,68,本科,"邓维康先生:1952年出生,本科学历。1969年参加工作,历任呼和浩特市制药厂车间主任、副厂长、厂长,1994年加入金河生物科技股份有限公司担任副总经理,现任金河生物科技股份有限公司董事长助理,党委书记,内蒙古金河动物药业有限公司执行董事。"
3,何静华,女,1963,董事长助理,57,本科,"何静华女士:1963年出生,本科学历。1989年参加工作,历任内蒙古医药进出口公司财务科长、副总经理、总经理,内蒙古国有资产经营公司企业工作部经理,呼和浩特春华水务公司博通收购领导小组副组长,2007年加入金河生物科技股份有限公司。现任金河生物科技股份有限公司董事长助理。"
4,路漫漫,男,1973,董事长助理,47,--,路漫漫，男，1973年出生，中国国籍，无境外永久居留权，现任公司董事长助理。
5,李福忠,男,1964,"副董事长,董事",56,硕士,"李福忠先生:1964年出生,中国籍,无境外居留权。研究生学历。现任公司副董事长,内蒙古金河建筑安装有限责任公司董事,内蒙古金河淀粉有限责任公司董事长、法定代表人。先后供职于土左旗建安公司土建队、托克托县五申乡建筑维修队。"
6,邬瑞岗,男,1971,"副董事长,董事",49,硕士,"邬瑞岗先生:1971年出生,中国籍,无境外居留权。研究生学历,注册会计师。现任天津东弘泰和企业管理咨询合伙企业(普通合伙)执行事务合伙人,内蒙古汇生源商贸有限公司执行董事,内蒙古盈信泰富管理咨询有限公司执行董事兼总经理,内蒙古安立信会计师事务所有限责任公司董事长兼总经理。历任呼和浩特市财政局科员,公司财务总监,内蒙古盛健生物科技有限公司董事长兼经理,内蒙古美羊牧业有限公司董事长,盛以泉创业服务有限公司总经理。"
7,张兴明,男,1964,"副董事长,董事",56,硕士,"张兴明先生:1964年8月出生,中国籍,无境外居留权。研究生学历。现任公司副董事长、金河佑本生物制品有限公司董事长、法定代表人、内蒙古金河动物营养科技有限公司董事长、法定代表人、内蒙古金河环保科技股份有限公司董事长、法定代表人、呼和浩特市禹水宏管理咨询企业(有限合伙)执行事务合伙人。历任中牧实业股份有限公司常务副总经理、董事、总经理、党委副书记,厦门金达威集团股份有限公司副董事长。"
8,关映贞,男,1964,副总经理,56,大专,"关映贞先生:1964年出生,中国籍,无境外居留权。大专学历。1990年加入公司,现任公司副总经理。历任公司总经理助理职务、公司提炼部、动力部部长。"
9,菅明生,男,1966,副总经理,54,大专,"菅明生先生:1966年出生,中国籍,无境外居留权。大专学历。1990年加入公司,现任公司副总经理,内蒙古金河动物药业有限公司董事、总经理,内蒙古金河淀粉有限责任公司董事。历任公司车间主任、公司监事、提炼部部长。"
10,王志军,男,1974,"副总经理,董事",46,本科,"王志军先生:1974年3月出生,中国籍,无境外居留权。本科学历。1992年加入公司,现任公司董事、副总经理,金河牧星(重庆)生物科技有限公司董事长、法定代表人、总经理。内蒙古金河动物药业有限公司董事,金河佑本生物制品有限公司董事、杭州佑本动物疫苗有限公司董事。历任公司销售部经理、国内营销中心总经理。"
11,王治生,男,1962,副总经理,58,硕士,"王治生先生:1962年10月30日出生,中国籍,无境外居留权。研究生学历。1997年加入公司,现任公司副总经理。历任大连经济技术开发区进出口总公司任分公司经理、经济师,公司总经理助理、国际营销中心总经理、公司董事。"
12,云喜报,男,1967,副总经理,53,大专,"云喜报先生:1967年出生,大专学历。1990年加入公司,现任公司副总经理。历任质量检测所所长、职工代表监事、品质技术部部长。"
13,刘迎春,男,1967,副总经理,53,大专,"刘迎春先生:1967年出生,中国籍,无境外居留权。大专学历。1990年加入公司,现任公司副总经理。历任生产车间副主任、主任、调度室主任。"
14,刘运添,男,1967,副总经理,53,大专,"刘运添先生:1967年出生,中国籍,无境外居留权。大专学历。1999年加入公司。现任公司董事、副总经理,金河牧星(重庆)生物科技有限公司董事。历任福建闽清双安制药有限公司生产车间主任,北京正大七星抗生素有限公司生产部副经理、经理,驻马店华中正大有限公司生产部副经理。"
15,邓一新,女,1972,董事会秘书,48,硕士,"邓一新女士:1972年出生,中国籍,无境外居留权。研究生学历。2007年加入公司,现任公司董事会秘书,杭州佑本动物疫苗有限公司董事,呼和浩特昌福兴投资管理企业(有限合伙)执行事务合伙人。历任工商银行包头分行法律事务科科长,内蒙古和发稀土科技开发股份有限公司副总经理兼董事会秘书。"
16,卢文兵,男,1967,独立董事,53,硕士,"卢文兵先生:1967年出生,汉族,中国国籍,无境外居留权。工商管理硕士。现任内蒙古民丰种业有限公司董事长,内蒙古腾格里投资管理有限公司董事长,乌兰察布市工商联副主席,内蒙古大学客座教授,内蒙古财经大学客座教授,内蒙古农业大学客座教授。历任内蒙古蒙牛乳业(集团)股份有限公司副总裁,内蒙古小肥羊餐饮连锁有限公司CEO。"
17,谢晓燕,女,1970,独立董事,50,博士,"谢晓燕,女,1970年6月出生,中国国籍,无境外永久居留权。管理学博士。1993年7月至1996年12月,任包头市规化土地管理局服务公司财务科长;1997年1月至2006年7月,任内蒙古会计师事务所业务主审、高级审计经理;2006年8月至今,任内蒙古工业大学经济管理学院会计系教授,2020年4月至今担任公司独立董事。"
18,姚民仆,男,1951,独立董事,69,本科,"姚民仆先生:1951年出生,中国籍,无境外居留权,本科学历。现任清华大学中国农村研究院学术委员会委员,生物饲料开发国家工程研究中心首席战略官,清华大学互联网产业研究院食品安全研究中心专家委员会主任,北京理工大学化工与环境学院兼职教授,北京兴东方科技有限公司外部独立董事,中国人民大学中国畜牧饲料产业研究中心首席战略官。历任南通正大有限公司执行副总经理,北京大发正大有限公司总经理,正大集团农牧企业中国区助理副总裁,正大集团农牧企业中国区副总裁、资深副总裁、总裁、副董事长,正大集团农牧食品企业中国区资深副董事长,绝味食品股份有限公司独立董事,中国畜牧业协会名誉副会长,中国人民大学农业与农村发展学院兼职教授,北京理工大学微生物环境资源过程控制校企联合实验室专家组主任委员。"
19,张千岁,男,1956,"监事会主席,股东代表监事",64,大专,"张千岁先生:1956年出生,中国籍,无境外居留权。大专学历,高级工程师。现任内蒙古金河建筑安装有限责任公司监事,公司监事会主席,内蒙古金河现代农业有限责任公司监事。历任内蒙古金河建筑安装有限责任公司副总经理兼总工程师。"
20,姚建雄,男,1970,股东代表监事,50,大专,"姚建雄先生:1970年10月出生,中国籍,无境外居留权。大专学历。1990年加入公司,现任公司监事。历任总经理办公室副主任、总经理办公室主任、公关部经理、总经理助理兼董事会办公室主任。"
21,郑留计,男,1968,职工代表监事,52,本科,"郑留计先生:1968年1月出生,男,汉族,中国国籍,内蒙古托克托县人,大学本科学历。郑留计先生1990年至1993年,在托县种猪场工作。1993年至今,在金河生物科技股份有限公司工作,历任发酵值班、会计、经理助理、行政科长、厂办副主任、办公室副主任、总办主任、副总经理、常务副总裁助理、副董事长助理等职位。现任公司职工代表监事。"
