,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,覃衡德,男,1970,"董事长,法定代表人,非独立董事",50,硕士,"覃衡德,男,1970年4月出生,土家族,中共党员,硕士研究生,高级会计师。覃先生于1991年毕业于华东工学院经济管理系会计学专业,获工学学士学位,于2002年毕业于华中科技大学,获工业工程硕士学位,并于2011年毕业于中欧国际工商学院,获高级管理人员工商管理硕士学位。1991年参加工作,曾任湖北红旗电缆厂副总会计师,国投原宜实业股份有限公司总会计师,德隆国际战略投资有限公司投资管理部副总经理等职务。2004年7月加入中化,先后任中化国际业务发展部总经理、财务总监、副总经理、常务副总经理、总经理、党委书记等职务。2016年12月至今任中国中化集团有限公司农业事业部总裁,中化化肥控股有限公司、中化化肥有限公司执行董事、总经理;2017年1月至今任中国中化集团有限公司农业事业部党委书记;2017年2月至今任青海盐湖工业股份有限公司副董事长;2019年1月起任本公司董事、董事长;2019年12月起任江苏扬农化工股份有限公司董事长。此外,2016年12月至2019年4月曾任中国种子集团有限公司党委书记,2016年12月至2019年5月曾任中国种子集团有限公司执行董事;2015年1月至2016年12月曾任中化国际(控股)股份有限公司总经理、党委书记;2016年11月至2017年1月曾任Halcyon Agri Corporation Ltd.1的董事及非执行主席;2008年9月至2016年11月曾任G M GGlobal Ltd.董事,并于2015年1月至2016年11月期间担任该公司非执行主席。"
1,张琴,女,1963,"总裁,副董事长,非独立董事",57,硕士,"张琴,女,1963年6月出生,中国国籍,无境外永久居留权,工商管理硕士,高级经济师。曾任公司前身安徽荃银禾丰种业有限公司(以下简称“荃银有限”)董事、副总经理。2008年2月至2019年1月任公司董事长,2019年1月起任公司副董事长,2015年2月起至今任公司总经理。2018年4月入选国家科技部中国农村技术开发中心“第一批国家农业农村创业导师”;2018年10月入选科技部2017年“科技创新创业人才”,当选中国妇女第十二次全国代表大会代表。此外,还担任合肥市人大常委会委员,中国种子协会副会长,中国种子协会国际合作分会会长,全国农业职业教育教学指导委员会委员,安徽省种子协会理事长,合肥市科学技术协会副主席;安徽和味农业科技发展股份有限公司、安徽爱迪香料股份有限公司、黄山天香科技股份有限公司、黄山禾惠食品有限公司董事,北京嘀嘀生活网络科技有限公司董事长,安徽青年农场主网络科技有限公司执行董事。"
2,高胜从,男,1966,副总经理,54,大专,"高胜从,男,1966年2月出生,中国国籍,无境外永久居留权,大专学历,高级农艺师。2005年3月入职公司,2008年7月至2018年5月任公司生产部经理,2014年5月至今任公司总经理助理。"
3,江三桥,男,1970,副总经理,50,本科,"江三桥,男,1970年7月出生,中国国籍,无境外永久居留权,本科学历,农业高级技术和管理人员,合肥市五一劳动奖章获得者。2007年1月至今任公司控股子公司安徽荃银种业科技有限公司总经理,2019年1月起任公司副总经理。2019年9月起兼任中国种子协会国际合作分会副秘书长。"
4,王玉林,男,1962,"常务副总经理,非独立董事",58,大专,"王玉林,男,1962年10月出生,中国国籍,无境外永久居留权,大专学历。2013年至2019年1月任公司总经理助理,2019年1月起任公司董事、常务副总经理。此外,还担任合肥常青物业管理有限责任公司、合肥华林瑞雅酒店管理有限公司监事。"
5,夏献锋,男,1964,副总经理,56,本科,"夏献锋:男,中国国籍,无永久境外居留权,1964年10月出生,中共党员,农业技术推广研究员。1986年毕业于中国农业大学,农学学士,分配在农垦集团农业处工作;1990-1996年,历任安徽农垦事业管理局农业科副科长、科长;1996年赴美从事农场项目管理;1997-1999年,任万源农垦副总经理;1999-2003年,任万源农垦总经理;2003年3月至2017年7月任安徽皖垦种业股份有限公司常务副总经理,2017年7月至2019年10月任安徽皖垦种业股份有限公司总经理,2019年10月至2020年2月任安徽省农垦集团有限公司种植业部副部长。安徽省小麦品种审定专业组成员,安徽省种子协会副理事长,为公司“皖垦糯1号”和“皖垦麦076”育种人,出版著作3部,发表论文3篇,参与的《安徽农垦种子工程项目》获得安徽省科技进步二等奖,《小麦新品种皖垦麦076选育》获安徽省农垦事业管理局2010-2011年度科技进步奖一等奖。2020年3月9日至今,任安徽荃银高科种业股份有限公司副总经理."
6,张从合,男,1972,副总经理,48,硕士,"张从合先生:1972年1月出生,中国国籍,无境外永久居留权,作物遗传育种专业硕士,研究员,享受国务院颁发的政府特殊津贴。曾任合肥丰乐种业股份有限公司水稻研究所所长助理,本公司前身安徽荃银禾丰种业有限公司科研生产部经理、总经理助理;2008年2月至今任本公司副总经理,兼任安徽爱迪香料化工股份有限公司董事。2019年1月23日辞去安徽荃银高科种业股份有限公司董事职务"
7,朱全贵,男,1969,副总经理,51,本科,"朱全贵先生:1969年11月出生,中国国籍,无境外永久居留权,本科学历,农学学士,高级经济师。曾任合肥丰乐种业股份有限公司水稻事业部副经理、玉米专业公司副经理,武汉敦煌种业有限公司副总经理。2011年4月至今任公司副总经理,2014年12月至今兼任北京北农泰斯特农业技术有限公司董事。"
8,宋维波,男,1976,非独立董事,44,硕士,"宋维波,男,1976年3月出生,中国国籍,无境外永久居留权,研究生学历。2017年1月至今任中国中化集团有限公司农业事业部党委委员、副总裁,中国种子集团有限公司总经理、党委副书记。此外,2016年5月至2016年12月曾任中种国际种子有限公司商务总监;2011年7月至2016年5月曾任中国种子集团有限公司副总经理。"
9,阳庆华,男,1974,非独立董事,46,本科,"阳庆华,男,1974年6月出生,中国国籍,无境外永久居留权,本科学历,高级农艺师。曾在湖北三峡职业技术学院、南京两优培九种业有限公司工作;2001年12月入职北京金色农华种业科技股份有限公司,现任该公司总裁;2019年1月起任本公司董事。"
10,张庆一,男,1982,"董事会秘书,财务总监",38,硕士,"张庆一,男,1982年5月出生,中国国籍,无境外永久居留权,研究生学历,高级会计师,中国注册税务师,加拿大注册会计师,英国资深特许公认会计师。2017年1月至2019年1月任中国种子集团有限公司财务管理部总经理,2017年8月至2019年1月任中国种子集团有限公司财务负责人,2018年5月至2019年1月任中化集团农业事业部财务管理部总经理助理。此外,2013年4月至2016年12月历任中国种子集团有限公司财务部总经理助理、副总经理等职务。2009年11月至2012年12月曾任四川川种种业有限公司财务总监。2016年至2019年1月先后任广东省金稻种业有限公司监事、湖南洞庭高科种业股份有限公司监事、四川省宜宾市宜字头种业有限责任公司监事、湖北中种武陵种业有限公司监事。"
11,范斌,男,1972,独立董事,48,硕士,"范斌,男,1972年9月出生,中国国籍,无境外永久居留权,法律硕士。曾任职于合肥市中级人民法院、安徽华人律师事务所、安徽安天行律师事务所。现任北京金诚同达(合肥)律师事务所高级合伙人、金融证券部主任。2015年12月至今兼任中国科学技术大学法律硕士教育中心客座教授。2019年1月起任本公司独立董事。"
12,鲁柏祥,男,1964,独立董事,56,博士,"鲁柏祥,男,1964年4月出生,中国国籍,无境外永久居留权,农林经济管理专业博士。1986年7月至今一直任职于浙江大学,历任畜牧兽医系教师、正大肉鸡发展中心总经理、管理学院讲师、公共管理学院讲师;现任浙江大学公共管理学院农林经济管理系讲师,浙江大学企业家学院副院长,浙江大学全球浙商研究院副院长。长期致力于企业实际管理问题解决方法的探讨,对管理实践有三十余年的跟踪性研究。曾获得浙江大学教学成果一等奖、浙江大学优质教学奖。"
13,杨仕华,男,1963,独立董事,57,本科,"杨仕华,男,1963年8月出生,中国国籍,无境外永久居留权,本科学历。1985年7月至今一直在中国水稻研究所从事水稻遗传育种、品种区域试验与评价研究等工作,曾主持农业部重点项目、国家水稻品种区域试验及其他相关研究项目10余项,推荐通过国家审定稻品种700多个,制定农业行业标准2个,发表论文50余篇,主编专著16部,获省部级科技进步奖3项。现任中国水稻研究所研究员。2019年1月起任本公司独立董事。"
14,周萍华,女,1964,独立董事,56,本科,"周萍华,女,1964年3月出生,中国国籍,无境外永久居留权,本科学历。1985年7月至2004年8月任职于安徽财贸学院,历任助教、讲师、副教授等职务;2004年8月至今任安徽财经大学教授。此外,2015年11月至今任文一三佳科技股份有限公司独立董事;2017年10月至今任大千生态环境集团股份有限公司独立董事。"
15,谢庆军,男,1973,"监事会主席,非职工代表监事",47,本科,"谢庆军,男,1973年2月出生,中国国籍,无境外永久居留权,本科学历,中级会计师。1994年7月至2000年2月在合肥南方鸡场从事财务工作;2000年2月至2018年3月在合肥丰乐种业股份有限公司财务部、审计部工作,历任会计、财务主管、外派子(分)公司财务负责人、审计部部长助理、审计部主持工作的副部长等职;2018年5月入职公司,现任公司审计督查部主任,2019年1月起任公司监事会主席。"
