,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,卢连兴,男,1965,"董事长,法定代表人,非独立董事",55,本科,"卢连兴:男,1965年10月生,汉族,中共党员,大学学历,会计师。1986年7月参加工作,曾任山东省皮革工业总公司进出口公司副经理、经理,山东省皮革工业总公司副总会计师、总会计师、总经理、董事长、党委副书记,山东省齐鲁石油化工联营开发总公司总经理、党委书记,山东省中鲁远洋渔业股份有限公司董事长、党委书记,山东省国有资产投资控股有限公司副总裁、党委委员,山东省水产企业集团总公司总经理、党委书记,山东东银投资有限公司董事长;现任山东省国有资产投资控股有限公司党委常委、董事、董事会秘书、中泰信诚资产管理有限公司党委书记、董事长。2018年1月25日起任山东省中鲁远洋渔业股份有限公司党委书记、董事长。"
1,王欢,男,1968,"总经理,非独立董事",52,本科,"王欢,男,1968年6月生,汉族,大学学历,经济学学士。1992年7月参加工作,曾任山东省中鲁远洋渔业股份有限公司远洋管理部副经理、驻加纳渔业项目业务主管、驻冈比亚渔业项目负责人、山东省中鲁水产海运有限公司董事长、总经理。山东省水产企业集团总公司海外部科员、驻加纳渔代处副科级干部;山东省中鲁远洋渔业股份有限公司贸易部副科级干部、远洋管理部副经理、驻冈比亚渔业项目负责人、山东省中鲁水产海运有限公司总经理。2016年3月3日起任山东省中鲁远洋渔业股份有限公司副总经理,2018年6月7日起任山东省中鲁远洋渔业股份有限公司总经理,2019年1月22日起任山东省中鲁远洋渔业股份有限公司董事、总经理。"
2,孟凡勇,男,1970,副总经理,50,大专,"孟凡勇,男,1970年1月生,汉族,大专,经济师,中共党员。1989年7月参加工作,曾任山东省水产企业集团总公司进出口部副科长;山东省万祥水产有限公司副经理;山东省中鲁远洋(烟台)食品有限公司总经理;山东省中鲁远洋(烟台)食品有限公司董事长;山东省中鲁远洋冷藏有限公司董事长。2019年5月16号起任山东省中鲁远洋渔业股份有限公司副总经理,兼任山东省中鲁远洋(烟台)食品有限公司董事长、山东省中鲁远洋冷藏有限公司董事长。"
3,李明,男,1965,"副总经理,职工代表董事,董事会秘书",55,本科,"李明:男,中国国籍,1965年8月生,汉族,大学学历,经济师。2007年4月起任山东省中鲁远洋渔业股份有限公司副总经理;2015年4月起任山东省中鲁远洋渔业股份有限公司副总经理、董事会秘书;2017年12月29日起任山东省中鲁远洋渔业股份有限公司职工董事、副总经理、董事会秘书。曾任青岛海洋渔业公司计划处干部;山东省水产企业集团总公司计划财务部副科长、科长、副经理,国有资产管理部经理;山东省中鲁远洋渔业股份有限公司企业管理部经理、监事会主席。"
4,陆晓楠,男,1973,非独立董事,47,硕士,"陆晓楠,男,1973年11月出生,工商管理硕士、经济学硕士,中共党员。曾任审计署济南特派办资源环保审计处副处长,山东东银投资有限公司副总经理,山东省国有资产投资控股有限公司资产管理部副部长、风险管理部部长、纪检监察室主任、资本运营中心总经理;现任山东省国有资产投资控股有限公司综合部部长、山东国投监事、中通客车控股股份有限公司监事会主席、山东中鲁海延远洋渔业有限公司董事。2016年5月19日起任山东省中鲁远洋渔业股份有限公司董事。"
5,江鲁,男,1959,独立董事,61,本科,"江鲁:男,1959年3月生,汉族,法学学士,高级律师。曾任山东恒通化工股份有限公司、山东山大华特科技股份有限公司独立董事;济南市经济律师事务所律师、山东源鑫律师事务所律师、山东君义达律师事务所合伙人、山东德义君达律师事务所合伙人;现任国浩律师(济南)事务所合伙人。2016年5月19日起任山东省中鲁远洋渔业股份有限公司独立董事。"
6,宋希亮,男,1965,独立董事,55,博士,"宋希亮先生,1965年11月生,中国国籍,无境外永久居留权,博士研究生学历。历任山东经济学院会计系副教授、山东经济学院研究生院副主任。现任山东财经大学会计学院教授、硕士生导师、中鲁B(200992.SZ)独立董事、华东数控(002248.SZ)独立董事、圣阳股份(002580.SZ)独立董事、山东明仁福瑞达制药股份有限公司独立董事、森麒麟股份独立董事,中国企业并购重组研究中心特约研究员。2019年12月23日因换届辞去山东圣阳电源股份有限公司独立董事。"
7,刘冰,男,1983,"监事会主席,监事",37,硕士,"刘冰,男,1983年2月生,汉族,研究生学历,经济学硕士,注册会计师,中共党员。2008年9月参加工作,曾任山东省审计厅科研所科员;海南省国税局副主任科员;国家开发投资集团有限公司财会部高级业务经理;山东省国有资产投资控股有限公司财务部副部长、资深业务经理。现任山东省国有资产投资控股有限公司审计部资深业务经理、副部长(主持工作)。兼任山东省资产管理运营有限公司监事会主席,山东省轻工业供销有限公司监事,中泰信诚资产管理有限公司监事。2019年5月16号起任本公司监事会主席。"
8,黄薇,女,1979,监事,41,硕士,"黄薇,女,1979年4月生,汉族,中共党员,大学学历,经济学硕士。曾任太平洋人寿济南分公司渠道业务总监;中英人寿济南分公司渠道业务总监、副总经理;德国安顾保险集团股份公司济南代表处首席代表;山东东银投资有限公司副总经理;山东省巨能投资有限公司副总经理;现任山东省国有资产投资控股有限公司风险管理部副部长。2019年1月22日起任本公司监事。"
9,邱虹,女,1967,职工代表监事,53,本科,"邱虹,女,1967年6月生,汉族,大学学历,中共党员,经济师。曾任本公司总经理办公室科长、党群工作部副部长、纪检监察部副部长;现任本公司纪检监察部部长、党群工作部部长。2017年12月29日起任本公司职工监事。"
10,傅传海,男,1972,财务总监,48,硕士,"傅传海,男,1972年2月生,汉族,研究生。1994年7月参加工作。曾任轻骑集团销售公司科员;山东振鲁会计师事务所审计员;山东正源和信会计师事务所审计项目经理、部门副经理;皇明太阳能集团财务部副部长;力诺集团审计中心副主任;华润山东医药有限公司总会计师;中泰信诚资产管理有限公司财务总监。2019年1月4日起任本公司财务总监。"
