,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,毛长青,男,1972,"董事长,法定代表人,非独立董事",48,硕士,"毛长青:男,1972年出生,北京大学光华管理学院工商管理硕士,中国农业大学经济学学士。曾任农业部政策体改法规司科员、副主任科员;湘财证券客户中心高级经理、战略发展总部总经理助理;国信证券经济研究所农业与食品饮料行业资深分析师;中信证券农林牧渔行业首席分析师、首席策略师、研究部执行总经理。现任中信现代农业投资股份有限公司董事、总经理,中信农业产业基金管理有限公司董事长,袁隆平农业高科技股份有限公司副董事长。于2019年1月23日辞去袁隆平农业高科技股份有限公司副董事长。2019年1月至今任袁隆平农业高科技股份有限公司董事长。"
1,袁隆平,男,1931,名誉董事长,89,--,"袁隆平,1931年生,男,中国工程院院士,研究员,世界公认""杂交水稻之父""。长期从事杂交水稻研究,先后获国家特等发明奖、联合国知识产权组织""杰出的发明家""金质奖、联合国教科文组织科学奖、英国让克奖、美国菲因斯特""拯救饥饿奖""、何梁何利基金奖、联合国粮农组织""粮食安全保障奖""、日本""日经亚洲大奖""、日本""越光国际水稻奖""。1992年被授予湖南省""功勋科学家""称号,1997年在作物杂种优势遗传与利用国际学术讨论会上获得""先驱科学家""称号。历任国家杂交水稻工程技术研究中心主任、湖南省农科院名誉院长、全国政协常委、湖南省政协副主席、湖南省科协副主席、湖南农学会理事长、联合国粮农组织发展杂交水稻的首席顾问。现任湖南杂交水稻研究中心主任、本公司名誉董事长、董事。"
2,廖翠猛,男,1965,总裁,55,硕士,"廖翠猛:男,1965年出生,硕士研究生,研究员。曾任汉寿县鸭子港乡政府乡长助理,湖南农业高新技术开发公司经营部经理,湖南省两系优质杂交水稻开发公司经理,湖南农平杂交水稻种子公司总经理,国家杂交水稻工程技术研究中心开发部主任,国家杂交水稻工程技术研究中心副主任、副书记。最近5年均任公司董事,曾兼任公司副总裁、高级副总裁、执行总裁。现任公司决策委员会委员、总裁、执行委员会主任。"
3,张秀宽,男,1968,执行总裁,52,硕士,"张秀宽:男,1968年出生,MBA。曾任安徽省利辛县新张集乡农技站副站长;合肥市种子公司门市部主任;合肥市种子公司粮油种子部经理;合肥丰乐种业股份有限公司部门经理、总经理助理、副总经理;最近5年均任公司董事、产业总监。现任公司决策委员会委员、执行总裁、执行委员会委员、产业总监。"
4,袁定江,男,1968,"副董事长,非独立董事",52,硕士,"袁定江先生:1968年出生,中国国籍,硕士研究生学历,经济师,1991年毕业于湖南财经学院金融系金融专业,武汉大学EMBA。曾任珠海市农渔委主办会计、珠海市财政局世界银行贷款项目业务主办、珠海市人民政府办公室秘书。现任袁隆平农业高科技股份有限公司副董事长、决策委员会委员。"
5,宫俊涛,男,1980,"高级副总裁,首席信息官",40,博士,"宫俊涛先生:1980年出生,研究生学历,博士。现任公司执行委员会委员、首席信息官。最近5年曾任中信农业科技股份有限公司投资总监、中信证券股份有限公司研究部通信行业研究员、上海格蒂电力科技股份有限公司董事会办公室主任、广东爱瓦力科技股份有限公司独立董事。"
6,杨远柱,男,1962,副总裁,58,大专,"杨远柱:男,1962年出生,专科学历,研究员,博导。全国劳动模范,享受国务院政府特殊津贴,国家级中青年有突出贡献科技专家,全国优秀科技工作者,湖南省新世纪121人才工程第一层次专家,湖南省水稻产业体系育种岗位专家,国家农作物品种审定委员会稻专业委员会委员,国家农作物种质资源管理委员会委员,湖南省农作物品种审定委员会稻专业委员会主任,湖南省促进新兴产业专家委员会专家,深圳市国家级科技领军人才,湖南大学、湖南师范大学、湖南农业大学、湖南人文科技学院硕士研究生导师。曾任湖南亚华种业科学研究院副院长、院长,湖南亚华种子有限公司副总经理。最近5年均在公司任职现任公司副总裁,水稻首席专家,。现任中国作物学会理事、湖南省农学会副理事长、湖南省作物学会副理事长、湖南植物学会常务理事,公司副总裁,湖南隆平高科种业科学研究院有限公司院长。"
7,尹贤文,男,1981,"高级副总裁,董事会秘书",39,硕士,"尹贤文:男,1981年出生,硕士研究生,经济师。历任四川隆平高科种业有限公司总经理助理,公司延伸产业管理部副经理、产业发展部副经理、投资管理部经理、公司职工代表监事、总裁助理。现任公司投资总监、董事会秘书。"
8,邹振宇,男,1970,"副总裁,财务总监",50,硕士,"邹振宇:男,1970年出生,MBA,在职研究生学历。曾任本公司财务部经理、总监助理兼计划财务部经理;现任公司财务总监,副总裁。"
9,林响,男,1979,非独立董事,41,硕士,"林响:男,1979年出生,厦门大学经济学学士,北京大学光华管理学院工商管理硕士,全国会计领军(后备)人才,高级会计师、注册税务师、英国皇家特许管理会计师公会资深会员、全球特许管理会计师。曾就职于中信金属集团有限公司、中国电子进出口总公司,从事财务、投资、国际市场和审计等方面工作。现任中信农业科技股份有限公司财务副总监、中农威特生物科技股份有限公司董事、中信农业产业基金管理有限公司董事、湖南隆平高科农业发展有限公司财务总监。"
