,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,唐传勤,男,1954,"董事长,总经理,法定代表人,董事",66,--,唐传勤：男，1954年出生，高级经济师，曾任好当家集团有限公司副总经理，1998年2月起任好当家集团有限公司董事长，2010年5月起任本公司董事长。
1,冯永东,男,1965,副总经理,55,本科,"冯永东:男,1965年出生,中国国籍、曾担任本公司董事、好当家集团有限公司副总裁,现任本公司副总经理、好当家集团有限公司董事。"
2,胡炜,男,1975,副总经理,45,--,"胡炜:男,1975年8月出生,曾任本公司食品研发中心主任、海洋生命科学院院长,现任本公司副总经理、海洋食品营销管理总经理。"
3,孙宗辉,男,1973,副总经理,47,--,孙宗辉，男，1973年出生，中专文化程度。曾任本公司综合养殖场化验员，养鱼场场长，现任育苗场场长。
4,梁卫刚,男,1975,"副总经理,董事",45,--,"梁卫刚:男,1975年出生,2005年1月至2008年10月任好当家集团有限公司审计部部长,2008年11月到2009年08月任好当家集团有限公司董事长助理,2009年9月至今任山东好当家海洋食品销售有限公司总经理。现任本公司董事、副总经理,分管冷冻食品加工业。"
5,李俊峰,男,1981,"副总经理,董事,董事会秘书",39,硕士,"李俊峰:男,1981年出生,硕士。2011年2月起任山东好当家海洋食品销售有限公司总经理,2012年3月起任公司董事、副总经理,2015年8月起兼任公司董事会秘书。"
6,毕见超,男,1978,董事,42,--,"毕见超:男,1978年7月出生,曾任本公司审计部部长、财务部部长,2016年1月起任好当家集团有限公司财务总监。"
7,宋荣超,男,1972,"董事,财务总监",48,--,宋荣超：男，1972年出生，自2001年起任本公司财务部部长，现任公司董事、财务总监。
8,唐爱国,男,1974,董事,46,大专,"唐爱国:男,1974年12月出生,现任好当家集团有限公司董事、荣成海盛纸业有限公司总经理。"
9,侯建厂,男,1959,独立董事,61,本科,"侯建厂:男,中国,1959年10月出生,大学本科,资深注册会计师、注册税务师、高级会计师。现任山东省注册会计师协会常务理事,中天运会计师事务所(特殊普通合伙)合伙人,中天运会计师事务所威海分所所长、本公司独立董事。"
10,孙慧玲,女,1958,独立董事,62,本科,"孙慧玲:女,1958年7月出生,大学本科,现任中国水产科学研究院黄海水产研究所财务条件处研究员。主要工作业绩:一、科研管理方面:组织编制了黄海所的4年修购规划和“十二五”基本建设规划;圆满完成了06年修购项目验收;积极组织总投资过亿元的8项在建基本建设项目和十余项修购项目的实施和验收准备工作;较好的组织完成了黄海所“国家级海洋渔业生物种质资源库”重大项目建议书的编制和申报;积极参与了黄海所渔业科学实验基地的规划和建设工作。二、科学研究方面主持农业部、山东省、科技部等科研项目5项;以第1和通讯作者发表论文5篇,专著1部;获得授权发明专利1项;培养研究生3人,协助培养博士后1名;获国家科技进步二等奖;获山东省科技进步一等奖;海洋局创新二等奖。农业部有突出贡献中青年专家。"
11,王大宏,男,1964,独立董事,56,本科,"王大宏先生:1964年7月出生,大学学历,毕业于清华大学化工系,中国国籍,无境外永久居留权。王大宏先生曾任北京市化工研究院工程师、北京亚都生物科技公司总工程师、养生堂(北京)公司副总经理、烟台绿叶制药集团公司品牌经理、北京纽海尔斯商贸公司总经理、北京中卫康桥信息技术公司总经理,现任中国保健协会市场工作委员会秘书长,庶正康讯(北京)商务咨询有限公司董事总经理、山东好当家海洋发展股份有限公司独立董事、西王食品股份有限公司独立董事及本公司独立董事,是我国营养健康产业知名学者、国家级课题负责人。"
12,孙永军,男,1970,"监事会主席,监事",50,--,"孙永军,男,1970年出生,现任好当家集团有限公司副总裁、技术中心主任。"
13,邱学岗,男,1966,监事,54,--,"邱学岗:男,1966年出生,现任山东好当家海洋发展股份有限公司监事、审计部部长职务。"
14,王道刚,男,1969,职工代表监事,51,--,王道刚：男，1969年出生，曾任本公司人力资源部部长，现任本公司监事、育苗场场长。
