,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,谭丽霞,女,1970,"董事长,非独立董事",50,博士,"谭丽霞女士,1970年9月出生,中国国籍,无境外居留权谭丽霞女士现任本公司非执行董事。谭女士为全球特许管理会计师。谭女士自1992年8月起历任海尔集团公司多个职位,包括海外推进本部长、副本部长、本部长,海尔集团公司首席财务官、执行副总裁、海尔集团CFO,万链共享领域平台领域主等,;自2010年6月起担任海尔智家股份有限公司副董事长;自2012年4月起担任青岛银行股份有限公司非执行董事;自2013年11月至2019年3月担任海尔电器集团有限公司非执行董事;自2014年7月起担任海尔金控董事长;自2018年6月起担任青岛海尔生物医疗股份有限公司董事长;自2019年5月起担任盈康生命科技股份有限公司董事长。谭女士目前还担任中华全国妇女联合会第十二届常委、中国女企业家协会副会长、山东省女企业家协会会长和青岛市妇女联合会第十三届兼职副主席等。谭女士于1992年6月毕业于中央财经大学10财政系,于2009年7月获得中欧国际工商学院高级管理人员工商管理硕士学位,目前为清华大学五道口金融学院金融学博士研究生。历任海尔空调电子进出口公司处长助理、总经理助理。现任海尔集团执行副总裁,近年先后荣获山东省劳模、全国优秀企业家、全国""三八""红旗手标兵、中国CFO年度人物、中国十大经济女性年度人物、中国十大品牌女性等称号,全国妇联第十二届常委、中国女企业家协会副会长。"
1,王蔚,男,1975,"总经理,法定代表人,非独立董事",45,硕士,"王蔚,董事,男,1975年2月出生,中国国籍,无境外永久居留权,四川联合大学(现为四川大学)经济学学士,对外经济贸易大学高级管理人员工商管理硕士。1996年8月至2016年4月历任海尔集团财务管理部处长、海外推进本部财务总监、通讯产品部财务总监、财务管理部内控内审中心总经理、个人数码产品部财务总监及青岛海尔产城创集团有限公司总经理等多个职位;2016年4月至2019年5月担任海尔集团(青岛)金融控股有限公司副总裁、投资总监,并兼任海尔(青岛)生物技术有限公司董事、青岛海尔生物医疗控股有限公司董事兼总经理、盈康医投执行董事兼总经理等;2018年6月至今担任青岛海尔生物医疗股份有限公司董事;2019年5月至今任公司董事兼总经理。王蔚先生曾于2005年获青岛市“第十九届市级企业管理现代化创新成果三等奖”、“第十九届市级企业管理现代化创新成果优秀奖”。"
2,李洪波,男,1971,副总经理,49,硕士,"李洪波,男,1971年12月出生,中国国籍,无境外永久居留权,北京轻工业学院(现为北京工商大学)学士,西安交通大学高级管理人员工商管理硕士。李洪波先生于1996年8月加入海尔集团,1996年8月至2019年7月,历任青岛海尔电冰箱有限公司二厂质量厂长、青岛海尔股份有限公司(现海尔智家股份有限公司)冰箱中一事业部质量中心副处长,海外冰箱事业部质量部长,电冰箱本部质量部长,质量总监,武汉海尔冷柜事业部长兼任武汉海尔工业园园长等。2015年2月至今担任武汉海尔能源动力有限公司董事。2019年8月至2020年3月,担任玛西普医学科技发展(深圳)有限公司供应链总经理;2020年3月至今,担任玛西普医学科技发展(深圳)有限公司总经理,玛西普医学科技发展(青岛)有限公司董事,玛西普(成都)医疗设备有限公司董事总经理等。李洪波先生曾于2004年获得山东省18届企业管理现代化创新及优秀应用成果二等奖,2010年获多门冰箱内胆成型国家发明专利,青岛市经济开发区第六批“拔尖人才”,2013年获全国轻工业质量管理小组活动卓越领导者等荣誉称号。"
3,彭文,男,1968,副总经理,52,博士,"彭文,男,1968年2月出生,中国国籍,无境外永久居留权,博士,主任医师、教授、博士生导师,上海医科大学(现为复旦大学上海医学院)博士,美国马里兰大学肾病研究中心博士后,上海市高级中西医结合人才。1999年8月至2000年2月任上海市第一人民医院肾内科主治医生,2000年2月至2018年3月期间历任上海市普陀区中心医院肾内科兼血透室主任、院长助理、副院长、院长,2018年3月至2020年4月任海尔集团(青岛)金融控股有限公司医疗平台副总裁。并兼任上海中医药学会副会长、上海中西医结合学会副会长、上海市医院协会副会长、上海市中西医结合学会全科医学专业委员会主任委员、上海市中医药学会社会办医管理分会主任委员等。彭文先生先后承担科研课题20项,包括国家自然科学基金面上项目1项,负责主持学科建设项目5项,作为第一完成人获成果奖励10项,发表论文80余篇(其中SCI33篇),申报国家专利7项(已授权2项),参编专著8本。先后培养硕士研究生7名,博士研究生5名。"
4,沈旭东,男,1961,非独立董事,59,硕士,"沈旭东,董事,男,1961年12月出生,中国国籍,无境外永久居留权,中共党员,硕士学历,2004年12月取得医疗专业主任医师资格。1988年9月至2012年11月,历任上海四五五医院副院长;2007年任上海交通大学药学院、上海中医药大学、第二军医大学特聘教授、硕士生导师;2010年任上海交通大学药学院博士生导师;2013年3月至2014年5月任国药控股医疗投资管理有限公司高级顾问;2014年5月至2016年2月任上海复星医药股份有限公司副主任;2016年6月至今任上海永慈医院投资管理有限公司董事长兼总经理。2019年5月至今任公司董事。"
5,王波,女,1970,非独立董事,50,大专,"王波,董事,女,1970年1月出生,中国国籍,无境外永久居留权,大专学历。1991年8月至2003年10月在泸州五交化站任出纳;2003年12月至2008年6月在空军医院钴60放疗中心任出纳;2008年6月至2014年10月在平安医院任出纳;2014年10月至2020年2月在友谊医院任出纳;2019年1月至今任公司董事。"
6,徐涛,男,1972,非独立董事,48,本科,"徐涛,董事,男,1972年12月出生,中国国籍,无境外永久居留权,本科学历。1997年3月起在玛西普工作,现任玛西普董事长。2003年至今任全国放射治疗、核医学和放射剂量学设备标准化分技术委员会委员。2016年至今任中国生物医学工程学会精确放疗技术分会伽玛射束立体定向放射治疗技术学组委员。2016年9月至今任公司董事。"
7,张颖,女,1975,非独立董事,45,硕士,"张颖,董事,女,1975年3月出生,中国国籍,无境外永久居留权,中共党员。武汉工业大学本科,对外经济贸易大学工商管理硕士,一级人力资源管理师。1998年8月至2015年12月任海尔集团公司智能电子事业部、海外推进本部等人力总监,2016年1月至今担任海尔集团(青岛)金融控股有限公司人力总经理。2019年5月至今任公司董事。"
8,胡园园,女,1986,董事会秘书,34,双本科,"胡园园,女,1986年8月出生,中国国籍,中共党员,无境外永久居留权,2007年7月毕业于哈尔滨理工大学,会计学、国际经济与贸易学双学位。2007年8月至2010年12月,于海尔集团公司财务管理部工作,先后担任内控专员、审计师、预算经理;2010年12月至2013年2月,任海尔集团公司手机事业部财务经理;2013年2月至2016年4月,任青岛海尔产城创集团有限公司高级预算经理;2016年4月至2019年2月,任海尔集团(青岛)金融控股有限公司资本运作小微总经理。2019年5月至今,任公司董事会秘书。"
9,刘霄仑,男,1972,独立董事,48,博士,"刘霄仑,独立董事,男,1972年3月出生,中国国籍,无境外永久居留权,企业管理学(公司治理方向)博士,中国注册会计师(非执业)。1994年9月至1998年1月任普华国际会计公司北京办事处高级审计员;1998年2月至1999年3月任安达信·华强会计师事务所资深审计师;2014年6月至2017月6月任北京千方科技股份有限公司独立董事;2016年4月至2017年10月任广东海印集团股份有限公司独立董事;2019年4月至今任恒生电子股份有限公司独立董事;现任北京国家会计学院教师、副教授、风险管理与内控项目责任教授,中国会计学会会计基础理论委员会委员;2019年5月至今任公司独立董事。"
