,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,李颖林,男,1972,"董事长,法定代表人,非独立董事",48,硕士,"李颖林先生,1972年出生,中国国籍,研究生学历,中共党员。1996年参加工作,最近五年历任顺义区国有资本经营管理中心党委委员、副经理;北京顺义金融控股有限责任公司董事、副经理;北京顺鑫控股集团有限公司监事会主席;北京综合保税区开发管理有限公司监事会主席。现任顺鑫控股党委副书记、董事、经理,顺鑫农业董事长。"
1,安元芝,男,1971,"总经理,董事会秘书",49,硕士,"安元芝先生:中国国籍,研究生学历,中共党员。1994年参加工作,历任新疆财经学院教师、北京市崇文区委党校教师、北京市崇文区委党校教学科研处副主任、北京市崇远投资经营公司投资部副部长、北京宏源证券股份有限公司高级业务经理、中国阿拉伯化肥有限公司总经理助理、中国中煤能源集团公司政策研究室主管、河北秦皇岛广顺房地产开发有限公司副总经理、北京顺鑫农业发展集团有限公司副经理。现任北京顺鑫控股集团有限公司董事,顺鑫农业总经理、董事会秘书,主管公司证券事务工作。"
2,李秋生,男,1968,"副总经理,非独立董事,财务总监",52,硕士,"李秋生先生,1968年出生,中国国籍,研究生学历,中共党员。1991年参加工作,最近五年历任顺鑫农业财务计划部部长、北京顺鑫控股集团有限公司计划财务部经理。现任顺鑫农业董事、副总经理、财务总监,负责公司财务工作。"
3,林金开,男,1978,"副总经理,非独立董事",42,硕士,"林金开先生,1978年出生,中国国籍,研究生学历,国际贸易专业,中级经济师。最近五年历任顺鑫农业投资管理部部长,顺鑫农业副总经理、北京顺鑫控股集团有限公司董事。现任顺鑫农业副总经理、顺鑫农业鹏程食品分公司经理、顺鑫农业小店畜禽良种场经理,北京顺鑫控股集团有限公司董事。2019年12月06日任北京顺鑫农业股份有限公司非独立董事。"
4,秦龙,男,,副总经理,--,本科,"秦龙先生,中国国籍,本科学历,中共党员。1990年参加工作,最近五年曾任顺鑫农业经理办公室主任、经理助理,现任顺鑫农业副总经理。"
5,宋克伟,男,1966,"副总经理,非独立董事",54,本科,"宋克伟先生,1966年出生,中国国籍,本科学历,中共党员,高级营销师。1988年参加工作,历任顺鑫农业牛栏山酒厂设备科副科长、灌装车间主任、党总支副书记;顺鑫农业牛栏山酒厂副厂长、党委副书记。现任顺鑫农业董事、副总经理;顺鑫农业牛栏山酒厂厂长,主管公司白酒产业。"
6,王金明,男,1963,"副总经理,非独立董事",57,硕士,"王金明先生,1963年出生,中国国籍,研究生学历,商业经济学专业,高级会计师。最近五年一直担任顺鑫农业董事、副总经理兼财务总监。现任顺鑫控股董事,顺鑫农业董事、副总经理,2017年2月10日起不再担任公司财务总监。现任顺鑫控股董事,顺鑫农业董事、副总经理"
7,康涛,男,1975,非独立董事,45,硕士,"康涛先生,1975年出生,中国国籍,研究生学历。1997年参加工作,历任北京市顺义区粮油贸易公司期货信息部部长,北京顺鑫农业股份有限公司资本运营部副部长、部长。现任顺鑫农业证券事务代表、董事会办公室主任。最近五年历任顺鑫农业战略投资部经理。现任北京福通互联科技集团有限公司副经理、顺鑫农业董事。"
8,陈亦昕,女,1983,独立董事,37,本科,"陈亦昕女士,1983年出生,中国国籍,无境外永久居留权,法学本科学历,高级人力资源师。曾任职于北京和玺建筑成套木作系统有限公司、中润资源投资股份有限公司,曾任国发贵金属经营(天津)有限公司总经理,2016年4月至今任北京顶尖环球教育科技有限公司总裁。陈亦昕女士已经取得中国证监会认可的独立董事资格证书,现担任北京捷成世纪科技股份有限公司、中国中期投资股份有限公司独立董事。2019年12月06日任北京顺鑫农业股份有限公司独立董事。"
9,鲁桂华,男,1968,独立董事,52,博士,"鲁桂华先生,独立董事,1968年出生,中国国籍,无境外永久居留权,博士研究生学历,毕业于清华大学会计学专业,助理工程师、经济师、注册会计师、教授、博士生导师。1990年至1993年任湖南省华容县氮肥厂助理工程师;1993年任湖南省华容县工业学校教师;1993年至1996年历任中国人民银行湖南华容支行助理工程师、经济师;1999年至2005年历任天津商学院讲师、副教授;2005年至今历任中央财经大学副教授、教授;现任上市公司民生控股股份有限公司、河钢股份有限公司、东旭光电科技股份有限公司、北京电子城投资开发集团股份有限公司独立董事;2018年至今任公司独立董事。2019年12月06日任北京顺鑫农业股份有限公司独立董事。"
10,战飞扬,男,1977,独立董事,43,硕士,"战飞扬先生,1977年出生,中国国籍,无境外永久居留权,法学硕士,律师。曾任德衡律师集团事务所、北京市观韬律师事务所、北京市铭盾律师事务所律师,2010年7月至今任北京富鼎律师事务所律师。2019年12月06日任北京顺鑫农业股份有限公司独立董事。"
11,贠振德,男,,"监事会主席,非职工监事",--,本科,"贠振德先生:中国国籍,本科学历。最近五年历任北京顺鑫石门农产品批发市场有限责任公司党支部副书记、总经理;北京顺鑫石门农产品批发市场有限责任公司党支部书记、总经理;北京顺鑫石门农产品批发市场有限责任公司党总支书记、总经理。现任北京顺鑫石门国际农产品批发市场集团有限公司党总支书记、董事长、顺鑫农业监事会主席。"
12,曾淑萍,女,,非职工监事,--,本科,"曾淑萍女士:中国国籍,本科学历,会计师。最近五年担任顺鑫农业牛栏山酒厂财务一部副部长。现任顺鑫农业牛栏山酒厂财务助理、财务一部部长、顺鑫农业监事。"
13,李文祥,男,,职工代表监事,--,本科,"李文祥先生:本科学历,中共党员。最近五年历任鹏程食品分公司常务副经理;鹏程食品分公司副经理。现任鹏程食品分公司党总支委员、副经理,顺鑫农业监事。"
